http://movie.douban.com/subject/2153527/	新白娘子传奇 新白娘子傳奇
(4星)	 叶童你一大美女演许仙……害得我在倚天屠龙记里面一直不相信你是女的            
(5星)	 忘不了            
(4星)	 经典~~            
(NA)	 无法超越的白娘娘～啊啊啊，啊啊啊            
(5星)	 好怀念啊……            
(5星)	 小学寒暑假必看，千年等一回唱响了多少遍            
(4星)	 趴在床上 裹个毛毯 说我会飞            
(5星)	 连续五年寒假，电视台从早到晚放同一部电视剧，我居然还能看下去            
(5星)	 嘿嘿 着是最美最美的一部童话剧。经典的无法替代。稀饭            
(5星)	 原来这里就有王道一词            
(5星)	 神仙姐姐            
(5星)	 宝山。。。            
(5星)	 最萌李公甫，还是石斑鱼配的音            
(5星)	 很喜欢白素质和小青，小青的直率和清纯让人过目难忘。以前一直以为许仙是男的，多久以后才知道他是她。很喜欢这部片子。            
(5星)	 赵雅芝是我童年的女神。            
(5星)	 童年寒暑假的爱啊！            
(NA)	 太经典了，童年假期美好额回忆，至今仍旧时不时地在网上再次回味            
(2星)	 从小就无比的厌恶“男”主角            
(5星)	 哈哈，竟然看到这个，这个必须得给五星。            
(5星)	 娘子~~~~            
(5星)	 最经典的童年回忆 白素贞就是心中的女神            
(5星)	 想当年超级迷恋它！            
(3星)	 小时候的记忆是五星            
(4星)	 两个完美女性 一个白娘子 一个雅典娜。            
(4星)	 现在看赵仙人的演技多假阿，白娘子范儿威武！            
(5星)	 当年的最经典 感人又好看            
(4星)	 小青好漂亮~            
(5星)	 赵雅芝在我眼里依旧是第一美人            
(NA)	 小时候太爱看了            
(5星)	 赵雅芝影响了一代审美呀，多少人的梦中情人呀            
(5星)	 我只能说灰常经典~            
(5星)	 想起小时候看的正酣总喜欢拿块白布拿根筷子插在头上假装自己是白娘子。。。后来知道许仙是女的演的恶心了一阵。。。然后又开始怀念了。。。            
(5星)	 种种经典，一切尽在不言中            
(5星)	 年年暑假都要看，后来索性买了碟子看。            
(5星)	 那是何等的痴迷啊~~            
(5星)	 每年过年回家都看了的  永远的经典            
(4星)	 自从看了这个之后，再看见叶童演女人就觉得别扭            
(5星)	 大爱            
(5星)	 都不知道自己看过多少遍了····            
(5星)	 经典啊            
(4星)	 登登登...登登登...            
(5星)	 赵雅芝就是白娘子，白娘子就是赵雅芝。经典就是新白，新白就是经典。            
(5星)	 永远的经典            
(5星)	 小白你為何不要小青T^T            
(5星)	 无出其右，难以超越的经典            
(5星)	 叶童这个女扮男装真的经典啊！许仙永远的形象！            
(4星)	 因为是经典            
(5星)	 这才是古典中国的美！！            
(NA)	 童年的最爱            
(4星)	 总是演着演着就唱起来了XDDDDD            
(4星)	 经常唱戏，挺有意思的            
(NA)	 以前重播每年都看，有了电脑后反而不看了            
(NA)	 从小看到大            
(5星)	 小时候每年暑假四川台都会放 都会看 经典得不能再经典了            
(NA)	 好吧 我居然又看了一遍            
(4星)	 童年极为美好的一段观影时光，考研前还兴致勃勃地重温了一遍……但是，凭什么法海也鸡犬升天了！！！！！！！！这老鼠屎必须扣分……（咦，老早前加过的怎么又跑出来了……）            
(5星)	 回忆。。。            
(5星)	 乌拉拉            
(NA)	 无法评价。小时候是傻的~            
(5星)	 经典!!!!            
(5星)	 多年后才知道叶童也是女的            
(3星)	 其实记不清了            
(5星)	 千年等一回嘛。            
(4星)	 千年等一回 是谁说爱我永不变小时候看怎么都没发现许仙是个女的哈哈啊哈哈哈            
(5星)	 永远的经典            
(5星)	 百看不厌            
(4星)	 介个就是童年啊            
(5星)	 从牙牙学语就开始看，一如既往地喜欢。赵雅芝阿姨是亘古不变的女神人物~            
(5星)	 无与伦比的美丽            
(4星)	 长大后才知道许仙是女人 也就是从儿时起我就百合了【惊            
(4星)	 雅芝姐姐，哦不，雅芝阿姨。我小学一年级的时候好好喜欢你啊！！！            
(4星)	 说实话，很多年后才知道叶童是女银。。            
(3星)	 第一眼就看出来许仙是个女的 [原来女的和女的也可以啊] orz最早的蕾丝情节            
(5星)	 小时候看的最多遍地电视剧！            
(4星)	 赵雅芝是一个传奇。            
(5星)	 千年等一回            
(5星)	 经典！！！            
(5星)	 经典挖！            
(NA)	 看这个的时候还住在关西 养着狗狗 出着水痘，睡在阳台 可以看见星星 电视也搬到小小的阳台上 夏夜的风很舒服            
(4星)	 童年呀，好怀念的小时候..            
(4星)	 永远的白娘子            
(5星)	 无法逾越的永恒经典，无法忘怀的童年记忆！            
(5星)	 经典。            
(NA)	 国人必看的经典            
(5星)	 经典！也是看了很多遍了~            
(5星)	 我疑惑了很久叶童是男是女，以致看她其余的剧都觉得怪怪的。赵大妈太美了。小青也美。特效很好笑，还年复一年有台放。            
(5星)	 小时候超喜欢呀！！电视台播一回我看一回，觉得白娘子特美，好想变成她一样~~~~            
(5星)	 播一遍，看一遍~            
(5星)	 小学的时候进微机房别人在打神奇宝贝黄版 我在找出这个来看。            
(4星)	 夏天…爸妈上班…            
(5星)	 这个是地球人都看过并不会忘的吧            
(5星)	 最喜欢小青了！！！！！！            
(5星)	 白娘子好漂亮            
(3星)	 好吧。我表示小时候就受不了女扮男装。画面这么粗糙的剧。            
(5星)	 最早的les剧~小时候各种泪水彪~            
(4星)	 看这个 洗脚能洗两集            
(5星)	 妈呀,我的童年....            
(5星)	 这个电视剧不收藏真是有损我的童年，哈哈，我童年就是批被单装白娘子。大爱，现在看还是觉得很好。白娘子还是那么美            
(5星)	 哈哈哈哈            
(5星)	 其实我一直怨念为什么许仙是叶童演的，多想让许仙成为我年幼时完美的梦中情人啊。            
(5星)	 《新白娘子传奇》是我心目中永远的经典。演员，化妆，服装，法术，动作，音乐~天啦，太完美了。            
(5星)	 童年的经典。            
(5星)	 真是百看不厌，比西游记好看多了！我宁愿每年暑假都重放这部            
(4星)	 歌曲经典 故事总认为前段比后面的精彩很多            
(4星)	 看完就想去杭州            
(3星)	 硬生生拉长了一倍的篇幅            
(4星)	 别具风味的歌舞片            
(4星)	 叫你唱！            
(5星)	 经典啊~~~            
(NA)	 经典。。            
(4星)	 小时候的最爱了。。。            
(3星)	 呵呵            
(5星)	 无敌喜欢赵雅芝            
(5星)	 小时候看哭最多的电视剧。叶童更适合男扮女装，赵雅芝多年来风姿依旧。            
(4星)	 歌舞片神马的最欢乐了            
(4星)	 一次又一次的暑假集体看一次又一次的重播            
(5星)	 每年都重播的经典，现在还会看            
(5星)	 西湖美景 三月天嘞~~~            
(5星)	 这绝对经典！！            
(4星)	 哪是几岁看的来着?感情启蒙教育。            
(NA)	 经典！            
(NA)	 幼儿园时的回忆了            
(5星)	 貌似我小时候很喜欢看这部啊哈哈=//////=            
(5星)	 打出5星的时候我真的是内心无比灿烂啊～～            
(4星)	 这个叫经典~            
(5星)	 经典啦。            
(NA)	 80后谁敢说没看过            
(5星)	 回忆            
(4星)	 每次看每次都要骂许仙。 哈哈，去KTV恶搞下也要点这首歌 恩哈哈            
(3星)	 叶童这个不男不女的家伙            
(3星)	 妹妹类型            
(5星)	 传奇！            
(5星)	 这辈子指它活了！            
(5星)	 小时候经常学白娘子变法术的pose,假期无意间在地方台又看了看，竟然感动的哭了,媚娘啊~            
(4星)	 小时候的经典，现在看女扮男装有点受不了            
(5星)	 看过再多的电视剧，最爱的还是这人生第一部电视剧            
(5星)	 这尼玛也是电影吗？我爱小青~~~~白娘子一点不让人讨厌 为嘛兔妖那么不招人待见撒             
(4星)	 叶童！！！！！！！！！！！！！！乃系个坏银！！！！！！！！！！乃欺骗了俺整个童年！！！！！！！！！！！！俺一直到十三岁 还认为乃是个男银！！！！！！！！！！！！            
(5星)	 听到那歌就跟着嚎            
(5星)	 又一部在我幼小的心灵种下les情结的港剧            
