http://movie.douban.com/subject/1856299/	宫 궁
(5星)	 我最爱的一部韩剧！！！太经典了！！！那时大爱信啊            
(NA)	 我無聊了...            
(5星)	 架空的历史情节            
(4星)	 啊啊啊啊   迷上了金正勋啊  哈哈            
(3星)	 我居然看把棒子的看完了，还好这是以前发生的事情。混点可以，韩剧嘛。从来都是拖沓出来的            
(5星)	 灰姑娘的故事永远都能打动你，新颖的表现手法更是不容错过。里面的人物都演得不错，尤其是女主角，从歌手转型成为演员，第一次演出就非常出彩。虽然是电视剧，但制作的精良不亚于电影，画面很美，服装更是亮点，融合了韩国的传统服装和现代的时尚元素，很值得一看的电视剧。            
(5星)	 目前为止最喜欢的韩剧            
(5星)	 大爱尹恩惠。            
(5星)	 比较脱离实际，不过还是很好看            
(NA)	 很喜欢            
(5星)	 给男二号            
(3星)	 貌似结局还成            
(4星)	 这部剧居然得到中年妇女的一致喜爱。。。            
(4星)	 朱智勋身材大好            
(4星)	 ...Teddy, 大爱里面の衣服啊！太漂亮啦、华丽丽の！可我还是更爱漫画啊~乌啦啦~\(≧▽≦)/~❀...            
(4星)	 环境色调不错。。。很精致            
(5星)	 因为,这部戏开始进入看韩剧的行列.            
(4星)	 还是喜欢那个小说 ~            
(3星)	 没看完，一般            
(5星)	 超级喜欢看            
(5星)	 喜欢律样温柔的男子，希望能遇见吧，呵呵~发誓再也不恋爱了~还是擦肩而过~~~            
(4星)	 休闲小品~            
(5星)	 还有青春的幻想，所以很喜欢~            
(4星)	 一口气看到凌晨。            
(4星)	 从此喜欢尹恩惠            
(5星)	 经典啊            
(4星)	 有点小感动            
(5星)	 觉得很有意思，很感人。            
(4星)	 这不可没少看 少说也有个四五遍 大一的时候四个人挤在一台电脑前面 呵呵            
(5星)	 算是我第2爱的韩剧，看了几遍            
(5星)	 信是个孤独的孩子。            
(5星)	 泰迪熊的爱情，我的爱情            
(4星)	 正勋~~~不过看的时候喜欢信……            
(NA)	 2007             
(4星)	 哎。。。还是喜欢男二。。。为啥帅的总是当不了男一。。。            
(4星)	 因为看这部电视剧喜欢尹恩惠            
(NA)	 有点闹心            
(4星)	 前面挺好看的，后面有点拖沓，最喜欢男女主在下着雨的海边，超有感觉~            
(NA)	 Mr.Darcy的影子。            
(4星)	 烂尾            
(5星)	 想你了，这样看着你，也仍然想你            
(4星)	 还成，2x速看完。反正就是典型的两男两女韩剧            
(5星)	 无敌！！            
(5星)	 虽然大结局男主角囧到我了            
(5星)	 大爱！唯美感人…也许又是我幼稚，幼稚就幼稚吧            
(4星)	 第一男主角不错。喜欢女主角。            
(4星)	 虽然很多人喜欢律，可是我还是喜欢信！            
(4星)	 尹恩惠 邻家女孩             
(2星)	 没觉得好看            
(2星)	 不值一提            
(NA)	 大学的时候看的，那时候连晚自习都不想上            
(3星)	 又是一个灰姑娘成功记，尹恩惠红定了            
(4星)	 第二遍。。。            
(5星)	 韩剧中的经典啊。。。。引领我走上剧迷的道路啊。。。。            
(4星)	 很久前看得...当时很喜欢            
(3星)	 。。。            
(1星)	 半颗星、、            
(3星)	 没坚持看完            
(NA)	 不错 喜欢尹恩惠还有插曲            
(5星)	 女主角的衣服好漂亮哦~~这个在高一的时候迷过好一阵。。当时好喜欢金正勋 后来才知道 他竟然还是医学硕士 真是内外兼修啊~~~后来拍的《宫s》我就懒得看了。。只要演员换了，我就觉得是山寨的了。。而且不喜欢Seven。。            
(4星)	 不多说了，真的好好看啊。。。最喜欢信了。。。            
(NA)	 我居然花了3天时间完整地看完了一部韩剧喂。。。&gt;&lt;            
(3星)	 这居然是俺看的第一部韩剧，噶~            
(5星)	 我看到的最喜欢的韩剧 老妈都说好            
(NA)	 最爱的韩剧2，似乎记忆中就喜欢这两部            
(4星)	 在那个很迷韩剧的年代 我也看过韩剧 喜欢里面的泰迪熊公仔            
(3星)	 就是节奏太缓了            
(NA)	 追的第一部韩剧。            
(5星)	 因为这部电视剧喜欢上朱智勋，也因为这部电视剧，再也喜欢不上他了~            
(4星)	 美女帅哥~            
(4星)	 看了最后一集，我决定去澳门⋯⋯            
(5星)	 又看了一遍，好好看~~别为了卑微的自尊，相爱的人彼此伤害。现实不一定是happy  ending            
(4星)	 “子宫”...我亲爱的泰迪熊~哈            
(3星)	 这配音..我蛋疼..            
(5星)	 最喜欢的棒棒剧~            
(5星)	 尹恩惠演技出众！            
(5星)	 后面好多集都是在写生的时候用P4看的。应该用电脑再看看的。看得我心烦意乱。讨厌死律了！            
(3星)	 一家人都喜欢看            
(4星)	 人物都蛮可爱的。            
(4星)	 至少它可以让我哭，也能让我笑。            
(3星)	 欢喜冤家型  我还是喜欢男一号            
(3星)	 记住了尹恩惠.            
(4星)	 当年看得真high阿            
(2星)	 9集弃，拖不下去了            
(4星)	 可爱.............            
(5星)	 爱恩惠            
(NA)	 百看不厌的 电视剧 哈哈             
(4星)	 我过时了。            
(4星)	 从此之后超喜欢尹恩惠。            
(5星)	 目前为止，这是我看过的最好看的韩剧~！            
(4星)	 兩大王子。可愛的彩京。但被收視率害了。。            
(3星)	 。。。有帅哥             
(4星)	 可惜朱智勋后来吸毒了。            
(4星)	 能耐心看下去的韩剧。比较喜欢男配，女配。            
(3星)	 这个题材的很出彩 总的来说很棒很赞 演员跟音乐都不错 就是有些地方可拖沓了 败笔            
(3星)	 尹恩惠            
(4星)	 这是我完整的看完过的唯一一部韩剧也是最后一部,,在那以后没多久我开始憎恶棒子,从此不喜欢棒子,但当年的律王子是多么的让我花痴啊.            
(4星)	 灰姑娘和王子的童话故事。韩国拍偶像剧的实力。喔。            
(NA)	 这部确实很好            
(3星)	 无聊时看的无聊剧。韩剧总那么纠结…            
(1星)	 难看            
(4星)	 每一个女孩，都有隐藏着的公主病。            
(4星)	 我的野蛮王妃            
(3星)	 我只能说，这些角儿，真是耐看。            
(3星)	 后面那个拖啊～            
(3星)	 宫？？攻！ 我觉得俩王子特别有激情，女猪们滚边，这不是你棉的地盘儿。            
(4星)	 一个美丽的童话，虽然喜欢信王子和恩惠的互动，却曾经为律王子深深迷恋过。            
(4星)	 朱智勋你还不错。虽然你生在棒子国。            
(4星)	 喜欢原著漫画，显然电视剧没有拍出原著的味道。            
(NA)	 挺好看的，觉得故事的背景设计的很好            
(NA)	 好吧……            
(5星)	 最喜欢的韩剧之一哦~            
(NA)	 純粹覺得尹恩惠小姐真的很有灰姑娘的感覺。            
(4星)	 会心疼...            
(5星)	 不说别的，光女主角的项链耳环就够研究半天了            
(4星)	 为了尹恩惠而看~~　有点烦闷　～～～豆瓣评分还真是　高　～            
(3星)	 完全是律吸引我看完的            
(5星)	 单眼皮的信啊 。。。            
(4星)	 王子病~~~            
(4星)	 算是最爱的韩剧了            
(4星)	 喜欢男主            
(4星)	 色彩、画面            
(3星)	 如果可以改掉韩剧拖沓的坏毛病，应该会更经典一点吧。像经典的《东京爱情故事》，才11集呢！            
(5星)	 最爱之二            
(4星)	 最喜欢的韩剧～            
(NA)	 很好看            
(NA)	 剧情好美            
(2星)	 without the funny moments, it would be totally waste of time            
(3星)	 = = 这几天才想起来宋智孝还演过这部... 比起这部剧里的朱智勋= = 还是其他剧里的好多了...            
(4星)	 当年那叫一个迷啊～            
(4星)	 结尾不是很好看- -            
(3星)	 律啊            
(3星)	 不喜欢男主角，喜欢男二            
(4星)	 华丽丽的服装啊            
(NA)	 男二号让人很心疼。这么个安静的男生。            
(4星)	 服装什么的很美，金正勋很帅= =            
(5星)	 经典韩剧            
(4星)	 看的时候挺感动的            
(4星)	 还是喜欢律啊！            
(4星)	 最喜欢韩剧之一。。太嗲的故事啦。。现实版Diana&amp;Charles呵呵。。两大prince任一个都帅呀。。幸福的滋味。。            
(5星)	 力荐的是片中的音乐和画面，绝美的没话说~犹如秋日暖阳的灿烂，不由得使我热泪盈框~喜欢！~真的很喜欢！~            
(4星)	 很可爱的电视剧            
(5星)	 第二部爱上的韩剧。            
(4星)	 画面很美            
(5星)	 从这个开始喜欢伊恩惠的            
(4星)	 朱智勋的身材好的真是没话说。。后来怎么成了瘾君子呢？？？？可惜啊            
(5星)	 很好看的剧啊。。。不是，是巨好看啊。。。虽然律很可怜，但还是最喜欢信            
(5星)	 喜欢尹恩惠！            
(3星)	 搞笑~~~            
(NA)	 我似乎冲着金正勋去的            
(5星)	 算是经典的            
(4星)	 其实还不错啦，第一遍爱律，第二遍爱信，btw，不觉得尚雯婕和信很像？            
(3星)	 前面比较可爱~典型的少女漫画式~美集结束的Teddy很可爱~后面蛮拖沓的~不少新人看韩剧是从这部开始的~整体一般            
(3星)	 这个看到睡着。。。            
