http://movie.douban.com/subject/1477894/	我叫金三顺 내 이름은 김삼순
(5星)	大二时候，看我的女孩同时期的作品，真的很经典，台词，这个剧作家写的真好，喜欢三顺，喜欢三顺二姐和厨师长这对欢喜冤家。
(3星)	金善雅实在太丑了！！！！！！！
(5星)	三顺不漂亮不可爱，但是我喜欢她的勇敢与坚强
(5星)	经典
(4星)	记得是大一的时候跟同学在宿舍看的。
(4星)	还可以，
(4星)	玄彬穿正装是最帅的！！！
(4星)	长的多像周含义。
(5星)	用的着多说吗？喜欢她，没理由。
(4星)	还行
(5星)	三顺姐，你好厉害哦~这么难钓的金龟都上钩了，向你看齐了她骂起人来可真是不带标点的，真神！
(3星)	无数个台重播了无数遍……
(5星)	我真的好喜欢好喜欢 这应该算是我最喜欢的韩剧。。。
(NA)	就玄彬帅
(5星)	 韩剧这个最能令自己津津乐道。
(4星)	更喜欢小说
(NA)	他们好配。
(3星)	三顺语录是珍藏
(4星)	哈哈，阿三
(NA)	可爱的三顺，帅气的玄彬
(4星)	熙真熙真  丹尼尔 玄彬！
(5星)	看得很投入的一个
(NA)	和妈妈一起看的，妈妈的逻辑：“为什么不选三顺，三顺还有手艺（暗指会做蛋糕）”。。。看来家长还是喜欢有一技之长的孩子呀
(4星)	 嗯 不错..
(4星)	我最喜欢的韩剧之一，没有什么理由，喜欢三顺的直爽，喜欢振轩的帅气~~
(4星)	里面的歌 很喜欢~~
(NA)	经典姐弟恋，还行吧～～75分
(5星)	百看不厌
(5星)	三顺是最帅的女人，试问现实中谁能做的到
(5星)	今天吃了 明天才有力气减肥。那时候玄彬多萌啊
(3星)	完全是为了丽媛
(5星)	我看过最耐看的电视剧了  所以不知道看了 多少遍 故事很好 音乐很美 总是给前进的勇气
(4星)	哈哈，很清爽的一个片子，很搞笑
(5星)	最爱的韩剧之一
(4星)	因为太爱金三顺 从此以后我就拥有了三顺一样身材
(4星)	唯一看完的一部韩剧
(5星)	力荐，力荐，力荐，大爱大爱的韩剧
(4星)	初二的夏天看的，当年觉得很喜欢。
(5星)	我爱三顺...
(3星)	俗套却赚人热泪...
(5星)	說不出來就是愛這部劇……
(3星)	时间实在是个可怕的东西...
(5星)	很可爱的男女猪脚们
(5星)	蛋糕师~~
(5星)	唔，非常的喜欢~
(5星)	所看屈指可数韩剧中最爱的一部
(4星)	不错的剧情
(5星)	高中的时候看的，，现在想到还能笑出来
(4星)	我喜欢女2！！！但是我想象三顺一样当个蛋糕师！！！
(5星)	喜欢三顺
(4星)	呵呵~
(5星)	我只是很喜欢
(3星)	谁说胖女人不能拥有爱情&gt; &lt;
(4星)	去爱吧，像没有受过伤一样
(5星)	虽然我很少看电视剧，但这是最爱的电视剧。
(3星)	一直不太喜欢韩剧。。。很可怕而又不可思议的情节，而且级数长的要死。没有内容的拖沓。坏人永远是坏人，丑小鸭总会变成白天鹅。可怕。不过比湖南自制剧和台湾言情好太多了
(3星)	想不明白为什么那么多人喜欢～～感觉是个男的都会喜欢女二号啊·～匪夷所思～
(5星)	女主终于不是柔柔弱弱的灰姑娘，女二不是面善心恶的魔鬼，男主还是王子...韩剧进步了，可喜可贺
(5星)	玄彬的小酒窝真可爱~!这部蛮好看的也!!!
(4星)	那时候和高中语文老师的共同语言。
(4星)	30岁女人能遇见一个好男人比在路上遇到炸弹几率都要小。剩女励志片
(5星)	影响人生了。
(4星)	为了玄彬，打了4星，剧情也够可爱……
(4星)	还好
(NA)	我喜欢 很喜欢
(5星)	至今看过最美好的电视剧，很喜欢三顺，很坚强，也很好看，喜欢肉肉的，三顺就是目标啊
(5星)	蛮颠覆的，三顺可能不是那么的漂亮，身材也胖胖的，但是她有一颗善良的心，一样可以俘获好男人的芳心
(5星)	07寒假在厦门和小能妹一起看完的 很喜欢 特想学做点心去！！
(NA)	喜欢玄彬
(5星)	曾经我最爱的韩剧啊
(5星)	励志的
(5星)	真的蛮好的，女孩子的梦想和坚持
(4星)	金三娘的奋斗史
(4星)	还行，
(4星)	玄彬。。。对。。玄彬。。
(4星)	就是想到熙真有些难过，你说不爱就不爱，没感觉就感觉了。剧中虽为她安排了个帅气丹尼尔医生，可是现实中这样的姑娘呢。
(NA)	汉拿山山顶我也去过了
(5星)	...颠覆了我对爱情泡沫剧の全部假想定式~! 经典、~\(≧▽≦)/~❀...
(4星)	满好看
(3星)	难得可以看的进去的韩剧
(2星)	只记得女主角很肥很烦人
(5星)	绝对的经典
(5星)	这个开始喜欢玄彬的  小说 也很棒！ 痞痞的
(4星)	还算好看
(5星)	大爱啊
(5星)	这部片子让大龄剩女红到发紫 一时间韩国刮起姐弟恋的旋风 这部戏却是其中的经典 不论是音乐 还是演员的表演都很绝妙 我是看了这麽久的韩剧 第一次发现女二号也可以不使坏 而且还如此的美丽
(4星)	三顺很勇敢，学习！郑丽媛啊，这个剧里真是美啊，后来再出现，可惜啊。。。
(5星)	搞笑又有深度的电视剧。
(5星)	因为这部戏，迷恋上了一个叫玄彬的家伙。
(5星)	大团圆结局
(5星)	 玄彬 ·
(4星)	现实生活中可能吗？
(5星)	很喜欢金三顺的性格
(4星)	爆米花产品
(4星)	跟妈妈一起看的 当时觉得蛮好玩~~
(4星)	爱情让人成长
(5星)	经典 。
(4星)	像没有XX一样去XX吧
(5星)	最喜欢的是那段女主在等车时广告牌上的那段话。
(4星)	第一部完整看下来的韩剧。喜欢笑容女王~
(4星)	帅气的玄彬
(5星)	经典之一
(5星)	给孩子取名的时候一定要慎重啊，各位父母大人。
(5星)	两天一口气看完.很好.
(3星)	我对这对CP不是很感冒~
(3星)	没有他们那么喜欢
(4星)	算是最不一样的韩剧了  柳熙珍~
(4星)	我最欣赏噶系三顺噶人生态度，一个三十熟女噶人生啊~~
(5星)	精品之一
(5星)	喜欢三顺~
(4星)	这种事几乎不可能
(NA)	不用说了，要多经典有多经典
(5星)	我胖的时候和她超级像
(5星)	就这样喜欢上玄彬
(4星)	好吧 我承认 我有喜欢过韩剧
(5星)	真的超级喜欢~~
(5星)	玄彬太帅鸟。。。
(5星)	最爱三石，美貌、可爱、幼稚还带着邪气。
(5星)	这个超搞笑上个月和同学又重温了一遍，玄彬好帅啊
(5星)	截止至今大概看了20+了吧但还是很喜欢
(5星)	大爱玄彬。不过还是不懂为什么选择金三顺哈。
(5星)	喜欢姐弟恋的始祖
(4星)	很经典的一部韩剧
(5星)	这是经典。看遍韩剧还是最喜欢这部。
(4星)	不是很新颖的题材却另有一种韵味
(5星)	满足了全天下 女人 麻雀变凤凰的愿望姐弟恋，看看电视满足点欲望。
(5星)	我最喜欢的一部韩剧。。喜欢三顺那种直接坦荡的性格，努力去争取自己的幸福。。两人只要相爱了，没有什么不可以。。
(4星)	有些励志的现实爱情故事，只是还是白马王子与大龄灰姑娘的故事
(4星)	最爱的韩剧，每年复习一遍。
(3星)	胖乎乎的  
(3星)	韩剧通病：冗长
(4星)	励志剧
(3星)	喜欢他原来的女朋友
(5星)	闪闪发亮
(5星)	真的是一部很不错的韩剧，内在美全部很客观的描述出来~
(4星)	我也看这个，天，我自己也没想到
(5星)	喜欢女主人公的执着和坚强。
(3星)	我的阿三在哪里啊？
(4星)	现在想想，灰姑娘与王子的故事只能在韩剧里面找到了
(2星)	虎头蛇尾，两星只给前六集
(3星)	没看完整 爷爷喜欢 
(NA)	很~~~~~可爱呀~！总是记得三顺第一次见三石妈的时候用手摆出的那颗“爱他的心”，想想就搞笑~
(5星)	初中看的片。
(NA)	高中时看的片子
(5星)	这部韩剧也很赞哦~~总让人笑中含泪。。呵呵 好喜欢玄彬 好可爱~~
(5星)	经典瓦 
(5星)	三顺，就去爱吧，就像从没有受过伤害。玄彬，你也太帅了点
(NA)	爱情是一件无厘头的事情
(5星)	最喜欢的韩剧
(3星)	不知道看了多少遍 一时间所有的电视台像中了咒一般狂播 从原本的喜欢到后来看见就转台
(5星)	翻煲8次了~还是大爱
(1星)	近乎弱智
(4星)	和我妈看的       很轻松  ~
(NA)	三顺=翠花，她很勇敢，永远知道自己要什么。
(4星)	太逗了……
(4星)	玄彬！！
(5星)	这么多年来最精彩的韩剧
(4星)	&#34;:专业&#34;...我爱的生活...
(5星)	至少要相信。
(5星)	好看好看
(4星)	哇塞，这部相当地热啊。因为在三顺身上，我们都看到了自己的影子。而玄彬帅气的形象也让众多女粉丝希望自己就是三顺。
(4星)	怎么说呢 还是接受不了姐弟恋 没有办法从一个女方的角度来想明白到底为什么和一个比自己小那么多的男生在一起 满足了一部分人的幻想吧  肥肥的老女人也能煞帅气的小伙儿 唉  不过剧还是挺好看的  蛮搞笑的
(5星)	姐就是那么喜欢玄彬 ~
(5星)	喜欢三顺
(5星)	和三顺一样，因为喜欢，所以去学。只不过她学的是糕点，我学的是设计。唯一一部让我玩完整整看完的韩剧，也是唯一一部喜欢的。
(NA)	哈哈  哈
(3星)	跟一个女孩子美好的回忆哇，一起看的
(5星)	很好看的一部韩剧 整部剧都很赞。。。虽然在现实看来，有点假，不过喜剧部分很好看。。。女主角给这部剧，一种特殊的效果。
(3星)	熙真熙真~~~~~
(4星)	看这部剧的收获 玄彬很萌                郑丽媛也很萌
(5星)	觉得是韩国片里的经典啊，很喜欢男主和女主，男的帅的要死，女的又很可爱，剧情也很有趣，我也属于微胖界，看到三顺很亲切
(5星)	决定存在电脑里一辈子都不删的好剧~每一次复习三顺，都会勇敢敢地重新振作起来去面对恋爱面对人生~O(∩_∩)O~
(4星)	玄彬啊~
(4星)	纯粹就是为了玄彬阿，帅死啦
(5星)	至今仍是韩剧里的最爱 
(5星)	玄彬很帅，过程比结局好，结局实在太讨厌了。
(5星)	很爱
(4星)	前半部分比较好，后面就没意思了，有点儿虎头蛇尾
(4星)	去爱吧，像从没有受过伤害一样
(4星)	一直喜欢..
(5星)	唯一一部主动看3遍的韩剧。
(5星)	百看不腻。。2011-8-16
(5星)	越来越觉得三顺真好…我的玄社长也这么发展吗？
(4星)	三顺！偶像！绝对的！！！我爱三顺，真诚，善良，勇敢~
(NA)	电视里播 宫 的时候 皇太后(??)就是就是在看这部电视剧~~~
(3星)	看女主就讨厌。。没了 
(5星)	看了 N次 都觉得好看
(4星)	高几那年（？）妈妈常看
(5星)	搞笑~~
(5星)	求男人~
(3星)	看了一下女主，完全没注意剧情。。
(5星)	哦
(3星)	糟蹋啊糟蹋！那么帅的男人给了那么胖那么丑的女人！
(3星)	喜欢郑丽媛的角色
(4星)	女主角有点胖胖~~也是个不错的韩剧
(5星)	柳熙珍。
(5星)	不是所有单恋都会有结局，所以很感动。。。
(5星)	谁是我的阿三
(5星)	多少个双休日的下午坐在瓷砖地上一遍又一遍看   挫人王
(5星)	看过三遍，也许不止，每次都很感动，我们是平凡人，但也有爱的权利
(NA)	哈 
(NA)	非常难忘 喜欢
(4星)	玄彬其实真的很帅的内
(5星)	啊哈  最喜欢的咯  很有趣啊很有趣
(3星)	爱情不只玫瑰花
(4星)	我不相信灰姑娘的故事，不过看看也不错，终于让玄彬和宋慧乔在一起
(5星)	难得的好看的韩剧~~~
(3星)	好身材才是关键。
(5星)	唯一保存的韩剧
(4星)	當時這種題材很新穎,蠻紅的.後來一部部都走這種路線了.
(3星)	如果去过那么多地方你还是暖在我的胸口。
(5星)	大爱！
(NA)	N早前就看了，喜欢三顺的性格
(4星)	看了无数遍
(4星)	最后一部看完的韩剧....
(4星)	我要变成金三顺~~~
(5星)	讨人喜欢的三石，可爱的金三顺
(4星)	这是我迄今为止认为最好的一部韩剧
(5星)	还想再看
(5星)	百看不厌的电视剧。HOHO
(NA)	典型的韩国爱情故事
(4星)	搞笑
(4星)	好看
(4星)	为什么最后不是跟熙真在一起 虽说亨利也不错啦 哼
(4星)	肥女也有春天~
(3星)	我始终觉得女二才是主角。。。
(NA)	我姐说要通宵看完它，又不敢一个人看，于是拉上我····就这样看完了
(5星)	就是喜欢==
(5星)	最好看的韩剧了吧。。
(4星)	每个人都有自己的阿三...
(4星)	竟然看过 ~
(5星)	唯一看全的韩剧。高三的被窝生活~
(5星)	好看，谁说胖女没人爱，哈哈
(5星)	开了先河 丑女孩的艳遇
(5星)	这是我唯一几部大概全看完的,感觉到后来比较冷清,每一开始热闹了
(NA)	迄今为止，追片最成功，也最喜欢的一部片！
(4星)	有点奇怪~
(5星)	实在是太好看啦&gt;0&lt;
(NA)	最喜欢的韩剧，没有之一
(NA)	萝卜白菜各有所爱
(4星)	看过韩剧都看过这部吧我觉得- -.....
(3星)	好看啊
(4星)	电视里放了N遍~~我也跟着看了几遍~~说实话我并不看好三顺和社长，我觉得他们早晚会分的~~
(3星)	和寝室一起的
(5星)	长了点，不过很搞笑~
(5星)	我超爱这个，玄彬好型
(4星)	搞笑。
(NA)	剧好看，歌好听，当然会喜欢。
(5星)	大概是 最喜欢的韩剧
(4星)	我更喜欢里面的蛋糕甜点啊啊啊啊~~看着真让人流口水
(5星)	一部百看不厌的韩剧，大爱男女主角
(2星)	蛮傻的韩剧。。姐弟恋。。看看乐乐。。
(5星)	胖女人也有爱情~哈
(5星)	第一部爱上的韩剧。欲罢不能。看了好几次。
(3星)	非常受不了太丑的女主
(NA)	电视上重播又重播。但我就是鄙视再鄙视。
(5星)	百看不厌的韩剧，除了玄彬帅气的脸，搞笑的对白以外，还让人知道胖妹也很可爱，每次三顺在做蛋糕时，总会发表很多人生哲理。
(5星)	我喜欢金三顺
(4星)	女人老了就是难嫁~
(5星)	由此关注玄彬
(4星)	其实我不是很喜欢里面那个有些粗鲁的“没女”
(NA)	= =玄彬永远是红眼像
(3星)	无疑是一部对剩女的励志篇~
(NA)	可爱的搞笑爱情
(5星)	金善雅，我的菜。
(5星)	经典经典
(4星)	金萱儿演得真是不错~相比之下玄子的演技还有点涩。剧情自然不做作~不愧经典~
