http://movie.douban.com/subject/5031441/	家，N次方
(5星)	 我喜欢齐齐            
(3星)	 我觉得，这个剧，其实， 好幼稚            
(4星)	 幸福就是一家人永远在一起。            
(NA)	 王子文太逗了            
(4星)	 完美的薛之荔            
(5星)	 貌似现实的童话吧。但是每个人都爱看童话。很好。            
(1星)	 假的要死，一点都不现实。            
(5星)	 很亲切，很感人，算是这段时间看过最好看的电视剧吧！            
(4星)	 一个天然呆遇见一个自来熟，我觉得齐齐就是这电视里最出彩的人物了~            
(3星)	 太狗血了...            
(4星)	 前两天刚看完。很不错的。感觉比奋斗真实、恩。很好。幸福就是一家人在一起相亲相爱。有些台词也比较经典。。            
(5星)	 家人，多美好的一个词！即使吵闹、打架，还是会相守一起，不管是富有还是贫穷            
(NA)	 好看，里边的话很经典，也很现实！            
(4星)	 不是围城里的人，所以不清楚故事在现实生活中是否经得起推敲。。。            
(5星)	 没想到会那么好看，不错。            
(NA)	 那谁谁说的好，一个男人爱上了他没有血缘关系的姐姐，而他没有血缘关系的妹妹爱上了他，但是他没有血缘关系的弟弟却爱上了他没有血缘关系的妹妹。            
(4星)	 好笑！            
(5星)	 大部分年轻人感兴趣的现代因素都出现了，加上复杂的人物关系，看起来非常过瘾。里面的女性角色，不管是宋丹丹演绎的妈妈，还是加拿大回来的大姐大，以及泼辣过瘾的齐齐，还有让人恨得咬牙的白百合，都非常鲜明个性！！好久没看内地剧了，水平真的太高了！期待续集会更精彩。。            
(4星)	 为了看cos我爱罗，居然两天把整个电视剧过完了。。。。            
(NA)	 很不错 就是结局我不是特别满意   不是很满意            
(5星)	 原来还是家好, 家才是最终的港湾.            
(2星)	 无二爸二妈的某只表示无感触不真实……囧            
(5星)	 镖跟靶的每次分离，都是为了能够再一次重回靶心。            
(5星)	 结局那儿完全没比较纠结的            
(4星)	 部分情节和表演过假，整体ok            
(4星)	 如此和谐!            
(NA)	 终于看完了，头疼            
(5星)	 真真好看！！！            
(5星)	 我觉得比裸婚时代好看……            
(5星)	 好看好看 只是有点遗憾 多希望栗子姐能够跟宠物在一起            
(5星)	 最后一集把我哭的啊。。很少能看完这么完整的电视剧            
(5星)	 浮华时代吹过的一阵春风，怎一个zan字了得～:-)            
(5星)	 值得一看            
(5星)	 很好看，剧情很好            
(3星)	 越往后越没劲。            
(4星)	 爱自己爱的人，            
(5星)	 结尾有点弱。其它还好            
(5星)	 真的不错!用两天时间看完的，每个人都演得很到位，特别是齐齐，还有神一般的栗子姐！            
(5星)	 刚看了《裸婚时代》和《家，N次方》，《裸婚时代》完败            
(3星)	 同学看了强烈推荐，但我已经看了四集，都觉得不符合现实生活，不符合我的胃口，没办法，以后有时间再说吧。先给个三星            
(NA)	 值得一看。            
(3星)	 贫 你就贫吧            
(5星)	 好片，有深度            
(5星)	 非常温情的电视剧！            
(5星)	 这部电视剧最能吸引我的地方是几乎每一集都会有亮点，没有繁琐没有累赘没有重复。。。人物个性非常明显，故事结局虽然有猜到但是看到真正的结局还会有点微微的失落感。。。也许世界就是这样，他不能世事如你所愿，所以我们必须都得像文姨一样对生活充满信心，像赵文一样充满追求            
(NA)	 还是挺不错的，只是真的觉得赵导还真只适合做导演。            
(4星)	 也是我喜欢的类型，哎呀，越来越大妈了我            
(3星)	 还行吧 就比较喜欢薛之荔            
(5星)	 学做一个坚强而又智慧的女人……            
(4星)	 宋丹丹演得挺好            
(NA)	 很不错，贴近生活...            
(3星)	 我承认自己无聊            
(5星)	 宋丹丹这辣妈演得太到位了~崇拜。            
(NA)	 喜欢栗子姐，我心中向往成为的女性。随性，聪明，理智。。。            
(5星)	 栗子姐姐栗子姐姐，心疼死了5555            
(3星)	 太长了。。。前面还行            
(5星)	 我觉得挺好看的，拍的还蛮真实，不是那么浮夸，裸婚神马的穿插地下赛车情节的可以靠边儿站了            
(5星)	 好、            
(5星)	 幸福快乐就是一家人一直在一起，一直在一起，在一起。。。。            
(NA)	 熬夜看完 很受启发 很有感触            
(3星)	 被老爸拉着一起看...破例了~ 3.5星儿            
(3星)	 邪恶太过分明到赤裸，而显得虚假不            
(5星)	 推~最近看过的最好大陆剧~~            
(NA)	 喜欢薛之荔            
(NA)	 结局感觉有点唐突            
(5星)	 超好看             
(4星)	 这是一部女性英雄主义的电视剧            
(3星)	 看了最后两集 没意思 太妇女了 太抄了 太韩剧了             
(5星)	 终于追完了，对于这个结局我只能说我好失望。。。            
(4星)	 家人是最珍贵的财富            
(5星)	 虽说在现实生活中，结过三次婚的女人，并不一定会像宋阿姨一样，如此乐观洒脱。但不可否认，宋阿姨处理家庭矛盾和教育孩子的方式，值得我们借鉴。            
(NA)	 挺那个啥的。。。             
(5星)	 搞笑与感动一起。白百合演的真好，我喜欢他的处事态度，镇定自若。栗子，齐齐都比较有自己的特色。            
(5星)	 喜欢这剧！            
(5星)	 很好的一部电视剧。喜欢栗子姐，平和、善良、坚强、宽容。            
(5星)	 喜欢楚牧，喜欢朱雨辰了，声音真好听！花了两天看完了，感觉不错，可怜的楚牧~            
(4星)	 对于这部剧的创新点我们还是要给予充分肯定的~~尽管败笔也不少            
(5星)	 我喜欢宋丹丹            
(4星)	 一家人一直在一起就是快乐，喜欢里面的栗子姐            
(5星)	 细细看来，我们学会很多，一部让人回味良久的好剧，那种洞悉心灵的女性之美，久久无以忘怀，的确让我们受益良多，那种率真，坦诚，机敏，包容，我们经历的太少，我们还要学习的不是还很多吗？            
(NA)	 剧情挺有意思            
(4星)	 剧情什么的还凑合吧,就是最后那结局太扯了.倒是挺期待电影版的            
(4星)	 很久没看过电视剧，也没有耐性看完一部电视剧。或许有不少可以诟病的地方，但这部看完了。关于家，关于幸福，关于接纳和包容。文楠太完美，赵雯也没错。她们的生活哲学。            
(NA)	 赵雯不走那么一段路也不能明白过来 明白过来也就好了            
(NA)	 我居然看了部电视剧！剧情烂俗，但是相当励志。            
(4星)	 有些话还是很有道理的            
(5星)	 满分！            
(4星)	 齐齐万岁            
(NA)	 刚开始看的想睡觉，直到齐齐的出现觉得有点意思，齐齐真的不是一般人。。。            
(4星)	 虽然觉得有很多不现实的地方，但还是不错的一部。            
(4星)	 栗子姐是每个男生女生心中的梦想。            
(4星)	 典型赵宝刚导演的风格～～            
(5星)	 齐齐她会漫画，会调酒，喜欢cosplay，会追弄人，有仇必报。她让我觉得青春就该是这般多姿多彩，生活本来就这般色...最喜欢她            
(5星)	 连我这种不爱看国产家庭剧的人，我都很喜欢呢~~O(∩_∩)O哈哈~            
(5星)	 剧本好才是真的好，这是大陆剧的制胜秘籍。            
(4星)	 为什么每部现代剧里都有“富二代”啊，能不这么脱离现实背景么？怪不得每个姑娘都想着自己能轻松遇见个“富二代”呢，电视剧不带这么胡弄人的。《奋斗》《我的青春谁做主》都有有钱人，有钱人就这么满大街好找啊？家的主题很不错，但是能不能把人物背景弄的平凡一点。还有能不能不那么侮辱“时尚”啊            
(5星)	 栗子姐跟宠物感情让人遗憾，不过遗憾最美！剧情估计也是这样编排的，要续起，才有收视率。            
(4星)	 前面好看            
(4星)	 5555555            
(4星)	 越到后面 越不好看了            
(5星)	 看完感觉很轻松 很温馨~力荐！            
(5星)	 很好看，剧情很好            
(3星)	 还行吧。。            
(5星)	None
(4星)	 片子还算引人入胜，就是有点“假”……            
(5星)	 从中可以学到很多，关于生活，关于亲情，友情，爱情。。。。。。。。。。很感动            
(4星)	 没有快进哦~一口京片子 想念的时候可以听听 对于感情丰富的人来说这剧是一帖良药            
(5星)	 给力的京味对白            
(5星)	 很喜欢             
(5星)	 跟老妈一起花了三天看完，还蛮好看的            
(NA)	  挺乐的            
(3星)	 就第一集不错，剧情真够苦逼的……            
(4星)	 家，就是这样，在外无论何时遇到什么挫折，它总会为你敞开大门。            
(5星)	 绝不错过赵宝刚            
(5星)	 幸福与钱无关            
(5星)	 所有的事物N次方后，都会变得复杂，但这一家子给了我们很多幸福的重新定义。            
