http://movie.douban.com/subject/4217513/	就想赖着你 就想賴著你
(5星)	 太搞笑了，都要笑破肚皮了结局虽然很老套，但是很美好、、搞得我看完后的一个礼拜都活在言承旭的幻想中、、汗            
(4星)	 大爱张勋杰。从剪刀石头布到斗鱼到白袍之恋，始终那么帅。            
(5星)	 言承旭好有爱啊~~~             
(4星)	 都挺好，就是最后有点搞~~            
(5星)	 花絮大亮！虽然不是完美的 但很温馨很快乐！嘿嘿 俺觉得比下一站幸福好看啊 好想捏Ella的脸~ Jerry的声音像有魔力一样 温柔的时候冷静的时候孩子气的时候 都印象很深刻~            
(5星)	 真的真的很喜欢，喜欢她的坚强乐观可爱善良，喜欢他的冷酷帅气霸道。他为了她不知不觉改变了那么多，付出了那么多。也许真爱就是如此，不问值得不值得，不问配不配。            
(5星)	 因为言承旭才看这剧，很温暖，笑着看完的，一个小喜剧~            
(NA)	 言承旭那表情绝了~            
(3星)	 只因为言承旭            
(5星)	 完全是冲着言承旭看这部剧的，剧情轻松搞笑，适合紧张忙碌一天的人们闲下来品尝，言承旭的表演非常自然，第一次发现他有喜剧天赋，越发喜欢他了~~~            
(4星)	 还不错            
(3星)	 温情肥皂剧，有点假，但是和以前的台湾偶像剧比起来，算不错的了            
(5星)	 作为偶像剧，我给五分。Ella还是很可爱，言承旭还是很帅，小娴很出彩，对白很有趣，够了。            
(3星)	 喜欢杨朵            
(5星)	 太喜欢他们俩在一起的感觉了            
(4星)	 还行的一部台湾剧            
(3星)	 ELLA好玩了。啊哈哈            
(4星)	 陪看            
(3星)	 言承旭好帅的说~~            
(5星)	 只能说 两只的进步太大了~让我时隔多年重新着迷的台湾剧            
(3星)	 言承旭在剧中的性格真的太可爱了啦~~            
(4星)	 情节一般（结局太烂），不过这一对蛮有爱的。言承旭啊，继流星花园之后我又被你秒了。            
(5星)	 灰姑娘的爱情片，最喜欢最后三四集~感动~            
(5星)	 不错，很有喜感。我喜欢。不过感觉言承旭和ELLA不怎么搭..我一直觉得ELLA就像杉菜的翻版。.还是和大S演的杉菜比较配。言承旭还是那么帅！身材还是那么好！ELLA还可爱！好白！插曲也很好听！两个都是歌手嘛，呵呵            
(5星)	 我很无耻的给了五星，当然，言承旭的项羽平占了绝大因素。想不到这个男人10年前没有迷倒我，现在完全把我征服。我爱你，言承旭，你完全担得起这个完美角色。而小娴，想不到她演技还不错，算是一大亮点。而我完全不讨厌女二。作为一直以来偏爱男二的人，这一次却叫我失望，可能因为项羽平太完美了。            
(NA)	 有点接受不了结局！TAT 其实可中跟果果也可以啊。。。            
(5星)	 大爱Jerry北鼻            
(3星)	 熟男和嫩男的差别，还是熟男好啊。虽然不实际，不过还是比其它很多的台湾偶像剧好很多了，虽然是快进着看完的，但至少还是看完了，没有那种忍无可忍的暴走感。PS：言承旭在这里头是被Ella传染了是吧？撒娇诶~蛮可爱~            
(5星)	 是要有多虐我啊。。。为什么让陈紫函来演啊。。。。杯具。。。言承旭也太MAN了。。。我是一会哭一会笑。。。            
(NA)	 始终觉得俩人不适合搭情侣呢，不过剧情还能让人看下去。苦了小凡凡            
(5星)	 日久才能见人心~绅士的男生未必可靠，永远为你着想的才是最爱你的人~            
(4星)	 来看言承旭和ella的,挺可爱的剧            
(3星)	 轻松愉快的台剧，虽然情节很突兀...            
(5星)	 爱到不行了    家桦阿旭天生一对    好想赖着你们哦~~~~~      4ever             
(3星)	 后面很拖沓啊，还28集。搞鬼啊，结尾太差了。不过，谁都喜欢灰姑娘的故事~            
(5星)	 平果组合 浪漫童话            
(5星)	 好久没看言承旭演的剧了，还是花样美男            
(4星)	 喜欢言承旭!ella也很可爱!            
(5星)	 Ella演的，必看。            
(3星)	 呵呵 在想什么时候才会接着看，然后看完！            
(NA)	 这部大烂片还是值得我喜欢的！            
(NA)	 我承认我是无聊了。。。            
(NA)	 因为一首插曲 因为言承旭 ~~唉             
(3星)	 怎么看怎么是搞笑剧            
(3星)	 很可爱的男朋友~很浪漫~            
(4星)	 笑死...            
(3星)	 言承旭还是没什么突破            
(5星)	 就是喜欢言承旭。。。            
(5星)	 好喜欢言承旭，五星是给他的，其他剧情啊，女主角我都不想说了……            
(3星)	 ELLA不是我的茶...三星给剧情和言承旭            
(4星)	 演了这么多年，始终觉得他是道明寺。            
(NA)	 很多年都没耐心看完偶像剧了最近没什么事情忍着看完了其实没什么特别的但是有一个情节却特别让我感动一柜子的糖果我想这变成我心里最浪漫的事了            
(4星)	 觉得很温暖啊....看来真的是上年纪了            
(4星)	 有些地方很白痴，但也算白痴得可爱拉            
(NA)	 言承旭成熟很多，怀念道明寺。            
(4星)	 就冲言承旭，可以吗            
(5星)	 又一齣平凡到不行的女生與一級優鑽石王老五的愛情故事，台劇大老梗！一個高大俊朗口齒伶俐的大律師，對著自己喜歡的女生還是口不擇言！愛情來了，會令他變得幼稚又可愛，會為小事生很大的氣，也會呷個小醋！戀愛中的男生，是不是都要有性格分裂呀？（笑）            
(4星)	 不错的剧哦~~            
(NA)	 惊喜，感动，甜蜜，自然，清新。喜欢ELLA和JERRY在里面的表现。。            
(3星)	 嗯。吵吵闹闹甜甜蜜蜜幸幸福福。跟童话故事一样来个大完美结局。就这样。            
(4星)	 多一颗星给帅哥 elle没有花样里可爱 做作了点            
(3星)	 很无语的偶像剧，缺乏想象力。于是也没什么好评价的，就这样吧            
(3星)	 暴龙变好看了很多，但Ella仍然不应该演女主啊···            
(3星)	 三星半吧..实在喜欢ELLA的性格...呵呵！~因为剧情有点墨迹 要不就4星了...            
(3星)	 很痴。。。            
(5星)	 不错            
(4星)	 让我柔软的心更柔软的小言。            
(3星)	 唉。。。又一次被偶像剧毒害了。每次都这样，看完一部偶像剧就要赶紧再去看一部枪战片，让自己清醒清醒。。。。。。            
(3星)	 JERRY都是演呢种角色适合。            
(5星)	 气场啊            
(4星)	 言承旭好帅啊~~身材好好啊~~超过了我挚爱的阮经天了呃            
(5星)	 五颗星是给男二的，真是超级超级超超级超级帅，衬衫背心控            
(5星)	 喜欢旭旭的一定要看的，不喜欢旭旭的会因为这部戏爱上他的。在里面有很大的突破~~和Ella的感情更是好的让人羡慕~            
(4星)	 不得不说言承旭真的挺帅，ella也很搞笑，男二号也很帅，中间太拖沓，两端最精彩，哈哈，喜欢！！！花样美男。            
(NA)	 好看            
(5星)	 很喜欢旭旭在里面的表现，有太大的进步            
(2星)	 我抽神经。。看一个这么长的电视剧。ps.言承旭穿艳蓝色衣服最好看            
(4星)	 白烂的剧情，不过搞笑就是王道            
(5星)	 果果好可爱。。。很喜欢项大哥            
(5星)	 重新喜欢一个以前不喜欢的人 看见他可爱的一面 Ella 一直很喜欢你 做自己 单纯可爱            
(4星)	 喜欢项律师的个性。超可爱！            
(5星)	 两个人的气场真的很对~~大爱啊~            
(3星)	 ELLA和言承旭还是怎么看怎么不搭，还是继续HC我家蓝正龙好了。。            
(4星)	 多年之后。。言承旭还是很帅。。就是演技似乎不如仔仔。。            
(NA)	 言承旭的演技越来越好了，勾人哦            
(5星)	 5月24日，终于在verycd上下载完最后一集《就想赖着你》，看过了，好感动，最喜欢还是男一号，言承旭，帅哦~~~~~~~结局好搞笑啊，竟然生了一个，还怀一个~~~~太假如果，项羽平的工作戏码更多一些，就更好了~~~~~张勋杰，斗鱼的时候就好喜欢，哈了好长时间呢~~~~~~            
(5星)	 很喜欢很轻松喜欢项律师想果果偷偷笑的样子有些害羞有些甜蜜~~~~            
(5星)	 言承旭！            
(4星)	 言承旭很养眼 Ella很爱装嫩            
(5星)	 很有爱的设定，以前不怎么喜欢言承旭的，看了这个觉得也是那么讨厌了            
(4星)	 ELLE可爱，言承旭可爱。            
(3星)	 很久没看偶像剧了，为什么偶像剧的结尾都这么仓促            
(4星)	 搞笑。            
(NA)	 剧情老套，小说都不知有多少....            
(4星)	 满搞笑的，呵呵            
(5星)	 你一直都给我内心最坚定地信仰。            
(3星)	 姐姐是亮点！故事蛮好笑的，但是因为戏里某整容过度又毫无演技的女明星而半途而废。            
(4星)	 言承旭还是蛮嗲滴~            
(NA)	 超级无敌好看            
(4星)	 没勇气，却就想赖着你。            
(5星)	 故事很老套 但言承旭更帅了 Ella依然那么可爱            
(3星)	 喜欢爱钱的姐姐            
(3星)	 为了看衬衫男。。果然很帅。。            
(3星)	 首尾还行，中间那段实在看不下去了~~~            
(4星)	 ELLA真素可爱呀~~张麦可好像我哥。。。。而且真素很有种~~            
(3星)	 跳着看完，剧情真是能拖啊~~            
(4星)	 暴龙、暴龙、还是暴龙            
(5星)	 言承旭老帅老迷人了。            
(4星)	 言承旭还是那么帅            
(4星)	 就是有点长……            
(3星)	 又是符合台湾偶像剧的剧情和表演，ELLA的表演就是让人忍俊不禁，没办法啊，谁让总演的这么可爱呢；Jerry总有一种魔力可吸引人眼球，挺一记...这种轻松的片子，无需用脑，只需大笑...            
(NA)	 有种恋爱的感觉。            
(5星)	 不要电我啊，羽平。            
(5星)	 看了3遍，很好看，言承旭和ella演的都很到位，好多年没这么喜欢看一部片子了，看了之后很开心            
(3星)	 帅气的言承旭，做作的ELLA。剧情无聊的片子。            
(2星)	 画画的时候用听的，听都让我听起无聊            
(5星)	 总是有些老剧情会让人微笑总是有些老故事会打动人心总是有些老台词会值得铭记总是有些他和她会创造奇迹             
