http://movie.douban.com/subject/3609075/	蜗居
(5星)	 蜗居刚刚看完了蜗居 感触很多 以前我是向来鄙视中国的电视剧的 都是老套 没点新意 离不开中共的影响 但是看完这个之后 我知道我错了 不想去说中的广播 或者是传媒 只想说 蜗居真的是我们80 代的现实 80代出生的我们 很多的家庭没有能力在自己居住的城市能够买下一套房子 我们这些大学生 或            
(5星)	 就是一个字：好看！            
(4星)	 蜗居刺痛了80后正在面临的一个严酷现实            
(5星)	 好看，当今社会的真实写照啊～            
(5星)	 蜗居能火的原因正是因为它刺到我们80后的软肋，刺到我们社会的软肋~            
(3星)	 潮流词            
(5星)	 除了最后送钱那段，都挺牛X~可怜的海萍，最后的踏实也拜赐于宋思明的种种，也许广电局原来没这么想，才被聪明的制片人骗过，播得出这剧吧？            
(5星)	 演得很好~反正就是很好啦~            
(4星)	 真的很现实            
(5星)	 看得人越来越没有立场，一会儿觉得海藻可怜，一会儿觉得宋太可怜，一会儿觉得宋思明好悲剧，nnd.            
(NA)	 生存的状态自我的选择，不论苦还是甜，都是自己选的方向……            
(4星)	 比《双面胶》好看            
(4星)	 看了然人有点受不了！            
(4星)	 很现实            
(4星)	 过于沉重了            
(3星)	 矫情了吧……我只愿意相信努力奋斗！            
(NA)	 觉得还行~每个人对社会与自己有5同的睇法~            
(4星)	 不知道为什么特别喜欢海清，喜欢她的表演，她的声调，她的表情，哦，我不是les...馒头说她喜欢宋思明，是该长大了，不，小贝多好啊~            
(3星)	 逼良为娼的社会哟            
(NA)	 女人的悲剧，海萍—奋斗的悲剧、海藻—小三的悲剧、宋思明老婆—成功男人背后女人的悲剧，让人感觉做女人真是难啊。若没看，就别看啦            
(3星)	 比较现实，但太悲情            
(4星)	 这是一部很实在的生活片，其中的每个人我都可以理解，生活会抹杀人的天性，在这样现实的环境中，谁能不为讨生活而奔波？            
(4星)	 这个对学房地产的人来说，觉得社会没希望了！            
(3星)	 看到一多半了觉得无趣了。。。放弃了，反正我知道结局。。。            
(NA)	 很现实吧……小小担忧下自己的未来，也许自己会是另一个小贝……还是看好当下吧            
(4星)	 是它，让我们看到了很多现实，是它，让不愿面对现实的中国人多留点心看看这个世界，是它，让自欺欺人的人睁开眼反省，也是它，被禁播了。            
(5星)	 很反映现状            
(NA)	 一部现实主义大片。不想说多么的经典。只是作为一个旁观者，宋思明做错2件事，第一件是同学会的时候带海藻出席，第二件是告诉他lp海藻怀孕。喜欢这种类型的电视剧，我喜欢的，总局都不喜欢。有代沟啊。呵呵。            
(NA)	 我看的时候他还没红。。。            
(5星)	 不能改变现实，就要改变心态。            
(NA)	 很有教育意义~            
(4星)	 圈地运动的牺牲者们            
(NA)	 怕。但是依然努力。            
(4星)	 讨厌的现实！            
(3星)	 情节很现实，但技术上还是太糙了            
(4星)	 现实！太现实让人觉得要生活好好难啊！！！！            
(3星)	 http://blog.163.com/violet_win/blog/static/461130932010014104255969/            
(5星)	 小贝。让人心疼。            
(4星)	 海萍最后幸福了，可我却觉得是她将海藻推向了不幸的结局。。。            
(5星)	 好            
(5星)	 很现实。每个女人都会爱上宋思明那样的男人。每个男人都想做宋思明            
(4星)	 最近才看了这么多人评价很高看了一下，确实是很写实的作品感概            
(NA)	 其实最后三集我没敢看  因为知道了结局   里面挺喜欢宋思明的  抛开一切来说  他的这种爱是深切的热烈的温情的细腻的让人无法抗拒的  海藻是一个感性多些的女人  试想 哪个女人不希望有一个屠龙王子出现在自己身边  所以他们两在一起似乎是理所应当的  其他人 可怜人自有可悲之处！            
(4星)	 比较烦应当下的热片            
(5星)	 编剧，演员都很棒，很到位。发人深思的连续剧，难怪全球华人都在看....            
(NA)	 房子整死80后            
(5星)	 现实的现实。。。            
(4星)	 绝望中不一定会找到光明            
(5星)	 乍看像是针砭现实，看完才明白作者的意图原是励志……            
(5星)	 在这个为房子而疯狂的时代，这部电视剧显得难能可贵~~            
(4星)	    社会如此现实            
(5星)	 我就不多说了，宋思明才是纯爷们            
(NA)	 现实版的蜗居更加残酷            
(3星)	 海藻到底在干嘛啊 好好的日子不要过            
(5星)	 写实！！！！！！            
(4星)	 “蜗居”热之后才看的...我想说..这就是河蟹的社会啊...            
(4星)	 好人爱不起来 坏人恨不起来~  这就是我们的世界~            
(5星)	 我老爸说，这真是生活片！            
(4星)	 很现实的一部剧            
(NA)	 我喜欢小贝..有一天我极有可能成为海平...            
(3星)	 还可惜，烧糊了！            
(NA)	 给我们这些正在为前途事业努力的年轻人好好上了一课，现实就是现实，其实郭海藻也是迫于生活，如今爱情能值多少钱，如果不能给你爱的人踏实的物质生活，一切承诺都是白费！！！！！！！！！！！            
(5星)	 爱   就是这样            
(NA)	 房地产的演绎太真实了            
(5星)	 很好看，很喜欢            
(4星)	 我只是想说，很想找一个像小贝一样爱我的人……            
(5星)	 郭海藻他妈活该            
(4星)	 心寒            
(4星)	 跟风看的~很现实又很残酷~虽然同情海藻，但又觉得她不值得同情，因为每一步都是她自己的选择~至于宋思明，不明白为什么那么多人喜欢他，我觉得他是个极自私的人~            
(3星)	 不喜欢。也许是我还没感受到社会给我的压力            
(4星)	 很现实，不过真正的社会还不止这些。            
(5星)	 现实的一塌糊涂，很有感触。            
(4星)	 还好啦~~~没什么感想            
(3星)	 剧情一般般，可能房子、小三比较夺人眼球吧。。            
(4星)	 我只能说海藻在这个社会有很多，真正可怜的是小贝            
(NA)	 宋思明，送死明。做人要八戒，也要悟空！            
(5星)	 痛,            
(3星)	 神一样的小三            
(5星)	 现实很残酷            
(4星)	 前面很好，很有感触， 结尾部分有点粗糙和假。            
(3星)	 生活。            
(NA)	 SB海藻            
(NA)	 现实到残忍  现实到不想面对。            
(5星)	 看完后，震撼心灵。如镜子般反照出生活中的现实。幸好，我看了，幸好我还未经历剧中的一切现实。深思，以后如何独立。。。            
(5星)	 有很多感触            
(NA)	 还不错，写出了现实生活中人类内类内心的真是写照。            
(4星)	 女孩要富养，永远不变的真理。不喜欢小贝，也没有坚持看完。            
(5星)	 很现实能引起很多争议的电视宋到底算不算一个好男人，海藻到底该不该值得同情，就我个人的看法感情来了谁也没办法阻挡，错就错在不该把它无限制的发展下去。宋和郭付出的代价远远大于他们所得到的快乐从这个角度说宋时不负责任的而海藻在第一次背叛小贝的时候怎么还可以做到心安理得所以她是不值得同情            
(4星)	 看后保证你郁闷，别说偶没警告过你！体现荒谬的逻辑，家庭道德教育的失败，尤其是宋思明这个角色。偶无语了。表面的风光掩盖不住内心的空虚。本来想了解一下现代中国的主流，看过本片后就一个词在偶脑子里 - “兽欲横行”！8过演员都不错！            
