http://movie.douban.com/subject/4894070/	黎明之前
(4星)	 各种帅大叔啊！！            
(5星)	 比潜伏更加好            
(4星)	 吴最好的角色            
(5星)	 值得一瞧            
(4星)	 每天看点。慢慢的看完了。还算不错。            
(4星)	 编剧加油编剧加油编剧加油，智商多多提升啊。            
(5星)	 继潜伏之后又一部相当不错的谍战片！            
(NA)	 精品悬疑剧            
(5星)	 剧情演技皆精彩            
(NA)	 男主角很对胃口~~            
(3星)	 10/12/23            
(5星)	 必须要推荐！！！            
(5星)	 办公室政治啊            
(NA)	 烂尾了，前面不错！            
(5星)	 岁月流转了各自的成与败            
(4星)	 喜欢            
(5星)	 不错的电视剧            
(5星)	 没话说. 其实我就喜欢感情戏不多的.            
(5星)	 潜伏后最爱的电视            
(NA)	 很受用。            
(5星)	 真的很好，水手主宰着局面，结局很有看点。            
(5星)	 果然是美剧控们编出来的，剧情高潮迭起，紧张刺激，不错~~~            
(5星)	 潜伏过后最好看的谍战剧，很有深度。            
(4星)	 今天重温了一下小            
(5星)	 最后那么结局无不让人为之动容啊QAQ            
(4星)	 个人觉得比潜伏好看~            
(5星)	 FB推荐的总是经典，一口气看完啦            
(5星)	 看完后回味无穷啊！            
(5星)	 故事情节先不去评说了，印象最深刻的是此篇的外景无一例外的不在上海车墩影视基地，主演，群众演员，还有车辆都那个屁大点的地方走来走去，白天黑夜无一例外，绝对影响了我对这片的投入感。。            
(5星)	 第一次觉得国民党也那么可爱            
(4星)	 有这么牛逼的人才想查什么案查不出来啊！结尾牛逼！！            
(5星)	 情节紧凑刺激，推理严谨缜密，尤其最后的咸鱼翻身，对人性理解的入木三分。            
(5星)	 各种方面都挺好看~虽然总觉得主角很多次是靠个人魅力（……）混过关的            
(5星)	 大浦 乖~沛霖大叔~~哦也~            
(5星)	 太感动了！这故事太好了！            
(5星)	 好看好看！！吴秀波！！！！！帅！！！！！！！！！！            
(4星)	 吴秀波在这里面的角色比在[剑谍]里面的要更让我喜欢一些，只是在八局里面装的那些段落我看着都难受，感觉他好累。在剑谍里面，他好闷，都有扑克脸的嫌疑了。把水手描写地好神奇啊，有点过了，不太容易相信。谭局长、除李处长之外的几个处长对他还是挺好的，讲义气，赞！            
(3星)	 说他是赝品他不会服            
(5星)	 喜欢林永健。喜欢吴秀波。            
(4星)	 吴秀波蜀黍啊。。。            
(4星)	 没什么好说的，共党万岁...            
(5星)	 真实又感人又搞笑。普通国民党的形象终于得到了改善。            
(4星)	 心理战的高手            
(NA)	 看不下去 E4            
(5星)	 并列了并列了..和潜伏一样，最好的谍战片，没有之三            
(4星)	 还成。革命同志之间的友谊才是真正的友谊啊，革命同志之间的爱情才是真正的爱情啊            
(4星)	 其实没有我想象中的好看 不知道是不是因为大家都把它捧上天的缘故 我本是冲着吴秀波去看的 但是我觉得他还是演黑帮老大比演和谐党的特工合适一些 被大家称为另类谍战剧是不是因为最后国民党已经知道了谁是特务但他们把铲除叛徒当成了首要任务 把过失都栽赃给他呢？不过配角都带智商的看着很不错            
(4星)	 最近刚看完，绝对演技派！            
(5星)	 吴秀波演的好，演技派。            
(5星)	 很精彩，很吸引人看下去。剪辑很棒。演员演得都很好            
(4星)	 大叔们的群戏            
(5星)	 都是无名的人。。。            
(5星)	 棒棒！！！            
(4星)	 比较新的谍战片。没有血腥，挺好。            
(5星)	 非常赞，完全不逊于“潜伏”，各个角色的演绎都很到位，结局非常给力～            
(NA)	 喜欢他唱的保留纯真！            
(5星)	 非常经典的谍战片，超越“潜伏”！精彩的国共对手戏！每个人物都很形象生动，各有特色，特别是谭忠恕和刘新杰！虎头凤尾，开头精彩，结尾更经典!            
(5星)	 给力            
(NA)	 好看好看~看得我哭得稀里哗啦  片尾曲很好听~            
(5星)	 在我死的时候，把我埋在一个有风景的地方，墓碑上不用留下任何名字……            
(5星)	 剧情不及暗算和潜伏，但比前两部立场站的更中立一点            
(5星)	 一边看一边流口水：帅哥啊帅哥啊~            
(5星)	 吴秀波吴秀波吴秀波~~~            
(5星)	 剧情给力、演员给力、风格给力、好看的很给力！吴秀波、陆建民、林永健都超帅！！！太给力了！！！            
(5星)	 很棒，很给力！            
(5星)	 巨好看！大爱吴秀波和齐帅！            
(5星)	 爱上吴秀波            
(NA)	 如父般坚定的眼神，或许这就是喜欢你的简单的道理            
(5星)	 最喜欢的其实是齐佩林。            
(5星)	 可苏可腐 剧情精彩 节奏紧凑 真。给力            
(5星)	 战友情 兄弟情 爱情 同事情... 信仰 信念 。。。             
(5星)	 目前国内最好看的悬疑电视剧 结尾时 那首《For the love of a princess》想起时，真的好感动            
(5星)	 好看好看            
(3星)	 怎么觉得有点模仿潜伏            
(4星)	 看完有种幻灭感            
(5星)	 强烈推荐！没有刻意地丑化或讴歌某一方，就是讲了一个吸引人的故事，引出了一堆让人感动的人物~            
(4星)	 国产谍战值得鼓励            
(5星)	 立体的人 棋逢对手的较量            
(5星)	 秀啊~            
(3星)	 好评怪多，可我怎么看不下去。节奏太慢了，看了两集半，急的慌。刘军杰挺帅。            
(3星)	 看过潜伏，在看这有点审美疲劳了，但是凭直觉是个构思缜密的片子。            
(5星)	 结局有些悲凉……            
(NA)	 《黎明之前》小说版，即将出版~,各位同学会有兴趣么？？            
(5星)	 只会是无穷的，无论你终于的是哪一种信念~、波波好帅            
(5星)	 细节用心，剧情跌宕，扣人心弦。            
(4星)	 男主真是个奇特的人，梳个周立波样的头居然还挺帅，可是笑起来却那么难看……难怪很多人拿来跟潜伏比较，剧情背景都很类似，故事情节不能说无懈可击，但还是值得一看，老齐演的不错，林永健那厮，完全颠覆春晚小品的印象啊~~~~            
(5星)	None
(NA)	 好一个兄弟情深            
(5星)	 好看好看。。。 有很帅也有很可爱的特务哈 剧情也不错 我看到完也都能没按过快进键呢吼            
(4星)	 差不多两天看完，很过瘾            
(2星)	 林永健不太够意思，抢了小弟的戏··哎，小弟太嫩            
(5星)	 看段海平，刘新杰等与八局的人斗智斗勇，很过瘾，超赞            
(5星)	 间谍神马的 最好看了~            
(5星)	 很精良的谍战剧，很好看的大叔剧。            
(5星)	 看了又看            
(5星)	 喜欢新杰不解释0 0            
(4星)	 没能忍住，先看了结局，于是过程不那么重要了，但每集看完忍不住看接下来的那集是事实，比我想象的好点            
(4星)	 最后是尼玛柯南解决问题了            
(5星)	 太好看了，无论是剧情还是演员            
(5星)	 弱化信仰，专心搞工作~我希望被埋在一个有风景的地方，在我的墓碑上不必留下名字~泪流，不输潜伏。这里面竟然没有我讨厌的人.。。            
(NA)	 表演和剧情还不错，算是今年的电视剧精品吧。            
(5星)	 这社会打的还是人情牌            
(5星)	 一部无法用几句话可以说清楚的好戏，确实值得一看，为了剧本，为了里面所有的演员            
(5星)	 为啥我看这剧是PPS上都没人看呢，半个月后大家才开始看，搞得我看时卡的不行，郁闷~            
(4星)	 那时的纯粹啊            
(5星)	 太精彩了！刘新杰、谭忠恕、孙大浦、齐佩林都是个性鲜明，拥有人情味！尤其是水手最后为了信念完成的自杀，太完美了！            
(4星)	 刘新杰最后留在大陆了，于是谭忠恕到台湾被审查了三年=   =             
(5星)	 最后一集的反间计也太牛逼了吧  现实要是有这么厉害就神了            
(4星)	 开头和结尾都还可圈可点，尤其结尾的对话和意境刻画的极好，只是中间太多的漏洞和不可解释处，剧情设计安排还不够环环相扣，在这方面不及潜伏的            
(4星)	 到最后有点牵强了。。太靠运气了。。            
(4星)	 人人都爱刘新杰            
(5星)	 对于与潜伏的比较，我觉得黎明之前一点也不逊色。看到每一个人的信仰，对于牺牲精神的理解，让我动容。            
(4星)	 这片我怎么觉得应该改名叫：拯救特工刘新杰。。没法，谁要吴秀波是个帅大叔！            
