http://movie.douban.com/subject/5031426/	真相
(5星)	因为喜欢TVB，喜欢杨怡和黄浩然
(4星)	总之，感情不是主线~
(4星)	好看！
(4星)	赛因推荐，不看岂不是跟不上她们的脚步？有没有那么严重！
(5星)	人性+事实+法制
(4星)	大C死得好无辜，马国明即使这么爱她，也下得了手。女人不能犯傻啊~
(5星)	结局没收好 期待第二部
(4星)	近年来最爱的TVB剧，近年来最爱的男主角！
(4星)	近年港剧越来越无法看,这个还能勉强看看,是不是港剧已经可以强盛到狗血剧情也能卖座的年代，good，这就是品牌效应~但是还是愿意看~可以放松e边看边做别的事情~哈哈  
(4星)	惊喜，找到点以前港剧的味道，有点重口味，陈展鹏凭这部剧直接上位成功，黄浩然你肿么就一直红不起来呢？
(4星)	还是喜欢香港的法庭片，是一种习惯吧
(5星)	还不错呢
(4星)	每天一集。。
(5星)	七夕看完了全剧。Mavis没有和Keith在一起，这比唐诗咏死掉更让我不开心。剧情紧凑，庭辩精彩。一个律师，如果能力过人再加有情有义，那便具备致命的吸引力，Keith即是。开始关注陈展鹏。
(4星)	馬明出來之前還真挺好看的~
(4星)	杨怡在《真相》里饰演大律师，精明干练的女强人。整个造型很喜欢，黑白灰，三个颜色的套装和裙子穿得很有型
(3星)	陈展鹏来TVB开始发威了哦
(4星)	烂尾
(4星)	田蕊妮和胖子好可爱~哈哈哈哈
(5星)	最近很多大律师的片子，不错~
(5星)	1，陳展鵬終于熬出頭了，一如2年前的謝天華。…2，“這個世界并不是非黑即白的。”…3，从《黑白森林》到现在，黄浩然永遠沒進步也沒退步。…4，馬國明演腹黑上瘾了。
(NA)	典型港剧，熟悉的面孔，但是觉得那些案件不怎么给力，不过瘾
(4星)	没看完，因为大C最后死了。所以那案子不想看
(3星)	这部片最神奇的地方就是无法直接在豆瓣上直接搜到！
(5星)	很好看的一部 情景很紧凑
(4星)	不错，TVB最近的水准之作了，几个律师都挺有爱的
(4星)	迷上唐诗咏和马国明~~
(NA)	好吧 看到ALEX出现后我就没说过KEITH帅了 还有 干嘛MAVIS不和KEITH在一起阿
(NA)	就这样结束了~
(5星)	TVB2011最叻！
(5星)	五星是给大C和马国明这对的
(5星)	很好看的~~~~
(NA)	就说片头有个人像马明，我还以为我看错了。。死的时候真悲啊看得好心痛，配角各种出彩，但这剧感情线也太马虎了。。好吧续集快来吧。。
(4星)	当之无愧上半年好评最多的港剧了，当初冲着黄浩然跟马国明去的，却被男一吸引住了，陈展鹏的戏很到位
(3星)	Keith 耐看的，期待出续集
(4星)	结局太讴吟
(5星)	近期比较好看的律政剧~~可惜结尾没交代和谁好了。。会不会有2呢~
(5星)	刚追完的剧。主要说的是HK的lawyer。很有教益，黑白分明。推荐！
(3星)	结局很郁闷来。
(3星)	不及怒火街头
(4星)	今年迄今为止最好看的一部港剧，陈展鹏靠刘大状翻身啦，杨怡的OL也很出彩。比起前阶段，同讲律师题材的怒火街头，水准高多了。反正怒火我看了两集就看不下去了。
(3星)	前面没有后面好看，尤其是最后5集，剧情很精彩。喜欢马国明！
(5星)	习惯了港剧，学习怎么去看待事情，怎么相信真相。
(4星)	结局感情交代的不清楚啊..
(2星)	没感情戏就没感情戏嘛，干嘛最后感情戏都组团来了。编剧啊编剧。
(4星)	还行吧，几个主演和剧情都不错，近期tvb最好的片子。
(4星)	最喜欢阮兆祥在里面搞笑的几个片段！！！
(4星)	好看
(5星)	刚看完，不错，虽然有些地方有点理想化了，不过是TVB风格，我喜欢。。。==
(4星)	很不错，可惜烂尾了
(5星)	不错、、差不多 一口气看完的，很过瘾
(5星)	的确值得给好评，一点不拖沓，不错~KEITH帅！
(5星)	非常好看
(4星)	杀警那案子最带感了，不过结束的太仓促= =马明的压轴案件真的好无趣啊。不过总的来说还是可以吧。
(5星)	黃浩然啊！！！！太帥太有型了啊！！！
(3星)	我果然不再好这口==
(NA)	这个比怒火街头好看多了
(4星)	喜欢KEITH。
(4星)	陈展鹏第一次担纲主角，演技不错~
(NA)	真相只有一个。
(NA)	手贱，本来不喜YY不想看，听大家都说好看，好吧，拼命看完后，剧情还可以，就是更加不喜YY了
(5星)	前面不错，中间有点乏味，最后只是恢复了港剧的一般水平
(3星)	只是电视剧啦~
(4星)	挺好看的，感性的人看理性的戏
(4星)	杀警案过瘾，只是收尾太快
(4星)	很久不看港剧了
(4星)	喜欢上唐诗咏和陈展鹏
(4星)	其实不只是法官有时候需要蒙上眼睛才能分的清真假   做人也一样   也需要蒙上眼睛才能看清楚事实
(4星)	网络同步，很辛苦才追完
(4星)	好吧，，完全是冲着杨怡去的~不过也算是近期不错的TVB剧~
(3星)	我媽和我一起看的時候說了一句 咦 這是我們那天晚上走錯走到的地方也
(3星)	为强调当时宣传的无情爱纠葛，只重律政刻画的主旨，最后就让所有主角恋爱不成，其实个人觉得TVB最可爱之处就在啃着菠萝油，喝着丝袜奶茶的婆婆妈妈啊
(4星)	还不错，男猪脚老了点，陈展鹏以前演过很多奸诈角色，不习惯，黄浩然近景好苍老，杨怡大进步，剧情很不错，紧凑，有风格，怪不得有高分。
(4星)	很喜欢杨怡的表现！！！今年已经很少睇TVB的剧集了，这是少数又头睇到尾的戏。结局马国明很抢戏哦~~~
(4星)	比怒火好看很多！
(5星)	tvb的，啥都不说了，看吧~
(3星)	这个应该是今年唯一可以看看的港剧了，至少我从开始看到结束，不想洪武和紫禁，都看了一两集就实在忍不了了
(NA)	陈展鹏！！好！
(5星)	喜欢律政剧，陈展鹏表现抢眼
(NA)	好睇的片喔！！！
(4星)	后五集烂尾了
(5星)	一直是最喜欢的类型
(5星)	值得推荐！！！！
(5星)	太精彩了！至于你信不信，我反正信了！
(4星)	不错啊～很好看～
(4星)	更喜欢《怒火街头》的轻松氛围和兄弟情谊，但相比起来《真相》的硬伤少。最后女主的归属问题没有交代，让我有点郁闷，虽然两男都很好
(3星)	烂尾。杨怡演得不错
(4星)	情节不错，就是杨怡以为自己谁啊，俩男人围着转都选不出来…
(4星)	1、黃浩然和楊怡還蠻配的啊~2、看完整部劇，收穫一個大C：唐詩咏
(4星)	马明很招苏，YY的脸。。真是怎么变这样了
(4星)	个人觉得比法政系列过瘾
(4星)	好看啊！！！李司棋！！！
(4星)	去他个屎结局
(5星)	好看！！喜欢大C和A，看了好想哭啊！！
(4星)	以为陈展鹏长得像某个烦人，所以不喜欢他。
(5星)	重燃了对于TVB的信心
(5星)	喜欢
(3星)	还是说那啥杨怡没演技。
(4星)	其实我真的更喜欢我然那个角色呢……我觉得我鹏演变态更好的说~~~
(4星)	总觉得平平淡淡没有嗨点
(3星)	烂尾
(3星)	可怜的大C啊 果然还是对陈展鹏喜欢不起来
(5星)	这个结局好无语啊
(5星)	这是老夫近年来看过比较好的TVB子（←丫根本没看过什么TVB
(5星)	哭死了
(NA)	20110803-0805 keith这么个高大猛癫居然让人心生怜意……
(5星)	比怒火街头好看！！！！！
(4星)	每个人都有知道真相的权力  
(5星)	TVB让我惊喜了一把
(4星)	开局精彩，后继乏力，但整体质优，值得一看
(3星)	对马明改观
(4星)	虽然有点虎头蛇尾，但专业性还算不错，尤其是模仿《十二怒汉》的部分，不过还是没办法逃脱““吃饭闲聊睡觉谈情”的肉戏去抹杀菲林~~哎，不知道是由于为了适应大众的茶余饭后还是TVB的编剧不思进取，反正跟美剧相比那真是……
(NA)	算近期还不错的
(3星)	前半部分很紧凑，后半部分有点狗血，捧红两个人，算成功。
(5星)	很好。
(4星)	虽然马国明在里面是坏人，令我感动的是他对大C的感情，无论一个至恶或者至善的人，都有他们真正可以为之付出一切另一半
(3星)	前面还可以，结局很匆匆~是要拍第二部的意思吗？
(4星)	今年追的第一部TVB剧。。。不知道是不是编剧大人们全都灵感枯竭了，现在要想追一部逻辑正常 一点的剧集，真不简单。。。中意 大C同肥仔。。。。
(4星)	最近以来tvb算不错的片子了~
(4星)	杀警那篇拍得不错
(3星)	如果不是袭警案烂尾~我会给四星
(4星)	马明怎么只出现五集啊... ... 坏坏的帅哥最有味道了 不过大C死的烂尾了 马明哥哥也挂了 - - 哎
(4星)	一开始觉得一般 后来越来越被吸引 最后五集好精华啊 外貌协会表示卡司真心赞啊&gt;&lt;马明打酱油都可以这么出彩
(5星)	TVB有案件的剧最后一集总归是主角被绑架。。。
(4星)	算是TVB今年的一部不错的连续剧，剧情很新颖，配角熬出头，角度很有特色，可惜了马国明居然只是个打酱油的反派，和唐诗咏穿越了两部戏，TVB你是有多缺人？
(4星)	感觉黑警那个故事最好看。陈展鹏转了亲生仔果然开始放光芒了，在这部戏里看起来特别有型。这充分证明了TVB的配角们个个都很有实力，只是需要一个机会。
(4星)	看看剧情
(4星)	陈展鹏 演得挺好
(3星)	也就是凑合啊
(4星)	好像电视剧都免不了烂尾。。
(3星)	很喜欢诗咏每次演的角色，可惜这次大C死的挺惨的，结局太伤~
(4星)	烂尾了╮(╯▽╰)╭……但总的来说还是挺好看的。一如既往的喜欢杨怡♥！！
(NA)	用手机下 用手机看 尼玛的不容易啊
(4星)	昨晚看完第23集，我失眠了。这部片子让我长见识、长耳性了。最后刘思杰和康芷欣还是没有下文，难道要拍续集？从他们的故事中看到，缘分就像路人甲放屁，要么是既不响也不臭、要么臭而不响、要么响而不臭、要么又响又臭，所以你可能闻不到，或者闻到了却不知道是谁，或者你吃定了ta，不是把握与否的问题
(4星)	还挺好看的
(5星)	这算是我近期看过的最好的TVB了
(4星)	哈哈，谦少爷真的很可爱~~
(5星)	陈展鹏好帅。。。鉴定完毕。。。。
(NA)	追韩剧的间隙弥补空虚 我承认阿杰是人格魅力 别的真的没啥帅锅 倒是女一女二比较好看 就当练粤语听力 噗
(5星)	很莫名的看到了结局,然后又失落了. 
(NA)	不错 算是TVB近几年比较不错的片子了 就是马国明戏份太少了 遗憾
(NA)	有些情节是边看边猜的，凭直觉，很准。
(3星)	制作精良。
(5星)	结局篇有D弱,整体好出色.其中第十集左右讲陪审团,以及第十七集左右嘅杀警案有新意得来又非常精彩.可惜感情戏实在少过龙......
(4星)	上传的太慢了，终于看完了，但又不希望结束。
(5星)	杨怡 黄浩然 
(3星)	前半部分挺有新意，凭借最后出场的马明居然看完了！自己都觉得惊异，但是，剧情连贯性还是不够啊，而且陈展鹏长得太猥琐，杨怡审美疲劳，反而是黄浩然顺眼了点，当然毋庸置疑还是马明猥琐人渣禽兽精英最得我心……
(5星)	爱上港剧～～
(4星)	抛开案件的实质，还不错看诶，每条支线也很丰满，就是感情的事每个准心好痒。
(5星)	结尾好贱。。。
(5星)	好看 就是TVB很典型 的时装专业剧 喜欢看律师 陈展鹏演得很好
(3星)	最后一集有点仓促
(4星)	真相不是表面看见的~有点像反转剧~~
(4星)	很好看 好久没有看过什么好看的港片啦
(4星)	美剧未回归的日子，打发时间还不错
(3星)	案件的各种牵强~但陪审团的陪审过程还是蛮有新意。。。
(4星)	最后一个case又无聊了，烂尾
(NA)	年内第一
(4星)	豆瓣搜“真相”是搜不到的耶！豆瓣你吃屎了吗
(4星)	陈展鹏是我的菜呀
(3星)	还不错，最后两集有点拖沓~
(4星)	印象最深刻的是“黑警”的那段子。。。结局太草率了。。难道有续集？
(4星)	前10集案子无趣但是庭审精彩又专业 之后案子精彩非常多 总的来说算是TVB很久出现的好看的律政片了 感情戏稍微少了点就是了。。另外陈展鹏黄浩然演的都很灵 最后还有小马哥哥！~
(4星)	杨怡演的挺不错的 陈展鹏帅啊 唐诗咏美死了 马明太帅了！！
(3星)	蛮喜欢男猪脚的~
(3星)	港剧还是摆脱不了用大篇幅讲一些陈芝麻烂谷子的无聊事
(3星)	回家跟麻麻一起看...唔。。米有律政新人王好看捏
(4星)	我觉得没有我想象中那么好
(5星)	不错不错
(5星)	胖子真可爱
(5星)	真相 看起来真带劲   很好看  杨怡的演技很不错～～～～
