http://movie.douban.com/subject/6110548/	对我说谎试试 내게 거짓말을 해봐
(2星)	 什么烂编剧，纯粹浪费时间~！            
(4星)	 当不敢去爱……            
(3星)	 又一烂尾剧~后半段全靠大叔卖萌~            
(3星)	 剧本编得呃……同样是谎言题材，还是更喜欢My girl～            
(2星)	 ╮(￣▽￣&#34;)╭   棒子剧怎么都是这样剧情的呦            
(3星)	 就是搞笑喽。一贯的韩剧套路，不过帅哥美女挺养眼的~~            
(4星)	 看到谎言慢慢向我走来，后来，发现谎言变成了爱情。在这爱情里，有太多东西比现实更炙热。            
(3星)	 刚剪了个女主的头。韩国到底有多喜欢契约爱情，多喜欢耍赖，多喜欢大大咧咧的傻女，多喜欢油到掉渣的公子哥......土得不能再土了。打发时间一边看一边做别的事情是ok。            
(4星)	 演员撑起烂剧本~加星一颗~无法想象换了恩宝以外的人拍会成什么样 = =！            
(4星)	 你们都老了~            
(4星)	 前8集还挺好的，尹恩惠的造型也喜欢···可乐之吻是高潮···后面就开始韩剧一贯的拖沓···拜托下次和恩惠搭档的男主给力点啊！            
(3星)	 我一直努力的追，可是发现除了该剧的周边比较成功，剧情真是有够牵强的，该剧真是毁了2个好演员。。            
(3星)	 开始还有点意思，越往后越没劲了，大多快进看的            
(2星)	 男主太娘，女主太哭逼，果断弃之！            
(4星)	      不知不觉的喜欢上你，当那个时刻出现，我一定会很用心的爱你~            
(1星)	 为什么坏蛋使坏总是要思考半天，顿悟却只要一瞬间？整部戏非常凌乱，人物性格不明显，剪接也是，乱七八糟。最后还整的跟一帘幽梦一样！！！就算换编剧也无力回天。            
(3星)	 男主角的年龄和他总卖萌的身份格格不入，太雷人了。            
(3星)	 到我姐家 看一部偶像剧是不可避免的            
(3星)	 越看越不想看 虽然很喜欢尹恩惠，可是感觉很拖拉            
(2星)	 看了几集就看不下去了。。这种“女人的自尊心”真是可怕，男主火花游戏里我觉得还不错啊，可是这里怎么配音那么娘那么娘！！            
(2星)	 因为尹恩惠才看的 可是还是看不下去了            
(3星)	 狗血的剧情。。。            
(3星)	 小秘++++，日系镜头，配乐，bieber和mraz的背景音乐，            
(2星)	 开头挺好的 怎么演着演着就下坡路了呢+_+            
(3星)	 什么角色被尹恩惠一演就变好笑了~            
(3星)	 姐不是个半途而废的人。。不过剧情越来越狗血了，随着姐考试的结束这种脑残的解压方式还要不要继续。。7月2日上午果断弃剧。。7月2日晚总之，前十集ok            
(NA)	 喜欢尹恩惠的阳光活力~            
(3星)	 挺逗乐的 少数看完的韩剧···            
(2星)	 我那叫一个囧，浪费了一晚上的时间，真是一部无聊的剧！！            
(3星)	 男主角跟个豆一样            
(2星)	 完全是冲着尹恩惠的颜和造型去的。。剧情请无视。所有配角都悲催了，每集只有1分钟的戏，全部可以删掉。            
(3星)	 好吧我就是那种边看边摇头摊手可是下周还会继续看的傻B……还好这个星期它就完了……我至今还是搞不清楚为什么编剧不能就把结局定在15集，16集那能入眼吗！            
(3星)	 还不错。可乐到处喷的情节印象比较深。            
(3星)	 第九集拿着手机那段出错了有木有！！            
(3星)	 就还行吧～可以猜到的剧情            
(3星)	 看到后来觉得，唉，对现实生活没有参考价值啊~但是为什么会坚持着看下去呢？想了很久，其实开始的理由很简单，因为我就是这样一副样子，懒惰随性有坏毛病不优雅不时尚，喜欢的人跟好朋友在一起~sigh~不知道该怎么办才好，为未来担心惊慌失措可是她，算是给自己信心和一点安慰吧·~            
(4星)	 片子剧情很俗套，觉得男猪脚很娘，不过冲着尹恩惠！            
(4星)	 冲着尹恩惠我也还是看下去了。剧情很脑残，男猪，哎无话可说了、            
(4星)	 跟珍妮花的随波逐流有相似的构思            
(3星)	 剧情太俗套了~~~            
(3星)	 更新啊            
(2星)	 越看越没劲，对编剧非常失望呀~~换人也没用了            
(4星)	 不知道这部电视剧能不能看完。上一部49天，上上一部秘密花园都没能撑着看完。可至少现在还觉得喜欢韩智慧在距离的那个角色。也可能是最近的自己特别缺乏她的那份勇气和力量。爱得认真，执着，努力有时候就能抵御结果给我们带来的失望。痛苦当然有，但而外是不后悔的信念。假如可以，就该谈这样的爱情            
(2星)	 男猪脚...完全没法看唉            
(2星)	 纯粹打发时间而看的，对这剧不感冒。            
(2星)	 太NC了            
(4星)	 头重脚轻            
(4星)	 人前贴上已婚女的标签，人后过着剩女的生活。哈哈~            
(3星)	 啦啦啦啦。男主确实不帅。确实不帅。但是很可爱啊            
(5星)	 还不错的原因是我越看越觉得有劲头看下去，虽然觉得男猪脚态度转变的有点假。虽然还是老套的乌鸦变凤凰的故事，但是如果像这种灰姑娘的戏码都不让在电视剧上演，那么对我们这些老是想入非非对爱情抱有憧憬的少女来说就太残忍了。            
(2星)	 伊恩惠皮肤真好啊 男二号真像他啊 男三号萌啊 其实好狗血啊            
(3星)	 又是烂尾的一部            
(2星)	 唉，越来越烂了！            
(4星)	 顶尹恩惠啦！~            
(2星)	 拼凑感            
(4星)	 纯粹是浪费演员            
(NA)	 蛮好笑，看了三集直接看剧介~            
(NA)	 fish说的对。棒子彻底没有想象力了。            
(NA)	 头一回追韩剧追的纠结~~~快点着~浪漫的事你都做尽了！            
(1星)	 为什么演员表没写朴志胤的名字啊？？如果不是为了看尹恩惠，我才不会看这部无聊片子。如果把姜换成孔，我就原谅剧情的幼稚。            
(5星)	 喜欢~~~~~~~~            
(1星)	 真的不好看 嗨 特别是前几集            
(3星)	 时间过的飞快啊 好多以前年轻打酱油的现在都变成大叔大妈了...            
(3星)	 编剧 您就扯吧~            
(3星)	 越到后面越不好看            
(3星)	 失望在所难免            
(3星)	 前面还好,后面就有点崩坏了...            
(NA)	 天！我竟然在看泡菜剧            
(3星)	 看了一点，剧情有点俗，不过主演什么的还是可以看看的            
(3星)	 弃，不解释            
(3星)	 编剧一般太一般            
(3星)	 果然是韓劇 前半段很好 后半段拖拉... 男猪脚你能不能不要扭了！！闹不住了啊！！！            
(2星)	 为了尹恩惠而看 结果剧情从第三集开始就无聊 冗长 无重点。。。。             
(2星)	 男主真是找抽            
(3星)	 我老错觉姜志焕和尹恩惠真的好了。。。            
(3星)	 看了几集，我只能说我老了~            
(3星)	 看到后面有点看不起劲了-  -              
(4星)	 没有城市猎人好看· 主要男主角没那么帅百·哎·            
(3星)	 六集弃。。。这好像是我对大部分韩剧的极限。。。            
(3星)	 没怎么看完。。。            
(4星)	 冲着尹恩惠和姜志焕，给个四星。编剧可以去死了，当年毁了允浩的处女作，如今又来毁尹恩惠的新作。还是那句话，姜志焕天生适合搞笑，您再也回不去《加油三顺》那个正经小开的年代了，《七级公务员》那样才是正途，继续走喜剧路线吧，我看好你哦。            
(4星)	 我喜欢弟弟啊！！！玄希尚            
(NA)	 舍友在看..还是不喜欢脑残的韩剧..            
(3星)	 弃了 其他什么都觉得可以忍受 就是受不了男猪那把声音还有那个娘娘腔的姿态 连拍个桌子都木有气势 就算有伊恩惠我也不忍了……            
(NA)	 男猪脚 越看越耐看 嘎嘎嘎             
(3星)	 王子与灰姑娘上演了这么多年还是这么火啊            
(4星)	 灰姑娘与王子的故事，欢喜冤家的桥段，家有喜事的结局…总之就是把大家耳熟能详，喜闻乐见的东东都加一块儿的PP，就算你已有胜美疲劳，但也欲罢不能。            
(4星)	 挺喜欢男女主角，但是怎么觉得他俩前后性格有点不一致啊，编剧变了？女主之前很率真，后面变得很扭捏。男主之前很有洁癖，之后一点都没看出来，甚至还撒满可乐在屋里（虽然我也很喜欢可乐之吻）。男2是打酱油的吗？            
(2星)	 坚持看到第十集，莫法，剧情确实太牵强了，没得任何逻辑可言，简直不适合我。尼玛浪费我的时间啊！！！伤不起！！！小男秘书长的还多乖的！！！有木有！！！            
(4星)	 不去分析情节是否合理，只是简单的当做休闲娱乐的电视剧来看，有些细节还很是令人认同的            
(3星)	 结尾烂烂烂            
(3星)	 唉，最后还是给秘书加颗星吧            
(3星)	 难得一部韩剧，第六集之后还能让我看下去的~~看到后来无感了，果然偶不适合看韩剧了            
(2星)	 我不会因为狗血打低分，因为韩剧都狗血，但是这个真的太难看了！            
(4星)	 中意恩宝的造型！！            
(3星)	 只看的下前面纠结的部分，对男猪实在没感觉。            
(4星)	 一点算不算            
(3星)	 冲着尹恩惠看的 没想到男主角是喜欢的姜志焕，可惜剧情什么的真的很不堪            
