http://movie.douban.com/subject/2154096/	士兵突击
(5星)	 这玩艺儿从07年到现在我看了6,7次了. 没想到豆瓣那么文艺的地方此剧得分如此高!!! 永远的经典            
(NA)	 没有一个女人的电视剧，雄性气质的电视剧            
(5星)	 难得，没有女人也这么精彩~            
(5星)	 少有的一部完完整整看完且看无数遍的电视剧！            
(3星)	 牵强的童话。有零星散落的一些看点。明显的拔高、附会的痕迹。作为一个“命题作文”，的确该得高分。但是，善良的人，不应该自欺欺人~！            
(NA)	 有阿甘正传的味道            
(5星)	 那几个角色都好迷人啊！！~~~史今、袁朗……迷西人迷西人~~            
(5星)	 我很少看电视剧，但这个让我想了许多。责任与坚持，这都是我缺的            
(5星)	 普通人的成才经历            
(5星)	 就是不喜欢许三多,,,            
(5星)	 在它红火之时我下意识转头不关注，貌似是最新的东西我都会比别人慢半拍接受。过后一年的某天，下载了这部电视剧，在喧嚣过后，独自体味，只有电视剧本身和我自己的感悟，它给我的鼓舞，感动和思考像是坐禅般的觉悟。            
(NA)	 好样的，许三多，执著，坚韧            
(5星)	 最喜欢的电视剧=。=~            
(5星)	 可以收藏的电视剧。。等            
(5星)	 超喜欢，推荐O(∩_∩)O~             
(5星)	 最励志的电视剧。里面的16个男人各有千秋，都很不错。最喜欢张译演的史今和段奕宏演的袁朗~            
(NA)	 曾经很感动            
(5星)	 不错            
(NA)	 翻来覆去的看，不过还是有点遗憾。            
(5星)	 让我明白了什么叫“不抛弃，不放弃”，但愿自己也能像许三多一样，用光芒点亮前行的路。每一天，做有意义的事情，每一秒，用勇敢的内心而活，相信有一天我会创造奇迹的！            
(NA)	 很经典，比很多电视剧真实多了。            
(NA)	 看了三遍还不四遍            
(5星)	 男人的电影~同样能让女人感动~            
(4星)	 挺好看的一部全是男人的戏，我奇迹般的看完了！            
(5星)	 一招命中见血封侯，江湖人称“兵毒”，PS：此毒无解            
(5星)	 没法不喜欢的剧，没法不喜欢的一群演员，看了又看的剧，追着不放的一群演员            
(4星)	 哭了笑笑了哭，许三多傻的执着，但是没有史班长，没有五班副，没有高诚。。。就不会有后来的许三多            
(5星)	 真的是一部好电视剧```被这群男人整的哭了好几次``            
(5星)	 HIAHIAHIA~~~~            
(5星)	 不可复制的经典，我只能这样评价。这是一部有关成长的电视剧，我在里面看到了我自己。            
(5星)	 这片子不力荐，天理难容！            
(3星)	 其实我就看了真的只有一点点，但是我很喜欢十七岁不哭里面的李晨。            
(5星)	 蛮不错的励志剧            
(4星)	 很好看            
(5星)	 喜欢喜欢            
(5星)	 每年期末备考必看            
(5星)	 不仅仅是一部军旅片这么简单，看过的人才明白。            
(5星)	 很彪悍            
(5星)	 说不上来那段印象最深刻了班长走的那段我跟着哭了很久好剧！连长男人的一塌糊涂！没有女主的电视剧是这么的好看~            
(4星)	 优酷标签“言情 军事”，我也来应个景儿~            
(4星)	 当时很感动            
(NA)	 太好看了，想要高成这样的爸爸，史今这样的哥哥，袁朗这样的老公。            
(5星)	 爹最爱看的电视剧            
(5星)	 一部完全没有女人的男人装            
(5星)	 每一次经历，都耗了我们的青春，生命，时间。为什么将自己与这个世界隔离开来，既然你为之付出？            
(5星)	 不错！热血男儿！刚强！王宝强不会有这么大成绩了！            
(5星)	 喜欢的国产剧 看了几遍了 史班长和561我喜欢            
(5星)	 看过无数遍。却仍然难以忘怀。            
(NA)	 一群爷们！            
(5星)	 真不知道是什么支撑着他如此坚持? 是什么让他如此耐得住寂寞? 是无欲 是规则 是信仰 还是梦想? 一个人怎么能这么顽强地安分守己呢? 在这么一个单调 残酷 没有希望 没有信任的环境中 又怎么能坚持? 为的是什么? 也许正因为不为了什么吧。 或许只有减小欲望才能忽视痛苦......            
(3星)	 喜欢那个班长            
(5星)	 一个字：好！！！            
(4星)	 不抛弃、不放弃。            
(5星)	 归属感            
(5星)	 好看~~~            
(5星)	 天生一副熊样儿的牛人许三多            
(5星)	 高三的时候每次班会都在看            
(5星)	 很早看的,是第一部可以让我看到凌晨忘记睡觉的大陆电视剧....            
(NA)	 拍的不错            
(5星)	 很有意义的片子，喜欢那一身身绿色的军装，刚憧憬那一个个穿着军装的铁血男儿，尤其，喜欢待许三多如母亲般的史今，他走了，真的好难过            
(NA)	 不错 比电视好            
(5星)	 这是我最喜欢的王宝强演的连续剧，也是他演的唯一的一部我喜欢的。。            
(5星)	 超越不了的一部剧            
(NA)	 除了傻根 别人演的都不错            
(5星)	 没有女人的世界，兄弟间的感情，同样让人羡慕。            
(5星)	 励志            
(5星)	 喜欢就是喜欢~            
(5星)	 只能说好看吧。            
(NA)	 吴哲挺可爱的 班长好像没有人不喜欢啊  可爱人物很多            
(5星)	 每个人物，每个情节都很喜欢            
(4星)	 不错的剧情 或许平凡就如泥土，可仍能散发幽香。是平凡就能堕落吗？是朴素就该放弃吗？生命的意义就是成天想些遥不可及的美好吗？走好生命中的每一步，梦想的种子终会破土            
(5星)	 最爱的电视剧，没有之一            
(NA)	 申识自己            
(4星)	 最喜欢单杠上翻跟头的那段戏。            
(5星)	 我爱成才            
(5星)	 段奕宏的袁朗简直是理想男人的代表，电死人不偿命的帅哥军官！！电视剧本身也很好！            
(5星)	 好就一个字！            
(5星)	 有点不实际，但却是难得的励志电视剧...            
(5星)	 唯一一部被我完整保存的电视剧，是我目前看过的最好的电视剧！！！            
(5星)	 一群最钢的男人            
(5星)	 这是为数不多的一部让我想要一而再再而三地去看的电视剧。这是一部让我想要无数次推荐给身边朋友去看的电视剧。这是一部让我的泪腺更加发达的电视剧。这是一部只有男人就能令我感动的电视剧。这部电视剧，每个人身上都有他独特的闪光点。            
(5星)	 真是个奇迹            
(5星)	 2010年才看了这部电视剧，真的很好，很有收获。            
(5星)	 大爱袁郎，            
(5星)	 还用评论吗            
(NA)	 每一次换环境，就像死过一次一样。付出了感情，用生命对待了的经历，才会用一辈子去珍藏。            
(5星)	 一种世界观的胜利。            
(5星)	 七连长，高老七~~            
(5星)	 太好看了，感人的一塌。。。            
(5星)	 很深刻，又一个给予力量的回忆            
(4星)	 爱。            
(5星)	 帅昏了^_^            
(5星)	 许三多是个彻头彻尾的小白受啊            
(4星)	 段奕宏演得太纠结。。。            
(NA)	 很感动！很震撼！            
(5星)	 高中最喜欢的男人啊高城!            
(5星)	 我喜欢除了许三多和成才外的每一个不知道这种排斥是不是因为发现了自己的影子            
(5星)	 美好的乌托邦            
(5星)	 这是我的菜！            
(2星)	 太假了            
(NA)	 这部戏里我最喜欢成才的扮演者陈思成            
(5星)	 绿叶赛红花的另类电视剧            
(5星)	 不抛弃 不放弃            
(NA)	 嘲笑过他，觉得他傻，不值得，才明白那叫坚持，执着，难得的，仅有的。            
(5星)	 温情。励志。没有女人。            
(NA)	 那一腔青春的热血，那一身橄榄绿的军装，那一群最可爱的人。坚持不懈，团结协作，是他们的座右铭。为人民，为祖国，随时赴命，他们是最勇敢最可敬的人！            
(5星)	 我后知后觉  现在才发现他是如此震撼我的心灵            
(5星)	 看过心里暖暖的，感觉充满了希望和阳光，一切冰雪都会消融，一切悲伤都会释怀。。。            
(5星)	 太帅了            
(5星)	 不废话~~就是好看！！            
(4星)	 一帮爷们的电视剧，很感人。            
