http://movie.douban.com/subject/1764730/	浪漫满屋 풀하우스
(3星)	 我只觉得它还好。。。为什么红成那样。。            
(5星)	 这两个人真的很搭配            
(4星)	 虽然有的地方很拖沓，但是……我还是喜欢宋慧乔……            
(5星)	 是我爱的角色和、面孔。            
(4星)	 比較溫馨，喜歡宋。            
(NA)	 喜欢配乐，乔妹真的很嫩            
(NA)	 很喜欢，但是那不可能在现实中实现            
(3星)	 每次听到主题曲,就想起端着饭碗去看这并不怎样的剧的高三日子..男主角又不帅,脾气还臭~            
(5星)	 轻松加愉快            
(NA)	 第一部喜欢的韩剧吧算是            
(4星)	 调剂品啊调剂品            
(4星)	 不用说，经典！            
(3星)	 宋慧乔的服饰搭配很赞            
(4星)	 大三的时候在宿舍看的，当rain一个人在那里告白的时候，有流泪。不过宋姐姐在里面的扮相，真的很花痴。            
(4星)	 Rain 唉！！蛮可爱的！            
(4星)	 还是很可爱的。            
(5星)	 因为它，喜欢RAIN。            
(NA)	 骗人的爱情故事？            
(5星)	 大爱            
(4星)	 經典韓劇，有趣感人，喜歡。            
(3星)	 剧情很老套啊。。。但是因为很喜欢宋慧乔。。。还是看完了。。。            
(4星)	 这部剧，可以说是韩剧合约恋爱，同居生活的鼻祖。            
(3星)	 宋慧乔扮丑了···            
(4星)	 洋溢着幸福~~            
(4星)	 还行            
(5星)	 我好爱。            
(5星)	 虽然现在不屑了，但是看过两遍，欢乐了很久。            
(4星)	 经典的韩剧，明星与天真女，契约婚姻，完美的结局~~            
(NA)	 在电视台的播放下一部看过N+1次的片子            
(5星)	 那首歌我爱了很久            
(4星)	 三只熊流传            
(4星)	 小乔胖胖的，好可爱            
(NA)	 完美，一切都是应该发生的            
(5星)	 还是很经典的一部韩剧。看多少遍还是会发自内心的笑            
(4星)	 总算开心过.            
(NA)	 我的第一套韓劇            
(5星)	 看了好多遍 不过的确是冲着乔妹来的~            
(5星)	 很傻，很幸福。            
(5星)	 第一次是在大学时侯看的，之后也看了几次，似乎看不厌。            
(5星)	 很浪漫的愛情故事~~很可愛            
(4星)	 RAIN同学丑了点            
(NA)	 陪小兰姐看的            
(4星)	 映像最深的就是来上海取景            
(4星)	 Rain扮演的男一号性格跟某人灰常相似。。。很流行的性格嘛            
(4星)	 很可爱啊~~看的时候超喜欢~~~~~            
(4星)	 韩剧从此不再只有悲情~            
(5星)	 很下饭！            
(3星)	 现在拒绝看韩剧袅。            
(4星)	 欣赏不来rain            
(4星)	 男女主角都很可爱，剧情还算简单，人物关系典型的四角恋。            
(5星)	 这是我看的第一部完整的韩国偶像剧，就冲这个也够打满分了！故事轻松，主角养眼，这就足够了，谁能不说这是经典呢？            
(3星)	 菜鸟作家。 鸡。 你不是人类。 各种古怪的损人的台词啊。            
(4星)	 慧乔妹这是漂亮阿            
(5星)	 高中看的额租的碟片            
(3星)	 翘臀和三只熊            
(5星)	 还不错            
(NA)	 很稀饭！            
(4星)	 挺浪漫            
(5星)	 好想要full house            
(5星)	 很好的,喜欢女猪角,演的也很好~~~            
(NA)	   o(∩_∩)o...哈哈挺可爱的·~            
(5星)	 没想到很好看啊。。。            
(4星)	 那年 情人节 我们 219 窝在寝室 看full house             
(4星)	 经典，就是太磨叽            
(4星)	 我觉得rain很可爱啊~~            
(5星)	 很经典！！！            
(5星)	 ~~~            
(NA)	 两只熊            
(5星)	 很经典了            
(2星)	 wuliao            
(5星)	 也算是韩剧的始祖了`            
(5星)	 内容就像剧名一样是“浪漫满屋”！            
(3星)	 没看完整            
(4星)	 Rain就是个小男孩！            
(3星)	 故事有点老            
(NA)	 有点罗嗦！            
(5星)	 经典！            
(5星)	 超爱~~超爱~~超爱~~超爱~~超爱~~超爱~~反复看了不记得第几遍了~~哈哈~~喜欢单眼皮男生~~~~哈哈~~~~~~            
(4星)	 rain真的有那么帅么？            
(2星)	 为了完成今年的看片任务，几年前的韩剧搬来充数。。。            
(3星)	 每年暑假都放，不知什么时候是个头！！            
(4星)	 那时候，很喜欢            
(5星)	 这部不错！有时尚气息！发现宋慧乔真是个美女！            
(5星)	 爱情是易变的，虽然英宰喜欢了惠媛这么多年，但始终是爱上了智恩，爱真的只是习惯吗，习惯一个人天天在你身边，成习惯后就不能没有这个人了            
(5星)	 full house  多浪漫的你们和你们的故事            
(5星)	 高三时候再天津学画 在天津的网吧通宵的把它看完的 每天去上课都起不来 害的老师半夜来网吧抓我们 嘻嘻 现在想起来好怀念~~~~             
(3星)	 开始很洗具，后面很杯具~杯具的看不下去~            
(3星)	 编剧你可以把进程再慢一点            
(5星)	 超甜蜜的 ...            
(2星)	 剧情幼稚拖沓无聊            
(5星)	 每次看，都能让人心情变好的剧。            
(NA)	 之前一直很难理解，为什么会有那么多女生喜欢RAIN。。。看完之后真的觉得RAIN好可爱，，好帅哦。。很不错啦。。            
(5星)	 Full House            
(4星)	 和老妈一起熬夜看的。过后老妈成了rain的粉丝。。。            
(5星)	 超级经典！！！            
(4星)	 白痴男女主角，就图个乐            
(NA)	 百看不厌            
(5星)	 看完很多遍，依然觉得它是最好看的一部。。。            
(4星)	 部分剧情鸡血、部分场景粗制滥造、但感情是诚实的，把我感动了反正，真希望自己少根筋。            
(4星)	 高中时代闪回...            
(3星)	 爲什麽只觉的这剧一般呢~~哎哎            
(NA)	 很喜欢两人吵架的情节            
(4星)	 要是后半段没那么拖沓就完美了，开创了男女莫名其妙同居类电视剧的先河            
(4星)	 应该没有人不认识这部电视剧了吧...            
(NA)	 经典的韩剧，肉肉的宋慧乔            
(4星)	 有人说他长的像rain，导致后来我就跟看影子似的 全片在我这里的亮点是她偷跑他穿拖鞋去追            
(4星)	 虽然现在早就不会看这种题材的片子 但初中看的时候 还是觉得 RAIN和宋慧乔超可爱            
(5星)	 看得很早 但现在回忆起来还是多温馨的            
(4星)	 看的第一部韩剧            
(3星)	 好多同学当年把主题曲当做手机铃声啊。最爱三只熊那首歌，哈哈哈，很傻很可爱！            
(3星)	 切~            
(5星)	 韩剧经典，不过摇摆的男主角让人觉得讨厌~            
(4星)	 呵呵            
(4星)	 我总觉得国内播出的版本结尾怪怪的...            
(4星)	 别墅太假了，真的只是用来拍戏的            
(4星)	 难得看的一部韩剧。。。            
(3星)	 朋友介绍看的。RAIN 有多帅啊？？ 不是我的菜。            
(3星)	 谁还没有年轻不懂事的时候.....==            
(3星)	 开创了韩国喜剧的新时代            
(2星)	 搬进搬出搬进搬出，受不鸟= =            
(5星)	 让我笑            
(4星)	 我就喜欢这种看起来不要动脑子的 甜甜的东西            
(3星)	 看了太多次，感觉越来越奇怪，不过还算是花痴的经典作品~~            
(4星)	 还可以吧。            
(3星)	 至少还有美女可看看~            
(4星)	 喜欢里面的男二号= =感觉有魅力点~~            
(2星)	 大男子主义盛行的韩剧啊            
(NA)	 男二号情结            
(5星)	 在韩剧里算是是数一数二的，怀念当年的时光。            
(4星)	 看了几遍?电视台放了几次?当年可是很喜欢的..            
(4星)	 当时看的挺开心的            
(5星)	 嘿嘿            
(3星)	 剧情恶无聊            
(NA)	 - -~无聊的时候看的            
(5星)	 虽然好久了 但是算我最喜欢的电视剧之一            
(3星)	 一共看过四部韩剧，另外还有《蓝色生死恋》，《爱在哈佛》，《豪杰春香》，四部风格各不相同，其中有两部的主人公都是学法律的呢~            
(3星)	 我觉得还挺无聊的~            
(3星)	 很不理解为什么这部剧这么火,我觉得so so            
(3星)	 zzz            
(4星)	 Rain演的非常非常可爱，宋慧乔在后半段慢慢就被他比下去了，没有他有趣，也开始看起来像他姐姐。            
(4星)	 不知道看了多少遍，喜欢宋MM，可爱至极。            
(4星)	 因为这部剧,喜欢宋慧乔            
(5星)	 很温馨，有时候宋慧乔太忍让了真让人佩服            
(4星)	 過。            
(5星)	 完全因为宋慧乔            
(5星)	 看过7遍的韩剧，，，不知是当时疯了还是太爱了。。。            
(3星)	 不是我的菜            
(5星)	 很感人的剧情，很漂亮的演员...呵呵喜欢，就是这样没道理            
(3星)	 剧情实在不咋样，主角还行。            
(3星)	 我是来听主题曲和插曲的= =            
(4星)	 也是经典韩剧啦，RAIN太可爱了，三只熊~~            
(5星)	 那个房子实在是太漂亮了。            
(5星)	 罕见的20集以内韩剧，而且男女主角都很可爱            
(NA)	 这部电视剧的女主角还很漂亮，看着就养眼，而且情节也不错，还蛮不错            
(4星)	 没落入韩剧的俗套，还行            
(4星)	 喜欢啦~~看不厌，搞笑            
(4星)	 爸爸也喜欢            
(4星)	 韩剧中的经典~~            
(5星)	 唯一完整看过的韩剧！            
(3星)	 看明星            
(5星)	 超级好看的 我感觉            
(NA)	 这是我唯一看过几遍都不腻的韩剧。其实，原因秘而不宣的。可能，只是纪念那些很傻的岁月吧。我电脑里面，不惜牺牲珍贵的内存，保留着这出韩剧。浪漫满屋。            
(3星)	 。。。。            
(5星)	 很浪漫啦~~里面的宋慧乔也很可爱虽然有点二~~            
(5星)	 蛮好看的，好歹我当年也超级迷过RAIN&gt;&lt;            
