http://movie.douban.com/subject/2989755/	命中注定我爱你 命中注定我愛你
(NA)	命中的爱情..要学会珍惜.
(5星)	第一次是偶然 第二次是必然 第三次是命中注定
(5星)	这不是偶像剧，这是伦理剧！骗我那么多眼泪，NND
(NA)	》 《小天
(5星)	我爱编剧，我爱编剧给我一个这么美好的结局！！！
(NA)	我相信命中注定这回事。
(4星)	O(∩_∩)O~，真的不错
(NA)	大爱
(NA)	第二次看了，还是那么的喜欢，有点搞笑有点伤感~我相信这是我最喜欢的一部偶像剧了~喜欢里面的一句话，❤希望找到一个爱我的人,而且我也很爱他
(5星)	由俗套开始，却脱颖而出
(3星)	终究没有逃过偶像剧的初衷，我比较喜欢可爱的无辜的纪宝贝哈哈
(4星)	安娜耐看 ANSON搞笑 
(4星)	喜欢里面搞笑的部分。
(2星)	有什么好说的..我就不该评她..
(3星)	插曲还挺好听，有时觉得演的有点假。。
(5星)	无论是否狗血是否肥皂。可我看了却很感动并且学到了很多，也爱上了一个虚拟的角色。这就是成功之处，至少我是这么觉得。
(3星)	童话般的闹剧……第一次是偶然，第二次是必然，第三次就是命中注定……
(4星)	the vital thing is the most basic thing -- the story itself
(3星)	我是男人 就不喜欢陈欣怡 所以还是纪存希难得呃
(NA)	平凡没什么不好，平凡才最有力量，千万不要放弃，加油，陈欣怡！！！
(2星)	很久以前吃饱了撑着看的台湾偶像剧 姐年纪大了，这种青春爱情偶像片欣赏不来
(4星)	小天很帅。。
(3星)	哭过，笑过，心动过。。。很多很多，
(5星)	流畅 在恰当的时候
(NA)	俗辣 但是确实很好看 阮很帅
(4星)	中间还是有几集蛮喜欢的。
(3星)	在芒果台看过几集，男主对着女二大喊：妈的！你那天为什么不上船。。。到底女一合女二谁是谁的第三者呢？这根本就是说不清道不明的事情。其实分手相恋真的是命中注定的。
(3星)	一年前看的时候有哭。不过蛮狗血。
(3星)	偶尔会为之动情，但情节依旧老套！台剧总是喜欢上演灰姑娘的故事。。。幼稚了。
(4星)	好看~~
(3星)	基本上只完整的看了开头和结尾。不明白这么白的剧为什么火这么厉害！
(5星)	追剧追的好辛苦啊
(5星)	红极一时！陈乔恩终于登上一姐座位啦！
(3星)	阮经天！
(4星)	已经过了看偶像剧的年龄，至少已经很久不曾看所谓的青春偶像剧了，这部片子是经过多人的力荐，才下决心看的，看过后果然眼前一亮，希望每个女孩子都能找到命中注定的那位！
(3星)	两星，一星给元若蓝和陈楚河。高考后的假期，这都两年了。性格决定命运，所以宽容隐忍最后选择原谅回头的比较容易得到幸福哦。。。不喜欢。不喜欢中途跑路的，不喜欢一厢情愿的。特别不喜欢这个貌似善良的女主和不知道自己要什么的男主。
(4星)	偶尔看看这种片其实蛮励志的。。。
(4星)	还不错  不愧是收视之首~~
(3星)	肥皂剧的剧情，童话总是需要一个完美的结局。男一号的某些台词超级搞笑。
(NA)	阮童鞋越长越像明道了= =
(NA)	不错。
(5星)	很不错的剧情片.是我看过的最好看的偶像剧.剧情有很多创新.细节拍的很不错.
(3星)	陈楚河~湖南台你干嘛一直放 ==
(5星)	是我看过最好看的偶像剧！
(3星)	芒果台整天整夜地在播，于是我看了。。。
(NA)	看过还想看
(4星)	因为他，我喜欢上了小天，而小天也红了。
(4星)	前后都很搞笑，中间那15集可以不看
(NA)	还是很好看的偶像剧啦....有让你非常生气的地方,也让你笑到肚子疼,也有你哭的地方..真的,中间好几段我还哭的蛮伤心的..当然情节不要推敲,不要拿出科学钻研的精神去论证有的没的,可能性.偶像剧就是这样了,无限放大美好~~~有些认真的人替女二号不忿,有意思么?
(4星)	ｄｙｌａｎ~~~
(5星)	那个时候每个星期定时收看。
(3星)	这部还可以啦，朋友力荐过的
(4星)	只有一句台词我喜欢 你以为我只要。。只要。。爱呢，关怀呢，幸福的生活呢
(NA)	如果真的有欣怡和存希这般命中注定，我倒真的很想见识。
(2星)	雷。
(NA)	都说偶像剧是寄托了人们的美好愿望，如果这么巧的事情都能发生，我无话可说…… 不过话说阮经天怎么有时候看起来像明道啊
(3星)	我最近内分泌失调
(3星)	我为什么会去看东西呢？忘了
(4星)	偶像剧让我愉悦~~
(5星)	可以看看，打发无聊，几个配角的笑料很足
(3星)	台湾肥皂剧中的精品，尤其是阮经天这个极品货色
(1星)	我真的过了看这种片子的年龄
(4星)	只看过一部台湾偶像剧，就这部。
(4星)	向来对偶像剧较多不屑的我，破天荒的看完了整一部的台剧。故事是落俗的，语言是标准的TW腔，道具布景是粗糙的，还好演员的水准还是到位的。
(5星)	感人的情节很多。
(NA)	当时的收视率是破记录的，好像是因为第一集就有惊爆的船戏。不过个人认为其他没什么意思…
(3星)	2010 端午节，消遣看了。
(NA)	1经典家长意识推助“爱情”蜕变外加小三上位变正房。2阮经天潜力马景涛。3好吧，每个时代都要有灰姑娘的恶俗之梦。4女主是双鱼座，女配是水瓶座。男主是自我意识过剩的土相星座。5还好看艋钾在先，光头小阮比较萌呢。
(5星)	死小孩~~
(NA)	灰姑娘的童话不过是为了掩盖王子花心的本质
(4星)	被无限剧透导致39集的电视剧我只看了不过7.8集，居然能连上剧情，我真是太强大了 ！话说台剧也太能拖了吧。俗套的故事居然可以百转千回到这个地步，我真是服了！
(4星)	虎头蛇尾
(3星)	台剧里比较好看一部
(3星)	后面有点雷，居然就那样生了孩子……
(3星)	只是爱小天！
(3星)	遇见了你，好像所有的坏事都会变成好事
(5星)	幸福如履薄冰
(4星)	dylan神父~~~~~~~~
(4星)	前半部很好
(4星)	虽然是很狗血的偶像剧，但是还是触动了我心底里的便利贴女孩！
(4星)	小天~~~
(5星)	其实我也挺便利贴的，要自信嗯！
(5星)	24（完结） 去年才看会不会比较晚，不过不影响我的喜欢啦！笑点多多，纪存希最后装失明把那种“死小孩”的样演的很到位呢！
(5星)	拍的很童话的偶像剧
(4星)	湖南台开始的= =。。。我是被迫的主动的去看的= =——2010.6
(3星)	又是被人推荐的，不过还真拖拉诶～
(4星)	= =。。我最近居然在看这个。。
(3星)	歌很好听。转台的时候一眼带过就差不多知道过程了
(4星)	好吧 佳佳同学来了，接着带来的还有后知后觉的偶像剧。疯狂的接连日夜看了十三集，可以了，算是看过了吧，和我大多数半途而废的偶像剧一样，再看下去只是情节俗套的故事还有可怜的配角们。太喜欢Dylan，内敛而温柔。\太恶心了我。。居然又花了三个小时把剩下的几集看完了……喜欢楚河6.14
(4星)	小天。啊哈哈哈
(4星)	老套但是挺有趣的
(4星)	电视剧女王
(4星)	其实很狗血。。。我就记得“保加利亚玫瑰的精油全低在他刚才牵过我的手”，所以上一个花期无比想去Bulgaria。
(5星)	我和妈妈的必修课
(5星)	还没拍完就看了..好好看.
(NA)	O(∩_∩)O~我的白马王子~~
(2星)	qie 
(4星)	恰恰是加拍的结尾扣掉了分数13集后的剧情大大的减掉的分数，原来只想给3分。但是欣怡的妈妈二姐的经常表现我多给一分。
(NA)	还凑活。
(5星)	总是...
(4星)	阮经天帅
(3星)	我只是去看小天和陈楚河的
(NA)	无聊~
(5星)	伴随我走过08年的暑假的偶像剧
(4星)	便利贴女孩成功转型是每个便利贴女孩的梦想。。。这部偶像剧挺好看的
(5星)	不错的一部剧 很喜欢乔恩 
(4星)	我内心的悬崖。20100524 看过
(5星)	随时看.随时泪如雨下..
(5星)	迷恋了一阵子
(5星)	喜欢这个
(3星)	追的时候剧情还是蛮抓人 但男主角烂好人的性格额不喜欢 
(4星)	当时失恋的时候看的。。。很感动
(4星)	还不错啦
(4星)	后面几集太多余啦
(3星)	第一集的船戏很惊艳..仅此而已
(3星)	前面的剧情挺紧凑，挺吸引人的。越到后面，越让人无法看下去了
(NA)	尾巴太长。。。
(5星)	命中注定我爱你
(2星)	我该说神马OTZ
(NA)	一定要在怀孕的时候跟老公一起看
(3星)	=-=几集没看..结局不过就是那样么╮(╯▽╰)╭
(5星)	因为是阮经天主演~
(5星)	不错不错~~剧情不会俗套。
(5星)	第一次看偶像剧。好看。陈楚河是傻X
(5星)	突然想重新煲过
(5星)	绝对的催泪弹
(3星)	最开始，《绝望的主妇》的苏珊让我想吐，后来《丑女贝蒂》的贝蒂让我恶心的很彻底，但是有被这个陈乔恩赶超的迹象。看到后来，女主角在上海待了两年，受到上海的刁钻挑剔气场的影响，竟然终于成了一个正常的女人，让全剧后半段有点看头了。
(3星)	色情肥皂剧！
(3星)	还是欣赏不了陈乔恩啊。。。
(3星)	有点做作的表演，不过真的很搞笑，只是这太幼稚，太不现实了。
(4星)	一分扣给不懂得点到为止
(4星)	湾湾偶像剧终于出了一部能让我看下去而且没吐的戏了。
(3星)	聊胜于无。
(3星)	好像是台剧的趋势吧，但没想到收视率高成那个样子，还是有几个可取之处的桥段的，偶像剧嘛……乔恩演的不错，她演的不好的剧都是和不好的男主角搭的问题&amp;
(5星)	信命
(5星)	很经典的一部台剧 轻松.. 
(3星)	糖果剧么，笑一笑也好的。Delay又帅又有爱还有黑道背景，花痴Ing...
(4星)	大学时候看的最后一部偶像剧！平时很少看台剧，不过，这部台剧还是夺了不少眼泪！在我印象里，抬举都很罗嗦、矫情，不得不说，这一部是个例外！
(4星)	好吧 我承认那个初春 很多个晚上关了灯一个人看 然后哭很多次 离开自己喜欢的人的感觉感同身受 就连原声都很贴 男二很好 那时候我以为我会和你不同 会选喜欢自己的那个 现在看来我和你一样 会选自己喜欢的那个 不管他做过什么
(3星)	老实说，不是很喜欢，觉得有点长。。。哈哈。。。另外。觉得男主变心变的有点快。。咳咳。。安娜真可怜。。。不过纪宝贝还是很可爱的。。。。。。
(NA)	喜欢···
(4星)	特别好看！又哭又笑中了小天毒 生活中哪有纪存希啊
(3星)	唯一的萌点是马尔济斯。
(NA)	。。赚了我好几把眼泪呢。。。
(NA)	欧。曾经很震撼！
(5星)	似曾相识的故事，找到自己的影子。
(4星)	特娘的我怎么总是被烂白电视剧感动。
(4星)	惡補
(4星)	除了第一集狗血 其他挺好的 相对少了庸俗做作
(4星)	挺搞笑的一部爱情剧，那时每周一集一集追着看。
(3星)	为了你摒弃了春晚，也算是史无前例了~~~
(5星)	很不错，每次想要不看的时候就有新的情节蹦出来。和我的《恶作剧之吻》有的拼，只是风格不一样而已。让你笑也让你哭，看偶像剧如此，足矣
(4星)	中间稍小虐，上海段嗲！。。。咳，尺度大
(2星)	太拖沓。其实剧情到20集就差不多了，但硬要弄到上海再来一段，真是受不了。
(1星)	真不知道哪里好看了？
(4星)	大四时候每周一集的看。
(4星)	我只喜欢前二十集那个懵懵懂懂的陈欣怡。
(4星)	便利贴女孩的完美蜕变。收获的不仅仅是爱情。
(3星)	谁能告诉我这片子好看在哪里
(5星)	该笑的地方笑 该哭的地方哭为数不多的不俗的台湾偶像剧
(3星)	用来消遣还不错.陈乔恩长得很可爱,阮经天也很帅.Dylon也很帅...很standard的台湾偶像片.
(5星)	我爱便利贴！
(NA)	歌不错
(5星)	好搞笑这个
(4星)	温馨又搞笑的偶像剧，喜欢纪存希的纯情与搞笑，喜欢陈欣怡的坚强与勇敢~~
(3星)	不懂它怎么那么火...= =
(5星)	温馨记忆，永不忘怀
(4星)	后面太拖沓了……
(5星)	超级好看！！！！！！！！！！！！！！！配乐超好听！
(4星)	挺好看的
(NA)	陈乔恩很可爱
(4星)	台湾的版本比较赞吧，也是在无聊的时候看了这电视剧，总体觉得搞笑，很不现实的生活，很明显，但是在很多美景还有帅哥美女的衬托下，总是让人存在某些幻想。。。大陆版本的情节和名字都改得很乱。
(4星)	唯一完整的看完的台剧，而且这把年纪了竟然还能看到泪奔~~阮经天在我看来，不仅很帅，演技也很过关。
(5星)	阮经天啊！！！！！！
(NA)	姜母鸭和姜母岛有什么联系吗
(NA)	命中注定命中注定
(5星)	已经过了看偶像剧的年纪，但是却沉醉在纪存希和陈欣怡美好的爱情中......
(4星)	哎，哎，多好的偶像剧！！
(NA)	命中注定我爱谁呢？
(4星)	前部分剧情还不错啦~可能看的多了，偶像剧对我也没这么有吸引力了吧- -
(NA)	︿︿存希...
(NA)	被阮经天秒杀！！！真是太有型太有味道了！！！
(5星)	完全被陈小恩所牵动，一颦一笑，额，看看吧，不会浪费时间的，让我们相信爱情
(4星)	相对于纪存希，更喜欢卢卡斯。。。纪存希更是一个只有偶像剧中才会有的人物。。。
(4星)	二根粗粗的眉毛。
(4星)	看第十二集的时候哭得稀里哗啦，喜欢《半情歌》的感觉
(NA)	终于，出现了一部第二女猪脚不算太坏的偶像剧
(4星)	很偶像
