http://movie.douban.com/subject/2157239/	将爱情进行到底
(4星)	 前7集是精華，不知為何多年後的電影要這麼把我們騙進電影院……陳奕迅的《好久不見》，陳明的《等你愛我》，哎……也許只有一次才是永久            
(NA)	 都是年少啊            
(NA)	 我们曾经相爱的地方，依然人来人往。            
(5星)	 相比于电影，这个我就给满分得了。            
(3星)	 将谁和谁的爱情进行到底了？            
(5星)	 因为电影版《将爱情进行到底》，所以想到把个98年的偶像剧翻出来看。当年的我是乖乖女、好学生，妈妈禁止看电视，所以根本没看过。年轻真好，感动得一塌糊涂，最近似乎越来越感性。《等你爱我》很好听！            
(NA)	 这么经典的电视剧，我以前既然没看过。哎，两天把它看完了。爱情真是折磨人的东西呀。没想到，到最后是杨挣和小彤在一起。也算有个美好结局吧。然后大家都能找到自己的定位。好了，改天去看电影了。哈            
(5星)	 结局深得我意。完美。            
(3星)	 利用周末重看，感觉竟有些怪。            
(4星)	 在你我相遇的地方依然有人在唱，依然还是年少无知的感伤。            
(4星)	 四星为结局。            
(5星)	 为了去看电影，前几天又重温了下电视剧，初恋，不一定要有结果，但是至少恋过，希望我们的爱情能进行到底……            
(3星)	 印象最深的镜头，是杨铮在海边给文慧打电话，让她听海风的声音。。。怀念那没有互联网、没有手机、没有汽车的岁月，只有信件、只有自行车，只有公共电话，简单，爱。怀念曾经青涩的日子。            
(NA)	 偶像剧中，算是我刻骨铭心的初恋。            
(4星)	 原来是第六集。“你听……”            
(5星)	 每当片尾曲 等你爱我 想起，心里不知道是什么滋味。。总之很奇怪。。            
(5星)	 有点拖沓 但是12年之后看仍是不俗啊            
(3星)	 老了老了，实在觉得情节太假了，一点都不浪漫……只喜欢小艾            
(NA)	 别人对青春的回忆是我对少年时期的记忆。            
(4星)	 当年很那啥，现在看到居然出剧场版 简直无语了。            
(4星)	 时间真可怕，时间真伟大。&lt;等你爱我&gt;            
(4星)	 虽然有太多矫情和刻意做作但是那个年代的时代烙印赋予了这部连续剧特殊的意味            
(5星)	 10几年前的回忆了。一直喜欢到现在            
(5星)	 看了一遍又一遍的            
(4星)	 小时候没看过。。。我肿么觉得女主应该是王渝文。。。            
(5星)	 看完这个看电影去~~~~看完了，那个年代的偶像剧啊~~~            
(5星)	 青春的记忆            
(4星)	 feeling good at that time...            
(4星)	 什么都还不懂的小时候看的印象最深的就是 他跑到海边 打电话给她 问她  听到海的声音了吗那一幕好浪漫            
(5星)	 国内青春偶像剧的鼻祖当年的《将爱情进行到底》经典的如同《东京爱情故事》联络通过传达室，BB机，交通工具是跑步，自行车袁鸣的加入，令人惊喜校园爱情，三五朋友间的友谊，初入职场，婚外恋永不过时的话题            
(4星)	 比起电影版，这个实在好太多了            
(5星)	 “在你我相遇的地方，依然人来人往，依然有歌声在游荡，在你我相爱的地方，依然有人在唱，依然年少无知的感伤。”那是畅想的十年，是你当年为我绘画十年后的梦想勾勒，十年后的今天，也将是你将我昔日的幻想埋入土壤            
(5星)	 那些白痴与俗套的台词现在听来是那样真心，那些反复与分合的场面现在看来是那样熟悉，让我哭泣的不仅是青涩的爱情，还有同窗的纯真友情，如果人生中没有你会不会不同呢？跑动的是对青春的祭奠，对未来的怨念，是多么不愿等待又不知如何接受等你爱我的誓言,亦或许此生真的只能喟叹造化弄人，命中无份吧            
(4星)	 很纯            
(4星)	 还记得小时候看的我很纠结            
(5星)	 小时候很喜欢，虽然那时候只有七八岁。            
(NA)	 说不出的伤感  ！            
(5星)	 别人的12年，对我来说不过两年多而已。其实我错过了十年。            
(4星)	 我们的青春也驻留于此            
(4星)	 美好的过往 在已经不在            
(4星)	 1998年到底发生了什么，我居然就迟迟没看过将爱……青春神马的也就那么回事儿，过去就过去了。美好过就够。            
(4星)	 生活，感情。最羡慕的还是那一群要好的朋友            
(3星)	 不知为啥 居然想起了《月之恋人》…… 前半部分处处萦绕王菲的歌声 那么我一天猛看完20集也算值了 但从头到尾就只喜欢廖凡那个角色而已            
(5星)	 主演没一个喜欢的，但是依然五星            
(3星)	 田震亮了~            
(4星)	 推荐是因为它代表了一个时代！            
(3星)	 写的影评突然没了，rt，我想说的。            
(4星)	 那时的记忆~            
(5星)	 那时候的老徐也太漂亮了吧~~            
(4星)	 12年后看来，仍有不少经典镜头与桥段叫后人仰视            
(3星)	 它的结局出乎我意料，但是我回头一想，倒也是有理，兜兜转转原来你还在这里。            
(4星)	 大陆第一部青春偶像剧嘛     玉女都变半老徐娘了            
(5星)	 我第一次看的爱情电视剧就是它了。。。怀念~~~            
(5星)	 那盘原声磁带我还留着，那时戏里的衣服现在穿都不过时，那样的爱情，那样的男孩女孩。那样的若彤，那样的乐言，那样的小艾，那样的陈明，那样的，那样的。。。            
(3星)	 记忆中，这是一段很美很纯的爱情。可是这次看，怎么感觉就不对了呢？            
(5星)	 彼时 文慧穿着一袭白裙 对着杨铮大喊：我喜欢你            
(4星)	 剧情什么的基本不记得了。就记得一定会坐在电视机前看。当年太小。            
(3星)	 徐静蕾太矫情了            
(4星)	 记得是小学五年级看的，晚上7点多吧，看完它就喝奶睡觉，那个时候真是心理和身体都很幸福啊。最近又看了一遍，没有记忆中的好看，不过在当时那个年代拍成这样不错了，期待电影将爱，期待杨峥和文慧有个好的结局，也算是对年少时关于爱情美好憧憬的告慰吧            
(4星)	 看的第一部偶像剧，这意义还不够么???            
(3星)	 难道就没人站出来说 这部剧和日剧《在爱的名义下》为神马那么像？！。。。当年的第一感觉哈            
(2星)	 徐静蕾很做作，李亚鹏太傻            
(NA)	 3岁的时候  看过 哈哈            
(5星)	 有关青春 有关记忆！            
(NA)	 成功的中国首部偶像剧，经典的爱情，爱情坚持到最后，路过的都是风景，爱，不会改变            
(4星)	 那个时候的徐静蕾啊~~~            
(4星)	 国产青春偶像剧的鼻祖~            
(3星)	 第一部偶像剧。后来内地的偶像剧都无法超越，甚至还原都不够。            
(4星)	 望着你从远处走来，似有一点悲哀，于是就轻轻唱了起来            
(NA)	 等你爱我            
(5星)	 在电影之前重温了一遍，相遇，错过，再相遇，再错过，生活无非是这个命题。            
(NA)	 等你爱我            
(4星)	 当时的经典，现在想起来依然记忆犹新，还有那些耐听的插曲们            
(5星)	 真心觉得这是中国大陆最好的偶像剧……永远的经典！            
(3星)	 貌似上小学的时候断断续续看过一点儿。。。            
(4星)	 青春，真好~~看电影前再回顾一下当年的感觉            
(5星)	 想起高中            
(4星)	 徐静蕾啊 比欧体否啊！！            
(4星)	 看瞎了 矫情得让人不能平静            
(5星)	 一个时代远去了，只能遥望，在相遇的地方            
(5星)	 那时，它让我认为大学与爱情，那么美那么纯~            
(4星)	 青春记忆。。            
(5星)	 当年的经典            
(5星)	 在你我相遇的地方依然人来人往            
(4星)	 若彤            
(5星)	 在你我相遇的地方，依然人来人往            
(4星)	 当时看不懂，现在想起来已经变成一种情怀。            
(4星)	 当时记着田震……            
(4星)	 王渝文饰演的若彤            
(4星)	 这部电视剧在上映的时候我应该还只是初中 现在居然有十多年过去了 他nnd 现在剧中的主角都老了 青春不再 我也大学都毕业 开始朝九晚六 生活真tm无情啊 大过年的 突然很想念在国内上学的日子 那些欢声笑语 居然是那么遥不可及 当年的那些梦想 我还会一直记得吗？            
