http://movie.douban.com/subject/3933008/	美人心计
(2星)	 不得不感叹，俊男美女们都是有脸蛋没文化的蠢驴。佩服编剧导演及演员一干人等，连最基本的历史常识都不具备，也敢拍历史剧，拍了也就算了，还两岸三地的播出。嘿，还偏偏有傻帽花痴爱看...果然是存在即合理... 一星给俊男，一星给美女。            
(2星)	 狗血的一塌糊涂            
(4星)	 雪鸢的死法太让人觉得不值了，破编剧~            
(3星)	 正道是最毒妇人心            
(3星)	 国庆期间从28集开始看的。电视剧就是这样，再不好看，看了一集也会想知道前因后果，所以不喜欢看电视剧。。说点28集后的感想：男人太可恶，女人太可怕。。巧慧最可怜，妙人最讨厌。。            
(5星)	 这部绝对要力荐... 绝对是近年来内地难得的好宫廷剧.. 剧情设计的比宫心计有内涵多了.. 特别是苗苗的演出真的是增色不少啊.. ^_^            
(3星)	 藕是为了酷大妈和杨幂才看这个电视剧的。哎哎。凑合吧。            
(4星)	 幸福智慧美丽的女人            
(3星)	 美女与阴谋，吸引啊！！             
(4星)	  汉服真的很漂亮撒            
(NA)	 过多的善良就是一把刀 伤害了身边最亲的人 最后还会伤害自己            
(3星)	 这个难道不是根据《未央沉浮》改编的么……第一集大雷啊。。。            
(5星)	 美人的心计。。。            
(5星)	 长得像阿信的刘恒。。            
(4星)	 还算不错。            
(4星)	 林心如在意料之外~~眼前一亮， 虽然与历史有很大偏颇`            
(3星)	 林心如其实是大女人呃，无奈张了一副贤妻良母的模样。。。            
(3星)	 就是一堆女人在勾心斗角~            
(3星)	 好美...好雷...            
(NA)	 小喜欢            
(3星)	 人都听好看的。            
(5星)	 太好看了这部剧。林心如那个角色非常动人，情节也堪称完美。            
(NA)	 苗__________苗            
(4星)	 《美人心计》名字起得好，演员选得好，题材好，是一部难得的古装戏。可是，如果把刘启登基作为整部剧的全剧终是不是更好呢？            
(5星)	 喜欢林心如~ 皇帝似乎有点窝囊~不过长相不错！             
(5星)	 阵容强大，演员养眼，剧情也很曲折，是不可多得的好片            
(4星)	 林心如还是有实力的。            
(NA)	 独一无二就在于一个独字该剧汉服华美至极            
(3星)	 虽然看到中途都是跳着看的，还是想说，林心如的眼睛真的很传神。美啊~~            
(5星)	 喜欢林心如，喜欢她的智慧与气质。            
(5星)	 豆苗 成了无数人心中的经典  我终于开始期待一位内地编剧的作品了……            
(4星)	 心如，老了啊            
(4星)	 “朕答应过皇后，一生相信她，死不相问”···唉！这话说的···，就是金刚石也化了··            
(4星)	 现在美女真的很多~            
(3星)	 男主不错            
(3星)	 总算看完了。。。            
(5星)	 拍得非常好！演员整容强大，俊男美女集中营！故事情节编写也是环环相扣。            
(4星)	 内地就是这种剧拍得好            
(5星)	 电视画面很美，服饰，首饰都很精致。演员都很称心，可能是我没看过原著    哈哈         有点我想要的古代味道，唯美  精致  最主要还是演员们的演技      演技烂 ，整部戏都会给毁了的            
(NA)	 虽然我是男滴，但还是看完这部电视剧            
(3星)	 我只能说还行 有的地方实在太假了 男主好丑            
(4星)	 一些美好的回忆。我喜欢的执著。            
(5星)	 令人羡慕的帝后恋啊            
(5星)	 好希望豆苗在现实中也能成为一对哦            
(4星)	 愿得一心人，白首不相离。            
(NA)	 看着看着就入迷了，还真够精彩的，比宫心计好看多了。            
(4星)	 不错啊            
(4星)	 虐我周亚夫者死            
(3星)	 愿得一人心 白首不相离  那一段永不相问的爱情。            
(3星)	 看了一半没看下去，逻辑错误遍地都是，怎么看都脱不了二流言情小说的骨子，于抄抄这是在挑战我的忍耐还是鄙视我的智商。不过严宽够美，刘盈的CV阿杰也是我一直喜欢的，他的网配到商配作品都听了不少，给这俩美人儿三颗星吧。            
(3星)	 觉得特逗是窦漪房痛斥自己的女儿：我窦漪房聪明一世，怎么生出你这么个蠢货。哈哈哈            
(5星)	 很萌豆苗恋还有剧中的两个皇帝,尤其是刘盈看多了清宫辫子戏 还是喜欢汉代 无论从服饰，头饰还是宫廷布置这一点 美人心计也十分成功            
(4星)	 愿得一心人，白首不相离            
(4星)	 这是我看过的最有新鲜感的宫廷剧。            
(5星)	 又是一部可以变聪明的好剧。。。            
(1星)	 对于这种戏说+戏剧性的东西，我是真不想看            
(3星)	 后宫生活真的不简单的。            
(3星)	 编剧不好，基本都是照搬原著，您好歹也应来个过渡衔接什么的呀。            
(4星)	 衣服很漂亮啊，华美路线大爱苗苗这部片子最大的缺点是把男人刻画的太没用了，不过喜欢刘恒与窦漪房的爱情，相互信任能跨国一切            
(4星)	 吕禄明知慎儿在菜里下毒却甘愿为慎儿吃下去那段真的把我看哭了，那时还觉得慎儿还是有些人性，他们间也是真的有爱，可是看到后来真的是越来越想掐死这个女人了            
(2星)	 狗血剧情            
(3星)	 厄尔，她很有古装范儿            
(4星)	 大陆版宫心计。            
(5星)	 剧情好。            
(3星)	 10/09/29            
(3星)	 看到后面就觉得有些重复了，但是总得来说还是很不错。            
(3星)	 宫廷斗争有那么恐怖么？为了重塑窦太后的形象也不要这么大肆篡改历史吧？！林心如演得真是智多而近妖了                
(4星)	 厚重的历史，一生的的信任，抓不住的恋人~~~虽说是戏说，也让我从另一个角度理解历史和那些女人们~~~~            
(4星)	 这个礼拜同寝室的姑娘们无聊中不小心中的毒=。=            
(3星)	 看到一半坚持不下去了，直接点大结局了，结局看了一半也看不下去了，直接关了，窦太后前面那是相当精明，但是对儿女的话，还是没管束好            
(NA)	 无奈历史上的汉文帝龙阳癖            
(4星)	 冲着苗苗去看的，觉得比宫心计好看哎~            
(4星)	 ruby演得很大气            
(5星)	 美女如云 华丽            
(5星)	 看见刘恒就想笑~            
(4星)	 拍得不错啊，心如演技比我想象中好            
(4星)	 挺不错的，里面的好些感情让人唏嘘            
(3星)	 够份让林心如甩掉“花瓶”头衔了            
(4星)	 阵容强大，服装精致，林心如成功转型御姐女王            
(4星)	 还好吧。。虽然林心如在里面算是最难看的一个，但是演技还可以，剧情也不赖~            
(5星)	 不错的！！            
(4星)	 虽然是被演绎了的历史，但是还是不错的，很喜欢杨幂饰演的雪鸢，雪鸢死的很没道理，觉得雪鸢死了之后就觉得没劲了，感慨后宫女人的厉害和相互之间的勾心斗角，不错的电视剧~~            
(4星)	 感觉林心如在这里演的很好！            
(4星)	 不错的宫斗，绝对好过《宫心计》            
(4星)	 比宫心计好看多了            
(5星)	 我最爱的古装大戏~林心如演的很赞..戏里的服装,装扮我也喜欢~            
(3星)	 为了服装才看的。。。嘿嘿···和窦漪房相比我更加喜欢卫子夫。            
(4星)	 看的时候都不知道把慎儿骂了多少遍了。            
(4星)	 其实比宫心计好看多了，剧情多紧凑的啊            
(NA)	 专一情深的刘恒，痴心守护的刘盈都只为着窦漪房~~            
(3星)	 我只喜欢雪鸢，雪鸢.....            
(4星)	 心如演技见长            
(4星)	 不容易的 我偶尔对国产剧有兴趣的 美女还是很多的 出场很短不需要太纠结演技 至于窦漪房和代王的爱情 额 很感人 是什么 你说 我就信 太神话了 但是我就是喜欢             
(3星)	 看看就行，用于没事打发时间            
(4星)	 很纠结            
(3星)	 每当林心如抱着那位TVB小生的时候，总觉得他们像母子！            
(4星)	 啊~~窦长君那个窦长君啊！！！！            
(5星)	 比较喜欢~很久没看过国产剧了            
(5星)	 剧名虽然符合了最近宫斗的潮流，但是实在是掩盖剧集的光彩啊。一群历史人物的折腾……应该起个名字叫汉宫太后秘史！            
(4星)	 对林心如大改观            
(4星)	 好多美女~可惜帅哥少了点，时间跨度很长，还不错~            
(4星)	 之后了解了一下历史，真实的情况并没有这么传奇啦。不过作为商业电视还是挺精彩的            
(4星)	 大陆版金枝欲孽，不过还是挺好的            
(5星)	 我就是喜欢看古装片  尤其是这种高质量的哦！嘿嘿  今年夏天这是看了好多好多的剧哦~~~            
(5星)	 最开始出现的是刘盈，他对云汐说在不能给她全部幸福之前不会碰她。然后她又遇到了刘恒，他毫无保留的把一颗心交给了她，并且发誓至死不相问。我觉得真正的爱情就像他们这样…可以像刘盈那样为了心爱的人不顾一切，也可以像刘恒那样把自己的一片柔情无条件的给她！            
