http://movie.douban.com/subject/4812751/	成均馆绯闻 성균관스캔들
(4星)	 虽然情节多少有点老套～但整体看下来～还不错歪～男扮女装还是笑料百出滴～还有可爱的宋钟基～有天一开始觉得很木纳，但后来也比想象中要演的好些～～朴敏英还是蛮漂亮滴，演技也不错撒～            
(4星)	 本来为了朴爷来看...结果喜欢上男二和男三..            
(5星)	 虽然还是有点狗血……不过还好、三男一女、比《原来是美男》好多了……大爱桀骜……            
(4星)	 五星和四星之间犹豫了一下，最还只给了四星，原因是韩剧始终摆脱不了虎头蛇尾的命运。为什么结局做得那么随便？草草了事？除了这点外，其它都很不错，有天演技原来不错啊，剧情也颇吸引人。            
(4星)	 朴有天你真心很棒!            
(5星)	 佳郎&amp;大物 女林&amp;桀骜 都很有爱~~            
(5星)	 真是太好看了！！大爱！！            
(3星)	 除了女林，其他真的不怎么有看头。不过如果没看而错过了宋钟基，那就实在太遗憾了。暖男，一颦一笑的举止投足，眨眼间的魅力，实在无人能及。            
(2星)	 做人还是要面对现实的，朴有天长的真的很丑啊！这是韩版的梁祝外加韩版的花样少男少女吧，精华归精华啊，两个精华合在一起你不能保证它不会变成糟粕。            
(4星)	 扯了这么大一个淡，剧本作者一定费了不少心思才圆场了吧~但至少内容够丰富，男演员们够养眼，女演员们整容整到脸僵够敬业，并且没有大量植入广告，不是吗~            
(4星)	 的确就是韩版的梁山伯祝英台   不过   女主角是花木兰那种的            
(NA)	 大腐啊      喜欢刘亚仁            
(NA)	 花钟基和亚仁兄的男男cp是我的菜~            
(5星)	 不管别人怎么说，我还是很喜欢这部剧的，尤其喜欢宋钟基和刘亚仁            
(4星)	 每个演员都喜欢,剧本扎实.不错!            
(2星)	 一开始还行，后来越来越不好看了。            
(5星)	 男主角笑起来很温暖 女主角圆圆的脸很吸引 纯爱 忒佩服忒爱男主角 不明女主角身份时他傻傻地连断袖之癖他也敢于承认 勇敢地告白 现在的男生很缺少这种精神啊。。。感叹            
(4星)	 现在难得的完整看了超过一半集数的韩剧。想想我08年的时候是多爱micky啊，现在反而更萌宋钟基一点。没错，我就是花心那啥            
(4星)	 剧情不错~~~桀骜和女林！！！！            
(3星)	 这个剧配角相当出彩，比如桀骜，比如女林，比如大司成~            
(4星)	 很粉红            
(NA)	 大爱··~~            
(4星)	 只想说四个主演都挺不错~            
(4星)	 有爱的典范就是如此啊！男一男二男三同时上阵我也只能各种喷鼻血了。。。。            
(5星)	 全寝室花痴妖娆哥            
(NA)	 佳郎的风头都被女林抢走了!!!!!!!不过没办法不喜欢的说~            
(4星)	None
(5星)	 女林和桀骜的奸情就是我追这部剧的动力喂            
(4星)	 又是一个女扮男装题材。这两年难得完整看完的韩剧。被有仟吸引来的，结果发现眼睛全在桀骜和女林身上钉死了- -            
(5星)	 看KBS大赏之后的收获……不错不错……            
(NA)	 我们家有天的剧，推荐哦……            
(5星)	 女林！！！！！！            
(3星)	 一半一半            
(3星)	 后来看的是宋钟基。剧情没什么感觉，结尾很马虎。            
(NA)	 超好            
(NA)	 小宋你好帅啊~为了你在看啊~~【花痴脸            
(5星)	 支持有天유천 !!            
(5星)	 大爱有天            
(4星)	 我就是为那一对去的....桀骜和女林....真好            
(1星)	 看了几集 太长了 觉得没意思。。            
(3星)	 钟基第一个镜头就惊艳。            
(NA)	 宋钟基很耀眼            
(3星)	 3粒星系因為宋鐘基            
(5星)	 剧情一般 但我是花痴 谢谢！有仟酷酷的时候没有明朗笑容的时候耐人~发现钟基的演技不错~发现刘亚仁这枚帅锅~            
(5星)	 太好看了，毫不犹豫五星啊，多年没看韩剧，居然被我找着一部这么好看的，再看去年别的韩剧都是浮云了。。。            
(NA)	 看到了，又开始回看            
(NA)	 很美，很拖沓。。。我都快进着看~            
(5星)	     后面几集乱七八糟的东西扯得太多，激情戏太少！  不过男一的性格还真是太完美了，执着，有原则，不言放弃。爱一个人不管他是男是女。。真是对自己鲜有的耿直和坦诚。就是长得不够帅。。                
(NA)	 很有爱哈哈…            
(4星)	 这男三号笑起来要我命啊!!!            
(2星)	 怎感觉和风之画员差不多            
(4星)	 没想到还能看到让我如此激动的偶像剧，再一次感到我的青春期比别人来得晚一些。朴有天，前途无量。            
(NA)	 宋钟基那角色好苏orz另外这是BG剧吧是吧是吧是吧= =我为什么满眼都是另两位男人的JQ囧！            
(5星)	 好看            
(5星)	 桀林 最佳CP            
(4星)	 宋钟基很有爱，美剧什么时候能看啊，疯啦。。。            
(5星)	 从昨天下午开始一直熬夜，再到今天中午看完，很爽，很困，看到后面都快让他们给急死了。很有情趣，搞笑！喜欢垂涎四人帮！            
(5星)	 超级搞笑，很细腻            
(4星)	 有帅哥更有无限美好的JQ~\(≧▽≦)/~            
(4星)	 虽然有烂尾嫌疑，但是作为观赏美男的棒子剧还算不错啦            
(3星)	 结尾有点过度太快            
(NA)	 喜欢上了宋钟基            
(4星)	 正气别扭男主最后那销魂的声音呦            
(4星)	 为了甜甜推荐的，MR PARK            
(3星)	 偶像剧。个人觉得演员演技不够好。另 有小的穿帮 拍摄处理不算太好吧？            
(3星)	 活着和死去没有分别的话，在你身边的我成什么了？            
(NA)	 米爷的第一部剧就拿了三座奖杯，可见实力啊~~~            
(4星)	 女林的花蝴蝶样子 成均馆的小朋友 最后站出来保护草善的夏仁守 还有还有 有爱的桀骜            
(NA)	 5集，弃。            
(5星)	 大爱有天和女林啊~~~~~无可救药的被吸引了。。。。            
(5星)	 这个给人的感觉还不错，呵呵，在kbs的年度演技大赏上也有获得不错的好评。演员我都好喜欢。            
(4星)	 冲着腐去看的，结果没腐起来···            
(5星)	 韩版的梁山伯与祝英台的书院情节？            
(3星)	 为什么韩剧到了后半段都那么不给力，女猪人物性格走形的厉害，让人越来越不喜欢。            
(5星)	 好看好看  搞笑！～～            
(4星)	 给扑儿的            
(4星)	 韩版梁山伯与祝英台，而且还是喜剧结尾。。。            
(5星)	 看到后面，女儿终于发现父亲其实一直用那样卑微伟大的爱疼惜着自己的时候，终于哭了。虽然这部分的戏份很少，可是催我的泪啦。我喜欢这个里面的改革，一些朝气蓬勃的年轻人，简单的关系相互照顾的愿望，女主水汪汪纯真的眼睛。这使得最开始吸引我来看这部剧的女林倒是黯然失色很多。            
(5星)	 不错的片,让我寂寞的考试周有了色彩~~~开心ing            
(3星)	 1.有天出场路人甲的公公一枚，越看越顺眼2.女林出场貌动京华美男一枚，越看越平庸3.关键词：俊男美女，古典，女扮男装，BL，F4            
(2星)	 一集弃            
(4星)	 不得不说宋钟基在绯闻里太抢戏了,把女主角都比下去了,惊艳啊 不过感觉有点学杰克船长的样的            
(5星)	 佑天演得真好呀～            
(4星)	 好看。。。好玩。。。            
(5星)	 其实看前2集弃了3次- -。。            
(4星)	 韩国版的梁山伯与祝英台，哈哈，喜欢女主角的装扮，还有男人，女林，当然我们家米奇有天也超可爱            
(4星)	 喜欢隐忍理智的男一号，穿古装的样子真好看。这种清晰而不拖沓的感情看起来比较舒服。只是男一男二男三的出场让我以为他们都是男主。。。            
(4星)	 女林桀骜CP啊！（再花痴就要被抓走了            
(3星)	 比中国的梁祝逊多了            
(3星)	 我已经过了看韩剧的年纪..完全是为了女林看下去的..喜欢钟基演的女林.好有爱的说..            
(3星)	 男主不太漂亮啊，女主不错，这部戏还可以            
(5星)	 女林和桀骜真是...太纯洁的感情了....男一逻辑傻傻的，女主角很漂亮，比搞笑一家人的时候还漂亮，但是还是我们的女林最漂亮了~~~~~            
(4星)	 看着看着就喜欢上男竹了，果然我是男一控啊，哈哈，也很喜欢男三，喜欢他痞痞的感觉，不大喜欢女主，看看还可以。看完后觉得有天这个剧选的很好呢，只能是看一次的片子。            
(3星)	 只能说女主角整容整的很成功            
(5星)	 桀骜说。人之所以脆弱 是因为了有了想要保护的人。还有宋钟基太可爱了昂。还有大米的饭不是盖的，好多昂！！            
(4星)	 看的时候灰常有激情，看完之后木有想要回味的冲动。            
(5星)	        大爱朴有天            
(4星)	 冲着大米去看的，结果迷上了男三……各种小表情，爱死了&amp;还有演貂蝉的金敏瑞，有一种特别的气质，演过《坏男人》里的崔善英，就有蛮深的印象，o(∩_∩)o 哈哈            
(5星)	 我很喜欢阿 就是结局好不好表噶简陋阿            
(3星)	 总算明白了…………            
(3星)	 这三颗全给花钟基~~~            
(3星)	 前部分没发现是女生的时候比较好玩 后面狗血了.. 所以没追下去宋钟基比较不错=v=            
(4星)	 男女主角都很可愛,,很喜歡            
(5星)	 O(∩_∩)O哈哈~不错，挺好看的~~            
(4星)	 支持有天            
(5星)	 大爱宋钟基！            
(3星)	 太长了            
(3星)	 貌似真的老了 实在为韩剧的慢节奏抓狂 和小乐一起看的 不断进进进 都要睡着了            
(3星)	 我是奔着大米去的。。。虽然，不太喜欢这个剧情。。。三冠王啊            
