http://movie.douban.com/subject/3882715/	武林外传
(5星)	 喜欢            
(5星)	 好吧 笑死姐啦            
(5星)	 那些边吃边看的日子            
(5星)	 很搞笑            
(5星)	 这才是搞笑~            
(5星)	 虽然有些桥段不好笑 做作 但是剔除了还是剩下很多很好的            
(5星)	 他给了我一个不一样的武林，不得不佩服宁财神的才华            
(5星)	 再不开心，看看这个就开心了，哈哈            
(5星)	 国产情景喜剧巅峰            
(5星)	 宁财神~油菜花            
(5星)	 前30集是经典中的经典！            
(NA)	 不开心的时候就看看这个，还能学到很多做人的道理            
(NA)	 一直在看。            
(5星)	 从头到尾又看一遍 = =            
(5星)	 没的说了 看了数遍 仍旧乐此不疲            
(5星)	 要出电影版啦            
(4星)	 确定一定以及肯定好看            
(NA)	 都倒背如流了。。。我好喜欢~            
(5星)	 红红火火的笑.            
(5星)	 杀出一帮经典            
(5星)	 生活必需品！            
(NA)	 很不错的一部电视剧···不错，真的很不错···大俗即是大雅···            
(5星)	 邢育森。。。和那帮吃饭的~            
(4星)	 当嘲笑社会的解闷工具还是行的~            
(4星)	 包夜必备良品~            
(4星)	 真好看            
(4星)	 欢乐多            
(5星)	 不谈政治和性            
(5星)	 的确很好看            
(5星)	 不知道为什么，我就很喜欢            
(5星)	 哏儿啊。。            
(5星)	 各种有！            
(NA)	 记得本来央视8套播的时候我很鄙视来着，四火同志超喜欢这个，老喊我看，确实很搞            
(5星)	 百看不厌 倒背如流！！哈哈哈哈哈哈哈哈            
(5星)	 蛋疼            
(5星)	 太给力了~            
(5星)	 这货 看了3、4遍了 愁的时候就看 看完了再愁 哈哈            
(5星)	 不知道看什么的时候就看它~            
(5星)	 从最初的排斥到后来的喜欢，不错！            
(5星)	 子曾经曰过~好剧~            
(5星)	 逢播必看，无聊也看            
(5星)	 百看不厌，哈哈哈哈！！！！我也买了碟哦~~~            
(4星)	 可能看全了也可能没看全，各电视台集体播出赶到哪个台播就看哪个台，轻松愉快看着开心。            
(5星)	 真给力            
(5星)	 那年我大一...            
(5星)	 绝对的搞笑~~            
(5星)	 有没有六颗星可以评。。。            
(5星)	 这辈子就指着它乐了            
(4星)	 最早认识这帮人却是在都市男女！比起这个因该不太逊色！可惜就是没红！呵呵！            
(5星)	 爱            
(3星)	 方言太多……            
(5星)	 这么给力怎么能不给5星~            
(5星)	 大陆难得的佳作！！            
(4星)	 哈哈哈~就是喜欢~不开心的时候一看就开心！            
(5星)	 等看电影版            
(5星)	 非常美好的回忆            
(5星)	 最爱~~~~~~~~            
(5星)	 第三代情景喜剧代表作，里程碑式的作品。            
(5星)	 我把这80集给背下来了            
(5星)	 感谢他们为我带来的欢乐            
(5星)	 刚看觉得挺无聊。。。。但到后面欲罢不能啊            
(5星)	 必须的            
(5星)	 极品，佳作，我最爱之一．            
(4星)	 搞笑            
(NA)	 哈哈哈            
(5星)	 谢谢那时的夏天，谢谢那是简单的回不去的快乐。            
(5星)	 绝对的经典            
(5星)	 曾经秀才秒姬无命的那段台词我是倒背如流啊……            
(5星)	 逗            
(5星)	 这里的山路十八弯~            
(5星)	 懂了些什么            
(5星)	 阿哈哈哈哈            
(5星)	 不明白为什么不加上背景笑声。            
(5星)	 看5遍以上了。。。第一遍看热闹，第二遍热闹+品味，三遍幽默品味，四遍看演员，五遍，六遍，七遍…………            
(5星)	 电视转播N遍，我看N遍，超级搞笑，也许是第一部古代情景喜剧吧，台词之中融合了现代的话语，让人惊奇且深刻印象。每个演员感觉都特别的真，连后面永远吃饭的客官都感觉不是假假的，虽然那些是工作人员吧，那也是专业的临演呀，哈哈。本来一直想着下载全集插在电视上看，可惜电视没有usb接口啊！呵            
(4星)	 有时间在重新看一遍~            
(5星)	 我心中有两部情景喜剧：我爱我家和武林外传            
(NA)	 百看不厌，快乐法门。            
(5星)	 如沐微风中            
(5星)	 再再再再看一遍            
(5星)	 服了宁财神            
(5星)	 新一代的经典            
(5星)	 要出电影版了~哈哈            
(3星)	 很好的肥皂剧吧             
(5星)	 让人捧腹不已的中国本土喜剧噶~没有帅哥美女照样让人喜欢            
(5星)	 强烈推荐 内涵剧 哲理            
(5星)	 经典~            
(5星)	 揍是经典...            
(3星)	 真的不好笑啊不好笑            
(4星)	 人间最悲催的就是看着一帮2B还想笑            
(5星)	 看了二三十遍，不给五星对不起良心            
(5星)	 高二的时候匆匆做完作业偷着看的电视剧            
(5星)	 哇塞它真的陪伴了我，在各种时候。            
(5星)	 我就喜欢就喜欢就喜欢            
(5星)	 这辈子就指望这活着了            
(3星)	 有些电视剧就是如此，只要有电视机的地方你都会看到它，当时我就是这么看的。            
(5星)	 这个没办法类！太嗲类！            
(5星)	 我看了无数遍。。每一集。。。            
(5星)	 经典            
(5星)	 难以超越的一群人的智力爆发。虽然不值五星，但国产很难有比这更聪明有趣的了。            
(5星)	 高三那年看了无数遍，看到想吐还是不停不停看，在剑桥的最后一晚三人窝在宿舍又看这个，打算以后边吐边看，看看看..            
(5星)	 多少搞笑的桥段让我们津津乐道，一遍又一遍地模仿            
(5星)	 永远的经典~            
(4星)	 反諷。            
(5星)	 这个情景喜剧甚是经典啊！            
(5星)	 funny            
(4星)	 每次都会看的。。            
(5星)	 来来回回看了N多遍 很多台词听了上句 在心里都能说出下一句            
(4星)	 比较有意思的搞笑电视剧            
(5星)	 欢乐时光   并且，讨厌祝无双            
(5星)	 百看不厌的            
(5星)	 经典之作必定流芳。            
(5星)	 大爱沙溢！            
(5星)	 最喜欢的喜剧片 没有之一            
(5星)	 古代版老友记。            
(5星)	 看着看着喜欢了,搞笑的            
(NA)	 让人觉得虽然无厘头但是还是能看得下去的喜剧            
(4星)	 尝试得不错            
(5星)	 大爱啊~~~            
(4星)	 我看好你偶            
(5星)	 我最爱的国内情景喜剧            
(5星)	 居然忘了这牛逼哄哄的剧集            
(5星)	 我和宝宝都好爱            
(2星)	 没办法，我笑不出来啊            
(5星)	 大学时最喜欢的肥皂剧            
(5星)	 它陪我度过了一个无比快乐的暑假……            
(NA)	 太他妈经典了            
(5星)	 经典喜剧            
(5星)	 咋这么有才咧，哈哈哈。。            
(4星)	 导演很有才~~            
(5星)	 看过几百遍了。可是每次在转台时看到还是会停下来。虽然剧情和台词我几乎都可以背下来了，可是每次看都还是会笑。好看，搞笑、            
(5星)	 啥也不说，太经典了！！！            
(5星)	 啥也不说了 经典            
(5星)	 hiahia~~！！！大爱            
(5星)	 心中的乌托邦~            
(5星)	 嘿！兄弟~            
(5星)	 啥都不说了。开创了历史啊……            
(5星)	 老白和佟掌柜~葵花点穴手            
(5星)	 经典。。。            
(5星)	 神作！            
(5星)	 百年一遇的經典啊....            
(5星)	 大二开始看的，直到毕业到现在，和my girl一样，反复看了N回，乐啊，现在这一批人基本都火了：闫妮、小郭、沙溢、            
(5星)	 超级无敌搞笑，每逢暑假重播必看            
(NA)	 老白挺好的~            
(4星)	 哇哈哈哈哈！！！            
(4星)	 看到49集            
(4星)	 从红男绿女喜欢青青和TOM等等，现在多好，这些人又在一起。            
(5星)	 那一年，他们确实很火，火得不可复制            
(5星)	 这能这么喜欢这片子呢 可能我是悲观主义者吧 要看看这 来调节一下            
(5星)	 经典            
(5星)	 ...............漏了  不过正好250            
(5星)	 很好的国产剧！            
(4星)	 葵花点穴手            
(5星)	 开始还不习惯，发现这种武侠挺带劲的            
(5星)	 只要有重播就看..            
(5星)	 很多人没看过，我要说，那是你的损失！！            
