http://movie.douban.com/subject/1876781/	越狱  第二季 Prison Break Season 2
(4星)	 某一层面上 美剧快赶上韩剧了~            
(5星)	 支持  顺便说一句 我很爱Mahone            
(3星)	 如果这部片字拍完第一季就结束了那应该算是成功的 从第二季开始应该就不能称之为越狱了 感觉在硬凑情节 不过看了这一季还满喜欢Lincoln的 尤其是出来后换上衬衫 太有腔调了            
(NA)	 从这一季开始，很多不合理就上演了            
(3星)	 越狱除了第一部以外...就很....            
(5星)	 第二季虽不如第一季但也足够精彩了            
(5星)	 延续第一季的悬疑，似乎没有那么吸引人的剧情            
(4星)	 虽不及第一季精彩，但是还算是不坏的续集。            
(3星)	 T-BAG戏份太多了啦~我不喜欢看BT~            
(4星)	 一切都该到此为止            
(NA)	 从来都知道这种剧集只有前两季能看，但每次都有始有终地追到完结篇            
(4星)	 挺喜欢T-BAG            
(5星)	 男主角太聪明了。1-3季都好看，4季稍微有点拖。            
(5星)	 T-BAG的精彩演出！！            
(3星)	 在第一季的美好理想下，失望是难免的。关在笼子里久了，放出来有些不知所措。。。            
(4星)	 米勒...帅的没有天理袅。            
(4星)	 继续爱            
(4星)	 第一部的成功绝对是主创人员不曾预料的，无心插柳柳成荫；第二部本想可以继续前面的传奇，结果看起来却有些做作，有意栽花花不发～            
(5星)	 喜欢Michael的聪明，帅气，冷静，机智，执着，理性而且不缺乏感性，我喜欢他深邃的眼神，很有力度。            
(4星)	 第二季还行~            
(5星)	 没有宣传，甚至从未引进，一部美剧竟让中国内地不计其数的观众通过各种渠道追看四年。《越狱》的神话很难再重演。米帅可真帅。HOHO~~　            
(NA)	 亡命天涯小帅哥版            
(3星)	 扼杀了我继续看下去的欲望。。。            
(3星)	 不想继续看            
(NA)	 绝对的！            
(5星)	 T-BAG            
(5星)	 再看下去            
(5星)	 越狱告诉我:很多事情不是不能解决, 只是没找到解决的办法.            
(NA)	 同样精彩！！            
(4星)	 第二季悬念仍在，但是越狱越得我有点累了。            
(4星)	 凑合着看的            
(5星)	 真的着迷了。。            
(4星)	 你们就抓了越,越了抓吧,真折腾            
(4星)	 没有第一部好看了~冲着米帅看完了……            
(4星)	 还可以的。            
(NA)	 每一集都有人over            
(5星)	 还能说点什么~            
(3星)	 从原来喜欢到完全放弃            
(4星)	 扯            
(4星)	 继续看...            
(3星)	 质量大减            
(3星)	 水            
(4星)	 看多了，只是有些上瘾……时间久了感觉不太记得了            
(NA)	 ！！！            
(4星)	 总的感觉没有上部好，不过还是支持一下            
(3星)	 逊色是必然的。。            
(3星)	 出来就没劲了            
(4星)	 牛逼哄哄            
(4星)	 看完后就没有看第三季了...            
(5星)	 悲情的Paul Kellerman...            
(4星)	 85分            
(4星)	 不如第一季            
(5星)	 真兴奋!         特开心!            
(3星)	 这一季还成            
(4星)	 逃了一整年又被关进去了= =            
(NA)	 一般~            
(4星)	 though，someone评价不高，i always be ur fans            
(4星)	 从这之后就要差下去了             
(5星)	 michael!!!!!!            
(4星)	 喜欢看两兄弟亡命天涯            
(5星)	 最好看的一季            
(3星)	 这简直就是煎熬。。。2倍速看都嫌慢。。。            
(NA)	 睿智显得男主格外迷人~            
(5星)	 逃出去了.不过好多有爱的人都死了...TwT...            
(4星)	 逃啊逃，逃到外婆桥。            
(NA)	 男主角很聪明，整部越狱都给人一种莫名的感动，比感情戏都要令人感动。            
(NA)	 年前看完的            
(2星)	 看了一半，弃了            
(4星)	 这一部真的有点儿。。。            
(4星)	 他两会擦出啥火花捏 哈哈哈            
(NA)	 越狱4个seasons里最精彩的一季，真正斗智斗勇的一季吧            
(4星)	 还行恩            
(4星)	 越都越出来，为了继续拍还要被抓回去            
(4星)	 比较经典~            
(4星)	 幸好此剧不长，跟了4年，看完。第一季真是惊为天人，实在好看。第二季，死亡的人太多，而且没有太多中心思想，不如第一季那么令人震惊。第三季，好像遇到美剧编剧罢工，大部分美剧都缩水，越狱和英雄是缩水最多的，这一季漏洞太多，交代事情也是不清不楚，感觉很努力在死撑的感觉，观众同            
(4星)	 继续            
(4星)	 开始不怎么样起来了。            
(4星)	 果然停不下来了            
(5星)	 看到这一季的时候，超爱Lincoln            
(4星)	 不是很喜欢林肯            
(NA)	 2007            
(4星)	 结尾的编剧太过仓促            
(NA)	 还是帅            
(4星)	 逃出来就显得散乱。            
(NA)	 22集完            
(NA)	 相比第一季的紧凑  来的有些拖沓 但还是很不错的片子            
(4星)	 迈克走下神坛，马宏是亮点~~            
(4星)	 略逊于第一部，我喜欢马洪。            
(5星)	 厉害~            
(NA)	 太棒了            
(5星)	 恩，没之前那多有激情了。            
(NA)	 米帅啊            
(4星)	 没第一季精彩了。            
(4星)	 还行            
(4星)	 每周追啊追，不如第一季            
(4星)	 还不错~不过觉得有些没完没了了            
(3星)	 纯粹为了睇而睇~~            
(5星)	 马宏的智慧，让我叹为观止            
(5星)	 连着看了这么多天，终于把越狱看完了~~呼呼~完成了一项大工程啊 \(^o^)/~如果不看最后一集特别篇，我会觉得很完美。为了爱的人，可以牺牲一切，甚至是生命。micheal,i luv u            
(4星)	 有点儿扯。。。            
(5星)	 实在太棒了            
(3星)	 看到第九集，大联盟开始后就没看下去            
(5星)	 不知道怎么评价了……总之，Excellent~~~~~~~~~            
(NA)	 就跟了2季而已。            
(NA)	 Wow!!            
(3星)	 拖沓了            
(3星)	 不用多说了，比起第三部好，比第一差            
(3星)	 剧情开始拖拉起来，不如第一季的紧凑            
(2星)	 看的我这个后悔。            
(4星)	 接第一部，也就是这部结束，在我心里越狱就算完结了吧。因为后面几季都没看下去了。这样最好，完美了。            
(4星)	 喜欢M和S的感情吸部分,不过表现的不多.            
(4星)	 于是一下死了这么多哇，麦仔又进去了，唉。            
(NA)	 Michael Scofield~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~            
(5星)	 我比较奇怪更喜欢第二季~            
(4星)	 有点烦人了！            
(5星)	 剧情上比第一季稍显分散，但依然颇好            
(4星)	 怎么所有剧集都是一部比一部差            
(4星)	 别样精彩            
(4星)	 情节拉得很开            
(5星)	 刺激！            
(NA)	 cool            
(3星)	 无聊了，12集后懒得再看            
(5星)	 相当的经典。            
(5星)	 成功以后，该怎样承受所有后果？让 Michael Scofield 告诉你            
(3星)	 虽然Michael褪去了神一般的光彩，但是为了哥哥和爱人的付出，都是让人感动的...            
(NA)	 嗯嗯，很好看            
(5星)	 第二季也很好。            
(5星)	 双雄对垒            
(NA)	 good            
(NA)	 凑合，该死的都死了            
(3星)	 拖拉个半死。情节又无聊。所以不追啦。            
(3星)	 没看下去            
(4星)	 第二季感觉不错..Alex挺厉害的..            
(3星)	 剧情开始有往脑残方向发展的苗头了…………            
(4星)	 精彩，神剧。            
(5星)	 看得第一部美剧，经典            
(4星)	 这个结局。。无语死了            
(NA)	 帅的咧~            
(4星)	 还是推荐下。。。            
(4星)	 这一季很多地方把握的失当导致后面的剧情有的时候陷入了一种无可奈何的胡编中去，很是可惜            
(4星)	 就是有点血腥。。。我觉得KILLERMAN还是相当帅的啊~            
(4星)	 第一季好看            
(5星)	 我其实喜欢这一季，那种逃亡路上的辛酸，又有谁人知...            
(NA)	 相比第一季差了点儿            
