http://movie.douban.com/subject/1304397/	欲望都市  第一季 Sex and the City Season 1
(5星)	 我沉迷啊~~~~编剧太棒了            
(5星)	 典范。            
(5星)	 经典            
(4星)	 催人堕落啊            
(4星)	 友情 爱情 sex 时尚 人生 哲理 纸醉金迷~~  啥也不说了            
(NA)	 大爱之作            
(5星)	 停掉所有的电影，我用一个月的时间看完了这部美剧，越到最后越是泣不成声...现实中大先生真的能和凯莉走到一起？经历了那么多磨难，你还会对这个人认真的复出全部？难道爱情非得要这么艰难？再多说一句，我觉得大先生是万恶的双子男...            
(5星)	 这个，我看的时候，不敢告诉别人，哈哈，是不是太露骨了点            
(4星)	 没有我想象的惊艳            
(5星)	 Samantha，I love you！！！！！            
(5星)	 嗯...不仅是女性才能看出点什么            
(4星)	 还好在PPS把美剧消失前看完了。            
(5星)	 偶喜欢            
(5星)	 经典            
(5星)	 大爱这部剧，不管现在回看几遍还是经典～            
(5星)	 有道理 要学习            
(5星)	 很短很简练很好看！            
(NA)	 4 个 猛女            
(3星)	 一天一集，做梦时用            
(5星)	 女神。            
(NA)	 应该挺不错的吧~            
(NA)	 他们那个时候好年轻啊            
(5星)	 看几遍都不会烦            
(4星)	 一开始被深深吸引，美国单身女人的生活还有凯莉的发问都让我大开眼界。但后面有些情节让人很不解，只是她们始终如一的友情让人很觉温暖。            
(5星)	 好看死了~            
(NA)	 科普片            
(5星)	 i luv it!!!            
(4星)	 典型美剧！            
(NA)	 有够OPEN的            
(4星)	 阿丫丫 ,精品推荐阿,,,灭哈哈`~~            
(4星)	 女人呀女人 看不尽 读不完            
(4星)	 怎么说呢，看的最全的美剧了，是我成人教育启蒙老师~            
(5星)	 大爱            
(5星)	 爱你没有道理，真的爱你            
(5星)	 呵呵，10季都看过了，更何况电影呢~            
(4星)	 看了四个老女人，我没那么着急当剩女了            
(5星)	 情书，细小的情节            
(5星)	 开始不喜欢Mr.Big 现在他是我的梦中情人~~~嘿嘿            
(5星)	 复杂又简单的人性关系才是生活。            
(NA)	 不错...            
(4星)	 一季一季的更精彩！            
(5星)	 那时是我唯一追的美剧。也由此爱上曼哈顿。            
(5星)	 爱死她们了             
(4星)	 This  is     true  friendship.            
(NA)	 还是电影精彩些            
(NA)	 闺蜜            
(5星)	 从此对美剧一发不可收拾，这是一部女性成长史，独立、友情是主旨。            
(4星)	 I am the Queen!            
(5星)	 因为友情加一星            
(4星)	 因为不想追电视就看的电影 的确不错。虽不再年轻却魅力四射。特别羡慕她们四人的感情。不管世事再怎么变 不变的永远的是彼此的友情。就像片子末尾那句----爱，是唯一一个 永远也不会过时的品牌。            
(4星)	 欲望的都市，你迷失了自己么            
(5星)	 飞机大姐一开头就说Let&#39;s stop chasing them boys and shop some more。relationships就是那么hard to tame            
(NA)	 唯一买过的美剧...  只看过两季...无感~完全 冲着红毛阿姨的 服装设计去的~            
(5星)	 要像这四个女孩子一样，人老心不老，永远充满活力与自信！            
(3星)	 实践才是硬道理            
(NA)	 忘了是什么时候开始看的了。但是还不错。            
(5星)	 季季精彩，集集有料            
(4星)	 看到光头律师半跪着向夏洛蒂求婚时，看到瑟曼沙对小男友啜泣着说，对不起，我不知道为什么要这样对你时，看到米兰达踏实的靠在孩子爸爸身上时，看到凯利和big在异国酒店的楼梯摔倒，大笑时，感动和泪水一起涌出。            
(5星)	 朋友，爱人，以及坦诚            
(4星)	 给欲望都市电视剧迷的礼物            
(5星)	 个性            
(5星)	 原谅我2008年才看到这部片子 虽然已经事隔十年 可我依然觉得有很多新鲜的东西            
(3星)	 当时看时 觉得比想象的要差            
(NA)	 可以没有爱情 但是不能没有友情            
(NA)	 练口语吧。。。            
(4星)	 美国成人世界真让我惊讶，我不是伪纯洁啊，真的接受不鸟。            
(5星)	 一帮时尚的熟女            
(4星)	 四个女人，都很辣手            
(3星)	 配老妹看，一般            
(4星)	 好遥远的回忆阿……            
(4星)	 很好看~            
(5星)	 少见的美国现实主义题材电影。            
(5星)	 每一季都有DVD喔~            
(5星)	 爱的道路阻且长。            
(5星)	 女人，可以哭可以痛，但是要精彩，要独立。            
(NA)	 GRE词汇一个一个往外蹦            
(1星)	 无聊透顶，那几张老脸看着就恶心了，还sex 个P！            
(NA)	 一群骚娘们儿            
(4星)	 其实我一直以为这就是大结局了，没想到还有二            
(NA)	 看了电影版的，相当FASHION，时尚感相当足，期待第二季电影版！            
(4星)	 不知道为什么，看着看着眼泪就流下来了            
(3星)	 恩，主题就是SEX            
(5星)	 作为一个女青年，我表示每一句都很受用。            
(5星)	 凯莉拖着婚纱裙摆，将手捧花扔向大人物时我掉豆豆了，我心痛了，我恨每一个伤害童话的男人！            
(3星)	 我看完一脸无辜不明真相...女人这种动物到底是神马 = =....            
(5星)	 感于大胆谈性，女性新主张。关注自己的情感和需要。            
(4星)	 dominate urself            
(2星)	 看到第二季看不下去了，不晓得为什么对这4个女人都怀有敌意，还是女人帮真实一些。            
(NA)	 我的大爱~这里不多说了~改天好好写一篇            
(5星)	 FOR AIDEN            
(5星)	 没有纠结不清的爱情，无论是剧情还是时装都好喜欢            
(4星)	 第一季凑合吧，没有后面好看~~~~~~~~~            
(5星)	 经典的性爱电视剧。女人就要平等            
(5星)	 非常棒的恋爱教科书!            
(5星)	 favourite            
(NA)	 我最爱的美剧！！！            
(5星)	 最爱美剧排行前三！            
(4星)	 爱情都是浮云，姐妹淘才是真谛~            
(4星)	 there is still hope            
(5星)	 waiting for SatC2            
(5星)	 my love forever！            
(5星)	 感觉改变了我的爱情观，当时看的时候还是高中啊~            
(5星)	 普及了很多sex知识            
(5星)	      对女孩子来说,你可以不学她们,但你不能没看过她们!            
(5星)	 大爱大爱             
(5星)	 Friendship,love,hope,dreams...for women            
(5星)	 【弃剧】凯莉的旁白比较犀利。看了没几集。            
(4星)	 渐入佳境的剧            
(5星)	 我实在是想要那条裙子。            
(5星)	 Bold; Women; Men; Love; Sex; Relationship; Friendship; Fashion; New York City            
(5星)	 很喜欢她们！            
(NA)	 blablababla..            
(5星)	 超喜欢的一部美剧，看了不下三次！            
(5星)	 大爱的片子～            
(NA)	 非常适合单身女性的伟大剧集            
(NA)	  成长必备~            
(NA)	 一部分，但是觉得没有中国版的好看，那些女人太老了，那些男人也不咋帅            
(5星)	 凯莉的分分合合 是执着还是执拗            
(5星)	 四个自信的女人~~~            
(4星)	 最爱Samantha            
(3星)	 看到第二季了，但是不知道为什么，越看越没感觉，可能自己不太喜欢Carrie在第二季里，整天都衔着一根烟在嘴里，虽然她整部剧里面都没露过，但是她绝对不是四个女人中对爱情最忠贞的，却一副对Mr, Big深深眷恋的样子，不喜欢，Mr,Big也不是好男人，竟然可以在女友面前看其他女人……            
(3星)	 这个片太老了，里面的观点我大都持保留态度，看热闹，看热闹！！            
(5星)	 女人帮的经典。            
(5星)	 没的说 无论电影还是电视剧都很爱很爱喜欢Carrie的生活            
(NA)	 Classic            
(3星)	 讨论的话题都还不错，偶有灵光一闪的台词。            
(5星)	 看过无数遍            
(4星)	 美国女人的时尚生活，和我们太不一样了。不过可以学英语            
(5星)	 凯莉好贱！            
(5星)	 四个都堪称一姐和极品，都让我膜拜。            
