http://movie.douban.com/subject/2983389/	寻秦记
(5星)	 高中的时候看的片子了，记得那段时间正好走读，9点多下了晚自习坐在电视机前边看电视边吃饭，总是慢慢的吃，好多看一会寻秦记。            
(5星)	 滕滕！善柔！            
(5星)	 好喜欢萱萱和古天乐            
(4星)	 减一星是因为偏离原著度高……            
(5星)	 神话就是抄袭寻秦记吧。。。项少龙竟然是项羽的老爸==            
(5星)	 多年前的挚爱啊～            
(5星)	 TVB 的剧还是以前的好看啊            
(5星)	 灰常喜欢~~~~~~~            
(4星)	 古仔            
(4星)	 嗯 好            
(5星)	 TVB什麽時候能再出那麽好看的片子~~            
(4星)	 少爷表现唔错～            
(5星)	 这剧伴着我长大~            
(3星)	 就像横店，看一次就够了            
(3星)	 前半部分蛮有趣的后面感觉越来越无聊了，后来的就是在快进中看完的            
(3星)	 古天乐还是很帅的。可惜改编的乱七八糟。            
(5星)	 不错的古装电视剧。            
(5星)	 百看不厌！！！白话好笑一万倍！            
(3星)	 我还会用竖笛吹它的主题曲呢。。羞羞。。。            
(4星)	 乐乐在TVB的最后一部作品...跑上来几集超级超级搞笑..            
(5星)	 大爱            
(5星)	 看了三遍            
(5星)	 宣萱太丑了 。。。。古天乐太帅了！！！！            
(5星)	 心中的经典            
(5星)	 古天乐版的寻秦记太经典了！！            
(5星)	 为了萱萱看的 结果 萱萱里面的角色太不讨喜了 5555            
(5星)	 真好看！！            
(5星)	 不喜欢结局            
(4星)	 古天乐的艳遇与走骚史。。比较喜欢前半段            
(4星)	 年度大戏，古天乐+萱萱，我们都很挺你们的。            
(4星)	 看的第一个穿越故事。            
(NA)	 古天乐巨帅，萱萱超爱！            
(5星)	 确实是很帅            
(3星)	 迫于群众压力还是看了，总体来说还是不错的，我却还是觉得不怎么紧凑啊……            
(4星)	 穿越之鼻祖啊            
(5星)	 超经典的，最近又在看，简直就是为古天乐量身打造的剧集，配乐超赞的 。。。            
(4星)	 多给一星给林峰~            
(3星)	 这是2001年，我还有看翡翠台TT            
(5星)	 高中时期逃课在小蛋糕店看入迷的剧集，后来逼班里男生送我DVD光盘，当时想要看到这剧，可不是像现在这样电脑上敲一敲就立刻缓冲开看啦。所以，如此艰辛追剧，这算头一次。            
(5星)	 啊~            
(4星)	 学校里一群人围着看            
(5星)	 属于TVB玩穿越最好的一次，里面的笑料当时也属于经典。            
(3星)	 穿越的经典之作            
(4星)	 僵尸四怎么还不拍。。。。            
(5星)	 恩，穿越剧拍的真不错~            
(5星)	 居然是《寻秦记》唤醒我对历史的兴趣，呵呵            
(5星)	 古天乐当年长这样啊            
(4星)	 TVB开穿越戏之先河。            
(4星)	 古代的男人 还真是惬意啊可以娶两个~呵呵 看了这个以后就特别喜欢小古~            
(5星)	 古天乐啊古天乐!!!我为什么喜欢老男人呢...            
(4星)	 稍显成熟的古天乐演绎出了幽默又死板，正经又搞怪，理性又感性的项少龙            
(5星)	 古仔在TVB时期的巅峰大作，永远的经典，古萱的最后交集。            
(5星)	 又一部看过N遍的经典之作！            
(NA)	 其实，并不喜欢古天乐...但是有宣萱啊....            
(5星)	 唔記得睇第幾次啦，但依然覺得好睇~項少龍回到古代後簡直就成爲無所不能，仲要型到無朋友外加勁風趣幽默，超正~!            
(3星)	 香港电视剧            
(5星)	 每次看都笑的死去活来啊！笑点太多了！这是穿越剧的始祖啊，而且不是莫名其妙穿的，人家这可是借助高科技穿的！            
(4星)	 穿越剧鼻祖。            
(4星)	 这是我看的古天乐演过的唯二之一的电视剧。            
(4星)	 那段时间很迷古仔~            
(5星)	 体佐三次··            
(4星)	 2001年            
(4星)	 我接触的第一部穿越阿！！！            
(4星)	 理念好            
(5星)	 看的很开心，非常的有创意虽然是拍的小说不过本人小读了一下原著黄的惨不忍睹             
(NA)	 最喜欢善柔            
(3星)	 经典港剧。。。            
(4星)	 编剧把原著编成这样简直太牛逼了…            
(5星)	 有了我最爱的古仔，没话说！！~~再加上我爱的宣萱……            
(5星)	 经典！            
(5星)	 怎么可以不5星。            
(5星)	 经典个人觉得林峰在这里面是最帅的时候            
(5星)	 项少龙啊！！！            
(NA)	 亮点是最后的那个项羽，哈哈            
(4星)	 印象中比较早的穿越剧，古仔很搞，宣萱可爱，江华很帅。            
(5星)	 当初借碟很快就看完了~            
(4星)	 哇赛 这个可好看了捏想当初~            
(5星)	 当年看的时候一定是完全注意古仔了，没有注意少爷，在重温之后，发现少爷当年的演技就如此了得，那时的古仔多好，多帅气，他在最巅峰的时候选择了离开            
(NA)	 小时候爱追看的            
(5星)	 项少龙回到秦朝似乎是冥冥之中的事，若不然，也不会有秦始皇。你我存在此空间的因素就是历史。而到最后项少龙没有改变历史而是成全了历史。。。            
(4星)	 之所以情节跌宕，全因有个好剧本。黄易名作，到底非同凡响。虽然情节较小说删减甚多，仍然胜其他剧集良多。            
(2星)	 看到一半放弃了~~我至今不认为这片子有什么好看的。            
(5星)	 大爱这部剧，至今念念不忘。            
(4星)	 本来还想着电视剧不错想去看看小说...结果发现黄易的文字真的不适合我...            
(4星)	 我是来了结徐飞与武俏君的怨念的            
(5星)	 TVB神剧之一！！            
(4星)	 爱林峰~```~~            
(5星)	 經典啊            
(4星)	 原来秦始皇焚书坑儒是因为我？！~~            
(2星)	 无聊剧情…………            
(5星)	 很好看~~            
(NA)	 冲着林峰去的            
(4星)	 当年的大爱啊。            
(3星)	 穿越剧鼻祖。            
(4星)	 睇完电视剧，再睇小说~  超正！            
(4星)	 古天乐 你妈叫你白回来。            
(5星)	 太穿越了，太优秀了            
(3星)	 这个没有大多数人那么喜欢。            
(3星)	 小说在我的同学们中传看，据说很H            
(4星)	 虽说为了圆刑4的缺憾才有了这次的圆满，但二女侍一夫也就罢了，这两人的感情刻画显然不及另一对，真是不如刑4的经典            
(3星)	 挨唔到结尾。我觉得我最锺意噶，系雪梨扮演噶赵雅            
(NA)	 穿越电视剧鼻祖呀！            
(5星)	 当时是跟孙一飞在“二姨”家看的。那时候，我俩每天吃二盒盒饭……            
(5星)	 好玩            
(3星)	 平平淡淡            
(5星)	 我只支持Louis和Jessica            
(4星)	 经典死了   两个大帅哥  不过我不看第二遍  还不错了总的说  这部剧是第一次见林峰  ~~~~~~~~~就觉得他很帅            
(NA)	 我哥哥喜欢            
(5星)	 如此结局那就是一个死循环啊，赵盘的蜕变实在惊人！            
(4星)	 喔唷，第一部穿越~            
(4星)	 算是开创了那时候的一个经典！古天乐呀古天乐，你什么时候回到小荧幕，不喜欢看你拍那些商业电影，很恶俗一点都不好看！我好喜欢你和宣萱配呀！            
(5星)	 真的很好看，这是我看的穿越剧中最好看的            
(3星)	 一片一片的和谐，最后竟变成韦小宝...            
(5星)	 很妙~            
(5星)	 里面有5个女的喜欢项少龙！            
(3星)	 感觉画面好山寨啊            
(NA)	 超喜欢            
(5星)	 宣萱+古天乐，心水。            
(5星)	 已经果断决定高清版mkv重温了            
(4星)	 第一次接触穿越剧            
(4星)	 这么多年了，再看还是很吸引人，没想到焚书坑儒是这么来的，项羽竟然是他的儿子，哈哈，真真假假~            
(4星)	 重温            
(4星)	 我爱宣萱            
(3星)	 后面太狗血了            
(4星)	 除了宣萱，其他都好。            
(5星)	 天乐哥啊。。。。            
(5星)	 这部电视剧在很长时间中都是我心中最好看的电视剧，大让我有了第一个所谓的偶像——古天乐。剧情偶那个紧凑，服装道具精致，画面具有时代感。相信不挂老少没有人会觉得这部剧不好看的。            
(4星)	 古天乐小白时期  是在太符合小说里的男人了            
(4星)	 我是看古天乐的            
(5星)	 狂喜欢的电视剧            
(5星)	 只能说爱死古天乐            
(4星)	 喜欢宣萱，讨厌郭可盈！            
(NA)	 我怎么看完这么郁闷呢~            
(5星)	 古仔&gt;&lt;            
(5星)	 古天乐，应该是硬着头皮拍的这片子T.T            
(3星)	 赵盘啊赵盘。            
(4星)	 上学期间曾经猛追的剧，怀念            
(5星)	 难得的好看穿越大片。体现了现代人的机智，幽默和处事能力，美女云集，明星云集。好片！            
(3星)	 还可以吧.            
(4星)	 项少龙            
(5星)	 嗷~            
(5星)	 太好看了            
(5星)	 我已经睇过N次了 好得意            
(4星)	 我是多么的喜欢古天乐和宣萱这一对啊。。。            
(5星)	 好看的一塌糊涂。            
