http://movie.douban.com/subject/2157131/	少年包青天
(2星)	 周杰就还好啦…喜欢冰姐…当年还是会追看啦…因为是破案的            
(4星)	 小时候每次看都怕怕的            
(4星)	 当周杰还不是周杰的时候，演的还是不错的。很喜欢里面的公孙策和飞燕，一直觉得他们好登对，可惜现在看不到了。            
(NA)	 刚开始还行。。。。            
(5星)	 忽略周杰的鼻孔 我觉得这部剧太棒了，至今还记得那个可爱的庞飞燕            
(4星)	 最喜欢邓超版的~            
(5星)	 虽是赝品，但是很好            
(3星)	 最爱第一部            
(4星)	 好吧，那时候的周杰，还是可以让人忍受的。起码，我觉得这部戏还不错~            
(2星)	 这个其实我也看过            
(5星)	 当年看的时候很喜欢演庞飞燕的那姑娘啊，很可爱，很漂亮            
(4星)	 当初爱死这部剧了。我爱公孙策哦耶耶~            
(4星)	 大学毕业了还买碟回家又看……觉得电视屏幕更过瘾……            
(5星)	 国产电视剧高峰。拍的超好！周杰，偶像之一！任泉大哥我也很爱！            
(3星)	 有些剧情抄袭金田一少年事件薄·····但总体而言还是不错的，鼻孔周演的挺好···            
(4星)	 小学的时候 我不敢一个人看这个- -            
(4星)	 最好的少包，最好的周杰。后续都是狗尾！！            
(5星)	 曾经把我吓的发烧了，他娘的干尸            
(5星)	 小学暑假和姐姐一起看的，那时好像特别迷的            
(3星)	 这个时候你还不是庞统。            
(3星)	 看的时候任泉帅死个人哦~~~            
(NA)	 过瘾呢            
(3星)	 谁能想象周杰现在被恶搞成这样            
(NA)	 初中时期茶余饭后的娱乐            
(4星)	 酸策&gt;&lt;            
(4星)	 这两天，天天在复习这部电视剧。剧情什么的历历在目，记得那么清楚，但自己所报的感情感觉不一样了。            
(4星)	 鼻孔哥周杰最近又红了            
(5星)	 小时候很迷恋啊……            
(4星)	 从小看到大，现在还逢播必看。            
(5星)	 想当年            
(4星)	 哈哈，大爱。。            
(5星)	 经典            
(NA)	 年轻的鼻孔、释小龙、任泉、莲花冰冰……            
(3星)	 。。。周杰            
(3星)	 寝室这几天，天天看，我疯了            
(4星)	 太傷腦細胞了            
(NA)	 还是第一部好            
(3星)	 喜欢任泉。。。。            
(4星)	 还是公孙策！（不对            
(4星)	 那时候看的时候经常还被吓到，笑。            
(5星)	 个人认为周杰版的比陆毅版的好，鲜活生动。            
(3星)	 公孙策。            
(5星)	 尔康~            
(3星)	 陈道明演的好。其他就算了，，，            
(5星)	 的确很精彩，欣赏公孙策~~~有他的专案，很欣慰！            
(5星)	 八贤王            
(4星)	 还是最经典第一部            
(4星)	 周教主最好看的造型就在这啦，在头上扎成兔子耳朵的浴巾            
(4星)	 不错不错，算是大陆不错的古装侦探片了。。。            
(5星)	 鼻孔。。。            
(4星)	 推理还有点意思            
(4星)	 很不错的，我从来就有福尔摩斯情节，虽然周杰那个马景涛式的演技让我时时无语，但关键时刻还是可以的，剧情非常完整            
(4星)	 重温了一下。。。            
(4星)	 周杰这部不错。            
(3星)	 你这个包黑炭            
(4星)	 小时候看的觉得不错            
(4星)	 李冰冰那时好清纯            
(3星)	 蠻恐怖，尤其是乾屍案。            
(4星)	 老喜欢看了。            
(5星)	 我狂爱的包拯啊！！！            
(4星)	 中国版福尔摩斯！            
(NA)	 我從9歲看到19歲一遍一遍~            
(4星)	 10年已经过去了            
(5星)	 上高中时看过的电视剧，感动！            
(4星)	 周杰饰演的第一步少年包青天剧情还是不错的...            
(5星)	 我觉得挺经典的内地电视剧~            
(4星)	 第一部还是很不错滴 不知道为啥 后面两部就不想看了            
(4星)	 最好的一部少包。。。。            
(3星)	 周鼻孔那时候还是很有魅力的            
(4星)	 记得当时看感觉还挺恐怖的            
(4星)	 小时候不太敢看 。有一点点慌            
(3星)	 对干尸案印象特别深刻            
(4星)	 嗯，比较喜欢任泉            
(4星)	 但年还是喜欢的。。。            
(4星)	 这部的意义在于好多名人~陈道明赛高~庞三小姐很可爱！            
(3星)	 还可以。            
(2星)	 周杰脑门上贴了那月牙经常被发现尖角处没粘死...            
(4星)	 还是第一部最好看~庞飞燕和公孙策的组合还蛮有萌点的~            
(4星)	 忧国忧民呐！！比现在那个奇怪的版本好多了！！            
(3星)	 给这个评价主要是很反感周杰和李冰冰！但考虑本片对推理案件做得还不错，决定加一颗。            
(4星)	 當初覺得蠻好看的            
(5星)	 不错的中国式推理            
(4星)	 小学时候看的如痴如醉的~            
(5星)	 破案系列里永远的最爱~放几遍看几遍的            
(4星)	 抄袭啊抄袭            
(4星)	 也算是经典了            
(3星)	 周杰这个傻逼啊。  不过电视剧还是有点儿意思 小时候爱看            
(4星)	 剧情还是蛮好看的            
(5星)	 三部包青天 就这个最好了 其他都很c 虽然我不太喜欢周杰 不过这个里面演的真好            
(4星)	 当时还挺喜欢看的            
(4星)	 大陆真人版柯南，虽然很讨厌周杰吧            
(NA)	 第一部。一个故事长啊巴拉长啊。没有第二部印象深刻。公孙策当然是比包拯帅的，周杰其实在这个电视里没那么囧啊，还有释小龙，那时还挺小的啊，李冰冰没现在漂亮，那个庞飞燕还有一点儿可爱的啊～记得那个隐逸村之谜，演啊演就是演不完，每次开下来都是这个            
(4星)	 第一部还是质量很高的~            
(3星)	 这里的周杰还不错啦，包黑炭            
(4星)	 一还是很好看的，我是说案子            
(4星)	 凭良心讲 还是很好看的 任泉好帅啊            
(5星)	 周杰版的不错。            
(5星)	 诚意之作            
(5星)	 里面的庞飞燕真是爱死她啦            
(3星)	 你是柯南，你是金田一，你到哪里都死人，其实你就是死神            
(4星)	 公孙策一直是梦中情人啊。。。            
(5星)	 我承认之前没看柯南，，，觉得好刺激。。。            
(5星)	 头上一片青天            
(5星)	 看了那么多遍＝＝给个五星吧。            
(4星)	 图解岛田庄司最经典著作。导演功不可没。            
(4星)	 哈哈、小时候我都不敢看这个。我觉着惊悚。= =            
(3星)	 其实有点慎人            
(3星)	 鼻孔子当年还是中老年偶像的中流砥柱啊            
(5星)	 不知道人品到底怎么样。其实周杰演的不错            
(5星)	 儿时的回忆啊！            
(5星)	 声明 五星是送给当年秒杀我的八贤王滴 跟周鼻孔无关            
(3星)	 很多情节抄来的。。。            
(4星)	 小时候被骗了T_T            
(4星)	 讨厌周杰，不过这电视剧当时觉得很好看，晚上看了还不敢睡觉呢。            
(5星)	 不管别的什么，真是喜欢这部。            
(4星)	 年轻的时候被吓到过！！！后来发现好多都抄的金田一！！！ = =            
(NA)	 实话是这个还不错            
(4星)	 中学时期的最爱（只爱第一部）            
(3星)	 破案的戏我没有免疫力。小时候还喜欢那个任泉来着。。。诶--------            
(4星)	 其實還是第一部最最好看~            
(2星)	 抄袭……咱就不说了……            
(4星)	 只爱看推理部分            
(3星)	 內地拍的不錯的案情偵破的劇。            
(3星)	 没有台湾版好，但比后几部要强很多！            
(4星)	 喜欢当年的周杰，李冰冰，释小龙，任泉。以及明叔。岁月啊。            
(4星)	 厄，真的这个包拯最像样            
(3星)	 这个抄柯南，抄金田一太多了，侮辱了广大动漫迷的智商。且此对黑白配大鼻孔、小白脸完全萌不起来。。。            
(3星)	 除了鼻孔兄，其它都还好            
(1星)	 抄袭金田一！恶劣！            
(3星)	 这部认识李冰冰，演员都演得不错，挺有悬念感的            
(5星)	 山寨但很有爱            
(4星)	 咆哮帝，那个时候我怎么就么发现周杰的这个潜质捏？其实这部还算是不错的呢。特别是觉得李冰冰那个时候特别纯，展昭特别机灵可爱，任泉的公孙策深入人心@Home            
(5星)	 这个是经典。             
(5星)	 原来真的那么爱看            
(4星)	 很多年后看了金田一才知道完全照抄，不过总体来说还是挺顺畅的，那个啥啥族的那一集，还着实把我吓着了            
(4星)	 小时候超怕的            
(4星)	 小学看的吧,真好看.            
(5星)	 甭管剧情  单论演技还是很好看的            
(4星)	 那个时候的释小龙多可爱。。             
(2星)	 抄抄抄             
(4星)	 其实第一部还几好。            
(4星)	 聪明            
(4星)	 我觉得暴雨梨花针好吓人，在我幼小的心灵留下深深的恐惧。。。ps还有那个唐记那个卖吃锅巴的，你是四川唐门流传下来啊？            
