http://movie.douban.com/subject/1786743/	老房有喜
(3星)	 苏有朋！！！！            
(4星)	 冲着回忆给星。            
(3星)	 很早以前看的了，依稀记得比还珠格格更爱苏有朋。            
(NA)	 那种氛围挺好的，赵薇那个时候很清纯，没看完整，这是看电视最经常的状态吧            
(4星)	 很可爱的片子啊！            
(4星)	 记忆中很好看啊 ，剧情也很好。            
(2星)	 最近比较烦 比较烦~~比较烦~~~~            
(4星)	 我好像喜欢看第四集。。。            
(3星)	 最近看了个老房有喜的演员今昔对照的视频。啊啊。变化真了个大。            
(3星)	 小时候的回忆            
(4星)	 挺美好的。            
(4星)	 突然就想起你来了～当年是有多喜欢来着            
(3星)	 不能用现在的审美观来判断那么老的一部电视剧了。在当时，我还是满爱看的。            
(4星)	 这个老剧看得我当时神采飞扬，心里特别希望赵薇和苏有朋能在一起            
(5星)	 最近比较烦，比较烦，比较烦~            
(NA)	 我想说。。为啥最近介绍它的时候用了“一见钟情”。。。难道其实他们俩是一见钟情的？我怎么以前没发现！！！            
(3星)	 童年==            
(NA)	 最近比较烦~~            
(4星)	 印象比较深的倒是剧中的绿叶，哈哈，一个阶段的记忆            
(4星)	 曾经被苏小鹏的阳光辐射到，带走我心中的一切阴霾~~~            
(4星)	 还珠后的再次演绎。。。            
(4星)	 小时候好喜欢的，其实有点做作…            
(NA)	 看到电视报上的介绍让我兴奋了好久            
(NA)	 那時候我知道了張愛玲那句名言：我要你知道。。。。。。            
(3星)	 还珠格格衍生物···            
(NA)	 小时候最喜欢看这部了！            
(4星)	 啦啦啦啦。我看过诶。主题曲是最近比较烦            
(3星)	 jingdian            
(4星)	 其实挺好看的嘛            
(4星)	 老上海味道的爱情，每个人物都好有上海的味道，还珠的延续……            
(5星)	 忽然想起这部剧。            
(NA)	 比还珠好看啊            
(NA)	 我也看过这个片子的！我还记得赵薇他爸在抗洪救灾，居然有大哥大这种高科技产物！！最后也不知道苏有朋和赵薇是不是近亲结婚。。。反正就是还珠格格的前世今生。。。            
(NA)	 当年觉得还不错            
(4星)	 青海台还在演。。不得不说苏有朋那会真是。。唉。。            
(3星)	 据说里面有邰智源，木有印象了。。前几天才知道看这部剧的时候我跟里面的小海燕一样大。。时间是把杀猪刀啊。。。。。。。            
(5星)	 那时候怎么就那么喜欢呢？            
(NA)	 ^  ^            
(4星)	 在赵薇还不怎么火的时候就看过，只不过许多情节已经淡忘。现在青海卫视重播，老妹特开心，终于如她愿了，之前她就念叨着要是再播《老房有喜》就好了。所以，只好跟着她看了。感觉那时的赵薇和苏有朋如此青涩，但都是特纯的表演，好有怀旧的味道啊^_^            
(3星)	 目前青海台还在放            
(4星)	 哈，又在重温，小时候的记忆吖            
(3星)	 童年的回忆~            
(4星)	 对这个印象太深了啊！！小时候每天下午2点钟 外公家就会有一堆老爷爷老奶奶过来一起看。。            
(4星)	 算是旧时回忆了            
(1星)	 好            
(4星)	 当年看的时候觉得挺好玩的             
(3星)	 其实还不错 记得那个唐明皇跟杨贵妃 蛮搞笑的            
(4星)	 怀念            
(4星)	 我不记得了，就记得小时候挺喜欢看的。。            
(4星)	 好喜欢啊小时候。            
(3星)	 童年的回忆啊            
(3星)	 就记得钱多多了= =            
(3星)	 五阿哥和小燕子诶⋯⋯            
(3星)	 突然想起这老电视了            
(5星)	 曾经啊~~            
(4星)	 当时不要太喜欢这一对哦~            
(4星)	 呀！            
(2星)	 火了的只有那个背包            
(3星)	 真是怀念啊            
(4星)	 关于旧上海故事的部分很伤感            
(3星)	 两个我最讨厌的人 我居然看完了            
(4星)	 那时看得我瞎感动。            
(4星)	 对这部电视剧也有影响，记得貌似是发生在上海。            
(3星)	 隔了好久了  差点把这个电视剧忘记了            
(3星)	 记得当年超级喜欢苏有朋            
(4星)	 当时真的是很喜欢！            
(4星)	 依旧是偶们那个年代的片子，不会被翻阅的当时喜爱            
(5星)	 我想再看一遍~            
(4星)	 唉，想当年啊，爱死这片了            
(3星)	 还行~没事儿喜欢回忆的人可以一看~            
(5星)	 小时候可喜欢这个了！！！！            
(2星)	 还珠格格的衍生产物            
(NA)	 还珠格格后遗症            
(4星)	 这里的赵薇比小燕子可爱多了            
(2星)	 这个不是一般的雷啊，可惜当时还不流行雷这个字            
(5星)	 小时候看的家庭剧            
(5星)	 我小时候最喜欢的电视剧            
(NA)	 那时候的金童玉女            
(5星)	 偶像剧的启蒙 懵懂的记忆            
(3星)	 还不是因为还珠喜欢上了这对，然后去看的这剧……            
(NA)	 好好看呀嘻嘻嘻嘻            
(4星)	 是我对上海最初的认识，也是对老上海感兴趣的开始。回想起一个人漫步衡山路，在四川北路看老房子。美丽的老上海~~            
(3星)	 记不清了,有点纠结            
(3星)	 那会儿的苏有朋帅啊！            
(4星)	 当时还以此为灵感，想写部小说呢            
(3星)	 接着卧槽。好老的电视剧            
(4星)	 小时候可喜欢看了            
(3星)	 小学毕业那个暑假看的········            
(4星)	 啊，儿时的记忆啊            
(5星)	 喜欢            
(3星)	 初中时挺喜欢的~~            
(3星)	 当年我姐超喜欢            
(4星)	 既还珠格格之后看的            
(3星)	 多年的都给忘了，只是觉得挺好玩的            
(3星)	 童年回忆，经典,小学看的呢，还是            
(NA)	 小时候好喜欢看啊！！！            
(5星)	 我是五阿哥的忠实粉丝。            
(NA)	 我忘记里面有首很红的歌，叫啥来着？最近比较烦= =！！            
(4星)	 我也好 怀神~~            
(5星)	 很小的时候看的。。。记得当时就想他们一定要在一起啊            
(3星)	 我那时候怎么看了这么多鸡肋电视剧= =            
(5星)	 ~            
(4星)	 小时候就认定他们一对了，哈哈            
(NA)	 杨贵妃和唐明皇XD            
(2星)	 他俩咋就没成呢？            
(5星)	 荟荟，你还记得我们八它录下来，用相机对着电视拍吗？            
(4星)	 其实我蛮喜欢这个            
(4星)	 有点穿越，无限怀念            
(3星)	 看了还珠格格，再看老房有喜，我以为他们会在一起。            
(4星)	 呵呵呵            
(4星)	 主演给力就行  剧情就算了            
(5星)	 小时候爱看的都打5星！            
(3星)	 小时候看的还蛮好笑的            
(4星)	 那個時候很愛。。。            
(4星)	 那个时候真的看呆了            
(5星)	 苏小鹏帅得我的心都要融化了....╮(╯_╰)╭            
(5星)	 小时候可喜欢看了            
(3星)	 小学看的……            
(5星)	 不知道最近是很怀旧还是怎么的，突然想到这电视剧，还翻出来看了一集，以前超喜欢。            
(5星)	 让我爱上上海的电视剧            
(4星)	 赵薇当时真不错            
(4星)	 迷完还珠格格以后就是它了...            
(4星)	 最近比较烦比较烦比较烦            
(2星)	 小时候看过，俗。            
(4星)	 青葱时代的CP爱啊。            
(2星)	 年代有点久远            
(NA)	 小学吃着干脆面的回忆            
(4星)	 看完还珠格格 最喜庆的就是看到五阿哥和小燕子又在一起了            
(NA)	 好多年前啊，勾起回憶            
(4星)	 当年超级爱看的，气氛轻松又搞笑~又有个老房的传奇故事。            
(4星)	 太怀旧了。。。1999            
(3星)	 还珠余热~当年的两人真是好看~            
(4星)	 我记得那个三明治==            
(3星)	 古早的剧，难得我还记得结局~            
(4星)	 当时看的很欢乐            
(3星)	 有看没看看一下            
(4星)	 小时候那叫一个迷            
(3星)	 季芹真漂亮！            
(5星)	 傻不拉几的            
(3星)	 年轻真好            
(4星)	 很小的时候中午吃饭，地方台在放这个电视剧，当时记得很好玩儿。。。很搞笑。。。老了老了。。。            
(3星)	 结局挺好的。            
(4星)	 那时觉得苏有朋还是蛮帅的~            
(4星)	 我小时候。一直觉得他们两最配。            
(NA)	 懂事以来看的第一步国产剧。            
(4星)	 好怀念这部电视剧啊~当时我还很小，赵薇还不甚出名            
(3星)	 当年那个喜欢啊            
(4星)	 上海的感觉            
(NA)	 当年为了看赵薇~~~            
(NA)	 小时候对上海最深的印象就是这片子里的 - -             
(4星)	 一直不能理解为什么苏有朋饰演的那个人是被抱养的但是还是跟那谁长得一模一样@_@            
(5星)	 还不错~            
