http://movie.douban.com/subject/4059238/	下一站，幸福
(5星)	纠结+狗血 我看得很激情 五颗星 完全是给吴建豪的 帅之！
(3星)	俗的好看
(5星)	全部都KIRAKIRA的~ps：好看，好看，身材很好，就是害我down掉了四级考试··
(NA)	是一部看了就忘不掉的电视剧，真个电视剧的前半段是灰常好的，感动之处让人灰常感动，解恨之处也很解恨，可是后半段就有点小墨迹了！整体来说是个好的偶像剧，推荐吧
(NA)	一个字&#39;赞&#39;
(5星)	造型师很牛，给了安以轩两个恰到好处的造型
(5星)	好看。
(4星)	“看电影到最后都是配角的错”，不是特别喜欢看偶像剧，但是让我改变了一些对台湾偶像剧的看法，它更适合听，因为台词太棒了，吴建豪的演技突破性很大，特别是13集的那一滴泪。
(5星)	虽然是偶像剧中泛滥的情节，但在Vanness和安以轩的演绎下确实如此感人脱俗。
(NA)	幸福，不要害怕不要退縮，勇敢的向前。
(3星)	看看MV不错，片尾曲三口之家好温馨啊:) 喜欢这个名字&#39;下一站，幸福&#39;。。其实剧情倒没什么当时看了两集就没再追了…
(NA)	可爱的小小彬
(3星)	丈母娘的拿手曲目 我冲种花的才看看的 他长的怎么看怎么像安东尼那个崽...
(NA)	幸好不是大s演的
(4星)	任光晞和梁慕橙是命定
(4星)	安以轩有转型哦，小小斌才是亮点
(NA)	大爱~~~~~
(4星)	结局感觉不怎么好
(5星)	向来对《流星花园》之类的台剧不感冒，却无可救药地中了《下一站幸福》的毒。都是猪猪惹的祸！我终于同意猪猪的观点了，原来VAN NESS真的很帅。
(3星)	如果不是因为我曾经很喜欢吴建豪 我不会追到第5集。如果不是因为有小小彬 我绝对不会看完这部片子 虽然总在快进现在的台剧啊.. 这部算是正常点了
(4星)	前面几集看的内牛满面，后面就一般了
(5星)	我觉得很不错啊，看的我一直哭。
(4星)	可以直接叫慕橙吗？
(NA)	心酸；感动心心相惜的爱情都那么美好
(5星)	超好看，喜欢安以轩
(5星)	淡雅细腻 清新隽永 可是哎呀，AIYA为什么只有五星捏？？？！！！
(NA)	想想去年整个寝室一起追 撕心裂肺啊
(2星)	- -。矫情，看不下去了。
(NA)	下一站幸福，我们的幸福
(3星)	我觉得还行，比一般的台湾偶像剧好一点
(3星)	帅气多金的男主，善良坚强的女主，温柔执着的男二，美丽能干的女二，家境的落差，无奈的离别又重逢还有无论是谁都有不变心的爱情...可以说是彻彻底底的台湾偶像剧模式，但是谁让我就是那种会被这样的小言情感动的人呢？
(5星)	不拖沓 冗余少 小孩可爱
(5星)	偶像剧的美好意义在于安慰你即使人生很悲剧，也会有王子骑着白马来救你。
(3星)	我就是看吴建豪的！
(5星)	我不是个喜欢看电视剧的人 会觉得太冗长  情节也都在意料之中 但是 这一部电视剧 我很认真的看完了 喜欢最后温馨的结尾 喜欢中间的曲折心酸 这才是真正的爱情 更喜欢可爱的小小彬
(5星)	剧情很不错，演员也很屌
(5星)	还是很不错的一个剧的。。只是看到后来也实在狗血。。。
(5星)	本来只是抱着打发时间的心情看一看的，没想到很不错。小小地惊喜。突然发现吴建豪的眼睛很细长，而且眼尾上挑，很勾人哦~~~
(4星)	挺感动,挺温暖的..虽然是偶像剧,但还是推荐..
(3星)	喜欢的是温馨，是浪漫。http://blog.sina.com.cn/s/blog_492ec32e0100fi97.html
(4星)	全家看...
(4星)	集友情、爱情、亲情于一身~好看！
(4星)	一颗星是给可爱的晓乐，一颗星是给帅气的V，还有一颗星给女二号因为我觉得真的比女一号正！最后一颗给拓也......
(5星)	米修米修～～～
(4星)	这出戏所有的桥段都很老套，那又如何，生活本来就是老套的。打动我们的，从来都不是新奇，而是共鸣。
(4星)	他脱了两次 嘿嘿~
(NA)	我一直都觉得它和放羊的星星好类似！
(4星)	感动的不是剧情，而是那些心酸事。。。
(2星)	撑着看完了前八集....女主角的演技还是不错的.
(5星)	小乐的出现更加燃气了我生儿子的愿望！
(5星)	下一站幸福，最温暖而感人的偶像剧。每个角色都在为所爱的人考虑，温暖~
(5星)	挺好的 嗯 真的。
(4星)	很纠结的感情，幸好最后还是HAPPY ENDING~
(5星)	我稀饭 安以轩!!!!!!
(3星)	太美好了  所以只配欣赏 不会成真
(5星)	温馨版 哈哈
(5星)	哭到眼睛变核桃
(5星)	小乐太萌
(4星)	完美。但最喜欢任光晞。
(NA)	小孩很可爱
(NA)	乐乐，嘿嘿，最喜欢你
(NA)	觉得安以轩超级清纯~
(5星)	很喜欢这部，尤其是可爱的小乐，my偶像！  米修米修！
(3星)	看得累死人……看见Ｖ的进步，有些怀念当年Ｆ４，和那之后的许许多多时光，尽管那些记忆已经开始变得模糊。
(5星)	有点特色 感人的纯爱
(4星)	什么童话般的爱情啊幸福啊都是浮云啊浮云...当童话看吧。看完了就过了。自己的日子还是要过的。不过吴建豪真是要命的帅。对于一个长年日剧的人来说这部台剧至少不脑残。
(4星)	好看 安以轩 越看越漂亮了。。。细细
(NA)	为什么对狗血的爱情片如此欲罢不能...
(5星)	一个争气的男人靠得住
(4星)	有张力的小台剧
(4星)	真的是偶像剧啊偶像剧
(4星)	拍MV出身的导演画面相当好
(4星)	小乐太可爱了!!
(3星)	剧情很狗血。但男二很帅，演技也好，赞~\(≧▽≦)/~
(5星)	很喜欢,是偶像剧又不是偶像剧的感觉...
(5星)	梁小乐太可爱，太懂事了
(3星)	前面不错，后面很拖拉！
(4星)	如果我没有遵守承诺 请你答应我一定会这么做 你回家去睡一觉 等天一亮醒过来 就把这个人和所有的事 当做是一场梦 一场很长很长的梦 梦醒了，就该忘了 不要哭了，不要为他伤心或是痛苦 等遇到下一个 能和你创造新的回忆的人 请你一定要接受他 开心的去
(NA)	看了几集看不下去~
(4星)	挺感动的~~小小彬太可爱了~
(3星)	那个小孩真的是一个丘比特！
(4星)	台剧里我认为相对比较好的了
(3星)	果然后面还是拖沓……
(5星)	大爱吴建豪和小乐诶。我是台湾腔。哈哈
(5星)	女主角很像赵薇+张韶涵，不过演技超过这两个人，服装搭配很得我心，完全是我的风格来的；吴建豪很像死神里面的那个银，尤其是咧嘴笑的时候，看得我一阵心惊。
(5星)	Wow! This is how idol dramas should be!
(5星)	简单的爱情故事，
(4星)	很感人很感人某人说，每一集他都哭了我虽然没有这样，却真的觉得感人。只是会觉得有些情节会不是那么真
(2星)	前四集最后四集。吴建豪看起来很努力，可是演技还是。。。
(4星)	自从流行花园在我年少的心灵留下阴影后，就没怎么理过台剧，特别是偶像剧，特特别是有F4成员的偶像剧。由于网上网下好评如潮，我试看了一集。哪想到看上了瘾，3天看完。感想颇多。台湾偶像剧也可以拍得这么好看......
(4星)	看就看了，发现自己哭点真的超低，吴建豪挺帅气的说。。。单眼皮男生
(5星)	很迷的一部剧~~~
(4星)	小乐很可爱
(4星)	看完花絮才发现V练习中文花了这么大力气，就算为这份努力，也值得一看。男一男二男三（晓乐），我都喜欢啦~~~
(3星)	 开始有点喜欢安以轩 看完最后一集，发觉花痴心这个叫朱芯仪的演员也超漂亮的哈哈
(NA)	十字绣。连续剧。日子飞速滚去。
(3星)	是我不够年轻了吗？这剧情也太tm狗血了吧，在开头五分钟之类，老爸翘掉，小阿姨妄图遗弃她。接下来就是暗恋她的傻气愣头青男儿就出现，以轻浮来掩盖内心创伤的富家少爷，编剧您牛了
(5星)	很喜欢很喜欢很喜欢
(5星)	好感人啊，尤其是每集开头片头曲响起的时候，太悲了，还好悲而不伤啊，很温馨，很有感情，真的很好看~小乐太可爱了~
(NA)	越到后面越无力
(5星)	好看。特别是小乐啊，看到他的那部分，我们一宿舍的要么笑趴了，要么感动的眼泪冒泡啊~~我的一盒纸巾都快被抽完了。。。。
(5星)	真的不同于一般偶像剧，喜欢每一集吸引你的剧情，喜欢吴建豪的帅，和小小彬的可爱
(NA)	我是看小孩 和 混血美女的
(NA)	喜欢吴建豪演的律师，很入味，但他们接吻的戏演得超烂
(3星)	这个,台词能给80分，剧情只能给60分。。。吴建豪真不够帅
(3星)	至此。同学我已然从TVB转档到台剧了。为什么每次都能看得这么投入挖&gt;&lt;真丢人吖。
(4星)	晓乐啊 我完全是为你而看的 虽然你现在长大了 眼睛也变小了也不放空的眼珠像要掉下来了 但是小小彬我还是依然爱你~ 典型的爱情戏 看到这一秒就知道下一秒演什么 但是那样的爱情细节 就像初恋纯纯的 王子和灰姑娘的故事也只有在电视上看到了 青春啊 近来越来越感慨了。乡民说台语太搞了 
(5星)	片中的小孩梁晓乐（后改名任晓乐）是本片最大的看点啊……
(NA)	唯美的爱情
(4星)	结局太he了
(5星)	很好看，网上有很多经典台词
(4星)	三天火速追完，泪点几乎都当笑点看了，台剧果然不可以看得太急啊。。。。喜欢拓也哥~
(5星)	爱情，曲折，波折，在一起。
(3星)	你知道吗？巴哈有一次在宫廷演奏的时候，他的大提琴被人动了手脚，除了G弦之外其他弦都断了，当所有人都等着看他出糗的时候，他却只用了一条G弦即兴地演奏了一首咏叹调，也就是现在很有名的G弦之歌。
(5星)	很好~就是不DJ女猪脚！典型湾湾八点档苦情戏里讨骂的圣女！还有安后半部分的装扮好老相...- -
(3星)	偶像剧让人幻想。。。然后灭绝。。。
(5星)	最喜欢的剧之一。安以轩不用说，整一个唯美。吴建豪在这出剧也让人改观。按剧情可以分前中后三段，个人评价最高的是中间花田村的一段，刚认识之初的前段也颇为唯美，到了真相揭晓的后段就沦为滥剧了，到了结局，更是糟蹋了剧情的编排，只能说虎头蛇尾吧。补充一句，女二的角色很是无辜。
(NA)	幸福的感觉很甜~~~~
(4星)	纯情的啊~熟悉的梗~
(3星)	唉，真的是大势所趋，可能是演员年龄太大，整天让他们演20岁的小青年也不是个事儿，所以就加入了复杂的孩子的因素，但是自己的生活都没理清，还赖烦小孩儿，不好不好
(5星)	很久没看台湾的偶像剧~~~总觉得不好看，看到下一站那么火，很好奇为什么，于是前不久才去下了，一口气看完，到现在还走不出来，虽然剧情不见得多新颖，却依然让人无法忘怀，第一次觉得吴建豪很帅，觉得他们三个在一起真的是一家人~~~即使结局这么温馨，依然心里空空的，可能不想结束吧，而里面的歌让
(5星)	好看~
(NA)	人人心中都有一个任光晞
(3星)	我强调，我只看过一半。。。都是因为猫咪
(4星)	小朋友很可爱，米修米修。男女主角太爱哭，不喜欢这类赚眼泪的剧。
(4星)	集所有狗血偶像剧桥段为一体
(3星)	不可否认男主女主女二长的都养眼，而剧情和人物却很虚假。真实的人性不在这里。
(4星)	小小彬小小彬~~~
(NA)	其实剧情有些老套，可能是小孩子性格的设定让大家打分如此之高？
(3星)	就中间段还可以 前半部分和后半部分一堆肉麻对白搞来搞去有点受不了。。。小小彬挺可爱的
(4星)	小孩是上帝派来的天使。爱上了，无论过程有多坎坷，都不可能欺骗自己。
(5星)	这是迄今为止唯一一部我会看第二次的连续剧~~~
(5星)	不知道为什么，就是喜欢得不得了，喜欢光晞的一切啊，话说我好花痴啊，他一笑，小眼一眯，小酒窝，嘿嘿，我就哈喇子一地一地的啊
(4星)	不错噢
(4星)	算是言情小说的老掉牙故事，但是吴建豪的演技确实进步很大，至少是用了感情在演，小小杉好可爱呢~
(3星)	中间偏前的几集挺感人的。刚看的时候哭死了。
(5星)	一直忍著不要看,因為之前聽很多人說會哭,結果連一向不看台劇的朋友都和我說超好看之後就看了,而我,也好似沒有哭~anyway,很窩心的一齣戲~小演員很cute
(5星)	不喜欢看偶像剧，可是这个看了三遍。一直觉得这部不是单纯的偶像剧，被细节感动着。。。。。。
(5星)	前面拍得很美，最后几集太纠结了吧~
(NA)	导演总是有这样的能力，在好好的故事开始后，情节就开始充满误会纠结伤害怨恨分手直到达到观众的忍耐极限，瞬间改变方向，圆满结局。故事不外乎几种，但这种过程多艰结局幸福的最符合人们的情绪，人们也总是在这样的故事中寻找慰藉。
