http://movie.douban.com/subject/1863941/	天龙八部 天龍八部
(5星)	 这部天龙八部是所有版本拍得最成功的，黄日华出神入化的演技，再加上背景音乐巧妙的配合，简直是一绝！我是完完整整的看了4遍，每次看都有不同的收获，真是太经典了，黄日华演绎得乔峰那英雄形象永远的活在我心里！张胡子版的除了美女多点，场景好之外，其余的实在是不敢恭维，完全和港版的没法比。            
(5星)	 后人之不可逾越的高峰。            
(NA)	 武侠就该是这样的么            
(4星)	 经典            
(5星)	 最美的段誉            
(NA)	 小时候第一遍看完的完整TVB剧，然后就迷上了，完整的下载了高清收藏，哈哈            
(5星)	 哈哈，那个萧峰老爸被追杀的时候，在墙上留下的是蒙古文，而不是契丹文~            
(4星)	 没看完过            
(5星)	 我的那个年代啊            
(5星)	 感觉是拍的最好的金庸剧。            
(4星)	 咱家的彤彤啊~            
(4星)	 童年的美好回忆啊            
(3星)	 。。。              
(5星)	 最经典的版本            
(NA)	 看了两遍终于看完了...真是喜欢虚竹的肉体啊...活生生的肉体啊...=v=...            
(5星)	 经典            
(4星)	 最好看的天龙八部之一            
(4星)	 不求称霸武林，但求一招凌波微步，万里独行            
(3星)	 经典，不解释。            
(5星)	 那时的陈浩民太美好了。真的。            
(4星)	 果然天龙八部还是这个比较经典。            
(5星)	 经典中的经典。无论看多少遍依然会笑到肚子疼。流不完的眼泪            
(4星)	 有人把阿朱一顿乱批。。其实王语嫣才是我最讨厌的女主。            
(4星)	 心目中真正的英雄，乔峰。            
(4星)	 黄日华的乔峰超级棒            
(5星)	 这个非常的天龙八部！！！            
(4星)	 没太认真            
(4星)	 黄日华版本的天龙八部，何等气概。            
(3星)	 只喜欢段誉             
(4星)	 TVB的经典。            
(4星)	 虚竹情结。            
(5星)	 堪称经典，今年暑假又看了一遍            
(5星)	 最喜欢这部            
(4星)	 温习之~王语嫣见表哥那里已无希望，抓紧时机转投段誉，真是聪明。。            
(5星)	 这部最经典。            
(NA)	 记忆模糊…            
(4星)	 当年爱到死。。。            
(5星)	 黄日华 一直都是一个很正面的人 无论是靖哥哥 还是乔峰 都在我们心中留下了非常经典的形象 无人能敌            
(4星)	 TVB选角的确有一套，这部戏所有人物都浑然天成～～～如果大英雄的服装再变变，慕容复再帅一点就好了。。。周华健的主题歌搭配完美！            
(4星)	 其实。。。我的最爱是虚竹。。。            
(5星)	 永恒的经典            
(4星)	 猜一生猜不透这道难题。            
(5星)	 剧情都忘了            
(5星)	 黄日华....            
(5星)	 印象最深刻的是那个梦郎与梦姑的邪恶镜头……话说那会纯的认为这太黄太暴力-。-            
(4星)	 现在看来很搞笑啊很搞笑            
(4星)	 没胡军那种大英雄气概            
(4星)	 段誉啊 其中3颗星星都给你            
(NA)	 我最最喜欢的一个天龙八部~~            
(NA)	 哎呀，好喜欢，虽然永远不知道主题曲在唱啥……            
(NA)	 经典啊            
(5星)	 电视剧中最好的那一版。            
(4星)	 主要人物刻画和配乐这两个方面，此剧是无敌的~其余，比较平庸~~            
(5星)	 电视剧的好看程度和特效关系不大…            
(4星)	 喜欢虚竹傻傻的，但是傻人有傻福。            
(4星)	 还是老版的和我心意~            
(5星)	 又是一个经典……经典的乔峰 经典的段誉……物力财力的短缺无法掩盖角色表演的魅力             
(5星)	 乔峰哥哥这么给力，不给五星不行啊            
(4星)	 还是他演的好看。。            
(5星)	 初看时迷恋段誉的潇洒，再看时狠狠敬佩萧峰的英雄气概。这样的英雄台令人信服，值得崇拜。那种大气豪爽，独步武林的气度，于黄日华来说，是不用演的。他往那一站，便是萧峰了。            
(5星)	 经典！！！！！！！            
(5星)	 哈哈哈            
(2星)	 有几集就是打来打去的，对武侠不敢兴趣，就是当时喜欢李若彤，去补习看不到还用录像机录下来看，当时那个执着啊！~            
(5星)	 大场面糙了点,TVB一贯的风格.胜在演员给力,主角配角都很突出,个人中意萧峰,段誉,阿朱,阿紫,木婉清,钟灵,康敏,还有让偶花痴了很多年的摘星子,哈哈哈.            
(4星)	 回忆。            
(5星)	 小时候觉得这剧中人老气横秋，现在看来确是最好的版本。            
(NA)	 年轻的时候爱段誉眉目如画，老来却痴迷萧峰豪气干云，我终于不那么浅薄了            
(NA)	 黄日华成功从虚竹转型萧峰            
(4星)	 那时候觉得好经典啊，还着迷了很长一阵子。            
(5星)	 嗯，黄日华太帅了            
(4星)	 还是喜欢这个版本            
(4星)	 当年我初三，为了回家看结局，特意跟几何老师吵了一架            
(5星)	 TVB版結構很嚴嘛!!            
(4星)	 不错的一版            
(3星)	 该剧整个茶几，上面摆满杯具.......            
(4星)	 老片感情深            
(4星)	 貌似在内地红了个陈浩民            
(NA)	 瞄过几眼。。。。            
(4星)	 给当时的李若彤的……            
(5星)	 爱萧峰爱阿朱到不行            
(NA)	 还是李若彤扮演神仙姐姐~~~美啊~~            
(5星)	 我好爱这个            
(5星)	 最好版本的天龙八部，唯一不足之处在于改了结尾。            
(5星)	 哦哟当年我最要看这个了。。            
(4星)	 继续怀旧~~            
(4星)	 经典不需要评述！            
(5星)	 只记得那时候每天晚上都看~~还和邻居小孩讨论~~            
(4星)	 陈浩民 我喜欢            
(4星)	 我小时候就看这……那会儿就这么热血= =            
(NA)	 一直觉得这个是最佳版本            
(4星)	 黃日華真是戲骨，以前的《天龍八部》他飾演的可是虛竹哦。            
(3星)	 李若彤很美，黃日華很酷，樊少皇的外型演虛竹有點噁心            
(4星)	 直到听到这个电视剧的片尾曲，还是一阵激动            
(NA)	 木婉清和阿紫很出色            
(4星)	 其实我真的蛮钟意李若彤            
(4星)	 一生何求            
(5星)	 经典！            
(4星)	 比较喜欢央视版 那萧峰看着霸气            
(5星)	 那个段誉，实在太符合我的想象了            
(4星)	 最经典的天龙八部~~            
(4星)	 何等豪情            
(5星)	 应该都看过吧            
(5星)	 我天天无聊到守着四川台看重播。。。            
(4星)	 小时候感觉挺好看的～            
(5星)	 再也不会有第二个乔峰。。。            
(5星)	 经典。            
(NA)	 呀 。。。            
(5星)	 听见片头就激动···            
(NA)	 没有连续看过，但是在看书的时候，发现印象里看过的场景还不少            
(5星)	 经典！            
(4星)	 这里的演员都很好~~~使最经典的一部~！            
(4星)	 我初中的武侠片情结。            
(5星)	 黄日华缔造的经典大侠            
(5星)	 各个版本中最经典的一个。。。            
(5星)	 黄叔叔！！TWT            
(5星)	 我最喜欢段誉了！！！！！！！！！！！！！！！            
(5星)	 慷慨激昂，涕泪纵横            
(5星)	 神剧！我的神剧。            
(5星)	 最好的萧峰和段誉，荡气回肠            
(4星)	 港版的最好看了            
(NA)	 经典。。。            
(5星)	 最喜欢这版天龙八部了……            
(4星)	 小时候就对陈浩明念念不忘呀~虚竹真秀气~            
(5星)	 就是因为阿朱死了~            
(4星)	 好喜欢陈浩民！            
(4星)	 对金庸武侠非常热爱。这版本的天龙八部最喜欢，其他版本一般。剧里最喜欢段誉了，可爱活泼，武功也很有意思，尤其是凌波微步！            
(4星)	 吞风吻雨葬落日未曾彷徨  欺山赶海践雪径也未绝望  拈花把酒偏折煞世人情狂  凭这两眼与百臂或千手不能防~~好怀念的主题曲啊            
(4星)	 这种都属于启蒙电影。好看。            
(4星)	 阿朱不够好看···            
(4星)	 乔峰特嗲..            
(5星)	 最喜欢看这版了，到目前也只看这一版            
(5星)	 最喜欢的武戏            
(4星)	 看电视剧的时候就眼巴巴的等着段誉出场，看了书才发现，最喜欢的是阿朱。。。            
(5星)	 心中的经典，不知道看了多少遍。            
(5星)	 当时可喜欢段誉了···            
(5星)	 至爱的乔大哥            
(5星)	 真好看真好看真好看！！！童年么，TVB王道啊！！！伴随着我长大的！！！            
(5星)	 特别喜欢…………            
(5星)	 这是经典            
(4星)	 不错            
(4星)	 跟着电视台看了N遍也没腻。            
(4星)	 姑娘们            
(5星)	 我发现这些老片我不舍得不打五颗星……感情已经让我看不清到底该给几颗星嘛。            
(5星)	 大萌陈浩民的段誉呐 太帅了~白衣飘飘            
(4星)	 怀念帅帅的段誉啊~            
(4星)	 没有特别喜欢的人，觉得人物很悲哀，有很多值得思考的地方            
(4星)	 布景太简陋            
(5星)	 重看一遍，经典啊            
(4星)	 心目中的乔峰            
(5星)	 第一部看的武侠...            
(5星)	 82年版的天龙八部是黄日华演虚竹啊。            
(4星)	 大千世界，形形色色之人            
(5星)	 无法超越之经典 片尾曲太有武侠气质了！            
(5星)	 最好的金庸剧            
(5星)	 经典··大爱···伴随童年，少年，···永相随～～            
(NA)	 好看            
(4星)	 唯一一部不是在翡翠台看的港剧            
