http://movie.douban.com/subject/3864306/	谈情说案
(NA)	 不得不说剧情真是有吸引人的地方，演员选的也都是我的菜。只是灰姑娘的痕迹太重了，“情”有点假。倒是马国明这个配角的爱情故事更感人。            
(3星)	 我是看林峰才给三颗星的  和原版的真的不能比            
(5星)	 剧情四星，加一个星，为了犀利妹的痴情。。。            
(3星)	 ，。。。。。。。。。。。。            
(NA)	 结尾简直不行            
(5星)	 好少看TVB劇，因為喜歡的TVB演員已經好少演啦。不過這部TVB劇好看。楊怡和林峰，之前好喜歡林峰和佘詩曼演過好多TVB劇。楊怡都進步好大，king這個角色太完美啦，如果現實生活中，犀利妹和他，應該是不可能有結果，當然，現實生活中無法得到東西，電視劇的最大作用就是讓所有愛情皆大歡            
(5星)	 雖然山寨日本版的，林峰沒有福山大叔那麼有科學家的味道，不過還算是近期TVB好看的一部了......            
(3星)	 一般吧，不算tvb探案类的好看剧。。。            
(5星)	 好剧。尽管它抄袭，那又怎样，抄的通畅就算赢。林少的帅，足以。只是某女那大腮帮子。。。真够呛。            
(5星)	 都说抄袭了《神探伽利略》，但那也不耽误我对它的喜爱，都说TVB电视已经走向末路，但我还是依旧会继续关注，现在打算最看《摘星之旅》了~~~            
(3星)	 我不喜欢犀利妹,尤其是在kings要分手的时候,飞sir说你可以不做警察,只要你开心就行.飞sir的牺牲这么大,可是她呢,kings一说分手,她马上说我可以不住油麻地,不做警察,不和家人在一起.为了爱情,真的卑微成这样?连家人都可以抛弃?            
(2星)	 烂剧！！！不推荐！！            
(3星)	 林峰那发型 让我想掐死他！！！马国明像那个帅帅滴师兄。。。看过 CM CSI之类 再看这个 简直只能是 奔着TVB这个名号的帅哥米女们去。。。nnd~            
(4星)	 还行吧 算是港剧的一种突破            
(3星)	 为什么有种男猪存在感很弱的感觉?还有，作为本剧女二，我都不知道除了凑集数还有什么推动剧情发展的作用。。。好吧，其实我还是一口气看下来了，虽然。。。中间几集跳帧快进了            
(3星)	 爱上男配~廖碧儿竟然变美了一开始认不出来...看不懂的技术路线破案剧            
(4星)	 还想看，天才            
(NA)	 最爱杨怡            
(1星)	 除了半途而废的《冲上云霄》，还没有哪部TVB剧让我拖了那么长时间（还是在暑假）看完……            
(3星)	 冲着林峰去的，个人觉得不好看！怎么看都觉得林峰演得不到位，差那么一点儿……而马国明的形象却好到不行，唉，所以看起来不是很爽的样子。in a word，很普通的一部TVB剧~还有，professor King真的好帅……（花痴ing）            
(2星)	 亲 这部剧 我真的没有看下去。            
(4星)	 我要嫁给Kingsley!            
(4星)	 马国明越来越有气场了            
(3星)	 太不给力了            
(5星)	 很喜欢他们的表演，期待第二部~            
(NA)	 帅哥美女            
(3星)	 爱情，即物理反映            
(5星)	 哈，很喜欢很喜欢！            
(4星)	 这部戏让我陷入爬墙危机            
(3星)	 是冲着林峰看的剧，演员阵容很强。虽然用物理化学原理解释也未尝不是拍破案剧的新视角。只不过这样做就缺乏意料之外的事，没有“讶异”情绪的存在。这么说，不知道有谁懂我表达的意思。Professor King也给人柔弱的感觉。总体一般。            
(NA)	 let me cry ........the same ..........            
(4星)	 还不错，就是结尾太假了，，圆满结局不一定就好。。。            
(3星)	 喜欢廖碧儿马国明那对            
(NA)	 峰蝶恋~~从《宫心计》中走来~~感觉杨怡的演技愈来愈好了~~不错~~加油~期待你们的再一次合作~~            
(4星)	 结局真是肉麻~~不过二十五集看下来很有感情的了啦            
(3星)	 不喜欢杨怡            
(4星)	 马国明在里面超级帅~林峰有点傻傻的。。。他的败笔啊！剧情上还是满紧凑的 和以往的警匪片不同，但是好像和日剧 伽利略有点像。。有模仿嫌疑= =            
(4星)	 剧情就一般般啦，主要是fan            
(5星)	 用物理角度分析案件 很费钱的~~不过很好看 会学懂蛮多物理知识的！            
(3星)	 25这种付出和回报差太多的感情，放弃也罢            
(2星)	 剧情太雷，没有日本剧《神探伽利略》好看。            
(3星)	 只是因为喜欢你在第一本戏的潇洒才会看。你最终还是只活在戏里。            
(4星)	 mong看看，案情太简单了，看不过瘾。觉得马国明演的比峰少好            
(4星)	 TVB的 案情剧一直都比较喜欢 这部感情戏要重些            
(3星)	 实在不是很好看 要不是冲着人去……            
(5星)	 啊呀。我最爱的林峰和马国明啊。哈哈。都在里面，还都非常帅。还有还有，我最爱的情侣档杨怡和林峰            
(5星)	 不错，很久没有看到TVB值得看的电视剧了。破案都是靠科学的，我喜欢，可是找了很久都找不到这种警匪片了，估计又要等几年才能看到这种电视剧了            
(5星)	 还是不错的，挺好看的！            
(3星)	 我只看白衣服的那个madam            
(4星)	 林峰演得不错，不喜欢女主角——杨怡，感觉像马脸，这应该不算人身攻击吧？TVB的电视，除了有些古装片有点无理头，现代片都还OK，特别是破案的，有很多科学道理在里面，还有点看头，这次更是把我最不喜欢的物理给讲了个透。马国明在这里好色。。。            
(3星)	 IQ高了 EQ就低了            
(5星)	 真的很好看  推荐            
(3星)	 温情才是最大看点。            
(3星)	 哎。。。总之看完了            
(3星)	 真的只是看林峰的            
(3星)	 山寨日剧，还算及格~~~            
(3星)	 内对儿太腻歪了            
(2星)	 林峰比较帅，别的，一贯港剧桥段。            
(5星)	 每個案子都是Professor Kingsley破的，科學家還是很有前途的！            
(2星)	 狗血            
(NA)	 典型的港剧...喜欢TVB...            
(4星)	 史上男女主角最纯情＝＝            
(2星)	 好像是个主角就能扮演柯南的角色 而且这个主角物理学家几乎太万能了 不仅仅是物理···            
(3星)	 狗血编剧。。。            
(4星)	 haibucuoa            
(NA)	 很喜欢,觉得林峰和杨怡分手的那场戏,还有林峰去澳大利亚追杨怡的那场戏,我都哭了,真的不错,看了两遍            
(NA)	 结尾交代不是很清楚，犀利妹跟景博士的关系分开和好过度的太牵强了。其他的还不错咯。            
(5星)	 物理怪人，警察妹，神探伽利略-_-|||……            
(3星)	 追过，因为是tvb的戏，不过Kingsley竟成了我们的笑柄，哈哈            
(3星)	 lo Sir 很惊艳            
(5星)	 最后一集林峰说的一段话很感人            
(5星)	 真是挺好看，就是结尾仓促了 期待下一部tvb刑侦剧            
(5星)	 林峰好帅，-0-            
(4星)	 后面蛮精彩的！            
(4星)	 那结局明明是求婚了咋感觉像两人还不熟似的。杨怡和林峰站一块像他姐姐            
(4星)	 一开始是冲着帅哥去的，但这次却被女主角打动了，她跟一个只有科学逻辑的人恋爱，的确有点辛苦~ 反正是圆满的大结局 偶尔看看不错罗~            
(NA)	 一集集追着看的，看的时候很多人都说很像日剧神探伽利略，其实我觉得案件差不多。但港片现在纯案件的剧少了，再者剧中一定有感情。但总体整片还不错。最后一集最精彩            
(4星)	 喜欢林峰和杨怡在剧中那种爱情的感觉，很多年港剧的爱情都进展的太快了            
(4星)	 林峰呐~~~            
(2星)	 就冲着林峰看的，结果让我失望了，港剧在走下坡路了，故事情节不紧凑，废话较多，说案的很少，重在谈情，也没弹出个新鲜感来            
(NA)	 哈哈            
(3星)	 山寨的真像那么回事儿似的。            
(3星)	 这部戏完全是冲着林峰才看的 个人觉得剧情一般 没有TVB同种破案类型的好看            
(NA)	  宿舍三个一起一天等一集过来的            
(2星)	 无聊的很。。            
(NA)	 虽然是模仿《神探伽利略》，可还是觉得不错的，主角都很灵~喜欢~            
(2星)	 很俗啊很俗啊~~杨怡的大饼脸~~林峰完全没有物理学教授的nerd感觉~~说案时完全就是TVB的匠气十足~~            
(3星)	 沒有日版的好看...重情輕案            
(4星)	 跟案件有关的我都喜欢啦·            
(3星)	 wu zhongyi yangyi..........            
(5星)	 马国明帅帅，我好钟意哇            
(4星)	 各有各的精彩。            
(NA)	 主要谈情，简单叙述案情。            
(4星)	 感觉侦探悬疑氛围淡了些，更像一部爱情片，如果案情再离奇一点就好了。很喜欢Lo Sir啊！！！            
(4星)	 喜欢时就是超量的苯胺基丙酸，不喜欢时就是算错了的数学题。            
(3星)	 受不了林先生的紧身裤和那迷茫的小眼神，大爱杨怡！            
(3星)	 明摆了就是让人看主角的，就不予置评了            
(3星)	 山寨神探伽利略。大少好靓仔！不知道为什么就是很想看犀利妹（杨怡）苦恋大少KINGSLEY（林峰）的戏码。完全无事破案的乐趣。师奶进化ING。            
