http://movie.douban.com/subject/2303112/	法证先锋II Forensic HeroesII
(5星)	 最爱Kevin ！！！            
(5星)	   喜欢！            
(4星)	 这部案子很弱，甚至有的地方很弱智。不过好在有感情戏充数。KC和SS很配哪~~还有喜欢看IVAN，TIM，古医生三个男人在一起的戏份。特别是KC和林文龙~~嚯嚯有爱~            
(3星)	 没了丁丁一集都没看，我对佘诗曼有种说不出的讨厌            
(5星)	 好看~~~虽然第二部 主角换成了佘诗曼 不过喜欢里面杀人 破产 刑侦工作 还有鉴证工作。。欧阳兄真是博学多才啊~~林文龙偶喜欢~~钟嘉欣死就死吧 演了那么多的戏 钟嘉欣一直演的差不多 不喜欢她 破案嘛~~当然好看了。。喜欢医学鉴证！！！            
(5星)	 郑嘉颖真有点可爱。            
(4星)	 好喜欢欧阳震华和蒙嘉慧佘诗曼             
(5星)	 总觉得，如果不是佘诗曼演会更好            
(3星)	 案子没第一部好看，感情这条线也越来越狗血了，对象找来找去都是找了旁边的人。            
(5星)	 TVB悬疑犯罪经典，力荐，也是我提高粤语听力的渠道之一。            
(5星)	 依然精彩            
(4星)	 汀汀死了很难过.~Sam很可怜啊..            
(4星)	 该死的必须死= =~~小孩该有马上有``` 不过还不错=v=嘻嘻            
(5星)	 顶。。。。            
(5星)	 不错！欧阳振华、佘诗曼 都很喜欢            
(3星)	 居然为了佘诗曼设计两个女主一死一伤的情节。无法接受。            
(4星)	 不要给我说三里面没得阿佘他们啦哈！我好中意的、            
(5星)	 喜欢            
(5星)	 最后觉得阿晟和那个女的有故事完全是因为那个女的像叮叮嘛 那个女的到底是可怜还是啥= =            
(3星)	 从法政先锋开始，TVB的刑侦剧已经差不多走到了尽头！            
(2星)	 说实话，法2我是忍着看过来的。第一部钟嘉欣的角色本来就厌了，但第二部的英国马把我彻底弄无语了            
(4星)	 大爱欧阳震华  凶徒更加凶残 剧情更加精彩            
(1星)	 因为有电驴大妈跟她的男人加入，而且本剧偏像捧这两个人，所以看了两集决定弃之。            
(5星)	 案子没第一部好看，但总归勾人兴趣！            
(4星)	 郑嘉颖！！！！            
(5星)	 超好看，比第一部强！            
(4星)	 喜欢Bobby！            
(5星)	 喜欢第一部 当然会续看            
(4星)	 Bell, Ivan ~~~~~            
(5星)	 好爱好爱，最爱这部            
(NA)	 喜欢，法证类            
(5星)	 继续爱            
(5星)	 郑伊健喜欢的我也喜欢，哎            
(5星)	 爱tvb，挺好看的，从头看到尾，第二部有点吓人            
(4星)	 其实没达到想象中那样的。            
(5星)	 很好看~只是很可惜小柔和汀汀···            
(4星)	 警察周围的人真可怜，总是死人            
(NA)	 郑嘉颖!!            
(5星)	 很不错,这几年都没有比这个好看的了....呜呜呜            
(4星)	 郑嘉颖不错哦            
(1星)	 看了一半，实在看不下去了。很钟意这部戏，可是接受不了丁丁死了，sam和别人有感情纠葛！            
(3星)	 虽然很喜欢Iven和Sam的外型。。但还是觉得第一部的Tim和Sam更萌。。那住在一起的两人。。每天都上演满满JQ啊。。            
(5星)	 哎~想当初要期末考了还每晚抱着电脑看到凌晨两三点..            
(NA)	 爱郑嘉颖            
(1星)	 有必要吗。。我宁愿你是个全新的故事            
(4星)	 好喜欢里面的角色，特别系啊Ivan            
(4星)	 我爱这种节奏的港剧            
(4星)	 2也看过了的~~~            
(5星)	 喜欢第一部，第二部佘诗曼的戏份好像是硬加进来的，不喜欢~            
(4星)	 可惜汀汀死了。。。            
(3星)	 你的裙子撕的有水平.有水平.            
(4星)	 案情不错，让丁丁和小柔出事就是为了让佘诗曼当第一主角么？            
(4星)	 淑媛和沈雄最有爱...            
(4星)	 KC！！！！！！！！！！！！！！！！！！！！！！！            
(3星)	 无聊在家刷港剧…不过这部拍得还不错的            
(4星)	 硬要插进来的佘诗曼。。。            
(4星)	 比1逊色一点            
(4星)	 一二部都还不错，但是第三部跟一二部没什么关系，看好祥仔            
(5星)	 两部都很好看            
(4星)	 没第一部精彩啊，只有四星咯，给佘诗曼的            
(4星)	 第三部到底开拍没咯~            
(5星)	 绝恋！            
(5星)	 因为这部才开始喜欢上KC，前所未有的喜欢。太过完美的一个大男孩。            
(5星)	 坐等3            
(NA)	 开头几集的汀汀跟啊琛，是我对幸福的理解。。。要是能得到那样的幸福，像汀汀那样的短暂也甘心。            
(5星)	 也不错~            
(5星)	     Madam Ma &amp; Dr.Koo 就该在一起啊！！！！！            
(4星)	 林文龙好帅            
(4星)	 没办法 我还是喜欢TVB            
(4星)	 難得可以第二部也一樣好看...            
(4星)	 蛮不错的            
(3星)	 明显不如第一部了            
(4星)	 总体来说还是比较喜欢这一部。但是第一部中蒙漂亮多了。            
(5星)	 好看            
(4星)	 IVAN！            
(NA)	 期待第三部            
(5星)	 法证类的都爱！郑嘉颖，哇咔咔！            
(5星)	 案子绝对是第一部的好，但是感情线绝对是第二部要扣人心弦啊！！~~郑生里面的角色太迷人了！！            
(4星)	 没有第一部好看了，着重描写的是主角们复杂的感情生活，案件也太过小儿科了，还有就是卖弄法政的专业术语。说一个有点吓人的，某一集里Doc.古在解剖一具尸体的时候，镜头拉近，我居然看见“尸体”的眼珠子还在闭着的眼皮底下转来转去。ORZ~囧~             
(4星)	 第二部明显不如第一部，换了女主丢了1的风格            
(4星)	 佘诗曼挺有气质            
(3星)	 真是奇怪 欧阳震华和哪个女的配都很般配哎~KC帅啊  只是真心不待见佘诗曼啊 。。。            
(NA)	 我爱Bobby            
(4星)	 还是比较喜欢第一部！            
(4星)	 佘诗曼的戏多得让人讨厌……TVB捧人不用捧得这么明显吧……            
(3星)	 第一部比较好看吧。            
(3星)	 赞            
(4星)	 喜欢这种冷静的剧情~            
(4星)	 我是有多喜欢香港制造的刑侦片~            
(4星)	 经典继续            
(5星)	 爱死了，等第三部            
(4星)	 不错            
(3星)	 一般，剧情节奏太慢，生活戏太多，俗套情节多            
(3星)	 好吧 = =我就是讨厌佘诗曼            
(2星)	 看这部剧之前对佘小姐的印象是没印象，看这部剧之后就完全负面了= =            
(NA)	 欧阳震华 欧阳震华！！！            
(5星)	 很喜欢的一部TVB片子 很有默契的一对 喜欢            
(3星)	 英国马的驴嘴哟，造型师心机太重了，第二部为了衬托驴嘴，把蒙嘉慧的头发折腾的那叫一个惨绝人寰。            
(4星)	 爲什麽叮叮死佐！！sam超可憐。。什麽時候出第三部！！我要繼續看阿sam的愛情發展下去呀！            
(3星)	 凡接触必发生转化            
(3星)	 佘诗曼,比较红,愣把蒙嘉慧挤下去......Ivan对你真好,这个结局好在没有伤我心...            
(5星)	 算近几年，TVB每况愈下的破案剧里很不错的啦。            
(4星)	 没有第一部好看，但是也还是不错，案情不错。。。            
(4星)	 就是冲着蒙嘉慧和林文龙来的……唉            
(4星)	 没有1好看            
(5星)	 第一次看郑嘉颖是从这部电视剧，案子很好看，郑嘉颖很帅。            
(4星)	 要是没有佘诗曼就评五分            
(3星)	 剧情太烂了。            
(3星)	 更喜欢一            
(5星)	 要是没有英国马就更好了            
(5星)	 法政系列我还是比较中意的，林文龙喜欢，为嘛我喜欢的都来老男人。。。            
(3星)	 剧情质量急速下滑，郑嘉颖的演技什么时候才能像他长得那么靠谱？            
(4星)	 在生命这个大课题里面 悲剧太多。所以期望换来失望 在生命的过程里 也许再正常不过。然而电视结局可以是好的。现实恐怕更难以接受。            
(4星)	 案子还不错的~            
(4星)	 喜欢阿佘的出场，很有范            
(3星)	 三个老男人的爱情故事，温馨浪漫爱情轻喜剧，挺汗的。koo和ivan估计很对腐女的口味，有几段看的我实在是.....唉TIM SIR是我努力的方向，温柔细心聪明能干还能烧的一手好菜，偶像，膜拜！            
(5星)	 刑侦类，爱。            
(4星)	 案子不精彩 主讲感情了 她说“不要为失去而哭，要为曾经拥有而笑” 他说“曾经是世界上最毒的诅咒，我曾经漂亮过，我曾经年轻过，我曾经拥有过……”            
(4星)	 Ivan Bell Sam之间的感情值得重温            
(4星)	 唉。。。            
(NA)	 很好哦。            
(5星)	 超越不了的经典？            
(4星)	 喜欢阿佘和郑嘉颖在一起。            
(4星)	 很好看呢~我追着全看完了！！呵呵            
(3星)	 形散神不散，探案剧永远的死神率居高不下            
(3星)	 看。            
(3星)	 宅。。。。。            
(4星)	 坐等三。            
(3星)	 还不错，干练的佘诗曼也很不错            
(3星)	 换角和换人风波后，成了有些关联的第二部~一般            
(4星)	 案子和第一部一样好看，就是人物牵强，尤其是丁丁挂了，我了个去            
(5星)	 超爱KC的            
(3星)	 没第一部好看            
(NA)	 喜欢开头  佘诗曼很帅  很潇洒  不过不是很喜欢结尾  因为我想林文龙和佘诗曼结合            
(5星)	 我承认，那一刻我被微笑的郑嘉颖迷住了。。。            
(4星)	 追随第一部来的，法证部的是综合性人才，期待第三部            
(NA)	 还是第一部好看点             
(3星)	 跟第一部不能比了。            
(4星)	 继续萌跑龙套的善琛一丁小couple，阿sam真的大爱的&gt;&lt;。只可惜结婚了-v-。            
(4星)	 喜欢第二部，头一次觉得佘诗曼有魄力！~那么好看！~            
(4星)	 除了佘诗曼,都很好            
(3星)	 不算是经典，从剧情来说只能算还行，不过我还是非常欣赏港剧一贯的理性风格，只是这部戏可能出于题材的问题有点过度脱离现实和说教味过浓的缺陷，另外结尾也比较俗套，但整体而言，对于科学精神的普及还是大有益处，蛮喜欢，不算浪费时间            
(5星)	 完全迷上嘉颖！！！            
(2星)	 不厚道的说一句：佘诗曼的唇膏擦得太油了。            
(3星)	 还是剧一好看。            
(4星)	 感情戏看的我很迷茫。不过这无所谓。            
(4星)	 算是不错的了~~看着近年来tvb的剧一部不如一部。我哀叹。。。            
