http://movie.douban.com/subject/4016485/	杜拉拉升职记
(5星)	 我可是又爱又恨呐。我对里面所有的部分都超爱。恨得是毁了我高三的暑假。。。不过还是很值得的。李光洁比黄立行靠谱多了。而且我爱王珞丹。嗯，《说谎》和《两个人的荒岛》就是我平时一直在听的很爱的歌，放在这儿太合适了~我想去日本~            
(3星)	 为什么王伟太阳穴皱皱的， 汗            
(4星)	 支持王珞丹，不仅是职场，不管我们做什么事，都应该踏踏实实，算计别人，最后受伤的都是自己。            
(3星)	 剧本感觉一般啦，主要是对将入或新入职场的年轻人，有一些启发意义            
(NA)	 好多人和我说我像杜拉拉，可是我没遇到王伟啊            
(3星)	 还可以接受。。            
(4星)	 极品男！            
(5星)	 年轻女性的职场经历讲述的职场奋斗史            
(4星)	 大爱李光洁！            
(5星)	 狂爱李光洁~            
(3星)	 不喜欢，男主角好老！！！！！！！！！！！！            
(3星)	 觉得王若丹演米莱最成功，。其他 包括钱小样  都不咋滴            
(3星)	 书才是最好看的            
(5星)	 其实还不错，原本不看好王珞丹，但看了之后觉得还不错            
(3星)	 整部剧就王伟我还蛮喜欢 王珞丹演什么怎么都那样啊 从奋斗到青春到杜拉拉 都是一个大傻妞 没智商没情商 看见王珞丹我就想换台李光洁演的王伟不错 比那个猥琐的黄立行好不知多少倍~~ 李彩桦演得前妻还可以更贱么？            
(3星)	 无帅哥美女 不养眼            
(3星)	 出彩在演员。            
(4星)	 狗血剧情 不过依旧有爱丧失免疫力=v= 插曲不错~            
(2星)	 不如叫《陪在领导身边的那些日子》。            
(2星)	 没书好看~~~~            
(4星)	 最近几年中国娱乐业发展不错。评论完毕。            
(3星)	 比电影更好地紧贴原著的电视剧～            
(5星)	 我爱王伟！全方面参照为未来的择偶标准            
(2星)	 本打算看下去，结果看了两集就绝望了。。。王珞丹挺适合杜拉拉的，但是制作太太太山寨。。。            
(4星)	 喜欢            
(3星)	 尚可。。尚可。。尚可。。。。            
(3星)	 个人感觉王珞丹不怎么适合这种角色额。。            
(3星)	 王珞丹的演技让我措手不及。这次演的好差啊。。。            
(4星)	 电影版实在太夸张了，受不了。还是电视剧好看些，很喜欢王珞丹            
(5星)	 大爱李光洁            
(NA)	
(5星)	 人在做，天在看。            
(3星)	 电影远没有书里面的精彩，更多放在了感情上，也是必然~拉拉想给人的是一种对成功的渴望，并为之奋斗拼搏的动力，一种个人的大众化的职业理想~书上的拉拉聪明无比，电视剧里的拉拉就真的是三八红旗手了，可谓傻人有傻福~一口气看完，没有落下~            
(4星)	 作为电视版的《杜拉拉升职记》，如果不是电影版的宣传，电视版也不会这样流传，不过电视版要比电影版好看得多，不论是职场还是恋爱，都更加的真实可信，更加的激励人们的斗志。            
(NA)	 没有感觉            
(5星)	 还是有点像的，FMCG，男主还是marketing，这么年轻当上总监？情何以堪啊。。。在王伟、李鸿明甚至John身上都能看到自己的影子。。。            
(3星)	 陪老爸老妈一起看的，怎么说呢，反正比电影好点。。。            
(5星)	 我觉得这个坚持看下去的话还蛮不错的。。不过电影版就不好看了。虽然内容是慢了点不过内容是蛮不错的！！建议有时间看看            
(5星)	 很好很棒，没看过原著，但是这版已经深入为主了。。爱上了李王伟，感动他对拉拉蜜糖般的眼神            
(NA)	 先看过老徐的杜拉拉，总觉得王珞丹的杜拉拉那份单纯是装的，要命的先入为主。。。            
(4星)	 还不错 暑假看的了 女强人什么的最给力了            
(3星)	 杜拉拉还是不够给力            
(3星)	 不现实。            
(3星)	 比老徐好一些，王珞丹把杜拉拉那种神经质的工作狂形象演出来了。不过感情戏份还是多了一些            
(4星)	 值得鼓励的国产剧= =            
(2星)	 我还是喜欢电影版的，觉得电视剧版的太拖拉，而且还有那么一点粗糙。            
(4星)	 感觉 王络丹版杜拉拉更符合我心中杜拉拉的形象，先是年轻有干劲，后来经过磨炼变成成熟的职业女性。符合时代的节奏。            
(4星)	 其实我还蛮喜欢的            
(2星)	 人人都是杜拉拉啊 ·~~~~~··            
(1星)	 一直就不哈王璐丹。            
(NA)	 没电影好看            
(NA)	 男人要像山  女人要像水               
(NA)	 太有现实意义了            
(NA)	 王珞丹版的杜拉拉太好看了！收视很不错            
(4星)	 还不错            
(NA)	   好看！            
(4星)	 没我想的那么挫            
(4星)	 王伟是个好男人 可惜这样的好男人不喜欢我            
(4星)	 我想说其实我是本着看教科书的心情看它的= =            
(3星)	 看完过后心情澎湃了好几天，又看了篇介绍外企的帖子，开始励志做个外企中层，结果一天做梦都梦到了自己在外企上班，我的妈呀·······            
(4星)	 结局还是挺俗的，只是因为某些情节，很应景。。。还是忙起来的时候，人会比较踏实吧            
(3星)	 那神马，之前对于王珞丹我不喜欢也不讨厌。有没有人跟我一样看完这个杜拉拉升职记以后，就开始不喜欢王珞丹了呢            
(1星)	 这个才是真正的雷吧tot.........            
(4星)	 感触很深啊            
(5星)	 魔蝎的执着            
(5星)	 很爱王伟啦！            
(NA)	 跟原版小说差的不是一点啊            
(NA)	 李光洁还是蛮帅滴            
(2星)	 2010的暑假里，断断续续的看了些。            
(5星)	 尽管这个世界不再单纯，但我们依然能保持自己的内心，知道自己想要什么。            
(4星)	 比电影好看            
(NA)	 爆无聊            
(3星)	 职场的硝烟味淡了点儿；情感的戏份多了点儿；李光洁演王伟感觉老了点儿；李洪明的存在诡异了点儿；夏红招人烦了点儿；不过片尾曲《两个人的荒岛》真的是我的大爱            
(4星)	 除了卖儍的米莱拉拉和岁月不饶人的气场错位Rose  其他都还挺好的            
(3星)	 唉 我不想说 还是看小说就好了            
(5星)	 结尾有点太狗血了吧，本来可以打六星的。            
(NA)	 比電影好。我就愛櫻桃小丸子那半集~            
(NA)	 抱着开始了就争取看完的心态，如非必要，实在没必要浪费时间            
(4星)	 比电影好看，王珞丹版的杜拉拉比徐某某版的强太多啦！徐娘半老...突然想起这个词XD  叶童在哪里？努力搜索中...别告诉偶是薇薇安            
(3星)	 我觉得拉拉的脑袋太大了。。。王伟好沧桑。。。            
(4星)	 反正比电影强点，我跟我妈一起看的。不错。            
(1星)	 比电影更烂            
(4星)	 电视剧版的比较好看。            
(3星)	 其实也不知怎的，就是喜欢王珞丹。            
(3星)	 好多熟面孔……郑恺还是那么搞。            
(3星)	 没有电影拍的好。首先演员的选着就有问题            
(1星)	 太土，不仅服装，还有场景。预算不够吧            
(5星)	 蛮好看的            
(3星)	 说实话没有电影那么时尚，王洛丹的气质和外企的白领还是有差距的。对白有点生硬，这个王位说实话有点寒碜。外企的老板要是都那么的好说话，估计流动人口又要减少一半了            
(4星)	 嗯，电影版的被我批得一无是处。但电视版的却让我看到了书中的杜拉拉。生命确实就是一个过程、环境在变，我们也在改变。从前从前，自己还很鄙视很不屑的角色，哪知道现在自己就成了那样的人呢。无论是拉拉还是我们，都是这样的人。            
(3星)	 现实中哪儿那么多善良体贴的钻石王老五死乞白赖地追着丑小鸭啊~整的跟韩剧似的，女主不漂亮还暴脾气还幸福美满。这种主题思想只能骗小姑娘~还是觉得王络丹演米莱钱小样比较招人喜欢也比较真实。其实原著我也不太喜欢。            
(3星)	 我很喜欢王珞丹 对于奋斗和青春都无比的喜欢 但是这部剧拍的 我不得不说有点失望 这跟整部剧的感觉有关系 整个人突然浮在空中 随时好像会走调 看了一半 而这次老徐的电影版倒是很成功            
(5星)	 又是一个版本的杜拉拉，个人认为更加遵从原著。职场生存法则演绎的淋漓尽致，而情感部分则是我的大爱。是不是李光洁最近要火啦~~~~超级喜欢的，真男人！            
(3星)	 王珞丹依旧没有跳出米莱的戏路。长此以往的话，在短暂的大红大紫之后，势必被媒体和观众遗忘。            
(4星)	 俗套的结局 却让我感觉安定 或许 这只是美好的安慰            
(3星)	 看的时候会不自觉地和电影版做对比，有不足也有挺好的一面啦。            
