http://movie.douban.com/subject/1453238/	海贼王 ワンピース
(5星)	 哭过笑过感动过            
(5星)	 最爱是你。            
(5星)	 海贼王 全世界最好看的动漫 没有之一             
(5星)	 看了4年多的海贼，一生海贼迷！            
(5星)	 经典！！            
(5星)	 永远的经典            
(5星)	 赞！渐入佳境的无敌剧情！            
(5星)	 神作神作~~！！！！！！            
(5星)	 我的精神支柱。            
(5星)	 不解释            
(5星)	 喜欢，一个月左右追掉469集，我IMBA~~~有人说海贼王灵的原因是里面没有爱情            
(5星)	 什么都不用说。            
(1星)	 动画太他妈操蛋了            
(NA)	 等你完结            
(5星)	 遇上你是我最大的幸运            
(5星)	 喜欢索隆~~~            
(5星)	 欢迎大家来百度贴吧——海吧分析吧            
(5星)	 怎么这么好看呀~            
(5星)	 我最喜欢的动画，期待又一个十年            
(5星)	  一直在看。            
(5星)	 勇往直前            
(NA)	 有意思！热血！喜欢！永远的记忆！            
(5星)	 太赞了，不解释            
(5星)	 超正的            
(NA)	 梦想和朋友的航海之路            
(5星)	 最爱!            
(5星)	 大爱~~~            
(5星)	 追不停            
(5星)	 应该能超越龙珠吧            
(5星)	 OP恒久远，感动永流传。不过最近休刊又搞什么……            
(5星)	 最高、            
(4星)	 製作很好。世界觀有趣。但我看了太多，再不想看了。            
(5星)	 初三追到现在8年了......我还会一直追下去            
(4星)	 在細佬的感染下，也喜歡上one piece。            
(5星)	 啥也不说了            
(5星)	 怎 一个赞字了得            
(4星)	 很励志            
(5星)	 等你出完了俺一定买全套漫画！            
(5星)	 不多说…海迷你懂的            
(5星)	 比火影好看的太多了            
(2星)	 看到第10集，不错；罗里罗嗦看到了第20集，便决定不再看了。            
(5星)	 这是毋容置疑的            
(4星)	 等我看完银他妈在说            
(5星)	 最爱最爱最爱最爱！！！！！！！！            
(5星)	 五星绝对的。            
(5星)	 爱~~~~~~~~~~~~~~~~~~~~~~            
(5星)	 海贼王一年一度的剧场版，个个是精品            
(5星)	 神作            
(NA)	 就这东西~~我什么也不说~~因为太完美了~~            
(5星)	 额滴最爱。。33333~            
(5星)	 看到最牛逼的动漫了            
(NA)	 海贼王 我当定了!            
(5星)	 如此强大的动画！！！！！！！！！！！            
(5星)	 神作            
(5星)	 无往不胜的典型日式励志片            
(NA)	 热血的鲁夫，以及重情重义的三刀流索隆，大爱之            
(5星)	 伙伴，信任，信仰，意志，原则，坚强···为了梦想永不放弃，奋斗不息            
(5星)	 力荐的动漫、连载            
(5星)	 天啊!好高分啊——9.4分!而且是17539人的评价!的确是神作啊啊啊。这部东西是让我流的泪水最多的动画 也是让我笑得最多的动画。            
(5星)	 我的食粮啊····            
(5星)	 最喜欢的动漫，一部友谊和梦想的故事。 也许真的只有如路飞般单纯的人，才能成就真正的事业。            
(5星)	 治愈系            
(5星)	 好男儿就该去闯荡世界！            
(5星)	 无与伦比，震古烁今！            
(5星)	 有梦想什么的最幼稚了 所以还是别让我长大吧。            
(5星)	 我好无聊啊……            
(5星)	 我的最爱            
(5星)	 已经是一个永恒的海贼时代~            
(NA)	 正在看。。            
(5星)	 动画还是挺给力的…            
(5星)	 老朽的热血年代一去不复返            
(NA)	 海贼王-那几坨让我们又哭又笑的傻瓜蛋  (借用别人的形容)            
(5星)	 很有趣            
(5星)	 我喜欢这部动漫。因为它所揭示的主题---自由！            
(5星)	 不解释，完美。。。我的电脑空间留给这部动漫            
(NA)	 长篇动漫中觉得的剧情党~故事缜密保证不烂~            
(5星)	 青春，梦想，友谊，热血，励志，搞笑....            
(5星)	 更新速度太慢            
(5星)	 看到老            
(5星)	 说什么都是多余的            
(5星)	 等到头发都白了~            
(4星)	 连载十几年，伟大航道才走一半，尾田你到底是想怎样            
(NA)	 它陪我长大        如果我有了孩子 我会把这部动画片给他看            
(NA)	 大好き            
(5星)	 不看海贼王，是你一生的损失！            
(3星)	 帶著夢想去奮鬥吧~            
(5星)	 船长和伙伴们 要变的更强啊            
(NA)	 好看，喜欢路飞！            
(5星)	 极爱罗宾，哈哈。            
(5星)	 一直在追，WT加把劲啊            
(5星)	 尾田靠他的想象力把这个故事讲了10年，到现在还看不到尽头真是妖怪。            
(4星)	 够热血~~~            
(5星)	 爱死了！刚开始看的时候还觉得看了个童话，有点不好思呢.......可是就是这么迷上了这个“童话”！            
(5星)	 “如果早几年出 他将超越幽游。”  神作啊。            
(5星)	 看了6年的动画~            
(5星)	 关于理想。            
(5星)	  心情不好的时候总是想看海贼，看完之后会有温暖的感觉，一笑之后，所有的烦恼都没有了~            
(5星)	 不错            
(5星)	 最最最爱~            
(5星)	 ＯＮＥ　ＰＩＥＣＥ～            
(5星)	 毋庸多说，毋庸多说。你超越龙珠是一定的啦。尾田一定可以在四十岁前退休--前提是，他四十岁前把这个坑填完了。唉唉，我也是欣慰的，五百多集了，居然没有拖沓之感。尾田你丫伏笔埋得好啊！你把剧情递进得好啊！            
(5星)	 最好            
(5星)	 愿追随一生            
(5星)	 正            
(5星)	 乔巴什么的最有爱了~            
(5星)	 神作啊            
(5星)	 险些错过的经典 感动到掉渣，热血到掉渣，有六星么            
(5星)	 死不了的wt，得追到死。            
(5星)	 好看            
(NA)	 不好说。。。。。            
(5星)	 不解释~好看是必须的            
(5星)	 只要想做到的，敢于付出努力，即便是看似最大的障碍，也将被双脚踏平。            
(5星)	 我这个三分钟热度且超没耐心的人能坚持三年不变心的唯一部连载...大爱索罗,伪装在强势外表下的实际是一颗脆弱而善良的心,还有妮可,那淡淡的忧伤..我不悲春伤秋,但就是被她无故的吸引...路飞那坚持不懈的精神...作为一部动画片,它并不幼稚,里面有很多值得成人学习的生活哲理            
(NA)	 光荣与梦想            
(5星)	 花费了我整整三年的心血啊            
(5星)	 超级爱            
(5星)	 ！！！！！！！！！！！！！身为一个热血女青年 我怎能不看啊            
(5星)	 人的梦想是不会终结的！            
(5星)	 我觉得这部看完了的都有义务过来打个5星            
(5星)	 经典中的经典，神作中的神作。。            
(4星)	 像海贼王这样的，我也不会打五分，留给我儿子来修改我的评价吧。            
(5星)	 啥都别说，热血。            
(NA)	 相当不错，            
(5星)	 力荐 以后我的孩子要和我一起看的！~            
(5星)	 戴草帽的路飞，我喜欢的笑声。。。。            
(NA)	 我承认我以后都会为海贼疯狂            
(5星)	 熊猫人尾田            
(5星)	 不多说了，谁看谁知到！            
(5星)	 大爱。见识了OP，内伤一场也值了            
(3星)	 大学时看过那么两集，还是漫画精彩            
(5星)	 路飞真的很帅的  大家都是有梦的孩子            
(5星)	 我还收集过卡片……………………一整套一整套，太爱了            
(5星)	 one piece 最高~~~            
(NA)	 我的最爱            
(5星)	 不可动摇            
(NA)	 最爱            
(5星)	 最喜欢的动画片，没有之一。剧情和人物架构就是很多电影和连续剧都比不上，绝对的神作，WT你真是大神            
(5星)	 很热血、充满想象力又感人的一部动画。经典！！            
(5星)	 永远喜欢            
(5星)	 想象自己80岁时候看海贼王完结篇的景象，会不会热泪盈眶，会不会吓坏了外孙女~            
(5星)	 一部让人受益匪浅的动漫！！            
(5星)	 全民动漫，热血动漫，让人哭，让人笑，让人感动，让人难忘。            
(5星)	 国民动画，不解释。            
(5星)	 路飞啊~你越来越有王者相了            
(5星)	 无比爱！！！            
