http://movie.douban.com/subject/4300597/	月之恋人 月の恋人～Moon Lovers～
(3星)	 没看完。。。第一集跳着看了几眼林志玲。。。太无语了            
(4星)	 挺好看的其实，不知道为什么在日本不受欢迎。就是中间夜月一点反抗也没有的就让出了老板的位置有点让人不解，后来也没说他的事业到底怎么了。不过结局我觉得挺好的，不留下遗憾，也没有落入俗套~            
(2星)	 浅野大妈，我求你了，收手吧……            
(4星)	 剧情确实。。但是大神依旧！第四星给大神和凉子姐姐~想说，这里的评论和图片真是太有劲了。。            
(3星)	 ..因为筱原凉子和北川景子才看的- -看得太纠结了            
(2星)	 白瞎了这阵容了！全被一林志玲毁了            
(3星)	 大神還是蠻帥的，只是越來越像工藤靜香了040你媽喊你回台灣吃飯            
(2星)	 话说木村的演技实在没话说，林志玲也有很大的进步。但是我觉得导演还是太噱头了！林志玲虽说是有进步，但是只为了商业却丢掉了电视剧本身该有的东西让人很觉得惋惜。林之林在里面的表演实在很配不起木村。再者剧情安排也不是很好。            
(2星)	 有点狗血...我又是为人来的...            
(2星)	 这一季的电视剧都非常让人失望啊。。。            
(2星)	 囧····            
(3星)	 如果没有040会更好            
(2星)	 怎么硬撑都没看下去。。我的功力还不足            
(3星)	 为了片头、凉子jj和小囧子，给三星            
(3星)	 囧子真可爱。            
(5星)	 是不是只有像月光一样温柔又不被察觉的爱才是最美的？那真的爱的好辛苦~             
(3星)	 有点无聊            
(4星)	 LZL好雷。。但结局还是很不错~就是当中剧情有些拖沓。。。            
(3星)	 还是凉子比较知性。            
(NA)	 不好看            
(3星)	 看人            
(3星)	 纯爱……            
(3星)	 水黾！！你也太扯了吧！为这阵容TAT            
(3星)	 找到水黾，就能找到幸福。看来找到水蚊子就能找到幸福 很好很强大，编剧你赢了。            
(3星)	 木村真的很会演，有一定年纪诠释起来味道很不一般。最后的剧情有点出乎意料，转得稍快了点，没想到是跟凉子小姐在一起。剧情不长，但每个人物角色的个性都很鲜明。北川景子诠释的这个角色也很不赖。总之，还满喜欢这部剧的。            
(3星)	 主题曲无敌好听.浅野妙子你编的什么剧啊.情节那么言情狗血结局给我那么现实?! 隐忍大叔木村把我迷倒了.柚月造型超美好可爱.040你大结局的那场爆发戏让我掉眼泪了!!!这其实就是部日版韩剧咩......            
(3星)	 唉，以为自己像真绘美，看到最后，发现其实自己是柚子啊。            
(2星)	 没想到，这部片子会是这么的烂            
(3星)	 结局还不错，至少不是跟那囧然的女人一起，小木你解脱了啊            
(2星)	 除了演员阵容外，简直就是烂剧            
(2星)	 蛮失望额，大结局有种被骗的感觉。唯一的收获是认识了松田。            
(3星)	 我可以忍受040那不能称为演技的演技,也可以忍受她那嗲到我要吐的声音.我甚至也承认她的广告真的拍的很美!但我惟独不能忍受的是她为什么要出现在我最爱的木村和凉子合作的戏里,还占据戏里的2/3场景.尤其我看到7.8集木村和凉子那精彩的对戏,使我更加痛恨她,三星纯给木村和凉子            
(4星)	 狗血太多，最后才看到自圆其说的感动。            
(3星)	 有点俗气~~            
(1星)	 啥都不说了，那叫一个烂！            
(1星)	 操！这是日剧么！！！！！！还水蚊子！！！天雷滚滚狗血一地扭曲到死啊啊啊啊啊！！！！可惜了这么庞大的演员阵容而且居然是月九剧……还有为什么要把翔太改成中国人让他说中文 还有林志玲你的日文我实在听不下去了！！！都去找个配音会死啊！所有情节都莫名其妙不可理喻 还顺便丑化了下上海！靠之            
(2星)	 有点恶心            
(2星)	 一部从头到尾不知道要表达什么的剧，也可能是我的理解能力下降了。。。比较喜欢筱原凉子的角色，志玲姐姐前面的戏份很洪烈后来悄无声息了，北川景子长的确实很日本；木村大叔依然不很显老，被三个女人围着。。。最不喜欢松田翔太的觉得，腹黑，最重要的是说自己是中国人但是汉语发音让人无法忍受。。            
(3星)	 还以为他们最后会分开呢~            
(3星)	 1集弃。。            
(4星)	 还行啊。            
(NA)	 大贯真是个好爸爸啊！            
(3星)	 哎~爱咋来的我没看懂,爱咋去的我也没看懂,迷茫,难道就是传说中的一见钟情vs默默苦守的PK？PS本人是对着剧情介绍跳着看的，总的来说还行啦            
(2星)	 白白浪费了这么多大牌啊，天杀的编剧。对林志玲的演技的评价也终于可以确定了。            
(2星)	 阵容很强大，剧本很糟糕~~女主角换来换去，几面都不讨巧~~            
(NA)	 这剧从开演之前评分9.7到演了一集就掉到7.9直到现在的5.9.....真是泪奔   头次弃这么多心水卡司的剧TT            
(3星)	 本来充满期待的大神剧，演员神马的都很喜欢（040除外 = = 结果整个剧情雷死人，还好结局正了西皮，比较萌~            
(1星)	 看不下去 太差            
(3星)	 大神在水池边抱起玲玲的感人一刻 我不HD地喷了……            
(NA)	 不好看            
(4星)	 小林姐姐与木村大叔分别得时候，我居然落泪了。演的太好了            
(3星)	 纯粹因为木村~            
(4星)	 看了这部剧我爱上了木村拓哉            
(2星)	 烂片。。            
(3星)	 这三星全是凉子姐的            
(3星)	 咕~~(╯﹏╰)b，我就当没看过这剧好了~大神还是大神，志玲姐姐还是志玲姐姐。。。PS，北川果然青春美丽，凉子老了~            
(2星)	 故事不现实, 很乱..            
(NA)	 中文说的不像中文日语说得不像日语            
(3星)	 040太次不消了。            
(3星)	 浅野大妈出品~必属虐品！            
(3星)	 中途为什么改剧本，弄的自相矛盾，莫名其妙            
(1星)	 大叔，老了就不要演偶像剧了，演偶像剧就不要耍帅了。看您两个眼袋下巴松弛还一群人高呼好帅真是让天朝人民难消化。霓虹人民眼界狭隘呀，世界都发展成啥样了，还在意淫自己亚洲第一呢            
(3星)	 看不下去             
(2星)	 等了10年kimutaku的纯爱剧，结果太悲催了TAT            
(2星)	 完全是日本人的歪曲理解在演，就和看上海潮一样的感觉            
(2星)	 一部囧剧……但景子是亮点！            
(NA)	 唉            
(3星)	 林志玲可以做个很不错的平板模特，但演戏就算了吧。可怜的木村……            
(3星)	 Moon Lovers~既然有了林志玲的加盟，果然就是一部雷剧了，即使是大神也无力回天了，还好结局大神没有选错人呵            
(4星)	 凉子女神！！！            
(2星)	 出來轟動結束落寞劇情太爛...........................壞了志玲與涼子姐姐            
(3星)	 除了木村，还有哪个有那么大的气场，还有哪个哪个哪个！！。。。。。此处重复五百遍！            
(3星)	 我真是无聊到一定境界了。。。            
(NA)	 AI  悲剧            
(3星)	 一般，但是很有木村的感觉            
(3星)	 最后一集好看，木村啊~            
(NA)	 够嗲            
(3星)	 1.剧情太雷，不过结局也不枉我一集一集雷下来了 2. 到了中后期终于让我觉得040是在讲日语了 3. shota你艰难憋出来的“你甘心做个剩女”实在是不喷不行 4. 水黾你红了见到你洗牙哇塞毛毛啊？ 5. “70年代上海和2010年东京穿越剧”+1 5. 凉子shota囧子赛高！            
(2星)	 前面内容不说了，我都忍了，最后结局社长非常莫名其妙的爱上二宫，虽然之前也想是这个结果，但至少有个铺垫吧，最后这么分手完爱上其他人，接受不了            
(3星)	 开头很狗血，结局很温馨，很完美。ps婚纱好丑            
(3星)	 “感谢编剧让我们坚持到最后一集的人在此相遇”攸，来找我吧！            
(3星)	 说真的有点失望啊~            
(2星)	 剧情真的是莫名其妙，唯一可看的小熊猫的造型秀加可爱的表情~~            
(3星)	 看着志玲姐姐我浑身鸡皮疙瘩都出来了。。。可是为了木村还是追完了，我一直希望最终莲介能和真绘美在一起，因为她对于他来说是必要的，可是当看到结局真的变成这样，我突然不明白了，这真的是爱情吗？            
(3星)	 插曲叫什么？？？            
(4星)	 看到最后一集哭死了~所以说感情是和寂寞无关的，是和时间无关的，只要那个人在附近，就能一直勇敢地为他走下去，无怨无悔地为他。            
(3星)	 剧情有些牵强，而且，从头看到尾，我都没明白，水黾到底是什么东西？甚至这个字我都不知道念什么。我只是知道了，找到水黾，就找到了幸福，有点雷。结局也很出乎意料，但是，很合理，男主角最后选择了多年来一直默默为自己付出的那个她。看来，现在流行这种大团圆式的结尾            
