http://movie.douban.com/subject/2147129/	萤之光 ホタルノヒカリ
(5星)	 鱼干女～呵！那不就是我么？嚼着干鱿鱼丝，喝着夏天最美味的啤酒，木地板上打滚儿。。            
(4星)	 直人还是蛮帅的~~口水~            
(4星)	 小心翼翼的掩饰 还是大大咧咧的做自己呢            
(5星)	 (〓￣(∵エ∵)￣〓)            
(NA)	 傻宫VS部长 很傻很幸福            
(5星)	 怎么说呢 不管什么样儿的人即使是干物女也能做好自己的工作找到属于自己的爱情 虽然看的时候是被铁子拉去看部翘的 除了感觉部翘很带感之外 也觉得自己和干物女差很多 生活不够惬意 工作不够努力 也许有什么必然联系 总之还要顽张で  最后。。。期待第三部唉 还没看够            
(5星)	 请赐给我一个部长吧！！！！！！！            
(4星)	 感觉最后一集烂尾了            
(3星)	 其实她喜欢的应该是后廊吧            
(4星)	 感觉后面有点乏力...            
(5星)	 好看            
(3星)	 哈，我是干物女            
(NA)	 傻宫说话的口气好励志，笑起来也是。            
(5星)	 有种看漫画的感觉，很不错            
(3星)	 女生看一定觉得很有意思哇，作为男孩看的话觉得好无聊啊~            
(5星)	 简单可爱的故事~            
(3星)	 算是比较生活化的日剧了，但我还是快进看完。            
(5星)	 小遥乖死了~            
(4星)	 喜欢一个人就应该喜欢他本来的样子            
(5星)	 一个少女心已经死了很久的人表示最后部长的那句话让我热泪盈眶            
(4星)	 请赐我一个部长吧...            
(3星)	 为了绫濑遥看的，对剧情不太感冒。            
(NA)	 只看工作的部分还不错。            
(5星)	 目前为止看到的唯一一部日剧            
(5星)	 部长。。。。。。。。。            
(3星)	 男二的脸苦情死我了……            
(5星)	 让我彻底萌上藤木直人跟绫濑遥的片子 T  T 很搞笑很感人很温暖很能引起宅女的共鸣            
(4星)	 运动衣+啤酒=享受            
(NA)	 是你！            
(4星)	 宅女共鸣。。。但有点夸张了 - -            
(5星)	 可爱的小荧  帅到不正常的藤木直人  保持队列和其他豆友一样同求 赐我一个部长大人！！！！！！！！！            
(NA)	 里面所有的主角我都喜欢，喜欢部长的成熟，无所不能，还有对莹怒其不争时撅起的嘴，喜欢宫雨莹的可爱，真实，努力的活着，喜欢她身上微弱的但又刺眼的光，喜欢她搞笑机械的动作，喜欢手嵨城的能力以及谦逊，温和，喜欢优华，完美女性啊！强推            
(5星)	 宅女共鸣片。。。大爱不囧````            
(4星)	 让我深刻了解到鱼干女的生活状态了，自己也是这样的人！！！            
(NA)	 大学最怀念。            
(5星)	 傻宫 会有部长等着你的 要相信那个能让你最自在真实的人            
(5星)	 给我个 不囧 吧！haha            
(3星)	 不爱男主。。。            
(4星)	 高中操场的萤火虫啊~~~            
(NA)	 求部长～～～            
(5星)	 部长我的最爱~~~            
(5星)	 很喜欢女主角的性格。            
(4星)	 明明不是自己喜欢的题材但是还是很喜欢            
(5星)	 小莹傻傻的鱼干女一直努力的化身职场无敌OL，好可爱有点傻气的小莹~~~竟然还会看到电视剧时候哭呢~小莹，你是有多喜欢部长啊！            
(4星)	 赐我一个部长吧……            
(5星)	 好让人感动幸福大笑的日剧            
(4星)	 赐我一个部长吧=。=            
(3星)	 老师说很好看。我觉着也就一般吧。            
(5星)	 夏天的扑面气息，元气满满的小萤，还有腹黑的部囧。萤之光给我太多美好的关于七月的回忆，在家里一边吃着绿豆饼一边跟着小萤笑和哭的日子，每每回忆起来，都会不禁发笑。东京的街道，穿梭的行人，高耸的楼宇，还有那萤火虫飞来飞去的庭院，潺潺的流水，都是萤之光带给我的最好的夏天记忆。            
(5星)	 最近在重温中，还是觉得好看啊            
(4星)	 部长帅……不就是爱情那点事吗……因为经历过的，所以只能留着更多东西，更平缓的过渡在续集里            
(4星)	 小生活，大人生            
(5星)	 喜欢            
(5星)	 超喜欢哈            
(NA)	 部长我爱你~            
(5星)	 超喜欢绫濑遥~~超萌干物女            
(4星)	 哈哈 好可爱的鱼干女~~某种程度上我们都是~~~            
(5星)	 极其好看的剧集~            
(NA)	 的确，到第9集结束就够了。            
(5星)	 haha~看的老愉快的            
(4星)	 神啊，那不就是我吗？            
(NA)	 多久没跟着电视机追电视剧了……我爱部长啊！            
(4星)	 幽默，轻松。 原来我是干物女啊            
(4星)	 看着萤梳着冲天头眉宇的样子让我想到了赤西仁，ahomiya还真是傻的可爱~            
(5星)	 赐给偶个部长吧！！            
(4星)	 托克秀一~夏天的记忆~找个在爱情中可以让自己继续做自己的那个人吧~越看越喜欢绫濑瑶^^            
(4星)	 「ありのままの君が好きだよ」「頑張って幸せにする」… 真爱这种温馨的情话啊~ 骨子里果真是双鱼            
(NA)	 部长~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~            
(4星)	 第一部没仔细看，中间都快进了，加藤和树天雷啊。。。            
(5星)	 心中的神剧            
(NA)	 为了看传说中的干物女看的此剧，也不记得自己有没有看完了，反正在此剧中是找到了干物女的定义，然后发现自己比干物女还干。            
(4星)	 感觉遥很可爱。虽然觉得有些太过白目。但是还是不错的轻喜剧。            
(NA)	 很轻松哦~            
(NA)	 赐我一个部长吧~~~~            
(5星)	 神哪！也请赐我一个部长吧！            
(4星)	 真的好看，想不到藤木直人斯文的外表还会搞笑            
(5星)	 很轻松、很美好的电视剧。            
(4星)	 不囧真温柔啊~~~不过发现男人都是粗神经            
(NA)	 女主角很可爱！            
(NA)	 喜欢藤木直人，喜欢他饰演的那个角色。也喜欢那个总是拼命工作、认真生活的hotaru            
(5星)	 去年冬天的时候看的 觉得美好得不得了。还有就是 好想谈恋爱。            
(3星)	 完美的夏天，超喜欢那个有蚊香、风铃、西瓜、零食和部长的后廊..能这么宅真是幸福            
(NA)	 不给分了。。。看不下去            
(3星)	 看了开头，就知道了结尾的故事            
(5星)	 我准备把冬天捐给日剧了~四星半~前八集真是纠结啊，我就在想ahomiya神马时候才急转直下去喜欢部囧呢……拖沓拖沓~到了第九集大爆发一刚~全局始终围绕：ahomiya好可爱，部囧好人啊，完美姐姐我喜欢你，欠扁男你好去死了。傻可爱的剧啊            
(4星)	 也许以后我真的会喜欢部长这样的（重点）温柔型大叔，但是到目前为止，我还是比较萌会主动推倒的大叔啊泪目。            
(3星)	 恋爱剧呢 适合在家看            
(5星)	 是被人说自己像女主角才去看的。。结果。。竟然变相说我是干物女！！。。哈哈，不过看完之后竟然觉得做干物女也蛮不错^_^            
(5星)	 夏天 宅在家 坐在后廊和我爱的人斗嘴 想想都好有爱            
(4星)	 学会一个新词 AHOU 哈哈            
(5星)	 ❤            
(3星)	 绫濑遥可爱到爆！不过不囧现在还不是我喜欢的型            
(4星)	 越来越像干物女，怎么办？神啊，请赐给我一个部长吧。            
(4星)	 请赐我一位部长。            
(5星)	 在这个冬天，看了这部属于夏天的日剧，好温暖。那充满幸福感的后廊，有“不囧”和傻宫。温柔严谨的部长，傻里傻气的小萤。好爱你们！            
(5星)	 日剧中的小经典            
(4星)	 两天看完两季给不给力嘛            
(4星)	 藤木大叔+武田大叔~            
(5星)	 看日剧总是让人干劲十足，对生活充满希望啊~赐我一个小平屋，赐我一个部长吧！            
(4星)	 此君只应天上有，人间难得几回闻~            
(NA)	 巨好看。。。。。。！            
(5星)	 部长！！            
(4星)	 如果在爱情里为了对方而输了自己。。。那你爱的。。只是这份爱。。。而不是对方啊。。。。所以做自己。。快乐的跳舞。。。直到找到自己的观众。。。            
(5星)	 喜欢不囧的开始～            
(3星)	 现实写照啊。可惜没那么多干物运气超好的周围都是养眼的帅哥。另外，这剧越到后来越不好看。            
(4星)	 第一部还是很不错的            
(4星)	 咸鱼干女VS完美主义严谨的不囧，不囧的戏份少了点            
(5星)	 冲着部长必须五星！！啊啊啊啊啊快赐我个部长吧!!这样的好男人打着灯笼都找不着！！！！            
(NA)	 部长是生居家旅行必备品！！！            
(NA)	 没看下去            
(5星)	 不囧~            
(5星)	 小莹二代泪目求部长一枚！！！！！            
(4星)	 鱼干女。。哈~            
(4星)	 哎呀呀，你肯定和我一样对这部日剧有强烈的共鸣啦。你别不承认，你骨子里就是个鱼干女啦！O(∩_∩)O哈哈~不囧和小萤的对手戏可是最有爱的            
(5星)	 太喜欢绫濑遥了  鱼干女的美好生活啊             
(4星)	 干物女神马的很可爱            
(4星)	 神啊 赐我一个部长吧             
(3星)	 干物女时代？            
(4星)	 遥好漂亮            
(4星)	 童话^_^            
(NA)	 不喜欢菜花也不喜欢藤木，你们自由地……            
(5星)	 喜欢哟。            
(3星)	 男猪不是我的菜啊...            
(3星)	 绫瀬遥的作品，一度很喜欢男二，虽然是为了部长去看的            
(NA)	 最喜欢小遥啦！            
(4星)	 部长！赐我一个部长吧！            
(3星)	 看到一半看不下去了。。。            
(5星)	 部长            
(5星)	 我超级无敌喜欢小萤！这种女生应该是去到哪里都会被人喜欢的吧 那么善良……真好！我都要向傻官进发！            
