http://movie.douban.com/subject/4913214/	恶作剧之吻 장난스런 키스
(NA)	 好吧。我觉得它比台湾版的好。女主不会像个白痴一样，我真的很不喜欢台湾版的女主感觉离开了南竹就不能活了一样整天白痴白痴的。韩版的情节有点怪，女主情绪还是一如既往的受南竹左右，她难过肯定是因为他，她开心也肯定是因为他，她是世界只有他。南竹看了满舒服的，原谅我不知道帅字应该形容长成啥样            
(3星)	 表示虎头蛇尾的            
(4星)	 心动，心痛，纠结，爱得执着，会得到好结果的            
(2星)	 编剧思路有问题啊，无好感            
(2星)	 吴哈尼丑得惊为天人，鼻孔君别来无恙            
(2星)	 最人性化的直树，EQ最高的湘琴。。。- -一点都不给力！还是台版好啊，看的我一把眼泪一把鼻涕~            
(2星)	 无论怎么改编都还是原著最好看。韩版的除了衣服和演员比较养眼，其余的就没有什么可看性了。            
(3星)	 其实女主角不丑，反而男主角不好看            
(2星)	 和漫画原著，还有台湾版的，差挺多的~            
(3星)	 其实我觉得还不错啦 忠实翻拍了台湾版的剧情 金贤重也蛮符合男主的气质 女主越看越耐看 其实这个剧情本来就是很简单的 关键在于感情递进的小细节处理 看不进去的话难免会觉得沉闷             
(5星)	 金贤重~~~XD            
(5星)	 对我来说，很喜欢            
(3星)	 SOSO啦...没事看看！            
(3星)	 金贤重给我们带来史上最温暖，最令人心疼的类之后，还是带来了一个别样的直树的。不过演技还需磨练，相信今后会有更好地表现的。该剧完全是部实用的韩式穿衣指南，对于喜欢这种风格的男生来说，很有借鉴意义。导演、编剧的节奏把握的不是很好。            
(2星)	 这两颗星是给贤重的 是在不喜欢这个导演的风格 我这么爱看韩剧的人 都能觉得慢………… 还老用假的场景 不喜欢……            
(NA)	 虽然细节不够，但还是感觉温馨的一部电视剧，金贤重是亮点~            
(4星)	 这个故事，怎么讲都觉得有趣            
(1星)	 不得不表态的极品失败韩剧教材，哈哈，看不懂最好的，至少知道什么叫烂片吧，辛苦了小重，靠你的脸把这把这蜻蜓点水逻辑混乱的剧情撑下来了，实在不容易啊。            
(5星)	 좋아....            
(4星)	 感觉不想恶作剧之吻 不过还是不错的片子,一直以为会把台湾2的剧情摆在一起拍部更多集数的            
(3星)	 女主角的头发却是好。            
(3星)	 男主角气质不错，但是总觉得鼻孔很抢镜...女主角很像尹恩惠，是一个模板出来的吗？妈妈很不错~男2怎么可以长成这样....            
(4星)	 昨天晚上刚看完大结局.。。觉得台版的太长，韩版的又太短。。。虽然剧情发展的太快了，但却拍好很精致，笑料也很多，还可以接受吧。。。我只希望内地千万不要再翻拍。。。            
(5星)	 看的感觉很赞。。。万恶的编剧，草草了事！！            
(2星)	 女猪脚真的很猪脚            
(NA)	 贤重很帅，个人觉得比台版的好 ~郑MM比林MM自然多了~~            
(4星)	 我是所有版本都看过了罢。。            
(5星)	 哎，它一结局我就空虚了。。。            
(4星)	 冲着小鬼新郎，多加一颗星            
(4星)	 前面挺不错的，我好像就是对校园yy剧没什么抵抗力...后面因为收视低要停播吧，楞是把台版的40集缩在16集里面赶，完全不好看了，本来可以拍得很精致的--韩版的电视剧就是衣服什么的超好看。金贤重还挺适合演剧的~            
(3星)	 帅            
(4星)	 我爱多田薰，我爱恶作剧之吻，我爱拜神祖，我无比怀念我牛逼闪闪的青春岁月，还有千万不要拍大陆版，真的不适合            
(3星)	 看完发现金小贤已经是很man很man的男人了。吴哈妮的感觉不错，傻的靠谱。不像袁湘琴那样傻到离谱，有点过。            
(3星)	 。。。金贤重是雕塑。。。他只有两种表情。。。            
(3星)	 虽然比台版差很多，但男主灰常养眼～            
(4星)	 还不错啊            
(4星)	 韩剧就是用来花痴的。。。            
(3星)	 应该说没有台湾拍的好看，剧情有点假，看了一大半就没什么兴趣看了~            
(5星)	 大爱金贤重            
(3星)	 打发时间看的，轻轻松松。只能说台版太经典了。            
(3星)	 这部电视剧是真的真的没意思啊。但是咱也不是看剧情的。还是台湾版的最好看~~~            
(2星)	 奔着男主去的...结果看不下去了...            
(4星)	 仅仅因为金贤重            
(5星)	 金贤重 太帅了……   55555555555            
(3星)	 棒子这次赶进度了，╮(╯▽╰)╭            
(3星)	 看帅哥。。。            
(3星)	 客观地说，还是比较可以的。            
(4星)	 还是最爱台版的，金贤重很帅咩嘿嘿嘿，果然是宫的导演，我的猜测好准啊~~这个女主怎么感觉整容整成了尹恩惠的样子╮(╯▽╰)╭            
(1星)	 我果然很无聊。但是依旧觉得这版强过日版。            
(4星)	 女主角在坏男人里有表现。。。男女主角还好~~~~~~            
(1星)	 女猪脚真丑            
(3星)	 还是台版的好~            
(3星)	 入江直树本不存在，一切又是浮云而已。。。            
(4星)	 经典剧真是经典。金贤重太帅了。            
(3星)	 比较无语            
(NA)	  金贤重 的确很帅呢            
(3星)	 很温馨的故事，韩版拍得也很用心，看的时候脸上还会不自觉地露出笑容，和当年看台版时一样。贤重童鞋的新郎装实在太帅了！            
(3星)	 喜欢她胜过林依晨。            
(3星)	 其实女主看时间长了也能看            
(3星)	 跟台湾那部没法比！            
(3星)	 只是喜欢贤重而已            
(3星)	 其实不记得看完了没有= =            
(3星)	 金贤重一个人苦苦撑着场面，到最后，他也撑不下去了~~            
(3星)	 居然浓缩的只有16集了，所以说剧情真的是太跳跃了            
(3星)	 能被喜欢的人所喜欢，是种幸运。只是不是每个人都可以享有。又或者，这是爱情该有的形状吗。            
(4星)	 追完了，感觉比台版的好看，自然。            
(4星)	 年轻时钟爱的电视剧，所以四星             
(5星)	 好感动             
(4星)	 最近完全沦陷泡菜偶像剧阿 完全我的菜。以前看花样男子的时候会觉得剧情都知道无非换了个人 但是这次完全超越台版啦 金贤重好帅气啦！            
(3星)	 还是喜欢台版多一些            
(3星)	 看这部剧完全是因为金贤重，只是觉得他在这部剧里的卷发不好看……            
(1星)	 我没看过 我是来拉低他平均分的！什么大烂片！别毁了淘气小亲亲            
(3星)	 其实女主演技还算出彩~本来原著也不是什么漂亮孩子~~不过金贤重和花男里感觉差不多啊~~没什么变化！全局典型的虎头蛇尾啊！！！估计收视逼得~~~什么时候能出个质量好点的韩剧啊~~~悲剧了~            
(4星)	 我觉得很好呀~台版的都没有看下去== 感觉这里很温暖 跟宫感觉很像^^             
(3星)	 只是因为喜欢恶作剧之吻，不管哪个版本。坚持看完了。            
(3星)	 阿弥陀佛  真怕芒果台来翻拍~~            
(5星)	 大爱贤重啊~~~~            
(3星)	 看到金贤重的面...            
(3星)	 终于播完了……            
(3星)	 在看的时候，我假装没看过日版与台版的，把他当成新剧一样看，前面几集还可以，觉得很多小细节也很有创意，心里打四星，可是看到后来，觉得楠竹的心理变化不是很顺畅，怎么一下子就喜欢女主了呢怎么就想跟她结婚了呢莫名其妙。看到十三集，弃之。            
(2星)	 拍得太不自然了！本来挺期待会有好的作品，太失望了！            
(4星)	 依旧很帅的白胜祖，依旧傻大姐式的吴荷娜，还有点睛之笔的小弟弟。            
(3星)	 尼玛吻戏这么多是闹哪样啊！！            
(3星)	 导演，你赶毛啊！            
(4星)	 最后两集进度好快呀。呃。。。果然很韩。            
(3星)	 金贤重比在花样男子里面帅            
(3星)	 是在对女主无爱，据说是小尹恩惠？！这么丑！            
(4星)	 爱情可以通过努力得到吗？            
(NA)	 囧賢少爺，么么..........................無論看幾遍，都有總總細節觸動心靈的最深處。會愛，或者選擇不愛。愛~缺少訴說，關於懦弱。沒說愛，選擇了說不愛。            
(3星)	 最终还是觉得贤重不适合直树这个角色            
(3星)	 唉，偶不知道怎么拍的。。比不上台湾的。16集就大解决了。有米有搞错，太快了点吧。我说编剧。你是不是要死啊。            
(3星)	 这戏毁了金贤重，一如当初花样男子红了他一样            
(3星)	 还好吧            
(NA)	 超爱金贤重的呢···fighting····            
(1星)	 不带这么白痴的！            
(4星)	 剧情是再熟悉不过的，韩版的主要是看贤重~~温馨的爱情~~            
(3星)	 金贤重好帅~~            
(3星)	 不给力，完全不给力。编剧改编的是一塌糊涂，除了前面有新意外，后面虐吴哈尼的时候没有虐，13集要高潮没高潮，连男主怎么喜欢上女主的都没交代清楚。。。最最重要一点，腹黑是用来虐别人的。。。后面男主被吃。。。。啊~            
