http://movie.douban.com/subject/1417946/	成长的烦恼 第一季 Growing Pains
(5星)	 喜欢            
(NA)	 影响了我们这代人            
(NA)	 童年记忆啊~            
(4星)	 成长的烦恼。百看不腻            
(5星)	 经典的故事 经典的演绎 永远的经典            
(5星)	 Mike~             
(5星)	 小时候爱看的很            
(5星)	 哎呀呀 小时候的梦中情人            
(5星)	 经典，不用多言！            
(5星)	 小时候就跟我姐在家看这个……看了很多遍……            
(4星)	 Better 没想到Ben小时候那么可爱，再看长大以后就成了一个大丑男            
(NA)	 经典是用来形容这部电视剧的            
(5星)	 啥都不说了= =            
(NA)	 很轻松~            
(5星)	 another forever classic!            
(5星)	 我最喜欢的电视剧  1_1            
(5星)	 grow with me.            
(5星)	 小时候最爱看的...真让人怀念..            
(5星)	 西佛尔一家带来快乐的童年，让我们知道原来老外是这样的生活            
(NA)	 全家一块儿看。            
(5星)	 long long ago,far far away            
(5星)	 无法超越。            
(NA)	 西佛医生差点为此考心理学            
(5星)	 印象太深刻啦，十几岁时看的同龄剧            
(4星)	 最初的感动，最后的仪式。            
(5星)	 对美国的第一印象，主题曲狂爱！！！            
(4星)	 第七季有看一眼就想让人熊抱的小Leonardo...            
(5星)	 非常美好的童年回忆。似乎是要感谢浙江电视台？XDDDD            
(5星)	 全都是小时候看的 很喜欢            
(NA)	 伴随我成长的片子 最喜欢的人物是伯纳             
(4星)	 伴我成长的第一部美剧            
(3星)	 小时候，其实都忘了差不多了。            
(NA)	 儿时的记忆            
(5星)	 电视机儿童的童年。哈哈。            
(5星)	 又看一遍&gt;.&lt;  喜欢            
(5星)	 树立了年轻时候的很多理想！            
(4星)	 小时候看的一点印象都没了            
(5星)	 那是住在外婆家的暑假 和哥哥姐姐再加邻居家的哥哥姐姐一起看 那时候我还没上小学 那时候的夏天一点也不热 那个时候我最喜欢那个最小的              
(5星)	 小时候的记忆            
(5星)	 没的说，就是好看            
(5星)	 五颗星，恩，当年守着家里的黑白小电视机接触了美剧文化            
(5星)	 小时候的回忆~            
(NA)	 纪念下！！！            
(5星)	 对了，对了            
(5星)	 哎呀，这就是童年呐！～～妹妹的话            
(5星)	 一本看了不知道多少遍的片子，伴着我长大的。            
(NA)	 相比英语原版，我更喜欢上译的。谁叫先入为主呢！            
(5星)	 童年记忆啊~~~            
(5星)	 小時不讓看電視。躺在床上偷偷瞄著看            
(5星)	 内含很多教育案例。            
(5星)	 小时候的最爱。            
(5星)	 最喜欢坏小子麦克            
(5星)	 越到后面越搞~            
(5星)	 太好看了！！喜欢小ben            
(NA)	 有我们每个人成长中都有过的烦恼            
(5星)	 原来里面有莱昂纳多orz            
(5星)	 所有孩子都看过且长大后仍津津乐道的好剧            
(5星)	 超喜欢呀~            
(5星)	 这是我这个年龄接触的第一部美剧，也可以说是伴我成长的，让我知道了家人很重要，要尊重和爱护家人，即使平时会有很多的磕磕绊绊。            
(5星)	 看过几遍了，不只是喜剧，看过之后对生活的态度都会变得积极，很值得再看            
(5星)	 一边看，一边烦恼            
(5星)	 暗恋迈克好久&gt;_&lt;            
(5星)	 一起长大。。            
(NA)	 经典            
(5星)	 还有什么可说的？《非常完美》            
(5星)	 中文配音的迈克就是神一般的存在！            
(5星)	 我的最爱            
(NA)	 很多人的第一部美剧            
(4星)	 哈哈            
(4星)	 笑点还低的时候看的都流泪了……尤其是麦克和小保姆啊            
(4星)	 哈哈~            
(5星)	 灰常灰常喜欢看~~~~~~~~~~            
(5星)	 我爱mike！            
(5星)	 我小時候的菜！好看！！！！！            
(5星)	 1985年-1992年            
(5星)	 永恒的经典，小时候，不管看过几遍，不管哪个台播，一定要看            
(NA)	 小时候很爱看。。。ben很q。。。哈哈            
(5星)	 小时候            
(5星)	 教育频道...            
(5星)	 还有比它再深入人心的吗！！！            
(5星)	 看了又看            
(5星)	 瀑布笑            
(5星)	 我曾经天天守着电视等它。            
(NA)	 2010            
(5星)	 童年不可缺失的回忆            
(5星)	 高中的一个暑假，把每一集都看了一遍，相当喜欢里面的Mike，感觉非常帅！里面有一集让我印象非常深刻，他们一家去夏威夷度假的时候，Mike认识了一个漂亮的舞者，但却发现她居然已经有了孩子，然而却被抛弃了。那一集看到一群舞者跳舞时，居然被感动的还哭了。。            
(5星)	 潜移默化在骨子里的东西啊！            
(5星)	 我小时候的最爱            
(NA)	 里面两个演员都死了，物是人非。一个抑郁症，一个厌食症            
(5星)	 还需要说？            
(5星)	 伴随我成长~~~~~~~            
(3星)	 小时候挺喜欢            
(5星)	 小时候在教育台看的。人生中看的第一部美剧。            
(5星)	 精彩的人生...            
(5星)	 不知道看了几遍来着。。。            
(5星)	 classic            
(5星)	 从小看，跟我一起成长            
(5星)	 永远的经典，永远的最爱            
(5星)	 看着他们的生活，慢慢地自己也长大了            
(5星)	 伴我成长的片子，希望自己将来也能拥有这样好的家庭            
(5星)	 ：）            
(5星)	 我的大爱，极喜欢杰克和本，迷死人。后来看了几十年再聚的访谈节目，好难过。            
(4星)	 经典，可爱，哈哈            
(5星)	 擦，看着长大的            
(5星)	 适合学口语用，还很搞笑，特别喜欢这个版本的，新的也挺不错的~~            
(NA)	 Classic            
(5星)	 小时候一个又一个下午的地板凉席回忆            
(NA)	 经典啊，算是记忆中第一部美剧了吧            
(5星)	 有感情啦            
(5星)	 经典中的经典            
(5星)	 经典！让90年代的中国体会了美国式的教育            
(5星)	 小时候一直幻想长大成为迈克，呵呵，不是武林外传这类恶俗剧可以比的，，，成长的烦恼，永远的西佛一家，，，，，            
(5星)	 100分！最喜欢Aloha！片尾的配乐太美了！            
(5星)	 小到还不懂英语的时候妈妈给我买的。直到现在还是一看到它的名字就觉得开心。            
(5星)	 最初的美剧~            
(5星)	 很经典            
(5星)	 mike！            
(4星)	 反正比家有儿女好看            
(5星)	 没的说，看过全剧            
(5星)	 经典两个字是用在这类剧集上的            
(5星)	 当年晚饭后比看的电视~            
(5星)	 看一辈子            
(5星)	 伴我成长 以前在电视上看 可惜现在网上看到的 效果都不怎么好             
(5星)	 从小看到大啊            
(5星)	 每个暑假必看            
(3星)	 经典的GP经典的绿叶电视台 可惜我没耐心看完囧            
(5星)	 MIKE SEAVER!~            
(5星)	 童年啊            
(NA)	 小时候的CCTV8            
(5星)	 成长            
(5星)	 我不想说话了，我爱死他们了。            
(5星)	 太好看了！！！            
(5星)	 伴隨我讀過了一個又一個寒暑假……            
(NA)	 哈哈            
(4星)	 小时候可喜欢可喜欢看了            
(5星)	 70-80’S 永远的回忆，教育电视台，放一遍，偶看一遍。美国人的教育很受用。            
(5星)	 美剧的启蒙啊~            
(5星)	 都长大了！小时候的 记忆！            
(5星)	 永远经典的美剧。。喜欢那种风格的生活喜剧。。伴随80后成长。。一家人太嗲了。。            
(5星)	 力荐，想学习幽默的人            
(5星)	 好看的不得了，超帅的小伙，麦克            
(5星)	 milestone~小Ben长大完全变成肥胖贫民形象了...痛心！            
