http://movie.douban.com/subject/3882839/	千谎百计  第二季 Lie to Me Season 2
(4星)	 还是S1比较好看。那么强悍的男人也有他的弱点，他的肋骨Emily。当女儿还是很幸福的。            
(4星)	 看完生活大爆炸只能看看这个了，其他的都像弱智            
(NA)	 lie to me.            
(5星)	 追的好辛苦            
(5星)	 lightman.我又一次大叔控了            
(NA)	 L Man发疯的的戏份越来越多，比起SEASON1的惊喜差了好多。。。不晓得会追多久。。。反正夏季剧集看的就很少。。。            
(5星)	 这位有点神经质的天才博士让我欲罢不能。            
(3星)	 无限雷同            
(4星)	 越拍越玄乎            
(NA)	 如果是真的，这样的人有点神秘跟可怕。男主角帅呆了。            
(4星)	 努力期待第三季啦。。            
(3星)	 砍了吧···别纠结了            
(2星)	 第一季抓个新鲜感，看到后面嚼之无味。第二季放弃            
(5星)	 好看            
(4星)	 真的很经典，但是看多了也会小小的腻。            
(4星)	 还不错哦，只不过看多了有点腻。。。            
(4星)	 学了好多知识            
(5星)	 超好超好的片子！            
(4星)	 说不完的谎言。            
(NA)	 喜欢看lightman，看他和他的团队为了真相一次一次的追踪，一次一次的发现，过硬的知识和过人的胆识！            
(4星)	 学了些招数用到现实生活中，哈哈            
(5星)	 第二部更加偏重人物心理描写            
(4星)	 现在故事有点失去原来的卖点了，就和名侦探柯南一样，没有主线光靠每集的案情还是难以持久吸引观众的……            
(3星)	 延续，变化少。不过那男二真帅啊~            
(3星)	 我智商太低……            
(5星)	 很精彩，后面有时候情节趋于无聊，不过又会有新的突破！            
(NA)	 出来似乎很久了，但是我是今年才看完两季，不错不错的，每集内容都挺紧凑的，就是男主角我总觉得有点猥琐，吼吼            
(NA)	 让我失望了一把，无尽的暧昧，雷同的故事，我甚至能在每集的片头猜到点结局，没有一季好看，美剧的通病。            
(4星)	 稍微神奇了点            
(5星)	 喜欢TIM的表演，那种特有的眼神，出乎意料的行为，种种都吸引着我一直追这部戏~            
(3星)	 看一集两集还行，多了就没意思了。            
(4星)	 瓶颈后又突破，还行            
(4星)	 这剧里的人都喜欢暧昧，让人不爽            
(5星)	 越来越好看啊，lightman终于有可能犯错了，越来越深入的了解lightman group！            
(5星)	 很不错啊            
(3星)	 越看越讨厌这大叔，我不应该先看lie再看海上钢琴家的，一起讨厌了。            
(5星)	 再度力荐！男主角是超级魅力男~            
(NA)	 很喜欢cal             
(4星)	 冲tim去的！            
(3星)	 咳……真的越来越没技术含量了、            
(4星)	 有原型，男主角的表现力还是不错的。            
(3星)	 只看了几集就弃了，怎么说，没有一好看。或者说里面演来演去都是那些套路，不过我记得2的第一集讲人格分裂的很精彩。 不过还是大爱Tim Roth~            
(5星)	 说实话，我看完后就有点小神经，不过对面试来说非常好用。我喜欢看招聘人的面部表情。            
(5星)	 期待什么时候Lightman能和Gillian跨越柏拉图            
(5星)	 就是出的慢了些- -            
(5星)	 我不想活的那么累。但是他不累            
(5星)	 贊，不過Lightman可以看透一切謊言的本領也並非沒有壞處。            
(5星)	 永远想不到的结局……            
(4星)	 不错啊            
(5星)	 一台湾MM推荐我看这部片。后来看到有Tim Roth，我下定决心开始看此片。确实不错，值得推荐！            
(5星)	 太喜欢这个男主角了~            
(3星)	 总之。。为嘛越看越觉得不够给力。。= =            
(4星)	 虽然有点牵强，不过还不错，概率学！            
(4星)	 还是没试过~            
(4星)	 剧情还是有看头滴            
(NA)	 第一季都没看完 挺烂得            
(5星)	 超好看 闲下来时就看两集            
(5星)	 非常好。TIM太帅了！            
(3星)	 越看越无聊 太缺少主线剧情了            
(2星)	 单元剧调子起太高真是找死，弃            
(5星)	 人们往往都喜欢窥探别人的隐私，只是我们不知道等待我们的将是什么。。。幻想自己能够通过别人的一笑一颦获得更多，却总是预料错了解决。。。            
(4星)	 越来越喜欢Cal的英式发音~！            
(5星)	 那男的太厉害拉            
(5星)	 我特别爱这种推理的剧情。怎么还不出啊。            
(4星)	 寓教于乐~~            
(4星)	 有改善。但还是差个东西。而且片中有些观点太强加于人了。            
(3星)	 你在撒谎。可是，然后嘞？            
(4星)	 看到后来就显得有点tedius了。            
(NA)	 没有S01好了~诶。            
(3星)	 前十一集还行，回归后的就无聊了            
(4星)	 cal和foster在一起的画面很和谐很美好            
(5星)	 已然发展成我的精神寄托了            
(2星)	 看了最近的一集，这部据说和馒头走同样路线的剧，至少这一集让我看得没了兴趣追下去，推理判断和剧情都感觉不是太强，就看到男猪跑来跑去找人。如果说csi：miami的boss是歪脖不朽，那这位Lightman给我的感觉就是歪脖+驼背不止……            
(5星)	 broadened my horizon            
(3星)	 第二部明显不如第一部故事情节好，第二部反而再求怪，故事怎么古怪，怎么不可能就怎么出现，感觉很刻意，没有第一部自然            
(4星)	 感觉不如第一季精彩，但是还是很期待接下去的发展            
(5星)	 没啥说的，电影演员里面出来的演技确实。。。。这么说要得罪人的？（凑上去仔细看脸：P）            
(NA)	 后来越来越拖沓....            
(5星)	 这一季，主要是在期待Cal和Foster之间的纠结了            
(NA)	 每一分、每一秒、都有人在說謊…然後、世界瞬息也就變了～            
(3星)	 第二季比第一季逊色很多。            
(4星)	 桥段有点似曾相识的感觉            
(4星)	 第二季跟第一季思路不太一样啊，也还行            
(5星)	 看的过程，学了点知识，呵呵            
(4星)	 您更加的神棍了 不过我爱的就是那份天才式的嚣张            
(5星)	 好看的很··太棒了！！近期最好看的美剧···            
(4星)	 很好看，我就喜欢神经兮兮目空一切的男主角            
(NA)	 越来越没意思            
(NA)	 我就服的 。 不行了            
(NA)	 很不错的电影  从人物面部个方面微小的行为来解析人心 很给力的说 。            
(5星)	 同样很喜欢．．．不解释            
(4星)	 不知神马展开……            
(5星)	 精彩again            
(5星)	 我太爱Foster            
(3星)	 我真的受不了Lightman整天一个肩膀高一个肩膀低地装小混混。狂放不羁是迷人的，但吊儿郎当就有点过了。另，第二季的故事真的不得力。            
(5星)	 一直在追的电视剧            
(4星)	 这种剧本来就是一个模式。。。要它一直有某些人要求的那种所谓的新鲜感是不可能的。。。            
(4星)	 很有启发意义~~~            
(5星)	 才看完 觉得还是蛮不错的，不过还是有一点夸张。整体来说男主角演的挺好。他女儿很漂亮            
(5星)	 第二季我依旧很喜欢！            
(5星)	 超级喜欢男主角！            
(5星)	 不错，还是很棒            
(5星)	 很有趣味的电视剧，能从中学到东西，喜欢怪异的Lightman~            
(3星)	 哎，完结了。            
(4星)	 中间有过不给力的情况，但到了后来又能回复到可观赏水平…… Lightman父亲的角色我觉得很有趣            
(5星)	 节奏紧凑，有冲击感的好剧……            
(4星)	 第二季也看完了.等待第三季..撒谎的人有相似的表情.但却有不一样的故事...往后的故事让我觉得..很好..                   
(4星)	 喜欢。            
(5星)	 很神奇，非常细微的表情，就能判断出一个人的内心活动。。。，啥时候我也能这样哦            
(3星)	 感觉第一季前几集还行 到后面就没有看前几集的那种激情了。似乎是一开始就把报复抖完了，有些失望。            
(4星)	 抱着本整夜看出来的。            
(5星)	 第二季的剧情感比第一季强很多！            
