http://movie.douban.com/subject/2138507/	奋斗
(4星)	 总是在耳边浮现这部剧的台词 。现在站在成长后的角度看 。奋斗给了我一种成长的启蒙 。            
(4星)	 不喜欢马伊琍演的夏林。比较喜欢杨晓芸和向南这对儿。            
(4星)	 天生就爱贫嘴电视剧            
(NA)	 火了很久很久            
(NA)	 很赞的电视剧            
(4星)	 这是我看了6+N遍的电视剧            
(NA)	 内地值得看的偶像剧            
(5星)	 友情，爱情，我们年轻，所以，一起为梦想奋斗吧！很爱看....            
(3星)	 这叫奋斗。。。。            
(NA)	 我向往的乌托邦，一定也在什么地方，只要我肯努力，我肯奋斗。一切都会有的。“我们必须去工作，去谈恋爱，去奋斗，这件事十万火急，我们一天也不能等，请您接受我们离开前最后的问候。”             
(5星)	 虽然有点假，但看了一下还不错，让自己的青春可以小小沸腾一下。。。            
(3星)	 朋友推荐看的，开始还行，越看到后面越不靠谱            
(4星)	 现在想到米莱就是凡客            
(3星)	 真的只有我觉得好假吗.....            
(4星)	 励志            
(3星)	 陆涛假了点儿            
(3星)	 讨厌夏琳，当然更讨厌米莱，太他nia的做作了……            
(5星)	 原來一切如此真實。四年後再次重溫。然後也看下北京。大學畢業了，好日子就結束了。在11月23日的凌晨，我在看《奮鬥》。在11月23日的最後一分鐘，我在看《奮鬥》。沒有蛋糕。但我依然可以吃到巧克力。在這座城市，一個人靜靜地度過這個夜晚。希望當我們以後回想自己的人生時可以微笑。微笑。            
(5星)	 喜欢！为什么？或许是把我们想做又没敢做 或者做不成的都给顺利的做了            
(5星)	 电视剧中的一些细节至今都记得。            
(3星)	 只觉得一般            
(4星)	 我就是喜欢王珞丹行不行            
(4星)	 其实就讲的几个纠结的爱情故事，跟奋斗我觉得沾不到多大的边。不过奋斗里面有一个镜头我非常喜欢，就是华子要接手蛋糕店时候差钱的时候，给陆涛打了个电话，陆涛没时间就给他女朋友去取，她女朋友送去后没下车就走了，这点的确挺感动的            
(1星)	 恶心又做作……            
(5星)	 喜欢            
(4星)	 喜欢米莱            
(5星)	 很多人都说陆涛不好怎样怎样，其实他才是我们最贴切的隐喻，难道我们不是总在要这要那吗？得到了有他妈吹鼻子乱拽说“其实这一切不是我想要的”艹            
(4星)	 文章在黄色奥拓头哭起唱单身情歌 唱得我揪心 喜欢夏琳那个角色            
(5星)	 多少个陆涛多少个米莱多少个向南多少个杨晓芸……            
(NA)	 哥就是建筑师，这片子太假了            
(NA)	 很青涩  还是喜欢王珞丹  或许是因为她的性格            
(5星)	 看完真的能让人想奋斗哦            
(4星)	 喜欢文章 喜欢陈大发            
(5星)	 大陆牛B的偶像剧！！            
(4星)	 挺来事儿的的一部戏，说他消磨时间吧，我记得还挺好看的，说很推荐吧，我真心不觉得马伊琍漂亮，剧中自赞的时候，我的心那个叫揪~还有佟大为的华丽丽的立领啊~~文章的表演出彩，李小璐活泼可爱，朱雨辰的颜还不赖            
(4星)	 生活很现实 奋斗没有用            
(5星)	 近年来最喜欢，一直最爱，那种积极的气味~~            
(5星)	 谢谢某人第一时间的推荐            
(3星)	 我喜欢陆涛。            
(3星)	 当时很迷            
(3星)	 主演里虽然只有文章是80后，但都够折腾，赵宝刚之作的典型代表。            
(4星)	 石康的剧本，语言讨好，情节扯蛋儿~            
(4星)	 理想主义。。。            
(3星)	 我喜欢米莱，怎么着。。。我就是不喜欢马伊琍。。。            
(4星)	 第一次看是在龟租的房子里            
(3星)	 朱雨辰~~~~            
(4星)	 虽然不靠谱，但是欣赏编剧的文笔~            
(5星)	 不断奋斗。            
(3星)	 太他妈的假了            
(3星)	 时间过的太快，几乎我认为一切都是假的，你就在昨天……在昨天，你才告诉我的：你看奋斗吧，我超级喜欢石康，我超级喜欢石康……。            
(4星)	 记忆中的2007之夏            
(NA)	 赵宝刚作            
(4星)	 2008年奋着的我们！虽然离我们的生活还是有一段距离，但是因为有梦想，因为很努力，所以，生活对于我们来说也可以选择幸福的过！            
(4星)	 出了很多不实际的以外。            
(5星)	 我还是对石康的东西缺乏免疫力啊！都市童话。            
(5星)	 很好看，推荐            
(2星)	 太不切实际了。            
(3星)	 电视剧嘛，赵宝钢，什么的，虽然媒体推他的片过于卖力，有点反感，但陪老婆看看也无妨            
(3星)	 一开始挺喜欢的，往后越看越烦，米莱你有完没完啊            
(3星)	 比较喜欢向男和杨晓芸            
(5星)	 那么认真而又偏执的米莱，那么让人心疼...她说着：“我等你我等你我等死你”的时候，深深震撼了~  “没有他，前边的风景再好，我也不想看，我什么都不想看。” 因为那个人，之后的都只能成为将就。 “有些东西即使你再努力也是得不到的。” 一辈子就做一次米莱。释怀以后便是，一路幸福...            
(4星)	 挺喜欢的。            
(5星)	 喜欢这部电视剧，是因为这里面有着我们自己的影子，可能是里面的某一个人。我们还有青春还可以任意挥霍，当我们在某个时候就应该毫无顾忌去做某些事，因为我们年轻，应该去朝我们的梦想去走，可以听别人的意见和建议，但不能失去自我，因为你还是你，你的梦想还是你的梦想，永远不会是别人的！            
(5星)	 奋斗，为我们的幸福，我们一起奋斗！            
(4星)	 活着就得折腾折腾            
(5星)	 中国还有多少人不知道呢？            
(4星)	 靠，这个太火了吧，不解释了            
(5星)	 所有人 的奋斗            
(5星)	 石康的功力非同一般！            
(3星)	 我还能米莱多久？很久，或者不。             
(5星)	  电视剧。这部必须看            
(4星)	 不错啊。            
(3星)	 80年代的奋斗观嘛？            
(NA)	 都说是大学毕业必看之作，个人觉得还是不看为妙，越看越失望            
(5星)	 台词！            
(3星)	 其实，这剧里最让我能产生共鸣的是露露            
(4星)	 80后励志电视剧，的看看。            
(3星)	 其实不怎么喜欢，只喜欢里面的米莱。            
(5星)	 喜欢米莱            
(NA)	 很代表80后            
(5星)	 又一部看了几遍的电视剧，最爱文章和李小璐那一对            
(5星)	        米莱是我见过最好的姑娘。男人一辈子也不一定能遇到一个米莱，遇到还不懂得珍惜就太傻了。即使陆涛背叛他，同时带走了她最好的姐妹夏琳，最终她还是原谅了所有人，微笑着祝福她们。            
(3星)	 一颗钉子也有它的价值。            
(4星)	 又煽情又文艺又装逼            
(2星)	 超级YY剧~            
(5星)	 就是很好看啊　不现实又怎么样            
(4星)	 米莱，，我真想知道，有没有这样姑娘、、太喜欢            
(4星)	 我喜欢向南            
(1星)	 我真的看不出 哪里在奋斗 看了十几集 是在看不下去了            
(4星)	 男帅女靓的电视剧就是看着舒服，还有就是很喜欢里面人物的北京口音，听着舒服!            
(4星)	 很时尚。            
(NA)	 励志，人生就该奋斗            
(3星)	 觉得那个乌托邦蛮好的~            
(4星)	 反思自己的理想与人生吧~！            
(5星)	 影响最深。            
(5星)	 必备。            
(NA)	 那不愿清醒的  谎言。            
(5星)	 很长一段时间郁闷的时候就看此剧，看几句就心情释然            
(1星)	 太傻比了 一颗星都不想给 傻比傻比傻比傻比傻比傻比。草。            
(5星)	 不错            
(3星)	 70后的演80后真是不伦不类。。。。虽然我知道你们在拼命装年轻了。。。            
(3星)	 对白太贫，不现实，也没有体现出奋斗            
(3星)	 想学杨晓芸闪婚            
(4星)	 最开始很喜欢米莱            
(3星)	 少扯点蛋行不            
(3星)	 有两个父亲加一个死心塌地爱自己的女孩的富爸爸，两个女朋友，有几家公司动辄十几亿的项目被一个年轻设计师的设计套牢，还有一个随时为自己梦想买单的人，这叫奋斗吗？？？可见资本原始积累多么重要。此片唯一的看点是数种爱情模式。            
(5星)	 看到了我们的青春            
(4星)	 我喜欢米莱，选择不放下要有多大的勇气，她和向南最后都说过一句话，“有些东西，你再努力也得不到”，我现在也这样觉得了……            
(2星)	 一群老人在装嫩，并且剧情严重脱离现实，特别不喜欢佟大为把每件衣服的领子都立起来！特土！            
(5星)	 真的 这挺不错的！！！            
(4星)	 在青春里奋斗，用奋斗感知青春            
