http://movie.douban.com/subject/2978224/	流星花园 流星花園
(5星)	靠，我的青春啊，道明寺啊，花泽类啊，还有曾经还很正常的大S啊
(5星)	偶像剧鼻祖啊。
(4星)	我们的青春啊！
(NA)	在寝室某个角落的电脑。。。大家奋战了一夜看完了。。。。
(5星)	喜欢言承旭
(5星)	一代人的记忆
(2星)	童年
(2星)	no
(3星)	到了大学才看的。我果然凹凸好多年。恩 还不错吧。那个年代能拍出这样的电视剧，实属不易。大S真的不好看啊！为什么现在这么好看。我觉得还是因为她比较瘦！哼哼我也要变瘦1！！！！
(NA)	看的第一部偶像剧~哈哈~
(4星)	类！！！！
(NA)	我觉得这是台湾偶像剧的鼻祖~O(∩_∩)O哈哈~当时是真的迷恋，喜欢花泽类、细化道明寺、喜欢杉菜~今天我恐怕要把“最好”这个歌词用个完了，其实“好”有很多意思，在这里专指它最让我“怦然心动”……人生还能那么强烈的喜欢几次呢……
(5星)	一切粉红的开始。（我怎么说的出这话- - ）
(4星)	我怎么会大一才看。
(4星)	ost是真的不错~
(4星)	那个时候迷倒一片了把
(NA)	你敢说当年你没看过嘛？
(4星)	跟风看的
(5星)	经典，以后的台剧影响力实在没法比，到现在都喜欢言承旭的说
(4星)	我要不要再去重温下。。哈哈哈
(5星)	我永远都记得那个看片，并且讲故事给同学的夏天
(4星)	一直有个疑问 后来那两个总是找杉菜麻烦的女人到哪里去了 很多台剧里面 总是拍着拍着 人就没了 这个问题挺严重的
(5星)	比现在任何一个偶像剧都好
(4星)	竟然已经有十年啦……但是感觉还是经典啊……很少有作品可以超过它……
(4星)	花泽类真是美好到不像话。
(NA)	看的第一部台剧于是也纪念一下...
(NA)	大S还蛮好看的。
(4星)	我的第一部偶像剧啊
(5星)	小学小学～！那时候爱死了
(4星)	看的第一部台湾偶像剧！
(4星)	当时还是很喜欢的，除了周渝民太做作……
(5星)	真的很好看嘛。。
(4星)	小学时看的第一部台湾偶像剧~
(3星)	对片中主角各种无感觉，但是真是现象级的电视剧啊。
(5星)	没得说 经典!   一直还想重温一遍..
(4星)	十年后 才看到流星雨我居然才看完这部剧，真是大大的LAG了整整十年很好看
(5星)	爱 言承旭！！！
(5星)	初中的时候疯狂追的一部电视剧
(3星)	就为这个，上小学的时候常飞速赶回家，长大后，一直怀疑那时候的我是不是有些早熟，那么小就开始看偶像剧……
(3星)	为毛我当年最喜欢的是美作，麻痹原来我从小就小众，摔。
(4星)	俺是跟着爹看的=.,=
(4星)	等这个剧都火差不多了，我才开始看的
(5星)	无可替代的半个青春啊！又想重看一遍了！
(4星)	看在当年萌到不行的份上~~
(4星)	依然是偶像剧启蒙片。。那会儿是有多着迷花泽类
(4星)	神话~没人没看过吧？结果我通姐还真就大学了才看的，她也是神话
(3星)	大三时候看的，前十集还行，挺有趣的，是全班男生的热捧剧，经常熄灯之后一个笔记本电脑前边挤着几个脑袋。后边几集就比较无聊了，翻过来倒过去，就没看了。
(4星)	回忆
(NA)	啊哈哈~这也太早了吧！10年了耶。。
(4星)	最合时宜的一部
(5星)	看了不止一遍的说 
(4星)	我看过了两遍？三遍？
(4星)	喜欢大S那飘逸的长发
(5星)	我是属于对杉菜和道明寺的爱情抱有感情，同时也爱着花泽类的那类人~~
(1星)	猪头4的成名之作，讲4个烂仔和一个女生的复杂故事。
(4星)	偶像剧中还不错的吧  对比了日韩的 还是台湾的角色选的好 
(4星)	这里的大S最漂亮
(4星)	当年被迷得神魂颠倒啊……
(5星)	 10年前的偶像剧····第一部自己花钱买的碟··至今还在我的柜子了··只是很久没有拿出来过···回想当年被花泽类迷得神魂颠倒··多么希望他能和杉菜在一起啊····嗬···10年前的故事···至今还记得藤堂静给类说的那句话··流泪···就倒立吧！！！
(4星)	看着长大的
(4星)	想起了初三的那个寒假~~~
(4星)	小时候都想看这个，借盘连着一气看完。
(5星)	青春期的雄伟标志之一
(4星)	同类型的鼻祖了算
(4星)	还记得当年为了谁喜欢花泽类谁喜欢道明寺争得面红耳赤。。
(4星)	和芒果的比起来我特么真的还是比较喜欢这个啊可恶!
(4星)	第一部接触的偶像剧
(5星)	台湾偶像剧的鼻祖~~~~
(4星)	哎呦……青春时代为此疯狂~霸气滴道明寺忧郁滴花泽类…………
(5星)	只觉得仔仔帅
(4星)	当时爱疯了~不知道现在孩子看感觉如何
(5星)	青葱阿
(5星)	永远的经典啊
(5星)	初中时的最爱。
(4星)	小学的时候看的了，看得有些艰难，电视上禁播，家长不许，但还是偷偷的大致看了一遍，哈哈~
(4星)	看在前半部分还好和充满回忆的份儿上勉强给了4星
(NA)	永远的经典
(4星)	真正意义上看的第一部偶像剧……当时真的是很喜欢啊~现在看看，真是……………………
(5星)	青春的记忆啊
(3星)	第一部偶像剧，可想而知当时有多红。
(5星)	小时候喜欢花泽类，大了却开始喜欢道明寺
(3星)	好傻
(4星)	曾經為之瘋狂的電視劇啊！
(4星)	当年迷恋到不行,看了很多便.很不错的青春偶像剧
(NA)	由于和小盆友们发生了代沟从而感叹青春太空白了，于是在考试和论文的百忙之中进行补课……
(5星)	还素给满分吧
(3星)	启蒙偶像剧
(4星)	噱头很大，F4
(3星)	当年很喜欢，现在........表示浮云。
(4星)	还有哪个版本的F4可以这么完美。。。。？？
(5星)	时隔十年看，依然很美~~~·
(4星)	当时风靡的
(4星)	上小学时没看过的我的人生简直就不完整。
(5星)	百看不厌
(3星)	当时还是熬夜看完的片儿。。不过最爱的还是日本版的
(4星)	这是记忆啊记忆啊
(4星)	那年的夏天
(5星)	那一年的夏天，满大街都是《陪你去看流星雨》；如果该神剧上映的时候你刚好在上大学，引用赵本山的话就是“赶上了”
(NA)	不管怎样，我觉得很好看~
(4星)	那时候俺是多么多么滴喜欢类啊！！！西门现在残成这样，真是人神共愤。
(NA)	看过多遍，开创了偶像剧的先河，比现在的傻瓜偶像剧好很多，蔡岳勋，值得看
(5星)	经典
(4星)	那个时候 F4影响了多少人啊 还记得小学的时候大家还在贴红纸条哈哈 
(5星)	唯一完整看完的偶像剧，即使有很多不完美，但是它的地位无人取代。。。
(4星)	火 是有理由的
(5星)	当时迷得。
(4星)	虽然青涩，但当年是我熬夜看完的剧。杉菜是女孩子的公主梦。
(5星)	F4
(3星)	小学五年级看的。晚上睡觉都睡不着幻想着周渝民是我男朋友。。册那疯特了！
(5星)	仔仔帅阿。。
(3星)	流星花园 我最中意的还是日本那版本的 哈哈
(NA)	当年格外的喜欢，那个年代的青春记忆
(1星)	还真是幼稚。我。
(5星)	一直都很迷，很经典啊，还记得当年看它的情景，转眼间八年过去了
(NA)	传说中我接触的第一部偶像剧要mark一下的~
(4星)	青春的纪念。。。
(5星)	好像是小学的时候看的了吧~
(5星)	经典就是经典
(5星)	永远忘不了海滩上类的那两滴泪
(4星)	哈哈 那个时候很荡漾 花泽类 
(5星)	青春年少思春事，怎能不看流星少年郎！！！我一看就想到了我的初三，我就那么的想哭呢！！！我那时还整天整天的在日记本子里给花泽类写信神马的。。。
(NA)	流星花园有那么多版本 还是最喜欢台湾版的
(4星)	还是台版的演员选得好~
(3星)	曾今风靡一时的偶像剧，刚上初中的时候每天晚上守在电视机前面等着。。。
(NA)	我所走过的青春。 
(5星)	一个时代的东西呀
(5星)	放学后赶紧跑回家看然后好多电视台重播，后来 就给和谐了，哎就记得这剧火的我妈也跟着看，现在我妈还记得F4呢
(5星)	初三啊初三
(5星)	台湾偶像剧鼻祖
(4星)	囧
(5星)	小学时追捧的电视剧，是一个时代的记忆，是一种特别的回忆。许久之后还是值得回味，那是我们喜欢的故事，和喜欢的他们...
(5星)	天天讨论哦。。。那时很傻很天真，不止晚上偷偷看，每天还听情非得已
(5星)	偶像剧的鼻祖，我的入门作
(5星)	一天一夜的时间，看了这部从来都没又想看过的电视剧，感觉莫名其妙的，可能也和最近的心情有关，看的心里酸酸的~~自己虽然不是因为感情的事，但还是一样要学会坚强，一定要改变！！！！
(NA)	我至今还是很喜欢言承旭。
(5星)	闲的难受的时候最喜欢看了
(NA)	当时流星雨 F4火得很阿
(NA)	我也有童年
(NA)	经典偶像剧
(3星)	漫画改编。
(NA)	靠！小时候我们都喜欢这样作死了的！PS：言承旭好娘！
(5星)	我永远的仔仔
(4星)	小学的剧,最近看快乐大本营,何炅对言承旭说:你该庆幸流星花园不是湖南卫视赞助拍摄的,不然每逢暑假就播,你就别想转型了...
(3星)	现在看来有点可笑啊~~~
(5星)	经典，你懂的
(4星)	还是这个版本的好看，虽然有点老~
(5星)	心目中永远的经典~~
(3星)	唯一能接受的改编版【续集是垃圾(﹁&#34;﹁)
(3星)	各种版本都看过了 这个还属于比较喜欢的 不过当时真的场景有点简陋
(1星)	理解不能………………
(4星)	哇 我小时候超迷的
(4星)	隔了10年再看一遍依旧带感。
(3星)	很经典 很狗血 
(5星)	必须10分！
(5星)	经典
(NA)	青春啊青春~我的第一部也是最后一部偶像剧！
(5星)	小學的時候和媽媽在家看碟看到凌晨
(5星)	好早的啦
(3星)	记得某人跟我说：“你竟然没有看过流星花园。”然后我就去看了。看到里面的手机都是那种那么旧款的只能发短信的NOKIA，我就觉得我已经老了。
(5星)	那些我们都回不去的日子
(5星)	一起的岁月~
(5星)	现在觉得言承旭还挺好的，不晓得当时怎么那么喜欢仔仔。。
(NA)	初中时的记忆
(4星)	小时候没看过。。现在恶补下
(4星)	回头看真的是够土啊..
(4星)	我实在是迷死里面的花泽类了。
(5星)	自那以后再也看不下去别的台剧
(5星)	第一次在荧幕看到那么动人的接吻戏……
(4星)	我看的第一部台湾偶像剧。
(5星)	一个时代的经典。
(3星)	十年了，过得好快，高中同学录上还有仔仔的照片呐！当时没看也许真是一种损失，现在无论友友怎么力荐，我是都看不下去了..囧rz
(4星)	当时迷得死去活来
(5星)	一整个十一长假啊
(4星)	2001年的情非得已  第一部入法眼的台湾剧
(5星)	其实就算现在看也是可以的
(4星)	年轻真好
(4星)	一不小心爱上阿寺。
(3星)	哇哈哈~要不是Ka，我不会标记我看过~~~
(5星)	永远爱的一部偶像剧
(4星)	经典……
(NA)	青春的见证啊···
(3星)	说实话从没很迷恋过这个
(4星)	跟还珠格格一样 是一个时期的经典
(5星)	絕對的經典~永遠的回憶
(NA)	第一部台湾偶像剧   偷偷摸摸租碟
(5星)	看过6遍，虽然各种狗血，但是还是爱极啊，怀念F4的辉煌时代
(3星)	哎呦喂。。
(5星)	当时看完之后就知道幻想，什么时候我能变杉菜呀。。哈哈哈哈
(4星)	把它放在回忆里吧，拿出来再看灰尘会迷了眼睛~
(NA)	除了仔仔 其他好丑
(4星)	经典
(4星)	只要这个版本还好点了
(5星)	只是因为有年少的记忆。。
(4星)	到了大二还全寝室重温。。没救了。。
(5星)	看过的第一部偶像剧
(4星)	大爱藤堂静、道明庄，阿寺也还好啦。
(5星)	适合年轻时看
(5星)	一个时代的必然产物。
(5星)	初中时看的，经典~
(4星)	囧~
(5星)	我靠！！！能再经典点么！！！！！
(5星)	心中永恒的经典。
(5星)	现在还是喜欢暴龙言承旭。
(5星)	 so cute
(4星)	鼻祖，马之
(1星)	烂
(5星)	偶像剧中的偶像剧~
(5星)	天哪，花泽类！！MEW笑的时候很有花泽类感，，于是我深深的爱上了他
(5星)	最早看的偶像剧…第一部好看5颗星…
(5星)	初中那股疯狂。当时男生也疯狂。
(5星)	为毛分数都没上8。。。大爱这部剧~~~台湾偶像剧的开端啊~~F4!仔仔基本奠定了之后我对电视剧中男主的审美取向~~~
(5星)	唉哟，当时很迷的电视剧，看了很多遍
(NA)	流星花园之于台剧，如夏娃的诱惑之于韩剧，对于我来说，这两部都是开山之作。我当时还自己跑去借碟看的呢，一个暑假，都想不到自己砸能这么无聊。不过算是经典，就是里面的道具不行了呀……而且看电视剧最好精彩的地方，就是若干年之后，看看当时主演的物是人非
(5星)	小时候  不懂事啊  很喜欢
(5星)	绝对的不可动摇的地位
(4星)	周渝民是无人超越的类~
(5星)	永远的经典啊……偶像剧鼻祖 膜拜下~~哇哈哈
(5星)	永远的经典~~~ 暴龙~~~
(5星)	偶像剧启蒙，不知当时有多爱。。
