http://movie.douban.com/subject/5247088/	法证先锋3 法證先鋒Ⅲ
(3星)	 TVB，出一部雷一部。每次法政法医警察出现场，都是一水的黑西装黑墨镜，晃一眼还以为是黑社会打群架呢。不过，徐子珊比潜行中有进步多了，Ron和Bosco相比，差太远了。            
(NA)	 看到後面有點膩了，不喜歡大段的感情戲，沒勁！            
(4星)	 这个架势显然还有4啊。。            
(3星)	 还可以 但比前两季度差呢 感觉            
(4星)	 终于结局了            
(4星)	 没有特别出彩的地方；推理和伏笔上面平平；偶尔有些感动的地方。嗯 还不错。            
(3星)	 - -小丑啊小丑，你为嘛死了呢？            
(4星)	 男女主角太完美受不了。。            
(NA)	 今天刚看完大结局~~期待第四季~~~哇哈哈            
(3星)	 tvb,你为啥总是让人莫名其妙的死啊！！            
(3星)	 虽然蛮喜欢黎耀祥我还是要说，这片子真是坑爹。凶手没开始作案就已经看出他是凶手了，那是有多郁闷。所有的感情线索跟结局一样，实在是牵强又狗血。对于一个看了十几年CSI的人来说，实在不该浪费这时间。            
(4星)	 要不要最后还给我死个人啊=。=             
(NA)	 每次有case，一帮人出现一定是黑超加整齐队形啊~~~~~看多了好浮夸啊！！~~   但是剧情还是不错，不是那么牵强。但比起一二部就逊色啊       这次给我剧透的人！！            
(3星)	 咱能让徐子珊休息休息么 别出来了好么            
(3星)	 又烂尾了，港剧的通病啊            
(5星)	 黎耀祥的演技绝对一流，我认为已超越前两部。            
(4星)	 追的累死了，终于演完了，还好结局没那么糟。虽然中间有几集着实太墨迹，但不妨碍整体的好看，TVB还是很强大的。ps，还是喜欢mandy，有我的范，哈哈哈~~~又ps，瑶瑶说你跟某人到最后会不会像mandy和pro sir一样呢，真不盼点某人好：P            
(3星)	None
(NA)	 还不错啦            
(4星)	 今天结局了。不开心啊。呜呜。            
(3星)	 这结尾。。。            
(4星)	 黎叔好强大，但是太可怕            
(3星)	 原来那个齐刷刷戴墨镜大部队朝向镜头是结局啊。。。            
(3星)	 剧情设置太过一般，总是轻轻松松破案。难道有了高科技就么有悬案了吗？            
(NA)	 大结局还留悬念！没！节！操！！！！            
(4星)	 少了欧阳震华的法政!哎,不知道第四部会怎样?            
(5星)	None
(3星)	 和熹微边数落还边追的电视。。囧            
(3星)	 【Angle的死像是为了宣传骨灰钻石的大阴谋…Eva的死竟和华董无关…最后的boss竟然不是高sir…三角虐恋竟然以其中一人的死亡而告终…华董是最佳打酱油的…布Sir是最不念旧的…Madam是遇事最淡定的…学心是最容易相信别人的…而整部戏里内心最强大的人其实是雯雯!!!】ps.转自猴            
(3星)	 且不论这部弱到爆的案情们，第一次见刑侦片里的警察集体出来打酱油啊！除了打酱油就是吃饭啊！！最可恨的还是编剧，为什么要让Angel死啊，加的什么剧情啊...算了，骂归骂，有第四部我还是会看的            
(4星)	 行catwalk,行catwalk~            
(2星)	 ……我靠！结局太恶心了。。ANGEL死的莫名其妙，西山还没结婚= =PRO和MANDY就结婚了……把EVA忘记的有够快，女儿都叫人家妈了！！天使妈咪你妹啊。。编剧怎么不去屎啊            
(5星)	 我觉得三挺好看的呀，胡定欣演得好好，快点拿最佳女配，而且我不讨厌徐子珊。。。。            
(3星)	 開始就是完全抱著新劇的態度來看的。不過真是有驚無喜咋，案件再如何花哨，也就一兩集就破了案，完全沒有力度。TVB在硬件上越來越不見誠意。。警署全部高端得像太空實驗室就算了，連法證法醫人員的家也都富麗堂皇，難道HK的鐵飯碗真的那麼養人？結尾讓人相當無語，又見小丑。前兩次小丑殺人，這次小丑            
(3星)	 这么多高科技。。。没意思            
(3星)	 坑爹的结局~            
(2星)	 弱爆了！            
(2星)	 好没有高潮，剧情微弱智的戏。            
(2星)	 #吐槽专用#实在受不了男主女主,秀默契,秀专业,秀恩爱,各种秀下限~~无趣的很啊,亲!!!为了成全他们,为此炮灰了多少好男好女啊,亲!!!还有案情无悬念,大段大段专业台词显得无趣,查案靠女主偶遇,男主推理,可是他们只是法医和法政,你当警察死的啊,亲!!!还写死了Eva和Angle            
(4星)	 难道还有Next one ?             
(5星)	 看的时候就觉得其实丝毫不逊色于法政1、2，有很多可圈可点的地方和进步，虽然演员大换血，但都演得很专业很和谐丝毫不张扬。胡定欣这回演得角色有好大突破，Eva回来后看得我都有些心酸。这是我追得最high的TVB剧集，等更新等得好煎熬。            
(NA)	 结局太快。。·            
(3星)	 结局看的我很不爽            
(3星)	 英雄救美的结局啊~orz             
(5星)	 TVB的编剧最近都脑残了吗?好端端的温馨大结局为什么偏偏要换风格死一两个主角呢? =皿=            
(3星)	 第一次天天追一部电视剧，终于完事了。我没看过1,2，直接看的3，猫老师说我没有童年，呜我感觉剧情是有缺陷，但总体来说不错，前两天看电影新家法，看见黎耀祥扮演一个小混混，原来演员都是从底层做起的啊！还有我感觉坏人演好了，你离演主角就不远了，结局很重要，看了贴吧，准备从4星降到3星！            
(3星)	 那些仪器都不能像以前那样让我震惊了 离心机啊移液枪啊我也没少用 那个我还发现高效液相色谱仪的身影 怎么感觉和学校里的也差不多呢 读大学也不是完全没用的是不是 情节也就这样 最后的变态杀手恐怖了一点不过破绽也最大 唉            
(1星)	None
(3星)	 现在的tvb……            
(2星)	 烂到底了好么，全剧三对CP，一对憎人厌，一对无火花，一对被强拆。Angel就是我唯一喜欢的菇凉了，尼玛人家就一配角都不放过啊！！！            
(3星)	 阿就张可颐好看            
(4星)	 如果最后一个案子再精彩一点 可以打5分。最后一个案子太狗血了。            
(3星)	 angel肿么能死呢  肿么能死呢            
(4星)	 我们都猜到了“法证定律“就是要阵亡个女三号，只是没想到这次不是死一个而是死两个。            
(5星)	 很八错，边看别分析主角星座，十分之欢乐            
(5星)	 真的非常好看呀，很少有连续剧第三部比前面还好看，期待第四部。            
(4星)	 angle 不应该死嘛~            
(4星)	 演员大换血，还好不讨厌，张可颐蛮喜欢的，就是状态总不在点上，吴卓羲真的只是打酱油的，演技完全退步，徐子珊看惯了也还好，胡定欣倒是终于不是尖酸刻薄的女人了，黎叔就不评价了。            
(4星)	 就为angele 死 扣一星 你妹的tvb 来个大团圆会死啊 潜行狙击这样 法政也这样生活已经那么不和谐 你电视就不能来个happy ending ！！！            
(5星)	 今天终于看完了，其实还是很不错的~闲暇的时候可以去看看~最后Angel的结局有点遗憾...PS.萧正楠萌翻了！            
(3星)	 港片狗血桥段集大成者……            
(3星)	 学习CSI不成气候~一般港剧，里面每个人都好得像圣人一样            
(5星)	 期待第四部            
(3星)	 这部戏让我对好多原先钟意嘅演员心生厌恶。。。            
(4星)	 还好大boss不是心理学家 继续期待续集            
(3星)	 元华和周聪不错，终于周聪能演点洗具，不再咆哮            
(3星)	 “编剧，请把我的童年阴影还给我，把鲍国平还给我。”            
(4星)	 最喜欢的Angel最后竟然没了...编剧啊...怎么能这样玩呢...            
(3星)	 看完最后一集，我惊悚了。            
(3星)	 对TVB的剧有着一贯的热情 看的是一份依赖和安全感 显然要求并不很高 不过剧集本身也还算不错            
(3星)	 最有趣的案子是最后打酱油的小丑案子有木有啊！！！！            
(3星)	 越看越无趣，昨天的大结局也太雷了吧。。。            
(5星)	 本来演员全换都不想看的 可是后来发现换的是黎耀祥和张二小姐 那么就…哈哈&gt;&lt;            
(4星)	 案子破的也略快了点儿，还有几个案子连我都猜到凶手是谁，结局也太TVB了，比如来个爆炸，但男女主只要往前一扑保准嘛事儿没有= = 吐槽点很多但还是爱看~            
(4星)	 最后一群人带着黑超浩浩荡荡的往案发现场走是闹哪样……            
(3星)	 还是1最好            
(3星)	 整部片笑点很多，最后一集明显都是赶着收工领盒饭            
(4星)	 结局太狗血            
(2星)	 我勒了个去啊 eva死了我就忍了 连angel也要弄死...  而且最后结尾的装排场简直就可以再二逼一点的 全世界有哪个地方的警察这样办案的...            
(3星)	 案子和人物感情的刻画都很一般。不是黎耀祥和张可颐，估计都看不下去。            
(4星)	 还不错吧，就是最后编剧让太多人死去了            
(5星)	 哇塞，大路线没变，小细节有变化哎            
(4星)	 看这结局貌似会拍第四部呐~~            
(NA)	 一贯的香港电视剧，推理的含义不是很强，有的案子还没有演就已经知道凶手了，对于黎耀祥的表演绝对称赞，胡定欣的表演也是不错的，但是徐子珊30集就那一条裤子未免太霸道了吧。。。还有！这部戏是发证先锋，但是法医比发证更能有案件的开解有帮助，还有，angel的是骗局可以安排的。不好不好。。            
