http://movie.douban.com/subject/3873960/	我的青春谁做主
(5星)	 比奋斗好看            
(3星)	 剧情还好，老太太的话是最有哲理的~只是整部片子，赵青楚总感觉演的有点假，不够入戏。从故事的角度感觉比奋斗还脱离实际。我的青春真的能够我做主的话，真的能像电视剧那样的话，那么这么多人就不会还是现在这个样子了。较之奋斗差了不少。像奋斗中向南和华子那样的人真实中还是存在的，而这部有点扯            
(5星)	 过到快三十,再看下一沟的人,还是很感动.是不是我还不算太老?            
(NA)	 有点扯            
(5星)	 很有深意~~有教育意义~~            
(2星)	 假，小小年纪的 说话都是一套一套的，还不用打bei er。不喜欢            
(4星)	 青春气息很浓！让“老人”怀念自己的那段时光！！！            
(NA)	 很好看            
(3星)	 毕业前夕，忙碌找工作地那段日子里跟风地看了。只能说这是被戏剧放大了的现实生活。            
(4星)	 理智与情感不可兼得 青楚说：你就是颗地雷，随时可能爆炸，应该离你远远的。可我现在觉得，炸就炸呗，谁让我爱上你了呢！            
(NA)	 从校园踏入社会，从懵懂走向成熟。这部连续剧告诉了我们社会的残酷以及一些无奈的人生选择。            
(NA)	 喜欢看，剧情和演员都不错！            
(3星)	 谁也做不了主 自己做主            
(NA)	 只看了一点点····好像有时间接着看完·····            
(4星)	 国产连续剧的希望，台词很耀眼。            
(5星)	 喜欢高齐，人够好。。喜欢剧中小样儿。敢于追求爱情，敢于为爱人付出            
(3星)	 有点乌托邦            
(5星)	 好看            
(5星)	 他们教会我成长。蚂蚁也有自己的快乐，胃口小，但不贪婪            
(4星)	 理想很丰满，现实却很骨感！            
(NA)	 喜欢钱小样和方宇在一起的样子~            
(4星)	 恩，台词很强大，喜欢王珞丹。。。            
(4星)	 看过的为数不多的国产电视剧，跟奋斗有点像，也不错看            
(4星)	 不错的国产电视剧            
(4星)	 还不错。             
(4星)	 好看~            
(3星)	 一般吧，打发时间看的            
(4星)	 我的青春谁也做不了主~            
(NA)	 呵呵 乱七八糟 阴气太重....            
(3星)	 那么大段的台词一看生活中就没正常人能说出来，咋听咋像是背的，和奋斗姐妹篇吧            
(5星)	 很少能一口气看完一部电视剧，这便是很少几部之一。一来很喜欢王珞丹，喜欢她的那种阳光、坦率与执着；二来确实能在里面找到一些自己青春的影子，虽然这部电视剧主要表现的是青春应该由自己来做主，父母只是一个参谋者，但我觉得这部剧让我印象深刻得还是他们对于爱情、对于梦想的执着追求。            
(5星)	 感觉编剧实力雄厚，比《奋斗》强，台词有哲理扎实            
(NA)	 青春意味着无谓            
(NA)	 我想做赵青楚那样的女生            
(4星)	 我们的青春怎么过？自主？家长专制？我们的爱情怎么把握？这些青春的困惑在这里一一呈现。            
(3星)	 一次性            
(4星)	 比奋斗好            
(4星)	 很有意思            
(5星)	 朱雨晨  （*@ο@*）             
(3星)	 “如果说犯错是成长必然付出的代价，那么改错就是一个人成熟的过程。”——周晋            
(4星)	 一切都是因为年轻。            
(4星)	 喜欢里面的仨个姑娘，她们的台词洋溢着一种同龄人的气息。我觉得可以~            
(NA)	 一句话，我的青春我做主！人一生没有一次感情用事，那叫遗憾！青楚面对最爱的人随时都会入狱时和妈妈这样抗争着....最后她得到了她要的幸福            
(5星)	 其实还是不错的，比奋斗更加现实一些~            
(5星)	 钱小样            
(3星)	 剧情里的对话台词堪称经典.            
(3星)	 沒奮鬥好            
(4星)	 经典台词不少···            
(5星)	 个人觉得比之前的那部好看。三个姐妹就是三种类型的人嘛，虽然大部分人都过着钱小样的生活，但是几个有钱小样的决心？我的青春永远不是自己作主，当然能作主的时候我们已经不青春了。            
(5星)	 整个儿女儿国！冷美赵青楚正中我意。阳光明媚好过奋斗多得多            
(4星)	 虽然不怎么喜欢王络丹……但是真喜欢她塑造的钱小样啊……那是我所向往的人生境界做人就该那样百折不挠永远有精神……            
(5星)	 对白不错            
(5星)	 很想找方宇那样的男朋友，可惜我不是小样            
(4星)	 我的青春谁做主            
(4星)	 还好，个人更喜欢《奋斗》            
(4星)	 听北京人贫嘴            
(4星)	 还没看过奋斗。。。            
(3星)	 朱雨晨比演华子的时候还要帅，电视剧台词太多，影响了表情及其他各方面的表演了            
(5星)	 我好喜欢小样啊，太帅了            
(NA)	 韩庚做得很好            
(4星)	 。            
(3星)	 一家三代人的生活，应该是一家三代女人的生活...            
(NA)	 很有个性的80后，像青楚那样就OK乐            
(3星)	 幸福就是 奥特曼打小怪兽 不喜欢 陆毅那样的男人 钱有什么了不起 我自己也能挣            
(NA)	 没有奋斗好，但是依旧很精彩            
(4星)	 好多人说了好多经典的话，不过主题有点老，美女有点少            
(NA)	 现代都市人的许多现状及想法在此剧一览无余，许多台词很是精辟。            
(3星)	 真贫，比奋斗还象在演小品。。。不过看看年轻的俊男靓女在所谓的积极向上，实质显摆着，总好过韩剧超现实的婆婆妈妈，是吧。。。            
(5星)	 所有人讲台词都一个调 里面我最喜欢雷蕾            
(NA)	 受不了 陆毅的老脸·····            
(NA)	 好看好看好看~自己是事情自己做主，自己负责。            
(3星)	 难以想象是赵宝刚拍出来的，越活越回去了            
(5星)	 喜欢小样，喜欢高齐……            
(3星)	 话说年轻人都喜欢   嗯  我还是挺年轻的            
(3星)	 比奋斗差远了，情节也奇怪，节奏不好            
(5星)	 这部剧对我的意义很大 。。嘻嘻。。            
(5星)	 喜欢看的电视！            
(NA)	 扯也扯不清白的家庭            
(4星)	 起士林偶遇华子……            
(3星)	 不真实。被和谐的片子，遵纪守法泾渭分明，与我们的生活有距离，所以缺少如同奋斗所给我的感触            
(3星)	 我妈就是那三个妈的合体            
(4星)	 我很喜欢赵宝刚拍这种片子的时候那种简约、利落的节奏感和富有哲理却不乏幽默感的台词。虽然剧情的设计还是有些理想化的，但我们的生活总是需要理想来聊以自慰。            
(4星)	 很喜欢这部电视剧，很符合当下年轻人的生活现状！三个女孩代表了三种不同类型的年轻人，很真实！喜欢！            
(4星)	 如果非要说是《奋斗》的姊妹篇，那我觉得较之《奋斗》是没法超越的，不过还算是好看哦，虽没什么收获，用来打发时间是相当的可以了，剧中的小样，霹雳都还蛮喜欢的，最喜欢的就是那个姥姥了，超范儿~~~            
(4星)	 叁叁的~小样儿~！！            
(5星)	 喜欢，无敌            
(1星)	 恶。。            
(4星)	 励志，里边有些话耐人寻味            
(NA)	 励志片啊            
(4星)	 不及奋斗经典！            
(5星)	 喜欢青楚~在理智与感性间寻找平衡。美貌与智慧并存的女孩^_^霹雳这个角色简直就是杨晓芸的翻版，模仿痕迹太重了。            
(4星)	 唯有我做主            
(5星)	 我还是觉得陆毅很帅            
(4星)	 浓郁的青春气息，生活化的剧情，台词还是一样的机智幽默！就是悬疑那段有点不伦不类~~超喜欢王珞丹！——不过，比奋斗终究还是差点儿。            
(3星)	 没有第一部好看。            
(5星)	 赵宝刚果然不是省油的灯~这是我看过的少数能超越第一部的电视剧~            
(5星)	 哎，标准的我，标准的钱小样。。。            
(NA)	 有梦想的生活很美丽，如果活着连这个都没了...            
(NA)	 老妈说我性格像钱小样，哈哈~            
(3星)	 没有奋斗好看。            
(4星)	 不错，钱小样很真实，跟自己很像。。            
(1星)	 死讨厌这部连续剧，啰嗦的对白，居然还到最后还没有一个反面人物，真和谐            
(NA)	 对青年人和中年人都是那么的耐人寻味，特殊现实中的青年们应该好好的从中吸取“小样”的教训。            
(NA)	 比奋斗要现实多了，但感觉离现实还是有那么点距离~~            
(4星)	 坚守的爱情            
(4星)	 比奋斗强完了，不明白为什么造型之类的要学它            
(3星)	 号称奋斗2的电视剧，感觉不如奋斗好看            
(NA)	 一般般            
(NA)	 反映我们这个年代年轻人的生活            
(NA)	 有一种稀有生物叫做高齐            
