http://movie.douban.com/subject/3882759/	绯闻女孩  第三季 Gossip Girl Season 3
(5星)	 剧情最纠结了，里面对每一个人又爱又恨...目前还是喜欢B和S..两个傻傻的女人...            
(4星)	 越来越复杂了~很期待结局！            
(4星)	 时尚元素很多            
(3星)	 完全只能看看服装了            
(NA)	 越来越乱咯            
(5星)	 看完之后心情会不错            
(3星)	 完全不如期待中好看，闷闷的长长的暑假。            
(4星)	 很养眼~太混乱            
(2星)	 有人形容实习医生格蕾里的人物是排列组合形式在一起的，我倒觉得放在gg里更合适，而且还有重复再重复再重复。第四季Serena不会又和dan折腾到一起了吧，这都第3or4次了？            
(NA)	 虽然可耻，还是忍不住看完            
(5星)	 我的S！我的BC！！ 我恶心小J。从第一部开始。            
(NA)	    B&amp;C大爱            
(5星)	 Chuck 表死~~~            
(4星)	 看得好累            
(4星)	 到后面越来越拖沓了。。不过第一季绝对经典。。大爱chuck和B..可惜chuck不懂珍惜。。            
(3星)	 俺的娘啊，我不应该看这么狗血的东西~~~            
(NA)	 乱得不可开交的关系   唯一看点就是衣服            
(5星)	 看到Chuck和Blair后来，我都伤心了。            
(NA)	 唉。这个片子。唉。            
(5星)	 我不知道这是不就是真正的美国上东区人们的生活！金钱、利益、性！！！可能因为没有过这样的生活吧，对这一切感觉很新鲜！！！            
(3星)	 没有第二季好看 一度想弃剧 CB党            
(3星)	 越来越 没劲儿。。            
(4星)	 大爱chuck            
(5星)	 结尾啊 结尾啊··看得我心都碎了            
(4星)	 FOR BC            
(NA)	 乱！但还是会看            
(5星)	 GG无敌            
(NA)	 只看了第一季就不想接着看了。看到题目就讨厌。            
(3星)	 越来越乱了·看了后面忘了前面·            
(5星)	 赞赞赞            
(3星)	 我只能说。。。很美啊。。。很帅啊。。。。腿很细啊。。。很羡慕啊。。。。然后就没有了            
(3星)	 华丽 不属于现实            
(5星)	 喂神马C和B 要分手T T 不过S和N在一起我很开心。。            
(4星)	 对于服装发型等等的造型大于对剧情的关注。            
(3星)	 看看身材看看穿衣打扮，恩 可以的            
(3星)	 N角循环恋，越来越没劲            
(5星)	 学英语的孩子们，好好听这里面人物的发音            
(4星)	 故事情节虽然有点混乱，但是还是比较喜欢的。。。            
(4星)	 我喜欢复杂的感情，越乱也好            
(4星)	 Chuck die?            
(3星)	 有些地方，真的不错~            
(NA)	 我知道。。忒俗。。。            
(NA)	 基本看完了，现在在期待第四季。比较不可思议的是里面乱七八糟的男女关系。哎，真的真的好希望N能和S在一起阿，不喜欢S和D在一起，烦死了，跟妈妈带儿子一样。            
(3星)	 真够累的。            
(NA)	 大爱QUEEN B            
(3星)	  没有前两季好看            
(NA)	 幼稚的B和玩世不恭的C天生一对~            
(5星)	 Chuck &amp; Blair 一定会在一起的            
(NA)	 啊。。啊。。又是一片混乱。。            
(3星)	 BC掰了 就在第三季(泪            
(3星)	 学英语             
(4星)	 乱但美            
(4星)	 关系何止一个“乱”字了得            
(4星)	 第一季到现在，越来越喜欢C            
(3星)	 已经没有在追了~~除了看看Chuck bass            
(5星)	 2010.9.13   GossipGirl4 归来，不知道还能不能继续看下去，chuck&amp;Blair    N&amp;S  V&amp;D ······你们太让我纠结了            
(4星)	 又一次凌乱+纠结。可怜的小J，完全不知道自己怎么了。C&amp;B会好的吧，C都要求婚的说了。。。N可怜的小白脸，其实他可以很美好的！！！S&amp;D第一步开始就喜欢，希望他们在一起。没想到又耗到了下一集，晕。。。剩下的2对都是那么的幸福，那才是真正的爱情。。。            
(NA)	 我喜欢，很喜欢，就这样。            
(5星)	 第三季ending太shock了，严重期待下一季            
(NA)	 看到最后一集...C和B又闹分手了..最好C倒在地上 我的心都碎了。。。追剧真的追的我好累啊...要是下一季还这样折腾来折腾去的...我决定就不追了...从头到尾就是剧中几个男女主角互勾结...太没意思了            
(3星)	  总觉得这部剧情有点乱，BTW，我爱那件上面有Archibald标签的衬衫!!            
(4星)	 不满意serena没跟Nate一起!!            
(4星)	 第三季跟狗屎似的，一季不如一季，第二季好在还有BC，第三季他们成打酱油的了，没什么可看的了            
(3星)	 反正电视剧都是越到最后越难看第一季蛮好看的 这部剧不论是时装 演员还是整个感觉都非常好 但是看到最后真是有点物是人非的意思 总会想难道外国真的没有那么痴情的人吗 里面的性是否太多了呢 感觉这些主演都互相睡过了所以 下一季呢 第四季 是不是又要加人 继续他们的风流韵事 oh i            
(NA)	 XOXO             
(3星)	 排列组合啦~~~~~~~~            
(2星)	 实在看不下去了            
(3星)	 讓我等太久了，簡直是折磨我的耐性            
(3星)	 很纠结            
(3星)	 第三季真的是，真佩服编剧            
(2星)	 第一季好看，第二季凑合，第三季我就真看不下去了。刚看到第五集的时候我已经受不了了。来回来去的老是那点事，一句话就分，看一眼就上。感觉已经慢慢变成一个小圈子内的乱交片了            
(4星)	 开始有点混乱 还不错            
(NA)	 nate 帅到不行不说 情节也很赞            
(4星)	
(3星)	 唉，谁和谁都睡过了            
(3星)	 萬事開頭難，一旦好了好頭，後面就更難鳥！越往後我看不下去，沒完沒了嗨。（我性子急）            
(3星)	 凑合凑合……我爱CHUCK            
(5星)	     刚开始不喜欢C，但是看到后面，发现C对B的感情最真，而B对C也是毫无保留的敞开心扉去爱。这个就是吸引我一直看下去的理由吧。            
(5星)	 能不爱嘛。C&amp;B大爱            
(3星)	 有点儿乱~ 很纠结            
(2星)	 逝去的不仅是有关GG的点滴回忆 也有对过去时光的淡淡泯灭……            
(4星)	 只是觉得有趣，但是剧情太狗血            
(3星)	 越来越混乱            
(NA)	 love chuck            
(4星)	 只要BC最后能在一起就好，NS能在一起也好~            
(NA)	 想想第一季都是很久以前因为一首歌看的了。让我感到兴奋的是GG第一季让我迷上了彩袜。一直喜欢小J。看她第二季为了自己理想奋斗真励志。BC让我觉得那么相配，然而编剧cut了他们。在我的印象中S一直就是个傻子。关于D和V不做评论。            
(5星)	 没有V的GG最完美，哈哈。            
(4星)	 这部剧看的我很纠结~但还是期待第四季！            
(NA)	 华丽得让我窒息。在那个美丽的城市里一家咖啡厅里？我看发生在上东区的事只存在于下辈子成为Queen.B。遇到我完美的Chuck bass。还是Nate一样的男人？或者是Lily一样的母亲。话说Xoxo.gossip girl。想坐在咖啡厅边听着舒服的音乐看着来往的人，潮流从这里流过，或许我不是里面的人，但是可以领略它的华            
(NA)	 第三季结尾处，C的倒下让我对此剧的未来表示迷茫……            
(3星)	 越来越乱了~~OMG            
(3星)	 编剧愈加的鬼扯了。。。。            
(3星)	 什么结局么，bass 也不知道会不会死，B&amp;C居然不在一起，郁闷、            
(NA)	 好看死了            
(5星)	 不管别人怎么说 还是永远支持 期待第四季            
(3星)	 越来越狗血，没有追下去的兴趣了            
(3星)	 很现实又很遥远            
(3星)	 都第三季了，就不要太计较剧情了。就当作有对白的fashion show吧。            
(3星)	 看人罢了            
(3星)	 听听英语吧              
(NA)	 越来越肥皂了。。。。            
(5星)	 大爱~！            
(NA)	 还是喜欢最早的            
(5星)	 我说S你怎末性格还是那样，BC你们就在一起吧            
(4星)	 blair越来越有味了 和chuck之间的爱情啊 真纠结            
(NA)	 我终于看完了。累史了我说姐我还要考物化呢。对人物的感觉从第一季到第二季到现在。确实是有些变化了。啊。读书去。            
(5星)	 大爱!~            
(4星)	 还好啦  对于第三季来说            
(5星)	 更喜欢这季呢            
(NA)	 看着看着只能看衣服了            
(3星)	 觉得都看到这里了，为了那漂亮衣服，也就坚持下去，╮(╯▽╰)╭，一贯的无语            
(3星)	 剧情没这么拖拉的，放弃了            
(NA)	 看到我快没耐心了，史上最乱的主角关系，nate几乎跟每个主演的女人都勾搭上了，还受万千少女喜爱....            
(5星)	 等的很烦，下次我决定等一部剧完结再看，唉            
(NA)	 目前最喜欢的美国青春剧            
(5星)	 有绯闻才有曝光            
(5星)	 我爱chuck！我爱I&#39;m not chuck bass without you!            
(3星)	 一群性生活超级混乱的小孩儿啊不了解生活的意义。            
(3星)	 没什么好多说的剧。除了看些人物养眼，这剧情真没啥的。            
(3星)	 越看越无聊。。。。。不明白那么多人喜欢            
(5星)	 如果是我喜欢的剧，我就会一直追下去，GG就是，喜欢的就是他们有别于我们的青春与繁复。除了美丽帅气的演员，亮丽的华服，其实剧情是很紧凑的，没有拖沓，40分钟一集却有会带来很多我们始料未及的情节，二他们寻找爱的方式其实是和我们一样的，会彷徨，会勇敢，会放弃，会逃避，会后悔...            
