http://movie.douban.com/subject/6129693/	我可能不会爱你 我可能不會愛你
(NA)	作为狮子座的女生，我太明白又青的偏执了，其实又青也可以既小女生又不失去自我的，只是很可惜丁立威不是那个可以真正驾驭她的人，即使给她阔绰的生活，也只会让她觉得是做给别人看的。但是大仁却可以给她一种依赖，一种让狮子瞬间变成猫咪的机会，她也会撒娇，也会粘人，也会放下自己的独立面。
(5星)	从画面到台词到配乐和片尾的三行情书都可以看出这是一部充满诚意的偶像剧。
(5星)	就想个这样的人而已
(5星)	虐心的剧情，完美结局~~ 这样很好！！！
(5星)	人美加一星，但我不喜欢这个故事。。。。。十字绣电视剧8
(5星)	很温暖的爱情
(4星)	程又青和李大仁幸福的生活在一起，每个女生都在期待她的李大仁。。
(5星)	我不可能爱你换来15年的好朋友，也是一个值得的相处方式~
(5星)	找到对的人一起结婚很重要。
(5星)	对完美充满怀疑，对不完美深信不疑
(NA)	我叫张士豪，天蝎座O型，游泳队吉他社。其实我还不错哦。
(4星)	偶像剧总有个所谓完美的结局：王子和公主从此幸福地生活在一起。可是殊不知这不是结局，只是另一个开始。终于李大仁和程又青彼此明白了又怎样呢。最后还是会有不可避免的争吵，最后还是可能分手。谁能保证那后偶像剧时代的完美呢。
(5星)	感觉是一集集的文艺小电影，我太爱这部剧了
(5星)	终于看完了…………！！！！！！！最后的三十分钟太幸福了……！！！！
(5星)	追了三个月，等的时间长的会觉得结尾有些匆忙，不过还是很好看啊很好看。多台词直指心底，清新文艺又酥胡啊，加长版的台湾电影。
(5星)	大结局肉麻死了啦~不过好甜蜜好幸福的样子~爱狗！！！！！！！！
(5星)	我怎么可能不爱你
(5星)	结束即是新的开始。终？
(NA)	哇咔咔！！结局啦~~看的好开心~~
(5星)	我的身边有李大仁吗
(4星)	没有李大仁的命,还得了李大仁的病. 
(5星)	初老女人很难做到的恋爱圣经，不是每个人都有一个李大仁可以这样虐
(5星)	三年五年以后，甚至更久更久以后，张士豪没有变成体育老师，他真的长成了‘大仁’！摸头摸耳朵接吻向后倾说话时眼神儿不停偷瞄的小习惯一点儿都没变！好吧我承认我是在借着电视剧看张士豪长大的样子.....
(3星)	看到第八集就开始受不了了，前面几集还是不错的。每次李大仁说那句我可能不会爱你什么的，我就恶····
(5星)	再也不是那个傻傻的湘琴了
(4星)	20111212，李大仁!李大仁!李大仁!!! （就这九个字+五个感叹吧。）
(4星)	他是会忍术吧...
(4星)	电视剧里的结局总是很幸福美满。
(4星)	Maggie说：明明心里有鬼 却还要打着好朋友的旗号 以为可以无限上纲  所以 要嘛就“六根清净”的做好朋友 要嘛就勇敢的跨出一步  哪来那么多纠结和兜兜转转！
(5星)	结局和剧本一样完美嘛。欸，李大仁你在哪呢？
(NA)	女王们的白日梦
(5星)	有偶像有真情有深度有演技
(5星)	我好喜欢哦,真是太爱了,感觉他们在一起很般配,感觉很舒服,我的依晨太给力了,永远支持你,加油
(5星)	应该是4.5星的...
(5星)	五星给前十集……要是算上后面的我只给得出三个……
(4星)	陈柏霖在作品中给人很温暖!蓝色大门也是,靠~理想情人
(5星)	我觉得几年后我会变成程又青的，可是我没有李大仁。或者说我现在就是李大仁，可是我没有程又青。
(4星)	恩~还不赖~算这一季比较小清新小文艺的剧本~林依晨长大了~成熟了~女人了~
(4星)	好久没追台湾剧了，真心还行。。
(5星)	值得看，开头惊讶于导演把偶像剧拍得像台湾文艺片，后来也许只是看我心中青春的代名词(陈柏霖)，13集长度正好，五星电视剧。
(5星)	竟然就这么完结了  最后好突然  无牵无挂写作业去=。=
(4星)	只有13集真是太好了
(5星)	不再是腻歪的二逼台剧偶像腔！关键大仁哥演的真心好！我见犹怜啊~~
(5星)	好喜欢！喜欢李大仁！！！
(5星)	你不是程又青，生命中也可能遇不到李大仁，但你却能实实在在看到自己在剧里的投射，我们都一样，爱与被爱。
(5星)	虽然这剧名叫我可能不会爱你，但看完的人好像很难不爱李大仁！很高兴依晨摆脱了湘琴的傻气，陈柏霖为什么这么多年还是这副正太脸啊，摔！不过……這兩隻的搭配蠻新鮮的～
(5星)	理想的婚姻
(5星)	看湾湾偶像剧竟然也能哭成SB，我没救了T____T
(3星)	虽然口水了点  但还是能看到生活中一些真实的东西
(4星)	最后一集太幸福了！！世界上有个像李大仁那么好那么温柔体贴的男生在爱你，你还在等什么？这部剧虽然前面很纠结，但是会让人回想起好多难过或温馨的回忆……
(NA)	擦，我居然追完了一部偶像剧，丢人啊
(5星)	超爱
(5星)	结局看哭了
(5星)	吻戏集中在最后一集！守得云开见月明！
(NA)	又青哭的时候很动人。恸情的样子像彼时的自己。
(4星)	最后一集哭点好多哦
(5星)	唯一给五星的台剧
(5星)	大仁大仁大仁！我也想要一个那么憨那么萌那么Q的大仁啊！！！！
(4星)	我不能拥有的那一切，其实另有命定的主人。在某一个moment，他们终会相遇。 
(5星)	因为结局给五星！！！
(4星)	要不要这么极端。。一下子幸福结婚什么的就全来了。。。。
(5星)	我确定我可能不会爱你是我看过电视剧最后一集最好看的一部没有之一...只是唯一愿望...可不可以不要结局...再加十集李大仁和程又青的甜蜜婚后生活...十颗星...
(5星)	史上最文艺的电视剧，我要给六星！
(5星)	每一集都有一个爆点。后半年最喜欢的电视剧。我不相信丁立威会真的出轨不过是导演为了给又青一个美好的结局而已，丁立威那么爱程又青他最后被牺牲掉了，总之每个人都在成长着。希望明年有一个美好的开始。
(4星)	台湾偶像剧超水平发挥
(4星)	原来中间的虐心是为了最后的甜蜜，可是真的腻死了~~~~~
(5星)	maybe终于走到了结局，这是我今年或者说这是我至今看过少数的那么让我揪心的片子，好像每一集我都能找到共鸣，尤其是大结局，虽然最后几集看的快要窒息了，不过我依然很庆幸在2011年末可以看到，程又青和李大仁的故事~
(5星)	不用说了！好看
(5星)	终于追完了。 推荐
(NA)	长达十三个星期  终于看完了  故事、生活 人生如戏 戏如人生  结局美好的令我不知所措  林依晨和陈柏霖完美的合作 台剧的新台阶 
(5星)	哭着笑 笑着哭看完的剧
(5星)	最后一集感动死鸟
(5星)	我的李大仁呢？！台灣偶像劇突破自我的作品，在80后邁入而立之年的時候，偶像劇也要轉型啦。
(5星)	不那么像偶像剧的偶像剧p.s.一部把吻戏集中在最后一集拍的偶像剧＝。＝
(5星)	17岁的那个人，有几个还在身边。没有李大仁，至少可以做个骄傲的程又青。
(4星)	关于男闺蜜们
(3星)	跟死党在一起的好处就是他知道你喜欢的水果讨厌的演员你的笑点有多奇怪哭点又有多低他了解你就像你都不曾了解过的自己，你哭你笑你傻你二他通通都珍惜。可有些事情只有在想象中才美好，比如死党终成眷侣。——所以我们永远都不会踏出那一步。@猫铃call
(4星)	这么久没看过台湾剧，这个和以前的很不一样。可惜没有人是李大仁，平安和林凯的大结局呢呢呢呢呢呢呢呢呢呢呢呢呢
(4星)	为什么最后非要黑丁立威一下...
(5星)	最后一集 泪点太多了 ❤
(4星)	本质还是烂俗的三角恋嘛...然后台词还有点肉麻...不过丁立威简直魅力无法挡！结局我都舍不得看了........
(4星)	拥有就是失去的开始啊。
(4星)	终于HE了。。
(4星)	对不住了
(5星)	林依晨和陈柏霖的搭配好喜欢，好喜欢陈柏霖的笑///&gt;&lt;///。无论是剧情还是整部戏的风格都很好^ ^。
(5星)	我的&#34;李大仁&#34;你在哪里啊....!!
(5星)	相知相惜 历久弥新。
(3星)	前男友成功扮演了伟大友情的掩护者、伟大友情演变为伟大爱情的刺激者升华者、为维护伟大爱情的正义适时把屎盆子往自己头上扣的成全者、烈士。
(5星)	能不能打六星！其实拥有未必是失去的开始，重点在于你是否舍得去爱，不论那些在旅途中走过的岁月多幼稚！多单纯！多怪咖！你的最好的朋友现在都在你的身旁！
(4星)	最后一集幸福秀过头
(5星)	很短的温馨小剧
(4星)	难得啊
(NA)	前12.5集的纠结彷徨虐心好像都是为了最后半集的甜~~因为我知道肯定是HE，所以前面的虐都值了~~~李大仁啊李大仁~~看完后多少妹子从此中毒你要负责！
(NA)	台剧就是脑残 加了陈柏霖也一样
(NA)	嗳 略说教 连师太都满足不了我了 更何况台湾的说教小清新片 --
(NA)	最后一集最好看，完满了。
(5星)	放弃三分钟的日全食，只为仅抱可能不会爱上你！
(2星)	太假了，你妹，这部居然有四星？！
(5星)	两个人同偕到老不靠运气
(4星)	实在是给开头和结尾加的分，中间烂肚肠。
(5星)	最终，故事的最终，程又青终于让李大仁牵起了她的手，也让被虐了无数集的我，终是放下手中的纸巾。每个女孩心中都希望生命中会有个李大仁的存在，朋友们也深深为之着迷，可现实毕竟不是想象，逐渐失去青春的我们，也只能在内心为所向往的留下一丝丝遗憾。
(4星)	编剧太偏心又青了！又青最自私，我觉得maggie和丁立威都属于理想男女友的类型。第九集开始拖沓的不行。小温馨小幽默小感动是台剧的制胜王牌~
(5星)	诶。你知道嘛？没有你们的爱，我的痛，我的傲，我的笑，都不会如此就心动人。
(5星)	闺蜜当选李大仁
(3星)	完全是因为陈柏霖= = 说实在的 有时候程又青蛮讨厌的。。。
(5星)	终于看完，全满分。男女之间真TMD没有纯友谊啊。
(4星)	林依晨啊林依晨
(5星)	李大仁，如果人生中有这样的挚友，还有什么遗憾。我也想说，我可能不会爱你
(4星)	好吧不得不承认我跟程又青一个德行所以我能骂她怎么自己就不能清醒呢！！！
(NA)	看不下去的，好长好长……
(NA)	明显没有宣传的好~
(5星)	如果结局是如此甜蜜，多久的等待都值得
(4星)	你不要担心自己跟别人不一样，而是要坚定的相信，你是最与众不同的。
(5星)	这货不是偶像剧 这货是文艺小清新 哈哈哈哈~ 张世豪李大仁完全没有年龄感
(5星)	等到了完结，很扯很甜
(5星)	妈呀 要不要这么甜蜜啊。。。。
(NA)	耶终于完了~~
(2星)	所谓偶像剧就是摆脱不了俗套的电视剧
(5星)	给我一个李大仁
(5星)	爱情就是要经得起考验~！
(5星)	我又不是程又青，哪里还能期望有一个李大仁。
(5星)	真的很喜欢这个故事，贴近我们的生活，升华“爱”在没一点一滴的积累。
(5星)	世上多少程又青，只此一枚李大仁
(5星)	好久没看过台湾偶像剧了，有点小喜欢
(5星)	给我一个李大仁吧!
(5星)	好吧…这是我看过最文艺的台湾偶像剧…前半部看看还蛮有道理的，瞿维尼的最后一集怎么总是在雨里然后就美好到无语…
(5星)	前6集太好看了。。后面就开始狗血了。。
(5星)	最后一集最好看。看林依晨和陈柏林的吻戏不知道为什么总想笑。
(5星)	程又青你也太幸运了好么?想甩人还有那么好的台阶下。最后一集甜腻死了!纪念我看过第一部最后一集男女主角才KISS的电视剧!
(5星)	老娘真的很久没看过台剧了，老娘真的很久没给过五星了。这台词不是给我写的，而是我写的。
(5星)	最多四星。第五颗专留给陈柏霖的。
(4星)	一些触景伤情一些不堪回首。那个说好不管发生什么都会跟我做一辈子好朋友的人，最终还是连做朋友的缘分都没有了。
(5星)	诶。。看完了。。最后一集应该砍掉一半。。两个想不开又纠结死的基本上不存在于现实世界中的人。。不过还是非常有借鉴意义啊。。
