http://movie.douban.com/subject/3198015/	绯闻女孩  第二季 Gossip Girl Season 2
(1星)	 破编剧，死去！！！！！！！！！！！！            
(4星)	 冲最后那几集我给四个星……            
(4星)	 chuck!            
(3星)	 最乱套的。一段。真他妹乱。            
(NA)	 ……太混乱了 不堪啊不堪 不忍啊不忍            
(NA)	 爱死。。。            
(4星)	 看完两季的Gossip Girl，最大的感觉是越来越喜欢Chuck            
(3星)	 除了BC恋，就是BS情            
(4星)	 剧情开始反反复复的，越来越不想看的说            
(NA)	 serena blair chuck nate dan jenny venasa lily rufus bass            
(NA)	 裸脸 还是要弃            
(NA)	 美剧的感觉原来是这样呀            
(3星)	 有点看腻了小朋友们的爱情游戏，还是弃吧。            
(5星)	 开始给力了！they&#39;re so bitchen            
(4星)	 开始乱起来~            
(3星)	 第二季开始就看不下去了。。            
(NA)	 喜欢结局··比较CB在一起了·            
(3星)	 总觉得没有第一部好            
(NA)	 冒第一季甘好睇~            
(3星)	  = = 。。玩配对么。。            
(5星)	 大爱serena~            
(4星)	 只能说好乱啊，第三季更乱            
(4星)	 尽管剧情有点乱，但是还是喜欢~~            
(4星)	 12152007            
(3星)	 好乱...            
(NA)	 换妻俱乐部 太乱            
(NA)	 依然不成熟……            
(4星)	 还行吧            
(5星)	 HMMMM，开始有不和谐的苗头了            
(4星)	 编剧脑残了。。。            
(5星)	 苍天哪，大地啊，请 让s和n在一起吧            
(3星)	 第二季 令人有点心酸~            
(4星)	 混乱的纽约，混乱的爱情。            
(2星)	 乱啊，于是我没有看完            
(3星)	 看到第二季的一半我就不看了 因为感觉这跟我完全没有关系，我也就没有去意淫的必要了，还是如LOST最后大结局所言，MOVING ON！            
(5星)	 相当不错            
(4星)	 我正在迷。。呵呵            
(5星)	 难道GG要每个人跟每个人的relationship穿插来一遍，真够网状的!            
(NA)	 一塌糊涂的情感，喜欢S老妈和C            
(5星)	 -Three words,eight letters. Say it, and I&#39;m yours.            
(4星)	 大爱BC            
(4星)	 B与C。虽然最喜欢的还是S。            
(5星)	 就是爱            
(3星)	 关系好乱。            
(5星)	 B and C~~~~~            
(3星)	 i love Chuck Bass            
(NA)	 任何美剧都可以被别称Sleep around            
(4星)	 看过第二季，不得不佩服编剧丰富的人生经历？还是想像力？爱情？游戏？游戏？爱情？            
(5星)	 休闲啊~~            
(5星)	 大爱            
(5星)	 chuck.bassso so love you.            
(4星)	 衣裳衣裳！！            
(5星)	 珍妮是bitch。            
(3星)	 美女 还是美女            
(4星)	 还不错，B&amp;C终于在一起，真好            
(1星)	 恶心            
(2星)	 剧情越来越无聊，没有谁和谁是没搞过的，实在是看不下去了。            
(5星)	 很多配乐现在还一直听            
(5星)	 说实话第二季才刚刚发现chuck的真心我承认，我迟钝了~~~~~为了真爱（其实我很迷茫，迟钝的说）力荐            
(NA)	 tmd            
(5星)	 大爱B&amp;C。            
(3星)	 我跳着看Chuck。            
(NA)	 我爱s            
(5星)	 乱            
(5星)	 厚颜无耻地喜欢之            
(NA)	 混乱。            
(3星)	 希望BC永远停留在这一季的大结局~            
(3星)	 各种乱搞OTL            
(3星)	 最后稍微 正常点~中途有弃剧的冲动……            
(5星)	 看完啦~很好，现在等第四季快快出来~~            
(NA)	 喜欢第二季的结局。B&amp;C的浪漫。不过到了第三季，越来越发现编辑是想把主演们都排列组合配对吗？            
(4星)	 感冒的周末。宿舍黑暗的床。            
(5星)	 我挺喜欢的，虽然里面男女关系超乱            
(5星)	 一－二－三            
(3星)	 越来越狗血了            
(NA)	 剧情简介 · · · · · · 　　热力四射的暑假即将过去，goosip girl却从未离开大家的视线，继续日日大爆料。我们亲爱的Seriena（Blake Lively 饰）和寂寞男孩Dan（Penn Badgley 饰）似乎爱火重燃，然而导致他们分手的根本问题从没有真正解决，再次分手也就变成无可奈何的事，于是二人开始努力学习            
(4星)	 BC在一起了，就这样吧，S3我就不看了，你们俩一直在一起吧~~~~            
(4星)	 好吧，我喜欢Chuck那样的……            
(4星)	 看到后来，已经不知所云了。但是Chunk和Blair的结合，让我欣喜。            
(NA)	 梦想            
(5星)	 chuk 和 blair 的爱情是亮点            
(4星)	 我怎么那么喜欢C！！！！！！！！！！！！！！            
(NA)	 越发混乱的剧情。。。            
(4星)	 这封面。。            
(3星)	 乱啊。。。            
(4星)	 追到第二部，才发现Chuck Bass 才是一个有情有义之人            
(4星)	   我只是看看而已…            
(4星)	 I love Chuck Bass!            
(5星)	 b&amp;c终于在一起            
(NA)	 那什么,家长眼中的流氓片,年轻人眼中的养眼片            
(5星)	 BC给5星!!            
(3星)	 你们还要多乱才肯罢休，勾心斗角也没有那么有深度，我为什么还要追下去呢？不知道，大概是抱着看你们能整出什么幺蛾子的心理吧。            
(5星)	 如所言GG            
(3星)	 看到一半，实在看不下去~            
(4星)	 从这季开始乱了。其实主要是想看每集众女人的行头。            
(4星)	 年轻人啊~年轻人~~~            
(4星)	 第二季纠结...            
(3星)	 开始有点乱套了            
(4星)	 他们的世界我们无法效仿，那些上东区的奢靡，青春的一切~~            
(3星)	 当年看的时候，说得最多的就是：纠结啊纠结！            
(3星)	 S脑残了，N种马了，D种马二代了，B和C杠上了，J想独立了，剧情简直为了噱头而混乱            
(5星)	 衣服衣服衣服衣服。。。            
(4星)	 S是那种每一次爱都轰轰烈烈但是来得快去得也快的那种，这种红色性格的人比B可怜很多吧……            
(5星)	 bc无敌~            
(NA)	 chuck~            
(5星)	 乱            
(NA)	 变纠结了 各种排列组合            
(4星)	 B！            
(3星)	 太乱了 看的累死我了就算那么多帅哥美女我也不往下看了            
(NA)	 十分狗血            
(3星)	 虽然情节有些牵强，但还过得去。赛马之排列组合            
(NA)	 意料之外   永远那么吊人胃口            
(3星)	 有烂尾之趋势            
(4星)	 开始乱了~            
(NA)	 我还是很喜欢serena。            
(NA)	 看了2集，不想看了            
(5星)	 第二季最精彩的莫过于BC 感情。 虽然我是sn挂~ 但我是客观地            
(3星)	 主角很养眼,但还是看不下去了.全然不同的人生观与价值观~大爱S和N            
(3星)	 越看越乱了。。。            
(4星)	 第二季我喜欢B。哈哈哈讨厌那个DAN。真的感觉不是男生啊。还很喜欢NATE。            
(4星)	 话说没觉得服饰搭配很怎么滴呢。。。剧情倒是有点吸引            
(4星)	 有钱人的生活            
(4星)	 太混乱= =            
(4星)	 喜欢c            
(5星)	 不知道会怎么发展下去。            
(4星)	 B和C，折磨是一种快感            
(3星)	 交换男女朋友的混乱游戏。没节操的男人和女人们。            
(4星)	 越来越乱的第二季            
(4星)	 复习了大概十集，然后去英语复试，效果不错。            
(4星)	 发现大家开始以互换的方式不停take out有些不喜欢            
(NA)	 s   C            
(5星)	 很棒的美剧，会一直关注！            
(3星)	 乱七八糟...            
(3星)	 越来越无聊～不喜欢了            
(5星)	 怎么就那么喜欢，自己也不懂，黑喜欢            
(NA)	 Chuck bass, Little G            
(3星)	 我的高中压根不是这样的，，呵呵，不过，就是因为不一样，所以喜欢。呵呵            
(5星)	 Blair ~chuck，perfect            
(3星)	 第二季的剧照怎么这么香艳啊，搞得跟啥一样。。。ANYWAY, 最后一集B和chuck在街头相拥很赞！            
(3星)	 陡然坠落的水准。S开始不那么利落。只把这三颗小星送给惊艳而务实的B&amp;C线~ GG酷酷的Tips开始消失魔力，变得和剧集的OST一样大俗化。            
(2星)	 乱到看不下去            
(3星)	 乱            
(4星)	 好看            
(4星)	 一部比一部乱            
(3星)	 赤裸裸的把我打击了 。。。我虔诚的追到你的混乱第二季。。            
(4星)	 比第一季好看多了。有剧情，超喜欢B和C这对，感人啊！希望他们最后能在一起。第四季听说要开拍了，什么时候才完结啊，纠结~~            
(3星)	 这样的男女关系未免太乱了吧            
(NA)	 挺不錯的呀。挺有感覺的。哈哈。趕緊寫感想去。            
(4星)	 喜欢Blair和Chuck            
(3星)	 有点乱，有点乱            
(3星)	 不愿看到这一切。            
(5星)	 看到B和C最后的ending好嗨皮也~其实我觉得有点多余了，在舞会的时候C就不应该走的，弄到后来有点牵强了~            
(3星)	 CN2的各种组合……我无语了            
(3星)	 一切焦点只为了BC~~            
(4星)	 就是喜欢S的笑和B的个性！            
(NA)	 S&amp;N B&amp;C一直都是最期待的。。。            
(4星)	 越来越喜欢小J了            
(2星)	 简直傻逼            
(4星)	 SSSSSSSSS            
