http://movie.douban.com/subject/1790373/	我的女孩 마이걸
(NA)	 喜欢里面的女主角，感觉特机灵            
(3星)	 额 没有传说中的那么好笑啦            
(NA)	 很喜欢            
(3星)	 先知后看的韩剧，so 对剧情有点儿麻木了            
(NA)	 喜欢。简单而美好。还有 竟然会喜欢李俊基。到底是潜在的男二号大爱症爆发 还是其他。不解。            
(NA)	 最喜欢这个啦，看了好多遍。。遗传妈妈的电视剧百看不厌症@~强大的x笑果。。呵呵            
(NA)	 推荐            
(5星)	 看了四遍还是五遍，曾向往这样的爱情，喜欢李多海的微笑，甚至去了六三大厦，现实总是残酷的，拥挤的首尔，六三大厦并不那么高，李多海整出的笑容，一切都是假象。。            
(5星)	 愛到可以看穿謊言背後的你。            
(5星)	 很感人 一个不撒谎的骗子的爱情多多真是可爱啊            
(3星)	 如果这女的品味再高一点就好了，那衣服看得我晕晕乎乎的。            
(3星)	 一开始冲着李俊基去看的，看完喜欢上李多海了            
(2星)	 后一半和前一半怎么会差这么多。            
(3星)	 还好啊。。。不喜欢女猪的白痴。。= =、            
(4星)	 李多海真的是84年的啊？~~~~            
(4星)	 很喜欢里面李多海的角色，快乐天真的她终会获得想要的幸福~~            
(5星)	 太搞笑了，好可爱，就是可惜了，放看的时候一直为振宇难过            
(3星)	 玻璃球的雪，日日夜夜的想念，不停不息。            
(4星)	 一开始觉得李多海演了很假，可是看到后来也许是习惯了她这份假，反而觉得她挺可爱的。            
(3星)	 骗死人不偿命            
(4星)	 剧中的饰品、造型、服装实在是太漂亮了~~            
(5星)	 我最喜欢的韩剧，不想分析，就是喜欢~            
(4星)	 李俊基，惊艳！            
(5星)	 高三时候看的，那时候超喜欢的。            
(4星)	 男主王子样，女主很可爱。            
(4星)	 男主去死……讨厌到了极点            
(5星)	 不用多说，我的最爱~            
(4星)	 在我的韩剧排行榜靠前的轻松好剧~            
(NA)	 看完之后更加的喜欢李多海呀！            
(5星)	 又看了一遍，韩国人喜欢用说谎来写剧本啊            
(5星)	 搞笑！！！灰姑娘的故事            
(5星)	 结尾狗血            
(5星)	 喜欢李东旭            
(5星)	 my girl            
(4星)	 比较好玩的韩剧，印象比较深刻的事这个女孩子的性格。            
(4星)	 不错            
(1星)	 实在是比较无聊，女主的长相也让我提不起性来            
(NA)	 喜欢前面他们互相逗的部分，很好笑            
(5星)	 很好看！有搞笑也有感人。剧里演员把感情演的很饱满。剧情也是比较好的。            
(4星)	 看了这部剧，喜欢李多海和李凖基~正雨那叫一个帅啊            
(4星)	 经典            
(3星)	 男主你肿么越看越不帅。            
(4星)	 我喜欢这部篇子的原因是因为男一。            
(3星)	 韩剧就是婆婆妈妈的            
(5星)	 这是我唯一看完整的一部韩剧。            
(3星)	 还行吧            
(4星)	 陪小兰姐看的            
(4星)	 准真帅            
(5星)	 我觉得很好看~笑点很多~而且迷上了李多海~哈哈结尾居然连上了豪杰春香~太妙了            
(3星)	 一般般~没太多感觉~            
(4星)	 很好看，李多海很可爱，结局让人有点心疼李俊基。            
(5星)	 唯一一部看完后还记得的韩剧，剧情超级无敌搞笑。李俊基与李东海pk。喜欢李俊基多些，瞧瞧多体贴的人儿啊。虽然娘了些。            
(NA)	 偶也很俗的喜欢上了正宇            
(3星)	 发现李俊基这一大帅哥！            
(1星)	 看不下来。盛名？            
(3星)	 高中暑假看的？！            
(4星)	 忽悠            
(5星)	 呵呵！大一看的，超经典的，当时还十分不地道的，偷偷下载了，害的宿舍人网速贼慢！            
(5星)	 挺搞笑 也经典 当时就是冲着美人而去 然后发现其实李先生也很帅            
(5星)	 至爱            
(5星)	 好像从第一集笑到最后一集            
(4星)	 这个是我喜欢的····一集不落            
(5星)	 喜欢里面的李多海~~~其实每个人都可以爱~~~            
(3星)	 李俊基很可怜~            
(NA)	 很搞笑，很舒服            
(5星)	 赞，李准基好 帅喔            
(4星)	 男主太可爱了，让人慢慢喜欢上的类型啊            
(5星)	 第一部大爱的韩剧~~~            
(5星)	 俏皮，体贴，喜欢很多很多            
(4星)	 帅的就要掉渣了            
(4星)	 好吧。。我落伍了。。但是 李东旭好帅！            
(4星)	 本来我很讨厌李多海，因为新娘18岁里那个讨厌的女二号。不过幼林真的很可爱，所以感叹演员们的演技哟            
(4星)	 很轻快地节奏 大家闲的时候可以看啊            
(4星)	 李准基长的好帅啊，太精致了....            
(5星)	 好早好早看过 好可爱            
(3星)	 我TM竟然看了4遍。。。我承认，人总是有蒙昧无知的时候，特别是有靓仔的时候。。。            
(5星)	 韩国经典的偶像剧            
(5星)	 搞笑            
(5星)	 搞笑的爱情故事！看着很开心的电视剧            
(5星)	 迄今为止最爱的一部韩剧~~~欢笑与泪水并存，陪我度过了最最难熬和艰难的一周~~~            
(4星)	 原来李多海也可以这么可爱的……            
(3星)	 记得有一首插曲还不错            
(3星)	 没看完整            
(NA)	 李多海超可爱            
(4星)	 男主角演那么多电视剧就这个帅            
(4星)	 我看的第一部韩剧 比较有意思哈            
(4星)	 虽然挺做作的，不过李多海长的真素可爱。。。。。。。女主的眼神不大好，正雨明显比功灿好的多么。。。。。。哎。。。。。。            
(NA)	 我的李俊基！徐正宇！！！！！！！曾经疯狂迷恋这部！歌也好听！整体还不错咯            
(5星)	 灰姑娘            
(NA)	 这个女人很好玩，很漂亮，很可爱。总之就是羡慕这样的人物性格和打扮。            
(5星)	 我觉得是最好的一部韩剧            
(5星)	 我妈很喜欢李多海和李俊基 O(∩_∩)O~~            
(3星)	 李俊基还是挺有范儿的。            
(NA)	        让我整个高中都为之疯狂的片子，，不为爱情，，，而为那拼命压抑住感情的近乎绝望的音乐，那一段，最喜欢            
(5星)	 很好看，很搞笑，很感动，剧情很丰富，而且因为这个让我爱上李准基。            
(3星)	 为了完成今年的看片任务，几年前的韩剧搬来充数。。。            
(4星)	 多一颗星给帅惨了的薛功灿先生~            
(NA)	 其实李东旭比李俊基帅吧            
(5星)	 李多海太可爱啦！！！还有李东旭~~~            
(3星)	 李准基真俊俏！可是不是我喜欢的内型~            
(4星)	 一天看完。。            
(5星)	 除了宋慧乔，我就爱李多海了，^_^            
(4星)	 My girl            
(4星)	 编剧的梦幻和不堪的现实再一次沉痛的打击到我。FINE,FINALLY,I GIVE UP MY HOPE ON U.            
(3星)	 哎……我喜欢里面的衣服，人嘛，不怎么喜欢            
(5星)	 这部剧红了个李俊基            
(NA)	 为此爱上李多海            
(4星)	 记得这部是跟室友一起看的，那时，还没网线，跟人借了碟，几个人一起看的很开心。。。            
(4星)	 很搞笑，呵呵 邻居阿姨说看了3遍。            
(5星)	 很好的电视剧,看了还想看            
(4星)	 开头和结尾都很抓人~            
(4星)	 结尾的时候小虐            
(5星)	 最爱的韩剧，男女主角我都很很喜欢的            
(3星)	 当初完全是冲着李多海的名字去的,我不认识她,所以想看看演技如何!剧情其实就是普通的韩国剧,认真讲其实就是没新意,但被演员演得还算过得去            
(5星)	 在电脑里存了几年几年的剧。。 上个星期拿出来看第十N道。。喜欢李多海在里面的演出。。反正对这剧就是爱到底。。  可以排在人生最喜欢的偶像剧前五位之一啦。。。             
(4星)	 为数不多的我可以坚持看完并且还看了好几遍的韩剧，真的很喜欢多海姑娘在这里演的角色            
(3星)	 我看的第二部的韩剧，感觉故事内容没什么新鲜的，但是本局里面明星真多而且男女主角长的也不错            
(4星)	 好吧。我真的抵挡不了偶像剧…            
(5星)	 很搞笑。很好看。            
(5星)	 韩剧中经典之经典！ 虽然我看的韩剧很少，但我觉得这部的地位应该很难被超越了，如果你想看韩剧，建议从这部开始！            
(5星)	 没有别的理由，我最爱的俊基！！！！！！！！            
(5星)	 对李俊基的转变，看到他不会那么不舒服了            
(4星)	 呵呵 不错的            
(3星)	 按套路出牌            
(3星)	 我会选李俊基，他就是我喜欢的类型            
(4星)	 当年是因为喜欢李俊基而看的。。            
(4星)	 还行，想笑的时候可以一看            
(3星)	 就像是把多部韩剧的经典元素拼凑起来的故事，没新意            
(5星)	 中毒不是一般化的深啊。。。            
(3星)	 李东旭很帅的            
(4星)	 有才的编剧！！！            
(NA)	 我俗气了            
(4星)	 号称史上最帅的侧脸男....            
(4星)	 李多海姐姐就只剩下搞笑了...            
(5星)	 百看不厌……当然，是韩语中字。            
(3星)	 李多海装疯癫，╮(╯▽╰)╭            
(5星)	 因为这部剧喜欢上了李多海，浪漫喜剧！挺不错的....            
