http://movie.douban.com/subject/5958582/	裸婚时代
(1星)	 里面从头到尾强调三个概念：中国传统的家庭观念，权，钱。都他妈的几千年了，能不再家天下？专制天下吗？这不是年轻人的悲哀～～～，是我们所谓的上下五千年“华夏”文明的悲哀～～～，脱离不了家庭，就没有完全的自由和成人应有的人格！我们国度的年轻人是小大孩儿！！            
(5星)	 才看了两集就看得一把鼻涕一把泪的，闹心啊！也不是什么文化人不说什么酸溜的话，这（纯指代）把人压得还活不活了？！？！            
(4星)	 大半夜看这剧，看的我心里难受起来了。。。            
(3星)	 我也曾有过一个人像刘易阳对童佳倩那般宠我。只是想想而已！            
(4星)	 细节打败爱情……            
(4星)	 有你在的地方就是我的家。            
(5星)	 不能回国啊。。。回国会租不起房子，吃不饱饭，不够钱买化妆品和衣服。。。。。。总之回国会活不下去的~~~ 实际情况比电视剧里的还惨呢~~            
(3星)	 扯蛋的地兒太多我就不一一列舉……可是這劇還真是讓老子結結實實地哭了幾回。。。            
(5星)	 看得压力好大……            
(5星)	 这尼玛是我最快速度连续看完的电视剧。好看            
(5星)	 爱情败给细节            
(4星)	 其实到他们离婚散伙饭  文章大哭一场那儿  这电视剧就可以结束了            
(4星)	 果然，婚姻不是两人的事，而是两个家庭的事。            
(3星)	 不能换个包么？iphone 4用5年啊。。。            
(NA)	 哎呀，我也开始看了~            
(4星)	 看到后来就不想看了，现实问题啊            
(5星)	 看似在家里打打闹闹闹腾得不可开交 但是也从中明白了很多在显示生活中看不明白的很多道理 很真实 他们的爱情也很动人            
(5星)	 精彩            
(4星)	 五星给离婚前的22集，后面就假了，中和一下四星            
(3星)	 没有传说中的那么好呀~~怎么感觉演得挺假的呢~~            
(NA)	 还是不靠谱。。。            
(3星)	 太夸张，太浮躁，像舞台剧而不是电视剧。另外里面一位妈妈说话像机关枪搞得我脑仁疼，另一个极品得想让我揍两拳。这部剧告诉我们千万别相信爱情。            
(NA)	 很现实，但是让我这还没结婚的产生了恐惧。贫贱夫妻百事哀，细节打败爱情。            
(4星)	 其实结局可以更残酷些的 那才是现实社会            
(NA)	 有点假。。。不过还是可以的，电视剧终究与现实有点差别            
(4星)	 虽然不喜欢刘妈的馊扣，也不喜欢童佳倩的不懂事，也不喜欢童妈的多管闲事，也不喜欢孙晓娆的死缠烂打，也不喜欢整个电视剧吵吵闹闹，可剧情还是可以的，他们俩在一起的时候还是挺甜蜜的，结局也不纠结~            
(4星)	 一分钟一分钟的快进，大概了解，娇娇挺好看的            
(4星)	 细节打败爱情            
(5星)	 太让人反思了。。。            
(4星)	 千万不能裸婚。            
(4星)	 现在是文章演一部，我们跟一部啊~主角配角一样出彩            
(3星)	 该叫“别和爹妈住一块儿“            
(5星)	 越看越悲伤。。。爱情真的会被细节打败么            
(NA)	 恩，不错。            
(5星)	 以前总会觉得，生活稳定了似乎梦想的翅膀就断了，所以一定要漂泊、一定要远方。现在才明白，那只不过是年少时对于未知的意淫，既经不起社会的蹂躏，也熬不过岁月的火温。如今梦想的形状变的简单、实际，像是通往终点一个个的站台。这样算是上路了吧。”            
(5星)	 细节打败爱情            
(5星)	 还是有很多话能说到人们心坎里去，最后他们那是幸福的笑么？            
(NA)	 有你童佳倩的地方，就是我刘易阳的家。            
(4星)	 就是看不惯刘易阳,为什么最后佳倩不跟杜毅在一起呢?            
(3星)	 我也看片花看完了            
(4星)	 近年来很棒的一部国产电视剧了            
(3星)	 我要多陪陪我妈。            
(NA)	 结局虽说是“你猜”，大家都希望她没有和杜毅结婚，我想也是的，看看进民政局时同时来的那一对在里面结婚就明白了。            
(4星)	 杜毅这种虚幻的人物。。。继续下去也会“细节打败爱情吧”            
(5星)	 很喜欢刘易阳~            
(NA)	 为把握时代脉搏，拖着进度条看了一遍            
(3星)	 细节打败爱情            
(4星)	 特别滴真实            
(4星)	 嫁人就要嫁刘易阳这样的男人 我离童佳倩很近啊            
(NA)	 还不错            
(4星)	 除了不能裸。老公还不能是死扛的性格！            
(4星)	 前半部分很不错，和现实很贴近。青梅竹马的一对小情人，因多年单纯的感情，顶住各方面压力终成眷属；然后，刻骨铭心的爱情被真正的生活蹂躏的一塌糊涂，各自在焦头烂额心力交瘁变成了另外一个人。片中所有人看似感人的爱情，我都不认为是爱情，爱情需要能力来支撑，不然只是激情或痴情。后半部脱离现实            
(NA)	 这还叫裸婚。。。            
(3星)	 如果你很有钱，那不妨玩一把裸婚；如果你没有钱，裸婚将成为你们终身的遗憾            
(5星)	 在生活面前的各种有心无力。            
(3星)	 裸婚不是你想裸想裸就能裸。            
(NA)	 婚姻和恋爱不一样            
(3星)	 要不是看文章我才不看了，可是看完我宁愿我没看。            
(4星)	 娃娃亲推荐~            
(3星)	 京片儿            
(5星)	 大爱文章！            
(4星)	 凑合吧，硬伤多了点，两人离婚后都太矫情了最后结尾不错            
(5星)	 夸张而又现实 有你我的影子            
(4星)	 看得让人心里很惆怅。是的，细节打败爱情。            
(3星)	 文章演的真好            
(5星)	 更贴近生活的一部讲述80后青年在裸婚后遇到的各种问题 很好看            
(5星)	 刘易阳。我喜欢你。            
(4星)	 里边太多的婆媳关系，看的有点烦躁。我是一直快进才看完的。            
(3星)	 现实是因为自己的要求太多才变得那么不美好，大部分时候期望太高只会失望越多。            
(4星)	 我希望佳倩和杜毅在一块儿。            
(3星)	 真的爱她，就带她回她的妈妈身边，而不是待在你的妈妈身边。            
(4星)	 片子不错，但预告片绝对是有史以来最狗血的。。。            
(4星)	 11.07.12裸婚，你裸的起吗？家长们，孩子的事就让孩子自己去处理吧！~            
(5星)	 其实 有时候还挺羡慕这一对儿的 有个人能对你那么好 八年恋爱啊 如今几个人能拥有这样的感情啊            
(NA)	 这部剧，文章有参与创作，所以在欣赏他演技的同时也发现了他的创作才华，加油啊！爱马他爸~            
(4星)	 比较贴我。            
(5星)	 有满多感触            
(4星)	 演员不错，剧情部分现实~80后婚姻，即使不裸婚，问题也不少~            
(4星)	 最后两集把我看哭了昂~            
(5星)	 贫贱夫妻百事哀，这是关键            
(4星)	 刘易阳：你给不了那个女人幸福            
(4星)	 看完了，，觉着好压抑。。            
(4星)	 文章演得真好，让我觉得他和马伊俐的平常就是这么浪漫的。看完还有人敢裸婚吗？            
(4星)	 很现实 后面个人感觉不如前半段好看            
(4星)	 胜在节奏够快。早怀早结早离。常理而已            
(3星)	 文章同学的确赞，话说没觉得姚笛漂亮。个人观点。            
(4星)	 看完了，高高大大又帅气的杜毅非常像一个刚离校的高大学长，身材表情动作都很像。            
(2星)	 除了文章，除了张凯丽。这部剧根本没有一点吸引力。刚才才发现李慧珍唱的插曲，我喜欢李慧珍。            
(4星)	 还相信爱情么？            
(5星)	 還行吧～            
(3星)	 事实证明还是得要有钱有房子            
(4星)	 离婚后文章说的那段话好感人啊            
(3星)	 裸不起。。。            
(3星)	 快进完了            
(4星)	 童爸爸你好可爱！            
(3星)	 凱麗阿姨這個角色非常出彩。看童話就要有看童話的精神。            
(3星)	 好久没完完整整看过一个电视剧了~还不错~不过演员演得都还一般，文章有点过于做作了~另外一帮女人都演得不怎么好，就刘易阳他妈还行。            
(5星)	 非常好啊            
(4星)	 不失细节打败了爱情，是婆婆和丈母娘打败了爱情            
(3星)	 贫贱夫妻百事哀，没事找事儿闹。。。。            
(4星)	 其实看不出真的事裸婚！！但是很喜欢文章！！            
(4星)	 果然预告片都是比正片给力的。不过冲着文章帅的我嘛~             
(5星)	 有童佳倩的地方 才是我刘易阳的家。            
(5星)	 结局有些潦草。音乐不错。            
(4星)	 看了以后会得婚姻恐惧症。            
