http://movie.douban.com/subject/6534065/	女人的香气 여인의 향기
(5星)	 只要这一秒不悔。            
(4星)	 我喜欢这个结局~            
(5星)	 灰常喜欢看的一部剧，不单单是爱情电视剧，对我来说也是部很励志的电视剧            
(5星)	 催泪，欢乐，甜蜜            
(2星)	None
(3星)	 虽然整个剧的线索和结局的收尾都为了铺垫一些意义，但编剧实在没把那种深度在剧情编排中展现。人，是不是在没有余地的时候才会真正地拥抱人生，在这之前或是觉得时间充裕或是无从选择地每天过着了无生趣无可奈何得过且过唯唯诺诺的人生呢？            
(NA)	 每周固定的虐死自己时间！！            
(3星)	 结局还算ok，算是有诚意。过程真是有点无聊，不喜欢这种。            
(4星)	 还算OK，打发时间时刚刚好。            
(5星)	 好看的韩剧 演员不错 剧情很好 我从第一集开始 就哭到抽泣 然后后面每一集 带着大爱男主角的心 每集都傻不拉几的哭了 从一开始就设定了女主身患重病的剧情 但是看起来一点都不娇气造作 一切发生都那么自然 完全没有童话故事的色彩欺骗小女孩 实实在在的现实桥段 才会更带人如剧情            
(5星)	 女主演的真好啊！真心的！从头哭到尾~~我意思是女主从头哭到尾 =   =            
(4星)	 金三顺还是很强壮的感觉 哭的稀里哗啦的 不得癌症就演不下去了么！换个套路好不 虽然还是很好看            
(5星)	 三顺  瘦了 好美            
(NA)	 剧情很俗辣，但是谁也逃不过王子灰姑娘的童话            
(2星)	 看得要了老命了 太没意思了            
(3星)	 除了女二，几个主演都有好感。虽然是个非常狗血苦逼的故事，但是bucket list本身就是个煽情的题材。自己的身体也不算很好，所以还有些代入感。三顺变成苦包的部分基本快进。            
(4星)	 全篇内容三颗星，最后那个温暖的结尾加一星。其实故事真的不怎么样。            
(3星)	 就冲着男主角了~！！！！但是剧情····            
(3星)	 我来剧透了！！！这结局也忒无语了~~不过也是重要的不是活没活，当然也活不了，珍惜眼前的幸福吧！            
(NA)	 20个愿望组成的遗愿清单，我觉得这是我们平时就应该把握的东西，不要到垂死之日再作打算啊！            
(4星)	 东旭好帅撒~~男二也不错~~哇卡卡            
(NA)	 虽然还有一集,但是我觉得应该是悲剧，东旭君啊，又被你虐到了....            
(4星)	 韩剧是怎么了。一部一部都弄了个傻逼结局。中间有一集的情节，男主居然为了救这个只剩下几个月生命的爱人，开车挡住将要撞上她的车。总得来说，前面的剧情氛围神马的很好，就是最后一集搞得跟教育片似的。。。            
(3星)	 就感觉是三顺的调            
(5星)	 太好看了，跟三顺一样在我心里并列第一。。。东旭欧巴，太有魅力了！！！！！就是虐啊，还有一集，千万要是he啊！！！            
(3星)	 无论在《MY GIRL》还是在《女人香气》，李东旭都是个扑克脸小开男，一样的面无表情却暗流涌动，一样的与女雇员暗生情愫，一样的弃貌美有名女二于不顾，一样的对女主大吼“我要被你弄疯了”。能不能有点创意啊。。。！！            
(5星)	 很好。很有意义。            
(3星)	 金善雅气场过于强大，只有车胜元这样的大叔能衬得起。李东旭过于清新派，适合搭配小女生。如果没有生病，你会过得比现在幸福吗？能活多久并不重要，重要的是我活着的每一个瞬间都是无悔的。结局很美好！俊秀的歌很好听！            
(4星)	 屎锡是笑点啊~~~~~三顺这回身材一级棒啊~~            
(3星)	 快进看的……一开始就是癌症            
(NA)	 非常非常非常的老套。。            
(4星)	 有点看透了韩剧的模式 总是虎头蛇尾 总是各种巧合.. 喜欢这样的人生态度 也是最近影响我很大的一部片子 李东旭真是帅啊帅啊帅 也喜欢金善雅~~tango感觉很不错 音乐也不错 结尾..==            
(3星)	 后面爆拖沓.不看了            
(5星)	 单车之吻真是无比清新而美好啊！！！&gt;&lt;            
(4星)	 此时的李东旭真是甩my girl 里的李东旭好几条街啊，真心帅啊，善雅欧尼演技依旧赞            
(3星)	 完全是冲着金善雅看的            
(4星)	 真心觉得演员、画面、音乐甚至剪辑都好好。前半段稍显拖沓，但是14集开始各种温馨和感动啊。李东旭同学请不要卖萌了好吗？            
(5星)	 禁锢的人生因为癌症出现转折，单纯善良的富家子和贫穷坚强的大龄女之间迸发出爱的火花，当兵后回归的李东旭给人一种焕然一新的感觉，金宣儿依旧演技非凡，强烈推荐此剧！            
(5星)	 我爱好是看电视剧的时候代入自己，如果我是xx，我会xx，看这种虐心的剧，代入后就更希望自己珍惜时光，很多不敢做的事情也都想一一尝试，看来这种棒子剧对我还是起着正作用的啊！            
(5星)	 没死真是太好啦~~            
(5星)	 男女主8错捏。。。男主帅气。。。哈哈这个结局还不错，哈哈，我就认为奇迹继续出现，她和他幸福快乐的永远在一起。嗯~~哈哈~~剧终出现在屏幕上的那句话记住了~嘿嘿~大家都会幸福。YEAH~~            
(4星)	 好吧，我喜欢天生自然傻呆不自觉卖萌的男主角            
(5星)	 大爱李东旭哇❤            
(5星)	 拼了命的爱情，让人震撼又羡慕            
(5星)	 啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊~~好好看好好看好好看~!!!            
(5星)	 看得我一直内牛宽面是闹哪样TTVTT            
(5星)	 虽然N久不看韩剧了，但是这是一部值得思考的电视剧开始想，要是我的生命还剩6个月我会做什么还有就是女主角的演技真的很赞            
(5星)	 hao            
(5星)	 会成为一个经典吗，最近看的许多东西都让我在思考在有限的时间内，如何珍重自己的生命，强烈推荐，一股暖流，激励着我们。            
(NA)	 善雅大姐吃完玄彬，这次又吃李东旭了==...不过同上次作为金三顺的喜剧角色相比，这次妍在更是让人感动。ps,不仅大秀韩语和日语，英语也是相当流利...一点日本味儿的没有啊            
(4星)	 把漫漫一生的平淡浓缩成六个月精彩，坚强着才能得到幸福。            
(3星)	 感觉在看电影镜头，后半部分就是虐剧阿。哎，烂尾了，前八集很好看的说。            
(4星)	 啊呀呀 李东旭！！！哎呀呀 金善雅！！！俩个人我都超喜欢啊！！只是，为什么这次李东旭的形象有一种阴柔娇羞的感觉==其实是抱着爱情喜剧的想法开始看的，结果是悲剧路线..但我居然看下去了..还是不错的~~另外 男二也是我喜欢的演员~~//看完ep 16我没反应过来是结局了..隔周还等17.18去了。我又迟钝了            
(4星)	 发现了李某人各种萌……难得的好剧            
(4星)	 近几年看过为数不多韩剧里面，算是不错的了~~            
(NA)	 金真的老了！~            
(5星)	 让人中毒的剧...妍在智旭4ever！！            
(3星)	 剧情拖沓了～李东旭要不要这么帅啊，对女主真是羡慕嫉妒恨！            
(4星)	 帅气的东旭             
(1星)	 只说一句：想演一出灰姑娘与王子的故事，但灰姑娘不是灰姑娘，王子也不是王子，毫无逻辑可言。            
(4星)	 每集女主都哭，后來男主女主一起哭，十三集推导了也哭。时刻提醒着这是悲剧   开放式结局很好   没有那么悲伤  其实生命长度被限制又怎样？每个人出生都会死亡，重要的是自己觉得幸福、            
(5星)	 虽然情节老套，但太戳我萌点了吧            
(5星)	 感人、心疼、爱无限            
(NA)	 女主哭的场面看的我都疼了。 -  -             
(5星)	 我已经很久很久没有中韩剧的毒了，直到看了这部剧。。。            
(5星)	 感觉那年的韩剧三顺与my girl，又出现在眼前~好喜欢李东旭啊~~            
(4星)	 滚床单之前两人相对流泪，超级感人。            
(4星)	 很喜欢女主的演技 男二虽然不帅但性格蛮有意思的            
(4星)	 或许说最后的结局并没有太浓烈，但是过程太美好了，演员也很美好。 只能说追剧也是种享受。            
(5星)	 好看            
(4星)	 个别片段可以不要那么慢，个别台词可以省略部分语句。            
(5星)	None
(3星)	 催泪            
(4星)	 不敢看下去，弃了吧            
(5星)	 非常不显俗套的韩剧，我是每个礼拜等着看的~~没觉着拖沓。我挺喜欢金善雅~~非常有气场！            
(4星)	 …王子灰姑娘的路线　冲着三顺才看的。            
(5星)	 珍惜身边人，好好活今天。            
(3星)	 无聊时看看女主每天换一套衣服。            
(5星)	 太喜欢三顺姐的新片了，两位主角的演技都很棒！编剧也很给力，不拖沓，节奏感很强，各位配角都很出彩，很招人喜欢！            
