http://movie.douban.com/subject/1761848/	夏娃的诱惑 이브의 모든것
(5星)	 经典的经典！！！            
(NA)	 这个部电视很好看。            
(5星)	 第一部看的韩剧，爱上张东健这个完美男人，如今他已经是别的丈夫，祝幸福。同时也喜欢上蔡琳，很美丽的女子！这部剧超好，经常和老妈一遍一遍地看！怀念！            
(5星)	 唯一一部从头到尾全部看完的韩剧，也是俺看的第一部韩剧。            
(5星)	 ta都结婚了            
(5星)	 看的第一部韩剧，被深深吸引住了，呵呵，蔡琳好可爱，好美。  呵呵，“真善美”            
(5星)	 如果还有韩剧称得起“经典”二字，必此剧无疑。            
(4星)	 惨不忍睹的回忆一段。            
(5星)	 很多年前的狂热现在依旧还在。            
(5星)	 怎么有那么完美的男人~~~~            
(5星)	 张东健。。。你怎么就结婚了呢？我的完美型。。。            
(4星)	 不错            
(5星)	 东健哥真帅啊            
(4星)	 啊~~~很喜欢的片子            
(NA)	 四遍            
(4星)	 学长结婚了，新娘不是善美。            
(5星)	 美好的回忆            
(5星)	 遇到王子的爱情经典            
(3星)	 几百年前的了            
(NA)	 &#34;愛上女主播&#34;  最喜歡的韓劇:)            
(4星)	 小时候的韩剧真的很好看啊...现在学长都结婚了。..            
(5星)	 每个人都很死心眼啊~            
(5星)	 台词倒背如流~            
(5星)	 当年在六点半的卫视中文看的，我记得清清楚楚，上一档是《星梦奇缘》，下一档是《真爱一世情》，看这差距，靠。            
(5星)	 完完全全爱上了徐迎美，气势强大演技佳，又恨又怜            
(5星)	 小学五六年级那会儿可喜欢张东健了。            
(4星)	  金素妍             
(3星)	 好像是我第一次看完整部韩剧，蔡琳让我印象深刻            
(5星)	 初中时候和小江同学疯狂迷恋的韩剧 看了不下五遍            
(5星)	 蔡琳唯一一部让我喜欢的片子            
(5星)	 好典型的韩剧啊            
(4星)	 想起同桌对张东健的“学长”狂热症            
(4星)	 电脑里永远会放着的剧~            
(4星)	 好小好小的时候看的了哦~！            
(5星)	 虽然知道是假的，但还是忍不住遐想。。。            
(5星)	 没说的了，张东健简直太帅了，从上大学一直迷到现在一直没变过，现在看到他结婚了，我也结婚了，祝福吧，这个男人太完美，不管在戏里还是戏外~            
(5星)	 第N遍看，还有N+1            
(5星)	 始终没有一部韩剧超过它~我认为~            
(4星)	 金素妍，不管她演什么角色我都喜欢，奇怪啊、            
(4星)	 印象中的经典，喜欢金素妍塑造的迎美，这和道德无关，只是喜欢她的气质与味道。            
(4星)	 真的很欣赏金素研            
(5星)	 迷死了！！！            
(5星)	 第二遍看的时候，开始喜欢迎美，讨厌善美。            
(4星)	 张帅哥听说结婚了...我老了AGAIN...            
(4星)	 张东健结婚了            
(4星)	 可恶之人必有可怜之处 其实挺同情这个境遇悲惨的女人             
(5星)	 我心中的学长            
(NA)	 经典啊！！！！！            
(NA)	 儿时对蔡琳的记忆了            
(4星)	 张东健最帅的形象            
(5星)	 当时爱死这对情侣了            
(5星)	 初中的时候大爱~~喜欢金素妍            
(3星)	 就记得金素妍眼神好毒            
(4星)	 看了不下十次的韩剧。超级完美的男主角，已经不能用王子这样的词曲形容了。            
(4星)	 人生第一部韩剧            
(5星)	 看过的唯一韩剧。不得不说：经典！            
(5星)	 他们符合我对爱情的全部幻想！！百看不厌！经典中的经典！！            
(5星)	 其实只是韩剧而已 但是因为是张东健 因为他结婚了 重新翻看 连台词都记得 但是依然喜欢东健 东健 为什么结婚啊             
(5星)	 很值得回味的一部电视剧，也是唯一一部我看过不下十遍的电视剧！从刚开始很讨厌迎美的坏到后来对她行为的一种理解，见证了自己的成熟！因为我是差不多每隔一年半年的就拿出来重新看~~            
(5星)	 很经典的韩剧，最早看的韩剧，被迷住了            
(5星)	 曾经影响最深的童话~~唯一让我觉得等待是必要的童话~~也是因为这童话 我一直相信 有些等待是必要的~~第一次相信美好是真实存在的            
(NA)	 看过好几遍，灰姑娘情窦初开的时候遇上了骑士，但是骑士守护的却是别人，在经历竞争、背叛、失去之后成长，碰见王子，盛开了一生的幸福。真善美这名字很有趣。四个主演都演的很到位，于是就算知道是梦也很开心的跟着做下去~            
(4星)	 经典~            
(5星)	 最最喜欢的一部韩剧。有点年份了            
(5星)	 小时候看的第一部韩剧就是夏娃的诱惑，那时第一眼看到金素妍就感叹怎么有如此冷艳绝美的女子！从而一发不可收拾地爱上她，关注她的每一个角色！10年后素又主演IRIS和检察官公主，又可以继续欣赏我的女神啦~~            
(NA)	 从前爱追韩剧。            
(4星)	 金素妍.            
(5星)	 喜欢头发梳光的张东健，喜欢很美但很坏的金素妍。            
(4星)	 坏坏的女人却让人不得不爱            
(5星)	 这是我唯一一部看了很多次的棒子剧，只为了金素妍的那个角色            
(5星)	 学长是我曾经的梦，永远在心中~~            
(5星)	 金素妍啊金素妍~            
(5星)	 美好……            
(4星)	 看的第一部韩剧            
(5星)	 这个这个...经典啊            
(5星)	 09.8 看你千遍也不厌倦            
(4星)	 喜欢学长和善美的爱情啊~~~            
(4星)	 妈呀，韩剧启蒙            
(4星)	 完美学长。            
(3星)	 当年年幼无知什么电视都看            
(NA)	 赫赫，念高中时，妈妈一直追这部电视剧，看后很为女主角担忧，因为觉得自己的女儿我很太像她，^_^ 入戏太深            
(5星)	 喜欢~~~            
(5星)	 很早时候看的了  印象里蛮不错的            
(5星)	 张东健在里面扮演地那种男银，就是我地终极梦想，哇哇            
(5星)	 心中无法超越的韩剧经典。            
(5星)	 最初的感动            
(5星)	 經典            
(NA)	 善待别人的人总会有更好的人来爱自己~非常迷恋，百看不厌的韩剧            
(3星)	 第一次看素妍的戏，把一个险恶用心的女人演的惟妙惟肖。属于自己的，别人夺也夺不走，不属于自己的，再怎么拼命保护也没有用，爱情这回事，一定要看准了在下赌注。            
(4星)	 爱死她当年的笑脸            
(3星)	 迎美是善良的。我一直相信            
(3星)	 初中的时候大家都在看！            
(NA)	 喜欢尹学长！喜欢张东健！            
(4星)	 甜姐儿蔡琳长得太讨巧了，金素妍不仅漂亮演技更是了得。故事还告诉一个道理，对手有时候比朋友还重要，因为有了对手，才会不断进步。            
(5星)	 哎，真好看！！！            
(4星)	 我很喜欢剧中张东健饰演的尹享哲~~~            
(3星)	 要是都能幸福就好了            
(5星)	 看过无数遍了，最爱张东健            
(5星)	 我最喜欢张东健了。            
(4星)	 这是我看到第一部韩剧哦！！            
(NA)	 不喜欢结局            
(4星)	 百八十年前看的了....好古早            
(2星)	 那时还不讨厌蔡琳。。            
(3星)	 两个人的皆大欢喜，两个人的有缘无分            
(NA)	 学长啊学长 您是如此的完美            
(5星)	 N久前看的了，如今大眼哥哥要结婚了。。。            
(5星)	 啊 小时我的最爱啊            
(4星)	 喜欢金素妍，能把那些心机演得淋漓尽致，不容易啊。            
(5星)	 初中的美好回忆            
(NA)	 挺纯真的            
(5星)	 佑镇哥...            
(4星)	 喜欢张东健诠释的尹享哲            
(5星)	 学长~~            
(5星)	 超经典            
(4星)	 很成功的商业片，很耐看的女一号，好搞笑的活宝配角，很真实的职业竞争，over            
(5星)	 让我迷上张东健的剧……迷……            
(5星)	 太经典! 初中课间和校车上的主题            
(5星)	 至今仍非常的欢喜            
(5星)	 最喜欢的一部电视剧。其实人都是善良的。重要的是看你怎么选择。其实感慨还有很多。            
(NA)	 经典 经典            
(4星)	 少有好看的韩剧            
(5星)	 从前的事...            
(3星)	 好老的一部剧,喜欢金素妍,张东健是在天桥风云里认识到这个帅气的男人的,不过唉时间在他脸上留下了太多痕迹            
(4星)	 没人没看过吧，太经典了，张东健真太模范了~            
(5星)	 男女主角都是很迷人的            
(5星)	 帅哥美女啊～～～流口水            
(4星)	 哎，迎美真是让人无语了啊            
(5星)	 仔细想想这算是人物关系比较特殊的韩剧            
(5星)	 尹享哲——一个童话故事里的白马王子。            
(NA)	 【学长】这个词一直很喜欢，没词叫着都觉得自己被保护着 很安心···因为有你在我很幸福··            
