http://movie.douban.com/subject/6123976/	最佳爱情 최고의사랑
(3星)	 用了一天的时间看完的， 剧中有比较搞笑的片段，也陪伴了度过了一天            
(4星)	 喜欢上车胜元了，但剧情还是到后面拖了            
(5星)	 吐槽精神贯彻的真彻底啊~~~ 最有爱还是里面的对白了~~~~            
(5星)	 很久没看过让人这么心潮澎湃的韩剧了，看了几集直接变大叔控了。            
(4星)	 满搞笑的。            
(4星)	 剧情烂到吐血，车大叔帅到掉渣。还有那正太脸的男二号大叔，你让我完全中毒了啊。            
(5星)	 别捏可爱车大叔            
(NA)	 大叔是个好叔            
(5星)	 这个不错~~我爱大叔~~让我找到了久违久违的看韩剧的感觉~~            
(4星)	 男主角相当可爱            
(5星)	 可爱至极。      很俏皮。    不是外貌人气至上的电视剧很有的看。     女主很真实，性格很亲和力~      车大叔卖萌卖的~~~  男二很舒服 女二小孩子气            
(5星)	 真的是很好看！搞笑的，我喜欢洪氏姐妹的电视剧。            
(5星)	 不管是大叔还是孔JJ都超级正！！！            
(4星)	 四星给四位主演，明显的演员个人魅力强过编剧水平            
(5星)	 温馨有趣，大叔的魅力            
(4星)	 车大好帅，男二也帅，女主脸大吃四方！哦也！            
(NA)	 挺好看的··比那些单纯的帅哥美女的电视剧要好~~车胜元··越来越觉得··有味道了···            
(5星)	 对这种大叔完全没有免疫力啊            
(5星)	 非常好看，演员的表演尤其是车帅真是太赞了，可能是至今为止剧情和表演最好的一部。            
(3星)	 还是等我有了一定年纪的时候再看罢--看了几集后的感想。            
(5星)	 真的很好看~~            
(NA)	 叮咚………………            
(5星)	 叮咚~~~            
(5星)	 好长时间都没看见过这么好的韩剧了 这个韩剧剧情还是比较有逻辑的 不像有的韩剧拍的太梦幻太夸张了 女主李孝真还是让我记起很多年前的饼干老师星星糖了 她真的是超瘦 很喜欢这部韩剧！            
(5星)	 重要的不是剧情，而是大叔太搞笑了，看他一个就够了！            
(5星)	 大叔，帅死了  哈哈哈哈            
(5星)	 原本以为自己不会喜欢车胜元演喜剧，但看到后面，不得不承认车胜元的演技，实力派啊~这部剧比《对我说谎试试》好多了！真难得洪氏姐妹的作品有这么好的收视。            
(4星)	 大叔好像Deep  很萌  叮咚            
(4星)	 男女主相当甜蜜啊，演技一流。            
(2星)	 搞不懂看頭在哪??            
(5星)	 看的非常开心而且感动，大叔卖萌真的很可爱啊！            
(5星)	 好看！！大叔魅力强大！！！            
(4星)	 终于再看完一套韩剧.             
(4星)	 我很喜欢 男主角车胜元大叔，超有魅力，前面第几集比较无聊，后面比较好看            
(5星)	 遇见你是我一生中最佳的爱情。            
(5星)	  车叔叔真是个表情丰富的叔叔            
(5星)	 大叔很有爱~~~~            
(5星)	 你心里开了多少种花？金达莱？樱花？还是山茶花？比起洪氏姐妹之前的戏，这次用的中年演员反而更加到位。            
(5星)	 看第二遍就会发现孝真真正朴实的演技车叔华丽而不刻意的表演，完全被车叔的眼神征服            
(4星)	 很有爱的剧，大叔魅力不减当年            
(4星)	 叮咚！            
(5星)	 多年后，唯一让我看完的韩剧            
(5星)	 车大叔太有魅力了！！孔孝真的演技也不是盖的。。真的演的很好！特别喜欢！！！            
(4星)	 可搞笑啦            
(5星)	 大爱             
(5星)	 虽然觉得这样的四角恋不太新颖的说，车胜元太剧情需要地爱孔孝真，但系看得好好好开心啊！况且都很养眼的说！对白很幽默！如果每个人都像专家般看电视或电影，我林，一定看得很不愉快。其实，鄙人觉得看电影也好，看电视也好，最紧要遵循自己的心。喜欢就好！所以给满分。喜欢孔孝真！医生也喜欢！帅s            
(5星)	 男主的性格太闪光了。。。。真不敢相信这么老相的孔大姐是80后，情何以堪。。            
(5星)	 超爱车叔·            
(5星)	 会让人幻想，做梦，却不会怨恨现实，只会有些遗憾的剧            
(3星)	 不是很帅不是漂亮的看着反而比较真实内            
(4星)	 洪氏姐妹2011的最新力作，喜欢车胜元大叔的韩剧迷必看。大爱独孤真。            
(4星)	 个人觉得比城市猎人好看  剧情充实不狗血····喜欢里面的土豆 改天也去种一个            
(3星)	 车胜元留着胡子居然有戴普的感觉，强。            
(5星)	 太欢乐了。。~！            
(5星)	 真是一部优秀的韩剧...            
(NA)	 男女主虽然没有那么养眼，但是剧情是真的好啊，撒花撒花，哭死我了            
(5星)	 温情的轻喜剧，车大叔魅力不可挡，强大的OST~~~wow            
(3星)	 车胜元~~~！！！            
(4星)	 啊啊啊~没想到我也会看韩剧啊～~～~～~真的不错啦这部片            
(2星)	 演员太丑，无法坚持……            
(3星)	 还是和三顺合适。            
(NA)	 女主角实在是。。。看不下去。。。。。            
(5星)	 老男人也是很有味道的！！            
(5星)	 wuli車大叔出馬當然五星！命中注定我愛你again～刘仁娜演完秘密花园得了大赏后果然出名啦~            
(5星)	 好久没看过这么好看的韩剧了            
(5星)	 大叔卖萌到无极限。。。            
(4星)	 车大叔真是各种卖萌啊，好多次我都笑的有点抽，少一颗星的缘故其他人的故事实在不爱看，就快进了。            
(5星)	 车大叔也可以很喜感！            
(3星)	 真的是太一般了，但是大叔真的好帅好萌啊啊啊啊啊啊啊            
(5星)	 最近好像韩剧开始给力了，我从看韩剧到日剧到美剧，又回来看韩剧，大叔魅力不可挡啊            
(5星)	 看着心情好            
(5星)	 美好的夏天 捧着西瓜看连续剧！            
(5星)	 大爱，据说是以生菜夫妇为原型改编的。好久没看到这样给力的韩剧了，有温情点，不拖沓，喜欢喜欢~            
(4星)	 大叔要卖萌，谁也挡不住~            
(4星)	 很欢乐。            
(5星)	 非常好看嘛。事隔那么久居然又有好看的韩剧了。大力支持一下。不得不提的就是剧里面的主角们演技都相当不错的嘛。掌声鼓励。哈哈。            
(5星)	 叮咚叮咚叮咚~~~~看完了好失落TVT            
(4星)	 大叔还是不错的            
(5星)	 大叔太无敌啦            
(4星)	 大叔卖萌            
(5星)	 车叔帅！             
(5星)	 孔孝真 车胜元很有魅力~            
(5星)	 大叔你要醉死我么！！！！！！            
(4星)	 只因车叔卖萌有很爱            
(5星)	 大叔太帅了 要是和金善雅搭救就更好了 不是不喜欢孔孝真 只是习惯市政厅里的两个人 大龄也有爱            
(5星)	 车大叔乃真是帅！！！            
(NA)	 七年            
(3星)	 不理解评分为何高···            
(5星)	 车胜元孔孝真，这就够了。            
(4星)	 车大叔怎么这么有爱啊~！！！            
(3星)	 没看多久就想起了秘密花园。。整一中年版嘛            
(5星)	 大叔太有爱了~~            
(4星)	 笑抽了，太欢乐了，是会让人心情变好的一部韩剧。剧中插曲好听。孔孝真实在可爱，车胜元演戏真是收放自如。看两个实力演技派飙戏真过瘾。编剧有时用力过度。            
(5星)	 泥煤，第一次追剧，迷死了好吗！            
(3星)	 男女主演的演技还是让这部狗血剧免于恶心大众了。刚开始真的不喜欢，结果却看完了。            
(5星)	 很搞笑   车胜元扮演的角色是个很霸道很可爱的人            
(5星)	 有意思……            
(4星)	 大叔！！！！！！！大叔！！！！！！！            
(5星)	 车大真可爱            
(5星)	 相爱吧            
(5星)	 整部剧反应了演艺圈艺人的生活处事，何为出名时，何为落寞时            
(3星)	 车大叔2颗星，孔姐姐1颗星~            
(5星)	 今年除了秘密花园外的另外一部好戏，车大叔完全逆生长，卖萌的能力超一流。孔孝真的fashion sense不是一般人能模仿的。            
(4星)	 浪漫喜剧一枚 ：）            
(NA)	 车叔你最帅，没得说            
(5星)	 一直是个男二控 这部剧颠覆了我的传统 车帅~你还能再帅点不~呵呵PS：裴裴戏份好少             
(5星)	 具爱贞~你就是杜高振最佳的爱情！看到现在最舒服的结局，就这样结束了，好舍不得，外带还破了20点。。。。撒花呀~~~~~            
(5星)	 还好            
(4星)	 冲着作家去看的，大叔演得实在是惊艳了，女主也很自然，她们惯常的爱情轻喜，笑点还是那么多，也足够温馨，不过每个剧本又有不同，推荐一下            
(4星)	 不错不错            
(4星)	 车叔是声优出身的吗，感觉台词功力好深啊            
(5星)	 车胜元非常有意思的演员~让这部没那么特别的剧变得很特别！            
(5星)	 今年看过最吸引我的韩剧～大叔控不得了～除了最后几集有些拖拉，其他堪称完美！很棒的男女演员，姜还是老的辣啊            
(5星)	 果断5星，忍过前半个小时后，让我一口气看完的剧。。。            
(4星)	 女主的发型怎么那么大妈啊            
(5星)	 车大叔太完美了 T T            
(4星)	 车大叔啊车大叔            
(4星)	 米有靠耍帅卖萌的帅哥美女 有强势自恋又爱撒娇的可爱中年男人 跟善良努力坚持自我的大姐。。。            
(5星)	 发现原来偶素孔孝真D粉儿            
(5星)	 虽然一直觉得女主角长得不怎么样，但绝对是部不错的电视剧！            
(5星)	 演技棒 剧情好看新颖  洪氏姐们就是那么厉害  不过觉的男主的表情或说话的口气有时候非常的像原来是美男的黄泰庆也反正都喜欢啦  觉的这部剧很诙谐 很幸福再有就是 嘿嘿 觉的车大叔张的好像汪明荃也   嘻嘻              
