http://movie.douban.com/subject/4082304/	鱼跃在花见 魚躍在花見
(4星)	 刘松仁大叔演的好可爱~~张大仙果然是不老的传说啊！女主脑内杨过那段笑死我了。。。看这部剧真的是口水流了一地，歌也很好听~~            
(4星)	 TVT流口水...            
(3星)	 为了张智霖。。。            
(3星)	 寿司美美啊。剧情一般。三星半。            
(3星)	 勾起了我对寿司的欲望，吃了板长寿司，嗲            
(5星)	 大仙（¯﹃¯）            
(4星)	 看完了超想吃寿司！            
(4星)	 寿司~~~            
(NA)	 寿司……啧啧……            
(5星)	 难得看港剧~但是很好看咩！            
(5星)	 难得看港剧~但是很好看咩！            
(3星)	 好吧，我承认我是冲着寿司去的~~~            
(3星)	 看了这个之后吃了一个礼拜的三文鱼~魔力啊！            
(NA)	 超级无聊            
(2星)	 喜欢啊霖霖而已，这剧真不怎么样            
(3星)	 有点长长的，我爱的寿司。            
(3星)	 最近的无线真的都很一般了。            
(4星)	 喜欢剧中张智霖，可爱。            
(4星)	 这次真是花了本钱啊，又日本又美衣又高清的。喜欢开朗愉悦的小两口~            
(3星)	 这么稀里糊涂狗血满地的剧要不是张智霖GG我能看到13集？            
(4星)	 多颗星给寿司们，对寿司是一点抵抗力都没有呀……            
(4星)	 终于看完了，好想吃寿司~~~~            
(3星)	 张智霖，你吃啥保养的介么好？你逆生长吗？寿司很美，吸引住我了。            
(4星)	 好片。张哥哥成功逆生长咯~            
(4星)	 有的人太好胜，有的人又太忍让，都不能走向极端……有时宽容一点，不要被仇恨蒙蔽双眼，要不然最后受伤的总会是自己……            
(3星)	 打发时间随便看看啦             
(NA)	 看完后就去吃了板长寿司和自家乌冬。确实和电视剧里拍的一摸一样哦。            
(4星)	 虽然剧情够狗血，但是对如今的tvb已经算是很有喜感、比较精彩的了杨怡和谢天华配对，这个我有点纠结。。。。。。至于小鱼和杏儿，还算不错，小鱼为嘛不老，不老，不老？他可是个男的！            
(4星)	 比较喜欢胡杏儿跟张的搭配 关键是讲寿司的题材 看上去就很有胃口  主题曲很不错 刘松仁突破算最大的了吧 哈哈            
(3星)	 寿司寿司！            
(4星)	 寿司好像很好吃啊            
(4星)	 好想吃高级寿司TAT，荷包各种空。。            
(5星)	 很美的港剧            
(NA)	 看到刘松仁那个样子就心烦            
(4星)	 剧情有点狗血，不过有风景美食俊男靓女，还算有些看头啦~~~~~~~~~冲着张智霖，支持下！            
(4星)	 里面的日料看起来很好吃！！！            
(3星)	 为了大仙而看片~~看完之后很有吃鱼生的欲望= =！            
(3星)	 唔，有点虎头蛇尾，为什么一到最后就草草收尾呢，真是...            
(3星)	 张智霖看起来还是很年轻哈 配胡杏儿完全么问题            
(4星)	 可以容易地学会日语 好好看            
(4星)	 喜欢张智霖，喜欢胡杏儿            
(4星)	 张智霖都不老咯，胡杏儿角色很讨巧。            
(4星)	 大家都是好好人……            
(4星)	 张智霖那，一把年纪了，可不可以不要这么可爱了~~~            
(NA)	 每集看得我直流口水。。。            
(5星)	 看的时候老想吃寿司了~~            
(4星)	 好久没有看张智霖了。看了满足了。            
(3星)	 胡杏儿 好难看            
(4星)	 4星给大仙和寿司            
(3星)	 笑点就是在看张智霖和胡杏儿不停地2，虽然很2但是不觉得恶心            
(4星)	 结尾做的太粗糙了。。。。。。。。。。            
(4星)	 美食啊美食~~            
(4星)	 日语发音很囧，但是看得好饿...            
(4星)	 恩，好看。不过不喜欢哥哥。~喜欢里面的那句，友达以上，恋人未满。            
(4星)	 寿司的制作让人印象深刻            
(4星)	 求大仙传授驻颜术            
(3星)	 剧情真的很不怎么样。。可是寿司看上去真的好好吃啊！！！            
(5星)	 里面的料理看上去好好吃。。。。            
(4星)	 看了以后特别想吃寿司啊，建议没吃饭或是没吃饱饭的不要看            
(4星)	 刀工可真厉害            
(3星)	 那一个个BH的睫毛啊~~            
(4星)	 关于美食的电视剧对我来说吸引力是无与伦比的！！！tvb拍的也一向没令我失望！！喜欢！！！            
(4星)	 冲着张智霖。            
(3星)	 勾起我吃寿司的强烈欲望，可惜最近日本核辐射这么严重，唉            
(4星)	 看完想吃寿司            
(4星)	 多給一顆星是給壽司和北海道大好風光的!            
(5星)	 2011年看的第一部港剧 也因此让我彻底走上了看港剧的道路 不过最重要的是这部剧让我真正开始变得开心 三颗星给大仙 治愈我啊~~~~            
(NA)	 一般，不推荐看            
(3星)	 我是因为寿司而看这部片的，嘻嘻            
(4星)	 最喜欢张智霖了///www///敖嘉年的演技真的挺不错的，还有谢天华也不错！            
(5星)	 大仙永不老            
(4星)	 不错哈 风景很漂亮 胡张这一对深得我心            
(2星)	 除了寿司就是做寿司比赛。。。            
(NA)	 只有一个感觉，好像吃寿司            
(NA)	 不老张智霖            
(4星)	 为了看张智霖和杨怡去的，看了之后增长了一些日式料理的知识，还是不错的。每次看着画面里那些美味的寿司就开始吞口水...想起很久前看的苍井优的一部关于日本料理的也很不错            
(4星)	 中意大仙，可惜岁月无情，不老童颜也留下了岁月的痕迹~剧情尚可，剪辑太差，很多地方都好突兀，减一星。慕容桑是亮点，太可爱了！            
(NA)	 张智霖可爱啦！！            
(4星)	 张智霖，不老的传说            
(2星)	 烂剧啊。。。不过张智霖帅爆了！            
(4星)	 好看！张智霖胡杏儿刘松仁三个活宝的表演很有爱很欢乐！最后的结局还好是大团圆~            
(4星)	 骗我吃了一次寿司跟生鱼片，腻死了~~            
(3星)	 TVB终于冲出香港，来到北海道，好想吃寿司···喜欢张智霖，话说他真是十年不变，看人夫吻戏真是有够怪的。一直不太喜欢胡杏儿，这部发现她还满有喜感的，挺搞笑的。结尾又搞失忆，真俗套。剧情一般            
(4星)	 不错   寿司看起来很好吃            
(4星)	 故事尼玛的臭虫太多啦！！！不过寿司太亮眼，北海道风景太美匿！！！加分！！！            
(4星)	 友达以上、恋人未满            
(NA)	 看到都有食欲            
(4星)	 好吃~            
(NA)	 超好看，超好看哇            
(4星)	 看这个片子的时候很感叹在日本的各种景色，也对寿司非常的神往。不知道现在当地的情况怎么样？            
(4星)	 风景不错 演员演得也不错 喜欢谢天华 真心长得像条鱼噢 张智霖就那样了  演技什么的 习惯了噶 杨怡也就那样了 老是这种角色 胡囧儿在里面好可爱呀 看着没那么措气了 形象设计不错 不过最主要的事寿司好诱人啊~            
(3星)	 除了胡杏儿外，都喜欢的~！剧情有点老套，我想吃寿司了！            
(4星)	 后面太莫名其妙了~~~整体来说还是很欢乐的~张大仙太萌了！刘松仁很不错呀~在里面特别可爱！            
(4星)	 不错，刘松仁很可爱，张智霖保养得很好，胡杏儿也比以前顺眼多了。就是受不了谢天华的表情，毫无层次，难消化啊！            
(4星)	 女主角的发型我很喜欢            
(NA)	 还好还好 港剧的风格看来是变了很多了            
(NA)	 挺好看的 喜欢张智霖在里面扮演的角色 里面做的寿司 很好看            
(5星)	 喜欢胡杏儿在剧里的造型，衣服和鞋子都很漂亮，背景音乐很好听，很恰当。            
(3星)	 随便看看咯            
(NA)	 北海道很美好。寿司很好吃。但是日本去不了。            
(5星)	 好多寿司呀，嗲死了            
(4星)	 值得一看的欢快清新的tvb剧，演员方面，张智霖当然是第一看点，难怪外号大仙，这么多年保养得真是好，刘松仁和姚莹莹饰演的慕容澄与呵姐很搞笑，突破了2位一贯的风格，小惊喜；剧情方面虽有点老套，但寿司还是让人看了不禁想去店里大吃一顿。            
(3星)	 有些地方真挺逗的，大哥这个角色让人恶心，全剧总旋律轻松，喜欢这样的故事气氛，后面比较无聊。            
(NA)	 为了娃娃面孔和日料~~~            
(3星)	 如果天赋就能得到，还要努力做什么?            
(4星)	 日本料理~~~~口水-ing            
(5星)	 我自己拍嘎~值得无限次看            
(3星)	 够俗气！张智霖爱爱爱！            
(3星)	 我就是喜欢张智霖。。            
(NA)	 开始喜欢起张智霖这个优质男人            
(4星)	 剧情很不错，不过结局有点老套！~            
(3星)	 张智霖呀~~你怎么还是那么嫩勒！            
(NA)	 可以学习到很多寿司的知识，对日本料理有了翻天覆地的新认识哦            
(NA)	 看得我超级想吃            
(4星)	 就是不太喜欢胡杏儿            
(3星)	 寿司本身就是一种戒不掉的瘾，不过始终觉着有些仓促有些跳跃，结尾有些老套，但总算也是happy ending            
(4星)	 上个月全部看完了。。。好久没有看过港剧了，偶尔看看还不错            
(NA)	 看了两集 发觉我对这片子没兴趣 于是我就不看了。。。不过留个记号。。。            
(3星)	 剧情是狗血了点，我就看看大仙和仁叔&amp;漂亮的寿司！            
(4星)	 张智霖仍然这么的帅！！！胡杏儿还是这么的阳光可爱！！但是，但是，怎么他大哥一看就是坏人！！！！            
(3星)	 剧情免谈。TVB难得的实景拍摄剧，北海道的风光真美，看的期间刚好311……            
(4星)	 看得我想吃寿司            
(4星)	 一部将寿司的片子~关于味觉的描述我们倒是 习以为常 都是把食物说得天花乱坠 不过本部片子在北海道的取景 让片子的画面感让人感觉很舒服 还有各种食物带来的冲击 让人的胃口真的是大开啊~            
(4星)	 可以看看胡杏儿~还有美味的日料~~            
