http://movie.douban.com/subject/4742378/	我的女友是九尾狐 내 여자친구는 구미호
(4星)	 一个下午加一个晚上。。看了眼睛都要瞎掉了。。。。            
(5星)	 虽然剧中演员称不上非常帅哥美女，但他们是绝对称得上最可爱一组。整部剧的架构算非常清晰完整，在神话的背景下展开一段搞笑、浪漫的爱情，没有过多的累赘情节，幽默搞笑与情感主线的穿插发展，真让人有哭有笑……赞！            
(5星)	 太阳雨和百年孤独~            
(NA)	 很好看。            
(4星)	 如果晴天下起了太阳雨，那么就是我在伤心的哭泣。            
(5星)	 爱你的另一半，它就是给你珠子的九尾狐！            
(NA)	 搞笑            
(5星)	 ^^……李胜基演技越来越好了            
(4星)	 女主角很讨人喜欢昂。消遣着看能看完的。            
(NA)	 美湖有一颗美丽的心            
(5星)	 特别喜欢！            
(2星)	 申敏儿就不适合演九尾狐，还是倾城倾国那种(￣▽￣&#34;) ~男主丑就另说了，男二更是男不男女不女，老子最讨厌娘炮了(除非他是人妖叔叔)，别搁个刘海就当自己真美男了！另：剧情还是一如既往的韩式弱智            
(3星)	 主题曲太好听了……没了，夏天看的话应该还算一部清凉的剧            
(5星)	 喜欢主题曲《狐狸雨》，原来狐狸雨是伤心的九尾狐在落泪......很美的传说。            
(4星)	 ：）            
(3星)	 不是很吸引人            
(4星)	 还行，就是觉得现在看韩剧没以前那么耐心了，从第10集直接跳到第16集看了，里面的音乐很不错，男二很不错，就好似pasta里的美男之一~            
(3星)	 之前一直追的，节奏也很明快，尤其可爱的九尾狐喜欢吃肉的桥段～不过后面太狗血了，还是离不开洪氏姐妹的一贯狗血            
(4星)	 细腻的感情 是我的菜 哈哈~            
(3星)	 我是冲着Rose追下去的---            
(3星)	 没耐心看完。。。            
(5星)	 不解释，实力派编剧，丰富的表情，演技不一般            
(3星)	 结局还是有点单调            
(4星)	 第一集刚开始看的时候觉得好无聊啊，但是结尾那九条尾巴一亮出来我就为之一振，开始了每周2集的追剧生涯。但是有点虎头蛇尾的感觉，结局美好但是给人感觉还可以更精彩一点。            
(3星)	 一开始很搞笑，后面就没有耐心看了。ps:男二是酱油男啊！            
(3星)	 看一半儿没兴趣了。。            
(3星)	 有些扯~但是我还是追着看完了~美湖挺可爱的~本来我就比较喜欢申敏儿~也没少赚我的眼泪            
(3星)	 又是看了开头就会知道结尾的故事            
(5星)	 很爱男主，还有女三号，很会打扮我喜欢。            
(3星)	 看一半放到一边了            
(4星)	 申敏儿好漂亮啊  尤其是吃肉的时候  可耐可耐            
(5星)	 想开心点就看前面，看结局的时候还是备好纸巾。觉的男二号比男猪脚还帅呢，超帅。            
(5星)	 纯洁，清新            
(4星)	 人不一定比九尾狐要单纯九尾狐不一定比人阴暗            
(4星)	 还算挺特别的韩剧吧，用来消遣的，也的确想清楚爱情里面的一些东西。这世上，的确有种生物叫男二号。。。            
(2星)	 为了捡起韩语，逼迫去看了几下，可是到中间就再也看不下去了。我不得不怀疑韩剧这样的质量以及智商足以使社会倒退，韩国人还这么致力并且骄傲地拍着是为什么。在电视剧水准上，不是说平均，但是中国至少有多部质量非常上乘的，如橘子红了，金婚这些，是美剧也比不了的，因为有的是内涵，不只是收视率            
(5星)	 很好很好的电视剧 心里总是含着心疼 如果我也像尾狐一样 只有一天的存在了 我们会做什么呢 还会放烟花吗            
(3星)	 我就说嘛，男主像那个谁，看到最后一集结束还是……啊那个谁，那个那个快男，芒果台雷阵雨花轮头的那个谁，真是丑得让人记不住啊。看到最后对男主仍是没有好感他也算奇迹了，话说我很容易爱上男主的。男二的角色其实很讨喜，可是干嘛干嘛一股娘味扑面而来。女主治愈。总的来说我的泪点的确是相当低的。            
(NA)	 很喜欢，好长时间没有很喜欢看的韩剧了            
(3星)	 现在这个时代韩国电视剧还在一如既往的唱着为爱牺牲一切的调调。。。既乏味又无聊。。            
(5星)	 很好看的   简单的九尾狐  生活快乐就好            
(5星)	 为了男二~            
(3星)	 喵了一集半，么有看下去的动力。            
(4星)	 男2号实在是太漫画~~            
(4星)	 今年出了还算不错的，当然是个人喜好。            
(NA)	 第一集张国荣的《当年情》背景歌时大叔出场向“小马哥”致敬            
(4星)	 喜欢主题曲~~            
(3星)	 申敏儿的演技装腔作势，哭和笑都在装可爱。李胜基一贯演这类讨喜角色。男二号诺珉宇。。。嫩也忒帅了点儿吧&gt;&lt;可惜片子里一直没他啥事儿，连个记忆追溯情节都不给。其实追这片子，我就是为了看诺珉宇- -            
(3星)	 前半段比较有趣，后半段落入了韩剧的俗套，算了，就这样吧            
(2星)	 有大名鼎鼎的编剧坐镇，但确实没有觉得有这么好看。不过剧中的音乐倒是挺贴切挺耐听的。            
(5星)	 不错不错            
(NA)	 敢不敢让我也遇到九尾狐            
(5星)	 秉着打发时间的心态去看这部剧，看之前只知道洪氏姐妹，男主是灿烂遗产里那个讨人厌的富二代，女猪压根不知道谁，脸都不熟，看着这部剧人气挺高看下去。情节老套但是不乏有新意，女猪和男二是亮点。之前完全不知道申敏儿，看第一集的时候还觉得有点胖，但是看着看着越看越耐看。            
(4星)	 李胜基演技有很大的提高```不过张的好象俞灏明            
(5星)	 很好的剧~让我又有了对爱情的期待~看完了感觉特别幸福~喜欢女主笑起来甜甜的酒窝和眼睛~喜欢男主帅帅的样子~喜欢男二号~            
(3星)	 略显老套            
(5星)	 唯美而俏皮，消遣的不错选择!            
(3星)	 不敢直视男二            
(NA)	 女猪脚不错。            
(5星)	 很喜欢            
(3星)	 弘基的部分为啥还不到一分钟= =            
(3星)	 还行吧~申敏儿还是很清新的~就这样我还是看哭了····            
(5星)	 即使是二十岁的年龄，即使有了一段两年的爱情，看了这部剧后，还是想遇见一个大雄一样的男人，象尾狐那样的去爱他。            
(3星)	 结局我不喜欢            
(5星)	 结局真是一波N折            
(NA)	 我爱啊！            
(4星)	 对于电视剧来说最重要的开头扣分了            
(NA)	 剧情一般，但里面的男二号长得很帅。            
(NA)	 还是韩剧的一贯作风，无聊的时候看了这部剧。女主角打扮很清纯，很飘逸。            
(NA)	 呵呵   结局还挺好的            
(NA)	 偶尔看看韩国有益身心健康，保持纯爱！            
(4星)	 不能算上乘之作，洪氏保持水准的作品吧。估计是期望有点高。            
(4星)	 就喜欢拽的那一下~            
(4星)	 是和原来是美男一个导演吗？美男的主人公一个一个的出现了。。。uhey..jeremy..朴信惠~~            
(5星)	 喜欢这个男主角很可爱            
(5星)	 到后来是个很温馨地片子，虽然过程有些纠结，但都是命中注定不是吗？            
(5星)	 我刚看这部剧的时候觉得很神奇，很能吸引观众的眼球。尤其是片头卡通版九尾狐，好可爱~~~~~后来看着看着，男二号的出现视乎又给这部剧增添了色彩。眼神真的很“睿利”……一下子想到这两个字，就形容出来了。很喜欢……我想这部剧收视率的提高起到关键作用的在男二号！只是个人意见，不知道大家看            
(NA)	 女主角真是超可爱             
(NA)	 某人的笑容很可爱            
(NA)	 hoho ^^.            
(4星)	 兩人在一起真好、哈哈            
(4星)	 我喜欢善良又傻气的姑娘。            
(4星)	 刚刚看过这个电视剧，看起来还是很不错的。韩剧的制作依旧很精良，这个爱情也很动人            
(5星)	 看到会流泪            
(3星)	 韩国版聊斋            
(4星)	None
(NA)	 偶像劇哦~~男豬腳好帥死了~~~\(≧▽≦)/~啦啦啦~~            
(5星)	 很好看哦            
(NA)	 昨晚看完了，看最后一集时，我和舍友哭得希里哗啦的，当时真的很伤心的说，现在还在回味呢！！刚开始狠狠搞笑的，很喜欢gomihu天真无邪的笑容和雄傻傻的笑容，喜欢雄和gomihu的纯真和善良，反正就好喜欢他们两个。车大雄虽然很无礼但内心深处很善良，虽然呆呆的，但很可爱，随着剧情的发展            
(4星)	 非常好看啊，九尾狐很可爱……            
(4星)	 前面很喜欢，后面没看了，直接跳结局            
(4星)	 女猪实话长的不咋地             
(4星)	 肉，肉，肉。看后真的很想吃肉~~            
(3星)	 10集以后除了男二的颜也没什么能看了= =            
(NA)	 好吧。我又看韩剧了。喜欢大雄啊。最后一集感受：把每一天当作生命中最后一天的过。            
(4星)	 第三集，哭了。治愈一点点            
(3星)	 看了5集直接跳到大结局可以么囧= =果然棒子剧叹。很少能吸引我。            
(2星)	 低len剧            
(3星)	 还行吧。看后最大的感想是，皮肤好是件很美妙的事情。我要好好照顾我的皮肤，让它也美美的            
(3星)	 前半看着还是比较乐呵的，只愿九尾狐小姐可以停在那个可以没心没肺地笑的日子里，和那个倒霉小子一块吃吃肉，逛逛街，遛遛狗，hoyihoyi~~音乐给人感觉总是那么微妙，也许是太杂了，最受不了医生的专门配乐，虽然他越看越顺眼了XD，大哥的配乐也很让人无语，但是有几首ost还挺耐听……            
(4星)	 这部片子一开始蛮无聊的，但是后面就比较吸引人的...            
(5星)	 迷死了，追的直播            
(4星)	 感觉还是不错的···用一天看完了··            
