http://movie.douban.com/subject/1482394/	蓝色生死恋 가을동화
(3星)	我有个同学居然是电视播一遍她就看一遍…
(5星)	绝对的经典 四部曲中最爱的一部 也是接触过的第一部韩剧 每一个演员都是现在的当红人物 宋慧乔 宋承宪 元彬 韩彩英 还有小时候的文根英。。。。
(3星)	抱歉、急性子的我受不了韩剧拖拉的浪漫。俩人对望没一句台词可以播几分钟，而我就傻傻的在电视机前当“第三者”。喜欢男二号！那个他像我曾经的她。
(5星)	凄美的故事。。。错就错在自己太懂事，事事都为别人考虑，委屈自己来受~~这个习惯一定要改
(4星)	看过的一部韩国电视剧，当时还流了不少眼泪
(5星)	一个超越了生死、命运、让人感到心痛的故事。就像那早已失去的纯真动人的童话故事，如今再次展现在我们面前，比命运的力量还要强烈的爱情，超越戏剧性的悲情伤感，令数千万观众潸然落泪，让你一生永不释怀的爱情故事。记忆中的那些人，恩熙、俊熙、泰锡、芯爱，在爱情中迷离，最终成就了这部经典之作。
(4星)	后面演的有点拖拉了。。蛮喜欢早期的宋慧乔~
(5星)	催泪弹，我被扔了好多颗
(4星)	韩剧代表 无论是男主女主 包括男二 女二 还有文根英 都太完美了 这个剧情也是代表 韩剧都喜欢死人的
(NA)	看完就爱上了元彬。。。
(4星)	你就是我的亲人，我也爱你。
(3星)	我喜欢小时候的他。
(4星)	很早看过的一部韩剧，不管剧情是不是太狗血，但这部剧的重大意义在于，当时的4个人后来都成为了重要的韩流明星。光是这样里程碑式的意义，就应该推荐大家去看了。当初看的时候，我喜欢的是元彬那个角色，因为宋承宪太阴柔了，有些腻。若干年后重新回顾，却也觉得男人要是有如此气质亦注定成为明星了
(3星)	太悲了。
(4星)	当年都不知道韩彩英也在里面啊…
(5星)	我看的第一部韩剧
(5星)	宋慧乔的成名作吧，当初看小时候分享的戏哭得稀里哗啦的，很喜欢文根英！
(2星)	受不了哭来哭去的戏
(5星)	韩剧的鼻祖啊这必然是！四年级看一遍，和YZ，YZ的妈妈三个人哭得跟什么的，六年级午夜重播，和老妈一起看，第一集又是把我个拼命催泪，第三遍是在初二时了，没哭，但是心还是绞痛的厉害。额的娘唷，这部片子我是再也不忍看了。史上最强催淚劑。
(5星)	不管看几遍，每次一看总还是会哭的稀里哗啦
(4星)	这个真是哭死了。。。。
(5星)	大爱 、爱得死去活来 。永远的经典 、
(3星)	经典韩剧，当年借它认识了乔MM和元彬。
(5星)	经典呀经典 虽然乔妹好村姑的扮相。
(4星)	看到第一部韩剧 哎哭的淅沥哗啦
(5星)	韩剧始祖
(4星)	宋慧乔，宋慧乔。
(4星)	元彬元彬...
(5星)	太感人了，大结局时哭的都不行了
(4星)	얼마면돼?
(5星)	哭得我
(4星)	流了太多的眼泪~~
(5星)	韩剧启蒙啊= =
(5星)	最愛
(5星)	好看 乔妹
(NA)	恩熙好可怜啊，老天没有保护好她 
(5星)	就记得当时脆弱的小小心灵很痛很痛。
(5星)	当年骗了我无数眼泪~~泰锡是我心中永远完美的男配角~~
(4星)	催泪弹。
(4星)	开宝马X5的富家公子~~黄金男二号就是那个时候出现的吧！！极品！
(5星)	good~~~~~~~~~~~
(3星)	不喜欢悲剧，当时看的时候，每一集都在哭~再也不看第二遍了~！
(5星)	启蒙剧啊 当初可是哭的上气不接下气 太爱宋慧乔了
(5星)	今天看了第三遍，还是哭了。可能是我苦点太低，也可能是我心中一直的“妹妹情结“！
(NA)	最经典
(4星)	当初可是从头哭到尾啊。。。。喜欢元彬
(4星)	当年感动一把人的韩剧。。捧红大小明星。。回忆。。
(5星)	无理由喜欢至今。
(5星)	现在又在看   我看的时候还是小学呢   呵呵    宋慧乔在哪个时候真的好纯的说
(5星)	眼泪哗啦哗啦哗啦地流下来..
(NA)	不知道几岁看的了。当年韩剧风靡，那种标题党“XXX恋”“生死恋”“冬日恋”，现今最深刻是，结局就是一样，都是死翘翘。背景是白皑皑的雪地。
(5星)	10年前的电视剧了，真的很感人，哭到不行。。。
(5星)	韩剧启蒙篇~~大爱
(3星)	当年谁受得了这个，都见不得别人不哭。。。
(5星)	我想说。。。。我爱了尹俊熙五年
(NA)	经典！我看过三遍  不算小说  宋承宪不老就好了
(NA)	高二的夏天，第一次看。
(5星)	漫漫韩剧路的开始
(5星)	烂俗的绝症，但是拍得比其他任何戏都美，悠扬的音乐，单车，风景，尹导演的剧集的确很美剧情不激进，但是并不拖戏，情感在滋长~感情戏的细节让人很感动我的大爱~
(5星)	在韩剧绝症泛滥之前，我特别喜欢它
(5星)	泪奔
(4星)	被赚眼泪了。
(3星)	乔妹好纯
(5星)	第一部韩剧
(4星)	太煽情了。。。
(5星)	元彬啊！！！~~
(5星)	重温经典，感动依旧………………
(5星)	我看的第一步韩剧，租碟看的，在十年前？嗯，很好很好。当时觉得文根英真是很黑很丑，长大好看点。男二元彬真实帅爆了
(5星)	经典~~
(5星)	08年暑假在寝室里，看一集哭一集。
(4星)	这已经是经典了~
(5星)	我居然十年之后还看这个……还能哭得稀里哗啦的……
(4星)	每次看都感动…
(5星)	哎··太赚人眼泪了
(3星)	3.5
(4星)	恩  
(5星)	虽然磨叽，但是好看
(5星)	看的第一部爱情片~
(3星)	看过～
(3星)	光是为了看元彬
(5星)	哭死我了。从头哭到尾啊~！！！
(5星)	看的第一部韩剧...现在想起来还是会很感动...
(NA)	最纯真的感动
(5星)	可能如果没有这部电视剧我也就不会陷入韩系这个圈~~
(5星)	韩剧入门 虽然现在讨厌棒子但是这部是一定要爱的
(NA)	经典
(NA)	貌似当时很火。我跳着看，无法自圆，囧
(4星)	曾经迷恋过的sung
(4星)	唉。。。哭死个人儿的片子啊。。。
(5星)	第一部深刻牢记的韩剧，唯美，让我爱上宋慧乔，两个男主角也分别有不同魅力
(5星)	当年大爱呀
(NA)	过于忧伤的一部片，想哭的时候看看挺合适
(5星)	哭！
(4星)	貌似是我看的第一部韩剧
(4星)	韩剧入门
(5星)	悲伤电影的鼻祖
(3星)	宋妹妹还有点婴儿肥的时代，宋承宪已经开始俊朗了。还是不太喜欢太多哭戏的，尤其是自己又哭不起来，唉
(4星)	韩国悲情始祖
(4星)	前几集小时候的戏看哭了我。这是头一回。
(3星)	那时候乔妹的身材是多么的杯具啊。。。啊哈哈哈哈
(4星)	第一次看觉得俊熙帅，后来觉得泰熙帅。
(5星)	記憶。
(3星)	这大概是我看的第一部韩剧吧，那是觉得超唯美超煽情超好看的，现在再看的时候就觉得情节实在太拖沓了。。。
(5星)	经典
(5星)	年轻时哭死了~
(NA)	又看了一遍，依然赚取了我好多眼泪……第一次看，好像是中央8台播的，初中的时候，每天中午一点半，两点半上课，天天迎着钟声跑进教室，那个时候钟声是手敲的，还记得阿姨看到我们一直在跑就特别配合的一直敲，直到我终于到教室门口…当——当——当——……
(5星)	经典吧  毕竟笑得时候为它 洒了不少眼泪
(5星)	悲、、、
(3星)	老娘和我的观影史
(5星)	哎哟，那个年代看了三遍也，看一遍哭一遍.
(5星)	秋天的童话，这名字美极了。
(NA)	小时候看过的，很感人 很深刻
(4星)	蓝色，永远忘不掉。
(5星)	经典~~~催泪片、·~
(4星)	小学 吧
(5星)	不知道过了多久，依然感触很深。最初感动。。。之后觉得可怜。。。不忍心。。。泪光。。。看不下去了！！！再此声明，我是男的哦~
(5星)	韩剧经典作品~不知道哭了多少回~
(3星)	从头到尾没有哭。。。
(5星)	看过的第一部韩剧，唯二部韩剧之一。
(NA)	主要在数宋承宪哭的次数
(4星)	元彬啊~~~元彬啊~~~
(3星)	感性的我 看完居然没有掉眼泪。
(5星)	看的第一部韩剧，果然泪如雨下的
(3星)	我很木。看完这个我眼睛居然都没有润过。我太非人了？实在觉得有点矫情。为什么老要叫哥啊，听得我酸死了。要说喜欢的话，就算是泰锡了，还有芯爱（不是小时候那个恐怖的芯爱）。我都喜欢带点狠毒的那种角色。
(5星)	那眼泪啊~10年后重温。感动依然
(5星)	书写得更好
(4星)	元彬
(NA)	哗哗的
(4星)	真是受不了这样的苦情戏。。。。。。
(3星)	它的主题曲现在还在绕梁
(NA)	遥远的初中第一部韩剧。美丽的海边和牧场
(5星)	陪我长大的。
(NA)	还是喜欢宋哥哥
(4星)	绝对是我们这一代最早接触的经典剧。奠定了韩剧的地位。开创了一个时代。
(5星)	棒子剧的经典
(4星)	那时候觉得好好看
(NA)	看的第一部韩剧
(3星)	其实我对这剧没什么好感...除了觉得宋承宪长的帅点...然后觉得宋慧乔要死不活的可真难看...
(4星)	第一次看泡菜剧啊 宋承宪太有爱了~
(3星)	这好像是我看的第一部韩剧
(5星)	元彬！！！！！！！！！！！！！！
(5星)	她，开启了我的韩剧之路。
(3星)	元彬阿元彬
(5星)	我的美好回忆..
(4星)	那个记忆中最纯的爱情，如果爱上一个人是种错误，我宁愿一错再错~此生不渝~
(3星)	宋慧乔就这么火了。
(3星)	小时候的那段比较好看，后面就……
(4星)	那会儿的元彬啊
(5星)	一直哭到底的啊
(5星)	看过的为数很少的悲剧之一，伤心地不敢再看悲剧了
(4星)	哭咧咧啊~但是元彬够帅气吖！
(5星)	第一次看的，有印象的韩剧~~~
(5星)	接触的第一部韩剧 元斌太帅了！
(4星)	好不容易完整看一遍。。。可惜已经太迟钝了
(NA)	没经历这部经典韩剧的风靡时期，也没看完整过。小时候的那几集太棒了。哭死了……不过，话说，自己似乎不太喜欢看哭死的韩剧，很累。我喜欢看现在的爱情喜剧。
(3星)	年代有点儿久远……
(3星)	很早的韩剧啊。
(5星)	哭惨了
(3星)	小时候挺好看，长大全完，俗套
(5星)	经典之作
(4星)	第一部也是唯一一部完整看完的韩剧
(5星)	喜欢宋承宪。
(4星)	印象里，这是我最早看过的韩剧，然后就迷上了。
(4星)	后来的偶像剧模型( ⊙ o ⊙ )啊！
(NA)	哭不行了
(4星)	启蒙剧
(5星)	经典韩剧。。。
(3星)	墨迹。
(3星)	这颗催泪弹从没赚过我的眼泪。
(5星)	小小的，从出生就牵绊的命运，他们的爱情是双生蝴蝶。
(4星)	韩剧的第一部，之后看多了明白，其实一部就涵盖了韩剧百分之九十的元素……
(5星)	当时可是疯狂的迷恋啊，哭了好多，韩剧初入门。当时大爱宋承宪，哈哈。
(3星)	早期韩剧路线 现在看来有点无聊
(5星)	男的俊女的靓  
(3星)	重新看还有感觉
(4星)	第一部韩剧
(4星)	寒流的始作俑者？？
(5星)	第一部韩剧，看的眼泪哗啦啦的，喜欢~~··
(3星)	当时就觉得韩彩英漂亮~嗯嗯，乔妹真的很精致，身材不大好，但是长相够漂亮~另外两个男主都是帅哥，不过我没怎么看完过，所以就不知道到底有多感人了……
(5星)	第一部看的韩剧，很感人哦 不过都点拖沓
(NA)	多少年前的回忆了啊
(5星)	当初不知道哭了多少回
(3星)	咩都5使讲
(5星)	算是韩剧引进比较早的一部，每次看还是哭得稀里哗啦。从此认识了宋MM和深情的O BA，柔柔地说着“哥，你说对不对？”
(5星)	小时候看的，看得那叫个伤心……主角哭呀哭呀……
(5星)	初中吧。每次看每次哭。
(5星)	年少时的最爱
(4星)	很唯美~~
(3星)	纠结啊，纠结，从此不喜欢宋慧乔和宋承宪，一边儿哭去吧~
(5星)	太经典了，没的说
(4星)	元彬啊 啊啊 啊啊啊
(5星)	现在想想会觉得超级狗血 可当年就被这部剧折磨死了~ 帅哥美女也养眼.!
(5星)	嗯啊，经典嘛！~  我在病床上看的书~~ 电视嘛，什么时候看的呢？忘记了~
(4星)	第一部韩剧。
(2星)	奔女主角去的，一般般。
(4星)	看了三遍，跟着哭了三遍。之后，不再看韩剧，忍受不了第一集流泪，到第五十五集才看到慢镜头拿抽纸的巨慢速度。
(5星)	经典。。以上。
(5星)	好吧~为此我迷恋元彬相当长一段时间……老妈也跟我一起边看边哭~
(3星)	启蒙篇。那时的小宋好清纯呐。。。
(NA)	断断续续看完的。
(NA)	tearjerker
(5星)	算是韩剧的经典啦吧
(5星)	初二暑假和外婆一到看的，两个人都哭得稀里哗啦的，每一集都是一盒泛酸的纸巾盒子。
(3星)	突然記起來不知是哪位中國的導演說，藍色生死戀就跟咱的渴望差不多…………
(5星)	最爱的经典，无法逾越！
(5星)	第一部韩剧，转眼小恩熙也长大了
(5星)	天哪，我的启蒙韩剧！~元彬帅死了。
(5星)	看一遍哭一遍，不知道现在还会不会哭
(2星)	闹心
(5星)	想当年  还是初中吧 首次接触 兄妹恋啊想当年 大家都还挺感动的呀 集体泪奔来着
(4星)	我看的第一部韩剧！！！
(5星)	在韩剧风靡的时代，如果你说你没看过这个剧，恐怕会让人觉得实在和你没有共同语言。赶紧回家恶补吧……当时在宿舍里，只要一开始播放，就会有一卷卫生纸传过来传过去，眼泪擦不迭……哈
(3星)	纠呀纠呀纠……除了纠还是纠……韩剧的老前辈……
(5星)	我喜欢俊熙的眼神
(4星)	当时哭疯了，哭疯了！
(4星)	永远爱着泰锡...
(NA)	小时候看到现在 仍然哭的稀里哗啦
(5星)	高中毕业才看的韩剧，果然是要哭的
(5星)	不知现在看会不会哭？
(NA)	爱死了的经典
(4星)	那时候只看一集就哭到不行。
