http://movie.douban.com/subject/4307476/	无法坦诚相对 素直になれなくて
(5星)	 第一集深刻到我狠狠地哭了~我们都无法坦诚相对，尽管是朋友            
(4星)	 镜头的切换剪辑洋气了一点            
(4星)	 最后有点狗血啊～！看得想睡觉·！            
(4星)	 cherry ko这个好看吗？            
(5星)	 5星是为了剧中演员的努力，以及喜爱的Juri和瑛太~剧情太狗血，结局草草了事，忽略不提。。。            
(3星)	 步调较为缓慢，不是太吸引人眼球            
(4星)	 素直になるっというのは誰でもこう簡単にできるじゃないよねぇ～どんだけ勇気を持ってば素直になれるなの？今までの私も、そんな勇気は持ってなかった。。            
(3星)	 后劲不足……            
(4星)	 Linda            
(4星)	 觉得社会真的好复杂啊。这部日剧呈现给我们的是很残酷的现实，可它并不意在带来理想的幻灭，而是能让人更勇敢地面对现实。喜欢里面这么一句话：这姗姗来迟的青春正如一把利刃，毫不留情地，刺穿了我们的胸口            
(NA)	 瑛太在剧里 被男女通吃            
(3星)	 因为瑛太和树里才看的~不过剧情有点拖            
(3星)	 很怪很怪的感觉。剧情多少有点狗血            
(4星)	 吼吼吼，有点小虐~            
(3星)	 最后烂梗了。。。            
(2星)	 太狗血了吧。水野单纯度高到让人无语            
(3星)	 看到后面有点看不下去，5、6集基本是停在那儿            
(4星)	 在这样的世界，能坦诚相对的又有几个。            
(3星)	 没上不剧好看呐，整个节奏也不紧密，有点失望            
(2星)	 期望太高所以失落            
(5星)	 拍的还不错。。            
(5星)	 有我喜欢的瑛太2@@到最后所有人都喜欢瑛太了！！！            
(4星)	 看伤的了            
(3星)	 为毛要弄个棒子在里面？？？？？拖后腿啊！！！！！！！            
(3星)	 感觉剧情有点像最后的朋友、而且瑛太和上野树里的组合太陈旧了、没有一点新鲜感可言、容易造成审美疲劳。还有上野树里的头发很不喜欢、虽说是今年流行的梨花头、可是跟个大妈头没啥区别。那个、瑛太的发型貌似很久没换过了、而且、为什么他大部分的角色都是在演摄影师呢。。。            
(3星)	 典型日剧。温情呐            
(3星)	 呜呜..花在里面被虐安逸咯~~我看不下去啊...好.撇开在中..这部剧挺有时尚感，以微薄为题材，以五个各有故事的年轻人展开....但是剧情真的有点狗血...只能说很一般...            
(3星)	 三角恋、同性恋、性交易、性功能障碍、姐弟恋、网恋、婚外恋。。。。。各种无语.....            
(3星)	 哀..真的觉得这一季的日剧完全被狗血掉了~就受关注的都让人十分纠结...日剧- -无论是北川大妈还是木村大神一样挽救不了.所以日剧需要后起之秀捏.            
(5星)	 真是虐心的片子，跟Last friends有一拼，还好结局没那么纠结~~~瑛太啊，太有爱啦~~~            
(3星)	 玉山大叔真销魂 XD            
(NA)	 力挺瑛太80后的我们好脆弱也很坚强            
(4星)	 憧憬的日本，现实的生活            
(4星)	 虐死我算了。。。            
(5星)	 春，仲治，doctor, peach, linda 你们都会变强。            
(4星)	 瑛太!            
(2星)	 北川大妈你写的到底是神马。。。。。            
(3星)	 鸡肋            
(4星)	 不是为了JURI 瑛太 哪来的动力看完 - -            
(4星)	 我是为人看的...            
(4星)	 很虐的剧。北川老师的作品不能错过~瑛太和上野~~            
(4星)	 只要是树里酱的座屏都爱啊`            
(3星)	 剧情超级狗血，DOCTER竟然是出走的贵公子？！怎么看都不像嘛，明明一副受气包的瘦柴样……还有LINDA也完全没必要自杀啊……= =更搞不懂腹黑小正太到底是来干啥咩?我果真是冲着RUKA去的……PS：瑛太演什么都是老样子= =            
(3星)	 日剧，提不起兴趣。。。            
(4星)	 喜欢上野树里            
(4星)	 由于金在中 我给这片子打四星.            
(NA)	 瑛太 小树！！！！没有超越lf            
(5星)	 瑛太已成人父，大爱不减。。。linda表演的很精彩，为他哭了好久。。。            
(4星)	 还是喜欢《last friend》中短发的上野树里啊!!!            
(2星)	 因为有在中演的~所以才看~结果很失望~            
(NA)	 好きだ！行かないで            
(4星)	 无法坦诚相对，because of love。            
(3星)	 如果没有瑛太..这是一部彻彻底的狗血日剧..树里树里..你还是当瑠可我比较看得惯....            
(5星)	 虐点那个低的。惨不忍睹            
(3星)	 上野树里还是傻乎乎的样子~在中也是个受虐的角色~结局算不上圆满~            
(2星)	 越到后面越烂俗。。。北川大妈果然不行了么            
(4星)	 直到LINDA死后才终于明白人生再痛苦要靠自己去走，但知道自己不是一个人，才更有勇气坚持下去。唉，LINDA你怎么能是个小受呢。。            
(3星)	 又是他俩~~            
(NA)	 这部终于觉得树里很美丽！还是对瑛太五感。整部看完，有点后悔当初的执着和期待。哦对了，还喜欢ＬＩＮＤＡ、            
(4星)	 上野树里真是漂亮啊，瑛太也很帅，延续last friends的黄金组合。喜欢！期待下部作品。            
(4星)	 HARD TO SAY I LOVE U.            
(3星)	 虽然话题新，可是也太老套的故事了吧……            
(5星)	 完全力荐~~~~！！            
(5星)	 用TWITTER的年轻人的故事。            
(4星)	 真爱啊真爱  真爱是坦诚相对 。。。。结局是有点劣质            
(NA)	 错着，乱着，哭着，笑着……因为我们年轻……因为我们无法坦诚相对。            
(5星)	 喜欢这种纯真的友谊..            
(2星)	 去年一看瑛太和上野树里的阵容我二话不说就很激动的等着这个电视剧，从 交响情人梦到最后的朋友 甚至广告片，我喜欢他们的默契，喜欢上野的戏路宽广不做作，更喜欢瑛太。结果```这个剧，我是坚持看下来的。而且是以快进的方式.....            
(3星)	 全是演技派的演员却集体退化了……剧本做做不堪……现在还没看完，今年春季档史上最低……            
(5星)	 有瑛太和树理就一定要看啦            
(NA)	 看过之后，挺痛苦的。有点像爱情白皮书，但又说出了很多年轻人的心声，不坦诚。            
(5星)	 心如刀绞            
(3星)	 一开始完全认不出上野树里啊，不果瑛太还是蛮帅的说。            
(3星)	 还是感觉挺虐挺纠结的。。。不过结局还好。。。            
(5星)	 10春 10/7/23-10/8/15            
(3星)	 开始很好，后来就一般吧。不过还是一周一集坚持看下来了。            
(5星)	 虽然到后面几集是快进了。但是拍摄手法和音乐都很喜欢。值得一看吧- -。            
(NA)	 Hard to say l love you看的时候很纠结，每次话到嘴边又说不出口，其实只要三个字就可以，别让真爱悄悄溜走，坦诚内心就好…            
(4星)	 瑛太和上野树里第二次合作很不错~            
(3星)	 剧情有点烂。通篇看完留下印象的只有M3+M6 - -！            
(3星)	 情节很有点雷人，北川大妈这几年是怎么了~棒子的加入让我频频想放弃~最终为了瑛太坚持到了最后~瑛太真是又帅又温柔，他前几集的婚外恋戏码稍微有点画蛇添足了~何必把所有元素都揉在一个剧里呢。。。。            
(4星)	 上野演这个活脱脱的天平座~            
(3星)	 前面真的不错，后面嘛....Juri还是很可爱滴~            
(3星)	 这剧情太纯净纠结了 第一集KISS  后面就神马都没有了，喜欢上野树里~            
(4星)	 感觉刻意想把他拍成last friends的续集，当然续集都没好过第一部的。大叔那段音乐太缭人了，大叔的眼神也太温柔太忧怨点了吧。不过这个对微博好像有宣传作用啊，新浪围脖啥的估计得红一阵            
(5星)	 我们都应该坦诚相对            
(3星)	 编剧太JJWW了            
(4星)	 很狗血的故事，前面的9集都还是不错的但是收尾有点匆忙有点糟糕。配乐很好听某天打开电视发现已经有了中文的山寨版在某环状卫视真人秀节目里出现。瑛太熬了很多年终于熬到了这个人见人爱的情圣角色。树理的造型也很不错，真是可塑性高呐&gt;&lt;            
(4星)	 三星半为上野加半颗            
(3星)	 又是一群有毛病的人~~~            
(3星)	 4集弃了就            
(4星)	 瑛太还是那么帅。感觉和last friends一个风格。不太喜欢上野小女人的打扮，还是喜欢他中性的样子。            
(4星)	 朋友 理想 努力生活            
(3星)	 演员很重要。。            
(3星)	 是我看这类型片子多了麻木了么，没有last friends印象深刻～            
(5星)	 学会坦诚，即使无法面对身边人，至少做到坦诚面对自己            
(4星)	 真能交到好网友么。。。。            
(3星)	 看到后面有点悲伤的。。。。感觉~~~~~女主角刚开始没什么感觉 看到后来觉得还是挺实力派的            
(4星)	 婚外恋 多角恋 同性恋 潜规则 姐弟恋 自杀 吸毒 等等 =。=            
