http://movie.douban.com/subject/3670446/	泡沫之夏
(2星)	 这结局太失望 完全不符合偶像剧的逻辑嘛 不管这小说最后咋写的 我就认为是何润东是制作人就好结果往自己身上拉呗 你既然演泡沫剧了就该按俗套的剧情让欧辰把夏末还给洛溪啊 这才是常理啊大S  脸松垮垮的 真该演阿姨了 不过咋觉得她侧面时候上半部分像范冰冰了黄呢总摆出那种表情装漫画少年么            
(4星)	 很好看，至少有剧情、有想法，看了以后非常喜欢何润东。            
(5星)	 赶在10年夏天结束前，看完这部剧。最喜欢何润东诠释的欧辰，或许说所有的女孩子的心里都有一个属于自己的欧辰，霸道，爱吃醋，却又无时无刻不在关心自己，爱护自己，默默的付出。在夏末秋初的时候，很感谢Peter给了影迷一个完美的泡沫之夏，首次担当制作人很成功哦。            
(3星)	 黄晓明毁了这剧 怎么台词念那么假            
(5星)	 每个人都渴望有一个轰轰烈烈的爱情，可是轰轰烈烈爱情里的人却只是渴望平静。。            
(3星)	 还行是看在何润东的份上！            
(5星)	 属于越往后看越有感觉的偶像剧~不错不错~~~            
(3星)	 只看何润东。            
(4星)	 哭得惨了，搞到心情有点压抑            
(NA)	 s还是演《流星花园》好            
(3星)	 喜欢夏沫的勇敢坚强 欧辰洛熙的痴情 太美的爱情 也许只有童话里有 这部电视就是一个美丽的童话 正因为现实中的缺少 才会对它比较期待            
(2星)	 真的好泡。。然后我竟然看完了。。更泡。。话说里面的音乐真的好难听哦！！如果它也出原声我一定崩毁。。还有那“绿蕾丝”的梗。。真是从开头一直恶心我到结束            
(2星)	 看从一开始看我就不信大S真正爱的是黄晓明，结果看到一半还是不信大S爱的是黄晓明……何润东怎么这么悲催……干嘛要找黄晓明演那个角色，好好一角色被他给毁了……大结局了我还是不信大S真爱的是黄晓明……这绝对是演员没选好的问题……            
(NA)	 每一个老东西都有个当偶像和崇拜偶像的梦想，以此回应三大中年偶像主角和行将就木的后青春大龄青年            
(4星)	 不要再骂黄晓明了，很无趣的好不好？            
(3星)	 或许电视剧里很多细腻的情感都没能描述出来，推荐看小说吧，洛熙寂寞又自卑的王子，夏沫坚强又勇敢的女孩，他们很像又很了解对方，欧辰高贵又霸道的富二代。。。。。。            
(4星)	 大S的表演可圈可点            
(4星)	 嗯，Peter的演技~~自然。            
(5星)	 哇，第一次和豆瓣的评分榜差距这么大，一口气看完，我觉得很不错啊，何润东和大s演的都很棒，黄大叔稍微软了点，也许是他太阳光的形象，和剧集里洛溪的发型极度不称吧，不过故事很好啊，一直到夏沫怀孕前都猜不透她究竟会和谁在一起，恩，总之我很喜欢！好看！            
(NA)	 ╮(╯▽╰)╭。。。。好久没看中文剧了。。。。难逃重口味的言情剧啊，有几场戏不错，ps，洛熙的头发也太奇怪了╮(╯▽╰)╭            
(3星)	 花了2天看完。大S的脸 整的真 硬实，想起当年的《流星花园》那个可爱、漂亮，现在简直像个木头板儿。能看完全剧我也不知道为什么。。            
(2星)	 我实在是受不了...= =.何润东已经让我不行了...再来个黄晓明...大S真的算好的好吧...            
(4星)	 实在是很忠实于原著，几乎连对白都一样。估计喜欢明晓溪这本书的人都会喜欢这部剧吧。给四星只为一句欧辰的台词：我是你的，而你，是自由的。。。            
(5星)	 知道泡沫要被拍成电视剧的时候，真的是一百个不愿意。以前对三大主演无爱但也无恨，但第一感觉上他们的形象都不甚符合。但是，由于对泡沫无限的怀念，抱着些许挑刺的初衷开始追剧。全寝室的孩子们一起熬到半夜3点半一口气看完了，然后整个暑假脑子里全都是欧辰与夏沫的幸福画面，爱死少爷！！            
(5星)	 力挺欧辰！也不是不喜欢洛熙，只是不喜欢黄晓明……嘿嘿。            
(3星)	 其实，还行啦，没有那么差            
(4星)	 做作- -可是好看~~            
(NA)	 这种偶像剧最有你和我可以八的东西了，八八更快乐。            
(3星)	 比想象的好些·好很多····            
(NA)	 演员太老了            
(3星)	 还好没怎么改动原书内容，不过他们几个演太老了~            
(5星)	   也许他们的年龄不符合原著，但，试想没有丰富的演技是演不出那种窒息的，令人无法抗拒的爱的。大S演的真的很好，看了第一集就让我震撼，尤其是后面小陈死后她的悲伤，绝望，那种情绪即使相隔网络，电视，也毫不减少。  力挺大S，明晓溪，加油！            
(4星)	 黄晓明太雷人了！情节还是不错的，很有突破~            
(3星)	 有些失望，有些惊喜。主角比配角出彩太多~            
(3星)	 最爱欧辰。。何润东演得最好~~他好像变得比较帅了哦~~身材又好啊。。大S面粉也涂太多了吧，脸上又一直没什么表情。。黄晓明发型好丑，一直在装帅装酷，囧~~            
(3星)	 所有泡沫偶像剧 一律打6分~消遣~            
(NA)	 超喜欢欧辰，何润东好棒            
(2星)	 芒果看了几眼 不是我的菜             
(2星)	 黄小明同学，拜托您可以投入一点的演技好嘛?时时刻刻不忘记耍帅，又不是在拍时尚杂志的大片，更何况，真没觉得您帅到哪里去。。。            
(5星)	 其实挺好啊 谁教我是何润东粉丝 为何评价那么低。。。            
(4星)	 沖著大s去的...            
(4星)	 少掉的这星完全是给HXM的。没有看过小说的情况下看的电视剧还是很不错的。我喜欢欧辰。（也许也有部分原因是H）            
(NA)	 泡面之夏速度不快 不快啊 我要看 泡面之夏             
(NA)	 刚刚看完·感觉还不错·已经很久没看偶像剧了··这让我回想到以前看言情小说的时候·突然感觉自己老了··呵呵·            
(3星)	 都一大把年纪了，他们演的让我都忘了本身书里面主角的形象，唉，不过何润东演的不错，把霸气演出来了            
(4星)	 除了年龄和某人很做作的问题外，这个算小说到电视剧改得好的了，原情节95%相符，而且主要是一如既往的虐欧辰= =+，看得下去……            
(3星)	 故事本身...因为原著本身就不错，所以情节什么的都过得去。对于演员，其实都不怎么待见。台版比较意外，居然就14集，刚看完还有点囧到。            
(4星)	 我喜欢这种类型的偶像剧             
(3星)	 欧辰和洛熙都很好，只是夏沫先喜欢上的是欧辰。爱情是有先后的。            
(3星)	 别人推荐看......剧情实在太扯了 全世界最拽的两个男人争一个灰姑娘.....而且黄晓明演的洛熙实在是.....受不了他......看到一半差点放弃....可能是我已经过了看这种你死我活 真爱至上的片子的年龄了吧.....唉.....            
(3星)	 矫情~。。。            
(5星)	 海藻般的乌黑长发，如雪的肌肤，深褐色的眼眸，所以才会有花美男和强硬的少爷争得死去活来........此等美景只应天上有            
(2星)	 大S真的好像鬼；何润东不错，主要是欧辰这个角色讨人喜欢，制片人对自己好点也没错呀；至于黄晓明，你待在内地就好，和港台片的气质完全格格不入            
(5星)	 欧辰~~~~            
(4星)	 不得不说 黄晓明演的还不错。。。            
(NA)	 三个疯子的故事.sign。。            
(4星)	 前半段一般，後半段很好看。            
(4星)	 其实是因为忠于原著才去看的，虽说演员演的没有书中那样唯美，但是还是让我怀念看这本书流泪的日子。            
(4星)	 是拍小说拍的比较好的了~不可否定 何润东演欧辰还是挺成功的~至少没让我失望            
(4星)	 身高，神马的。。教主，何必强求            
(4星)	 （1）如果不想别人可怜你，你就应该掌握命运的主动权，那你就应该努力使自己强大。（2）强大是什么？强大就是知道自己什么时候应该做什么事情，而且知道如何去做，并且想尽一切办法、付出全部努力把事情做到最好。（3）好强？好像就是如果安慧妮打了你，你又打回去，这跟打人的安慧妮有什么差别？好            
(4星)	 比起近几年傻逼又一套的剧情，确实很是特别，制作也是大手笔，但真的受不了黄小明的假发。做作···            
(2星)	 不评论  看星            
(4星)	 看过原著，刚开始看的时候是用挑剔的眼光开始的，不过看着看着觉得还是不错的            
(5星)	 欧辰            
(NA)	 黄太恶心了            
(NA)	 黄晓明在里面确实不尽人意何润东一如既往的帅啊            
(4星)	 1. 看見歐辰從霸佔到放手，「我是你的，但你是自由的」。 2. 我們都在錯誤中兜兜轉轉而成長起來，如他這樣的人，上天也眷顧，最終成就幸福。 3. 快給我一個歐辰吧﹗            
(5星)	 我们喜欢明晓溪的泡沫之夏，拍成电视剧，让我们又重温了看书时候的心情，不要一直纠结于太细节的东西，没有真正的完美，还是震撼于欧辰对夏沫强烈的爱，何润东诠释得很好，很深情，很伤，渴望幸福，很喜欢这部戏的何润东...嗯,很忠于原著...            
