http://movie.douban.com/subject/4135704/	来不及说我爱你
(5星)	 除了牵强的结尾 加上很有点雷的插曲，还算是个不错的作品了。演员比较给力。            
(3星)	 越看越觉得剧情智商低下            
(5星)	 很爱很爱，原来发现自己最喜欢战争中的爱情，也许是因为更伟大更短暂更刻骨吧~            
(5星)	 汉良。我爱你。我愿生生世世做你的俘虏。            
(2星)	 星星全给小哇...            
(5星)	 断断续续地看了几集，老妈可是一集不落啊~            
(5星)	 让我知道人生不是只要轰轰烈烈就完美了，平平淡淡才是真。            
(NA)	 看得好累            
(3星)	 就那样。。。不怎么喜欢李小冉。。。            
(4星)	 很喜欢的一部戏。男一女一无论外形还是演技都很不错，再加上剧情，大爱。爱 总是有缺憾。很感谢编剧，最后是个好结局 不然 太心寒了。。。钟汉良现在实在是太jun了。。。            
(4星)	 相比其他翻拍原著的电视剧，算是不错的~~可我受不了，静婉竟能原谅他！原著里，透过静婉的一言一行，她决不会原谅他~~            
(5星)	 啊哈哈哈～五颗星！！            
(5星)	 我想说，我要看的只是小哇~~小哇~~小哇……飙泪，对这种生死相许的爱情一直都没有抵抗力，一开始奔着小哇去的，没想到看完欲罢不能~太悲伤的爱情了，好在结局是美好的，有情人终成眷属。四少和静婉终于琴瑟在御，岁月静好……            
(4星)	 男女主角选角的成功可以进入内地电视剧前十名，除此之外，没啥好讲。            
(NA)	None
(3星)	 看到17集果断弃，剧情拖沓，女主和书里静婉的差距太大！男表演有点做作，不够自然，不好看。            
(5星)	 如果不曾遇见，是否就没有了分离。如果不曾动情，是否就没有了心痛。如果不曾守候，是否就没有了相思            
(4星)	 比起书的BE来，还是HE好哇！小哇演技大好！            
(5星)	 当时看书的时候就好喜欢            
(5星)	 　　真的很好看,很喜欢沛林,但在现实中不会有这样的爱情.　　沛林和静婉的爱情爱得那么深刻，惨烈，悠长,恐怕这一生也遇不到吧。　            
(5星)	 难得一见好剧            
(4星)	 其实我只是不喜欢女猪脚            
(5星)	 真正爱上他，想要了解他，到此刻，无法自拔！            
(NA)	 应该就是某一年我从家里离开时那部恋恋不舍的电影吧，什么时候看看吧            
(5星)	 是我看过的现代小说中改编最好的电视剧 我给100分！            
(5星)	         这一生  遇见你竟是这样的迟            
(4星)	 不错哦            
(5星)	 各种恨            
(2星)	 有夸的那么好么。。            
(5星)	 小哇再次演绎了个神一样的慕容沣 李小冉的静琬娴静大气 改编言情小说的电视剧  这个绝对是上乘之作            
(5星)	 难得一部翻拍以后还受到很多匪徒好评的剧~~很喜欢            
(2星)	 不如不改。            
(5星)	 钟汉良是逆生长啊。。。            
(4星)	 好强势的慕容沣            
(5星)	 我妈很爱看...然后她就迷上小哇了            
(5星)	 难得的一部翻拍比较成功的电视剧 没有枉费匪大的小说~只是觉得 钟汉良的四少 差了些应有的霸气、            
(3星)	 不及小说好看。            
(5星)	 大爱！！！！            
(4星)	 没有小说经典，喜欢小哇，喜欢匪大            
(4星)	 慕容沣这样子霸道又深情的男人呐~            
(4星)	 绿水无忧，因风皱面。青山不老,为雪白头。 我爱你，一辈子。            
(5星)	 大帅！！小钟有演8路的潜质！！            
(NA)	 相爱的人，无论走散多久都最终会相遇            
(3星)	 我觉得结局真烂            
(3星)	 结尾太仓促。。。            
(4星)	 虽然很言情，但是我喜欢，钟汉良实在太帅了，结局就有点那个什么了，忽略忽略。。。春天精神病人会犯花痴，但是貌似普通人更会犯花痴呀。            
(NA)	 晓晓哭得稀里哗啦的。            
(4星)	 很符合小说。。。就是结局有点雷            
(4星)	 喜欢钟汉良……            
(5星)	 家国万里，关山如雪，乱世惊梦，半生繁华。            
(3星)	 越往后越离谱..            
(5星)	 很唯美的爱情，看了让人难以忘怀            
(4星)	 根据小说改编 没有小说好看            
(NA)	 在没有机会说我爱你时，就会害怕永远失去你。            
(NA)	 不怎么喜欢钟汉良，李小冉在上面觉得挺老。。。            
(4星)	 钟哥好帅。其他人无视。哈哈哈。            
(4星)	 大爱尹静琬            
(3星)	 小说更加好看，不过慕容沣还是挺帅的            
(4星)	 这个狗血的结局我喜欢！            
(5星)	 匪大你太后妈了 看了一半就不敢看了PS 李小冉的帽子真的不好看            
(4星)	 小说改编            
(5星)	 一场荡气回肠的爱情            
(5星)	 男主角的眼神哦~~太有穿透力了            
(5星)	 哇啊哇·~            
(4星)	 忙里偷闲地看完了            
(3星)	 小说拍的，结局太狗血            
(NA)	 不比韩剧什么的差！            
(5星)	 钟汉良和李小冉的搭配很有默契，另外改编自匪我思存的《碧甃沉》的结局最后是HE，所以说也是匪大用另一种方式在诠释这本书，圆读者的遗憾。            
(4星)	 红色教育片和偶像剧的混搭。多亏了男主和女主，不然好好的小说就毁了。            
(3星)	 嗯 是吧。。。书那么好看的。。。本想给两星 加一星给小太阳~            
(4星)	 这样的演员 对得起观众了吧~~但是结局似乎挺狗血啊~~            
(4星)	 喜欢这对组合，多浪漫的音乐。            
(5星)	 幸亏电视的结局是好的            
(NA)	 小哇 哇哇哇 我的小太阳 么么么            
(4星)	 真的不错的一部电视剧，程谨之真是可怜            
(4星)	 今生已不再寻觅......逝去的容颜老去....            
(4星)	 匪我思存的小说写得超赞，电视改编了很多，最大的硬伤就是结局改成了大圆满，不过演员还不错，建议看此片前不要看小说            
(3星)	 没怎么想看，家里人一直跟着看，一集一集，很起劲，所以看了，没多少感觉。            
(5星)	 给力的好片啊！四少！大爱！            
(5星)	 难得喜欢看的民国剧！本来早就知道这部剧，一来不爱民国剧，二来听说比较纠结，一直提不起兴趣看。偶然看到电视在播，一看就欲罢不能了，难道我有自虐倾向？PS：钟汉良忒帅了，演的霸气十足，而又柔情万千，天哪，这世界哪有这么完美滴人啊~（以上纯属花痴之语~）            
(NA)	 看了很多遍 还是很有感觉！            
(3星)	 还是书比较好看            
(5星)	 好看！            
(5星)	 来不及的年代早已过去，却还有多少人重复着来不及的爱情。你爱的那个人也死心塌地爱你完美的故事也许只能在剧中感受。            
(5星)	 改编剧的典范哦            
(4星)	 喜歡日劇的節奏，美好結局的就看到16集。喜歡韓劇的節奏，不怕大悲大喜的震撼，看到25集；不介意壞人壞過頭但要好結局的可以看完至第36集。個人以為拍到25集結束最完美了。            
(4星)	 我是因为这部片才成为四少粉的。。。            
(NA)	 才觉得悲剧美 因为那样我可以用一辈子想念            
(3星)	 爱来爱去的,也没什么剧情            
(NA)	 更爱书。。。。就不能有那本书拍片子，拍出经典的。。。            
(4星)	 沛林，这名字真好听            
(NA)	 小哇~~最爱            
(3星)	 磅礴处不够大气 婉转处细腻不足 故事单薄 人物干瘪 妈呀我是怎么把它看完的 年轻作家写写小情小爱就好了 何苦要把架子搭那么大呢            
(5星)	 看过的最好的言情小说改编剧，同是匪大的书，假期如梦怎么如此悲摧。。。            
(4星)	  把小说原滋原味的搬上银幕，如果说最后的结局没有那么狗血的话，有很多感情最后都是来不及说的，但是也有很多爱早已超越了那句我爱你。            
(3星)	 看这部戏原是为了看小冉，结果还看见了戏演得很不错的小哇……改编很多，比原著有爱。但始终编剧粗糙，台词简陋，画面不够讲究。完全加出的后半部稍好些，可惜结局又跑出《鸳梦重温》的桥段比较雷人。片头曲不错，其余插曲却完全杯具了。很多片段需要快进，勉强3星。国产偶像剧看来还有很长的路要走啊            
(3星)	 当初看书的时候也哭过，室友看的时候瞅两眼，钟汉良和李小冉很配，但是这种狗血剧真的看不下去            
(5星)	 男女主角太给力了            
(5星)	 小哇在这部戏里真的非常出彩的，冉大姐也真够给力            
(NA)	 钟汉良是我喜欢的。不过觉得拍的不怎么样。毁了小说。            
(5星)	 超感人～            
(5星)	 钟汉良很有味道。感觉李小冉适合演民国时期的电视，气质什么的挺对的。因为以前看过书，现在看的时候能感受到他们心内的波涛和眼里的深情。            
(5星)	 人物性格如此圆润，不单单只是你侬我侬，四少的大志与自我爱情之间的冲突，静琬的自尊、自由与爱人之间的抉择。一个男人让我看到他在没有失去之前的侥幸和野心、失去之后才倍加明白的人性；一个女人让我看到把爱情当生活的全部到心怀大局的蜕变；两人都在变，唯一不变的还是对对方的那一缕放不下！            
