http://movie.douban.com/subject/1419297/	越狱 Prison Break
(4星)	 主要是后来不给力了            
(3星)	 谢谢你造就了24小时            
(5星)	 米帅啊米帅            
(5星)	 我真正意义上的第一部美剧，永远忘不了            
(4星)	 也就看看第一部            
(4星)	 曾经很迷恋            
(5星)	 第一部   无条件支持 推荐！！！第四部····            
(5星)	 每一个男人心里都有一个 迈克尔            
(5星)	 第一季是最好的  剧情 人物 是一盘下好了的棋等着你去走   第二季开始剧情就开始支离破碎了            
(5星)	 为了T-Bag            
(4星)	 一开始非常上瘾，后来就慢慢淡了            
(5星)	 五星给第一季。我完全是冲着兄弟设定去的，第一季没话说的经典。            
(3星)	 第一季不错 往后一集烂过一集            
(5星)	 美剧的启蒙！            
(NA)	 迈克简直是个天才，总是会找到解决问题的方法            
(5星)	 第一季最精彩，越到后面越不行。            
(5星)	 是越狱让我开始亲睐美剧，尤其前两季让我看得惊心动魄~大爱啊！！！            
(4星)	 第一部是神作，接下來有點狗尾續貂的感覺。最後一季打破HE的定律，有點遺憾啊-。-            
(4星)	 一二季还好= =。。。。            
(4星)	 牛逼            
(NA)	 ····            
(3星)	 酷。            
(NA)	 第一第二季不错，后面挺没劲的            
(5星)	 当人生遇到不如意的事情时，想想mike~连越狱都成功了，还有什么做不到的呢？            
(5星)	 第一部美剧啊            
(5星)	 绝对的虎头蛇尾，烂尾也绝对的让你忍不住看            
(5星)	 姐就叫SARAH，怎么着吧。            
(4星)	 他人即是监狱。唯一真正的越狱，即是死亡。            
(4星)	 算是我唯一看完整的美剧吧，惭愧。            
(3星)	 第一部还行，第二部也还行，第三部开始就么看完了....            
(5星)	 迈克。            
(NA)	 我心中最好看的美剧，太好看了```            
(NA)	 真正看过的第一部美剧 爱死麦克了            
(5星)	 看这部电视剧的时候，我的心一直都在嗓子眼            
(5星)	 太强了            
(5星)	 这个不用解释了~  美剧必看            
(5星)	 剧情紧凑  让人很紧张 再看一遍 又看到了许多细节 第一季确实霸气            
(5星)	 Season1真的很好看~~            
(NA)	 也就第一季是经典            
(5星)	 好看            
(4星)	 迷了Miller好一阵子。现在看看他的相片，咋那么胖了？！            
(5星)	 大学看的第一部美剧，当时的感觉棒极了，太刺激、新鲜了            
(NA)	 大爱啊！当年追到好辛苦，大家都在着急选课，只有我抱着电脑守着PB不放！            
(4星)	 剧情挺不错的，一环套一环，不过这可累坏了我们的主人公，一直在为free奔波，总体上来说这部片子挺好看的，中间有些硬伤还是可以容忍的。            
(5星)	 第一季是最棒的            
(5星)	 看第一部的时候还很起劲。。            
(5星)	 真的挺受不了这刺激的。。。。            
(5星)	 第一季是经典，all downhill from there            
(4星)	 非常有吸引力的情节            
(5星)	 每集都充满惊险意外            
(5星)	 第一季真不错啊，2还好，之后真差            
(4星)	 哎哟哇，那阵子没日没夜的看，晚上做梦都梦到里面情节。            
(5星)	 额，我居然没标记PB。            
(NA)	 只能说美剧怎么都那么隆长  看了第一季还是相当有诱惑力  到后面真觉得是为了商业利益一直再炒  不过总的来说 懂得看越狱的都是不错的            
(5星)	 只是第一季5星推荐。。            
(5星)	 牛逼！            
(5星)	 看过的印象最深的美剧，越狱第一部让我深深喜欢上了美剧……            
(4星)	 从这个起，我开始真正接触美剧            
(5星)	 太好看了，好久没看过这么给力的电视剧了。            
(5星)	 从此关注美剧，大学那会每周二的心思~            
(4星)	 十个帅哥九个gay 还好还有我            
(5星)	  智慧与帅气并存            
(5星)	 help me michael            
(5星)	 因为越狱喜欢上了wentworth，感谢这部剧            
(5星)	 仅看到第二季～就够了～            
(5星)	 确实好看!            
(5星)	 最经典的还是第一季            
(5星)	 mickael帅b了            
(3星)	 我怎么就是不喜欢看呢....            
(5星)	 是谁把囚服穿的那么优雅，又是谁把西装穿的那么委琐。            
(3星)	 情节有点慢，要是拍成一个电影应该不错。            
(5星)	 大爱 迈克            
(NA)	 强大的编剧~！            
(5星)	 是我追的第一步美剧。。            
(4星)	 大四的时候 这个火啊 那时候每周都在寝室与寝室之间流窜 共襄盛举 单人床睡出了双人房的效果 男生要想办法最快弄到最新的更新 这样才可以用来借给女生。。。连我每天晚上9点准时入睡的爹地妈咪都熬到了只有M和L陪伴的凌晨三点钟。。。去年我才在某本杂志上看到M原来是弯弯。。。好吧。。            
(5星)	 经典~            
(NA)	 第一季真的很好看，米勒真的好帅~~有些人这是在做啥呀？看过之后又极力贬低这片儿，要显得自己品味不俗么？只是部电视剧而已，吃饱了撑着了呀~~            
(4星)	 大一时光            
(5星)	 唔 不得不说的经典啊  虽然不是我的美剧入门 也算是把我拉进美剧泥沼之作叻。。            
(5星)	 唯一一部从头追到底的剧            
(5星)	 !!!tooooooooo awsome!!!!!!!!!!            
(NA)	 第三季开始就实在看不下去。。。            
(5星)	 1-2季都还不错，，第二季已经有点牵强了，，坚决不看第三及以后的。。。            
(NA)	 哇 假如你时间很多 就看吧             
(5星)	 看得我喘不过气。            
(NA)	 非常不错。。。堪比肖申克的救赎            
(3星)	 朋友推荐，只看了第一季。主演真是帅。还有，典型美国风格。            
(5星)	 人生第一部美剧，geilivable            
(NA)	 无语。。            
(5星)	 还是第一部经典            
(5星)	 第一季真不是盖的            
(4星)	 硬伤不少，没必要拍这么多集的，看着累~~            
(5星)	 非常棒！            
(5星)	 电视剧版的肖申克救赎，经典的第一季            
(4星)	 虎头虎尾，中间很水            
(5星)	 从PB开始迷上了美剧            
(5星)	 第一个追的美剧啊~            
(5星)	 Just gonna have a little faith.            
(3星)	 没看完！            
(5星)	 还是第一季最好看            
(5星)	 小温很帅            
(4星)	 玩的就是紧张、刺激。            
(5星)	 帅了            
(3星)	 我已经够没有安全感了，我不喜欢这种让我更加没有安全感的剧。            
(NA)	 嘿嘿，后来喜欢米勒了！再后来喜欢米剧了。            
(5星)	 超赞、            
(4星)	 只是推荐第一季            
(5星)	 还是很喜欢的。特别是第一季。            
(5星)	 第一季真不错。。            
(5星)	 Scofied，膜拜啊            
(5星)	 太震撼了，一集一集追下去。            
(NA)	 米帅啊，爱啊....            
(4星)	 只有第一季是经典，第二季还可以勉强看看。后面不推荐看下去            
(3星)	 第一季经典，后面越来越玄~            
(5星)	 当年上午越狱 下午老友记 甚是疯狂啊            
(4星)	 梦里我和你一起越狱            
(5星)	 作为这部戏的主角，导演很慷慨的把两点品质都赋予了Michael，他的智慧和冷静是贯穿始终的，近乎完美            
(5星)	 看一集就忍不住一直追下去            
(4星)	 有点墨迹            
(5星)	 只看了第一季，还不错            
(5星)	 很好看，我接触的第一部美剧            
(4星)	 我看的第一部美剧            
(5星)	 incredible, 爱上美剧的开始            
(5星)	 第一季真是精彩啊...            
(5星)	 男主角太帅了Tbag让人又爱又恨啊            
(5星)	 当时迷的我是神魂颠倒啊            
(4星)	 到最后就是看剧情了，看他怎么收场。            
(3星)	 只看了第一季，剩下的都不好看。            
(5星)	 当时好迷Miller啊~            
(4星)	 第一季剧情相当可以，后几季就那么样吧            
(5星)	 太帅了            
