http://movie.douban.com/subject/6013893/	城市猎人 시티헌터
(2星)	 剧情虎头蛇尾。李民浩虽然帅的无与伦比，但演技也差的无与伦比。            
(4星)	 韩剧思密达~            
(5星)	 就是稀罕帅锅的颜怎么了，就是因为帅锅直接打五星怎么了，快乐的肤浅着怎么了！李民浩那是必然滴帅，朴敏英演的金检我也稀饭，很干净的颜，很清冽的气质！            
(4星)	 好人的话现实中是会选择总统的做法吧？  究竟何为大义呢？            
(5星)	 剧情各种好！女二没有死缠着男主，男二没有死缠着女主而是紧追着男主XD~虽然当初看花男的时候就知道李敏镐很帅——但是发型果然很重要啊！完全被这个男人洗脑了&gt;\\\&lt;            
(5星)	 帅气！！！就是烂尾了            
(4星)	 看了这个，我不禁对我永远的偶像Jack Bauer更崇拜了，当事情不再是黑即白时，你总能做出最好的选择，而不能快速的做出这样的选择，害了多少人，又让多少人就此死去，无所谓好坏，与大义，与情理，与真正的内心。            
(2星)	 真心不明白 到底好看在哪里了。。。。疯特了            
(5星)	 帅气～花痴力荐。。。            
(NA)	 好帅噢~            
(2星)	 要不是看在帅哥美女的面子上，这剧情真让人难以坚持下去，太假了啊太假了，要不要这么假啊，看完这个片子我深深怀疑：韩剧的编剧们脑子都被洗了么？            
(2星)	 韩剧就是这样，我应该早有觉悟。。。情节发展无逻辑价值观扭曲，忍受看了12集够意思了。。。。            
(3星)	 即将看过            
(5星)	 一句话，李民浩太帅了。            
(NA)	 李民浩在里面实在太有型了，真的很能秒杀人            
(3星)	 李俊赫从市政厅里的男秘变身为检察官。李民浩虽不是我的菜，但依然养眼。光洙小哥亦如Running Man的表现，怂样中的傻气，不打折扣。至于朴敏英，有些成均馆中的重复感~带有省略号的结局，似乎是在为第二部做铺垫。但是否有些编无可编的鸡肋效应呢？！            
(4星)	 看帅哥是种享受            
(5星)	 我的Mr.Li~~~            
(5星)	 身材真当诱人 扑到            
(4星)	 韩剧啊韩剧。虐啊虐。女主角看得我都思密达了。。。李民浩帅的。            
(4星)	 还不错吧~~上学的时候看着同学们追的纠结的，呵呵~~            
(5星)	 怎一个帅字了得~            
(5星)	 剧情什么的就不说了，反正现在连续剧都很烂，这个算不错了！！！民浩的大长腿晃得我心神荡漾啊，哈哈！！！！！！！！！！看了这个，暂时都看不下去别的了，男女主都喜欢，好难得。            
(4星)	 我承认男主角很帅！哈哈哈哈哈哈..果然不是一部纯粹的偶像剧！            
(5星)	 各种亮点。            
(NA)	 哎。。。            
(5星)	 我的理智都被李民浩给吃了！！！            
(4星)	 有一颗半星给男主角的，人家穿那么紧的裤子演打戏，真不容易            
(3星)	 看了三集后果断弃。这个什么，感觉你就纯爱好了，不要不伦不类的嘛。            
(5星)	 真相不会被掩盖~~            
(4星)	 我也在看啊！哈哈哈！            
(5星)	 ·看花样男子没觉得，现在变好帅！            
(3星)	 看了几集看不下去啊....            
(5星)	 真的不仅仅是润成太帅了，好喜欢总统的小女儿啊，好喜欢检察官啊，就是不怎么喜欢金娜娜啊。。她就是呆呆的尤美啊有木有~            
(5星)	 着魔了就不可以抽离！！            
(5星)	 李明浩！！！这剧就是为你而生的！！！            
(5星)	 不解释            
(4星)	 最后还是烂俗韩剧            
(4星)	 好吧，诚实的承认老娘我就是一色鬼，两分给男主外形，两分给打戏。为啥不是满分呢？因为尼玛剧情太狗血台词太苦逼啊亲！各种吐槽不能。。剧情神马都是浮云，看帅哥卖萌才是王道~            
(2星)	 屎B烂片，这种英雄题材的，妈的，居然找个走路娘娘腔还TM穿窄脚裤，我靠，真TM gay。剧情还烂透了，毫无逻辑紧密性            
(5星)	 矮油，酷毙了~            
(4星)	 刚开始追的挺勤的 后来怎么就缺了兴趣了呢？            
(3星)	 就算是要拍第二部，结局也不能这么坑爹啊！！            
(3星)	 对棒子剧越来越没爱了。。。女主太丑了！！！！！！！！！！！！            
(4星)	 拍的挺不错的。            
(4星)	 很久没看韩剧了，这部还不错            
(5星)	 很喜欢韩剧啊  敏镐思密达            
(5星)	 爱情主线而不失内涵            
(5星)	 要不是两个男主的脸......怎么能忍受这种要死之前还发短信表决心就是不送医院眼睁睁悲剧了的剧情呢......那张脸啊......那张沾满了鲜血的脸啊！！！            
(4星)	 有点假 拦不住好看~            
(5星)	 前面的情节很精彩，结局太仓促了~~            
(5星)	 结局有些太仓促            
(5星)	 听说有帅哥美女我才看的。            
(3星)	 只是因为已经看了，所以坚持看完，真正看完，发现我这个年纪对韩剧已经无感            
(NA)	 Coz Adele。            
(NA)	 = = 好吧 只好说 快拍第二部！            
(4星)	 有些细节太不真实了~结局太仓促，不够过瘾~但总体也还行            
(NA)	 原来这个就是城市猎人思密达。。。            
(5星)	 城市獵人~我想不到今年還會有哪部韓劇會超過它！贊！！！大愛！！！            
(4星)	 有帅哥美女就好，剧情不是重点~ 话说民浩跟敏英真是有夫妻相啊~~            
(NA)	 情节丰满 人物塑造震撼（男一除外） 几大中老年极具震撼            
(5星)	 感觉一般般，片子宣传的倒是不错            
(5星)	 非常好看！！！李润城好酷！&gt;&lt;            
(4星)	     很不错，结局太平淡了。里面的歌曲还不错呢。。            
(3星)	 因为是改编，所以故事的架构很大，背景很强，可是编剧似乎没有能很好地填充情节，有外强中干的感觉。李民浩的演技有待提高。            
(3星)	 看到后来我明白了 真彪的真爱是武烈啊！武烈为了掩人耳目才娶的润成妈            
(2星)	 感觉除了帅哥美女以外就没什么可看的了……            
(4星)	 会让我想起痞子英雄。不过结果不够给力~            
(NA)	 男的够帅，情节够紧凑··很不错            
(NA)	 这部剧的价值在于豆友对这部剧的评价。NND真给力！！！            
(4星)	 终于快进看完了。韩剧真是慢啊！要不是帅哥养眼，我是真坚持不下去了……            
(5星)	 城市猎人通过收集违法的立法者的犯罪证据并交付检查院和媒体的复仇方法在贵天朝就万万行不通            
(NA)	 看到18集了..一定会看完 但是后面真的好无聊..            
(NA)	 我彻底爱上李民浩了。太帅了。            
(3星)	 三星全给李民浩迷人的脸蛋。但若算上他纸片的身板和娘炮的穿着就要变负的了。            
(4星)	 李民浩，那个笑的让人心花乱颤啊！！！            
(3星)	 通篇都是李某人的大长腿            
(4星)	 李明浩的腿 大叔的可爱 男二号的正直            
(4星)	 帅哥是电视剧卖座永远不变的筹码~~            
(3星)	 我真的觉得还好。。。不明白为啥那么多人那么喜欢看。。。。= =            
(3星)	 能多面反映现实的韩剧并不多见，只是编剧的功夫不到家，剧情完全可以猜到，动作场面带了点花哨少了点力道，主题的语言阐述不够精到，什么“信任就是我认为的大义”完全是编剧很吃力才加上去的所谓升华。而韩剧一贯标榜的男主角帅女主角漂亮爱情美三要素，这部剧反而做得不够了！放假放到我口味也刁了？            
(3星)	 剧情一般，靠众男星身材容貌一路强撑跳看            
(3星)	None
(5星)	 最近没有美剧可看了，就开始看城市猎人，看第一级的时候老实说有点不大想再看下去了。但是看了两集以后，开始迷上了女主角。感觉这部剧颠覆了很多韩剧固有的套路，比如男二号一定喜欢上女一号，女二号喜欢上男二号等等，总之，很好看的一部戏。。。            
(3星)	 这三星还是冲着李敏镐打的            
(5星)	  只是偶像剧而已，喜欢李民浩， 标准身材而已。            
(4星)	 节奏紧凑，男女主养眼，制作精良，剧情棒，爱情戏动作戏都很有看头，真是很赞很赞啊！加班加点姐姐我愣是用了2天半的时间把20集看完了！李民浩绝对是明日巨星啊，怎么能那么帅！受不鸟了~            
(NA)	 对棒子剧果然还是无爱啊。。。坚持到第9集就是极限了。。。拖完结局了事。。。            
(4星)	 男主帅惨啦。。女主美惨啦。。剧情有点狗血。。结尾更加狗血。。            
(4星)	 听说跟漫画不同，可是除了感情戏份仍然是韩剧一贯的拖拉之外，不是剧情基本上很不错            
(3星)	 李润成没有死掉，真是可惜，淡化了戏剧的情节，平庸的大结局。另外，细节没交代完，总统最后怎样了？私法修正案最终是否重新通过？李真彪的贩毒史是否被继续挖掘？泰国警方的国际传票怎样结局？搜查官是否继续调查李润成？李润成和金娜娜以后在一起生活吗？那他们的生活来源在哪里，既然都辞职了？            
(2星)	 没什么兴趣！            
(5星)	 不同于以往的韩剧 城市猎人在剧情和演员方面都有看点             
