http://movie.douban.com/subject/2078864/	绯闻女孩 第一季 Gossip Girl
(4星)	 就这么几个人 还能在相互勾搭一点儿吗            
(3星)	 坚持看了4集            
(4星)	 看美剧，学英语            
(NA)	 最近狗血！不过想看完！            
(5星)	 很好看~~~            
(5星)	 我喜欢NATE            
(4星)	 青春时尚，各种奢侈品牌            
(4星)	 第一部挺好的，之后两部人物关系太乱            
(5星)	 第一季 好赞            
(3星)	 或许我已经过了青少年的阶段 而且 这些上流社会的事也与我无关            
(4星)	 现在实在是跟不下去了！！不过一二部还是不错的哦！！            
(4星)	 第一季还行，之后就没谱了            
(4星)	 一本错乱负责的都市男女爱情片，我只是因为美式口语而爱好的            
(4星)	 一开始就觉得blair很美 完全符合我的口味 即使在最开始 也没有很讨厌贱贱的chuck 然后 再然后 果然 这俩成了最受欢迎的一对儿            
(NA)	 不错            
(NA)	 乱            
(4星)	 越来越乱！            
(4星)	 我是来练口语的            
(5星)	 Chuck Bass            
(3星)	 混乱            
(3星)	 已弃剧.            
(NA)	 第一季，终，于，看，完，了。不想看第二季了。            
(4星)	 虽然有点乱。。。。            
(4星)	 S＆D//            
(3星)	 看到最后不想看了            
(4星)	 后来就没什么意思了…………又想着把它看完…………            
(4星)	 G出来的那段才是最精彩的一段。。其他仅供娱乐            
(5星)	 适合我们年轻人看，羡慕人家风流快活的日子            
(3星)	 我觉得，有点黄，不穿衣服的时间比穿衣服的时间多            
(3星)	 so boring            
(NA)	 花花看，我也看～最后还是看不下去...            
(4星)	 Dont get me wrong, the four stars are all for the glamorous clothes! :D            
(4星)	 S和D分手的原因终究还是谎言~~！我们总是不停的撒谎，自己觉得没什么，可是到了对方眼里，它真滴很重要，所以做人不论对谁都要诚实~！即使事情本事也许不能得到原谅，但是撒谎只会让它更加让人不能原谅。            
(NA)	 喜欢听他们&amp;她们的英语喜欢看他们&amp;她们的调情关心他们&amp;她们的友情，八卦他们&amp;她们的爱情其实我觉得B和C绝配，B和D也能搭B和S的友谊无论如何也不会破裂B和C的爱情肯定会以圆满收场S的新男友Ben 是我看到现在觉得最帅的（私以为）B和D是我现在看好的……            
(5星)	 其实每一个上天堂的好女孩的心里都藏着一个走四方的坏女孩的            
(4星)	 虽然不免狗血，还算不错。            
(4星)	 最爱nate            
(5星)	 Queen B            
(4星)	 四季都不错            
(NA)	   我看的是衣服            
(4星)	 就当时装剧看看呗            
(5星)	 其实一切都是那么的无所谓            
(4星)	 挺不错的～很青春～但是很不清纯⋯⋯            
(3星)	 看着看着，就无感了。。。没意思            
(4星)	     一季好看               
(4星)	 第一部真的不错的啊 最后团结起来为S对付G那真的震撼到我了 “有这样的一群朋友 谁还需要千军万马呢”实在太精辟了            
(5星)	 剧情没什么特别，但爱时尚爱看美女，幻想自己能成为上流社会的一分子不能放过的一部美剧~            
(4星)	 很复杂的关系            
(5星)	 xoxo  gossip girl            
(3星)	 为了看衣服看的 却发现衣服都太不实际了 不觉得乱 就是在看了10集之后看了剧透 然后觉得一切都索然无味了            
(3星)	 里面的衣服啊什么的蛮好的            
(5星)	 三颗星给chuck，两颗星坐等c上了s            
(4星)	 只有第一季有新鲜感可以说是好看啊 后面就很烂很烂了- -            
(4星)	 一个交叉错乱。。。硬掰            
(2星)	 我怎么觉得那么难看难看呢            
(4星)	 剧情可以概括为一句话——片中所有男人都跟适龄的没有血缘关系的女人睡过。。。。            
(NA)	 只看了第一季            
(3星)	 关系复杂            
(NA)	 感谢它陪我度过大学最后时光            
(5星)	 eight letters,three syllables.say it and i&#39;m yours.            
(3星)	 好久没看了，是因为看不下了            
(3星)	 相当奢侈...            
(4星)	 也只看了第一季            
(5星)	 感谢有GG的日子，虽然这已经发展到了一部所有主配角排列组合，看了下集就忘了上集剧情的美剧，人物性格故事设定都越来越不靠谱，但认认真真追了这么久，我看记得当年的感动与震撼，bravo，我的大学；bravo，together            
(NA)	 喜欢B..            
(5星)	 第一季很吸引人            
(4星)	 不错            
(NA)	 nate是帅，但是显然编剧不想把这种帅发扬光大            
(4星)	 所谓上流还是下 流？            
(3星)	 学校斗神马的最有爱了            
(3星)	 3 words, 8 letters. Say it and I&#39;m yours.            
(4星)	 第一季最经典！            
(3星)	 就觉得第一季还行，后面的都不咋的。。。S更有气质。。。            
(3星)	 一开始觉得丹帅，后来越来越喜欢恰克~~~~~     恰克~忧郁的恰克            
(4星)	 Dan和B的发展一直看得我各种感触...到了最后一集 反复撒谎也许真的不能原谅 但还是很讨厌Dan！不解释。            
(3星)	 服装不错，不过人物感情太虚假，            
(3星)	 开始真的很惊艳~~~S   B~~~~            
(3星)	 看到第三季终于下决心弃了            
(4星)	 也快看完啦 这都是大寒假的功劳 哈哈            
(4星)	 服装美，演员美            
(4星)	 看的我各种惊慌错愕，太乱了~~着实惊着了，好吧，我承认我骨子里便是一个不折不扣的我朝百姓。            
(4星)	 还是这季好看！            
(5星)	 这就是米国滴高中生活吗～～～            
(NA)	 青春剧，男的帅帅的，女的美美的，不过感觉好遥远。            
(4星)	 第四季实在是越来越扯蛋            
(4星)	 还是第一部最好看，后面越来越乱套。。D一直很惹人讨厌。。            
(4星)	 各种排列组合，热爱QB和NATE            
(4星)	 just fall in ....            
(5星)	 帅哥美女们的各种纠结啊~            
(4星)	 闹剧，肥皂，狗血。闲得慌随便看看。            
(5星)	 最喜欢的一季了            
(5星)	 不错            
(5星)	 好乱啊！            
(3星)	 第一季觉得真的不错            
(3星)	 看了几集，弃。            
(4星)	 第一部 就是所有 现在乱的开始。。。。            
(3星)	 追只是一种习惯了……没啥好看的            
(3星)	 看时尚？awesome！看剧情？boring！            
(3星)	 她喜欢，我一般            
(3星)	 完全不喜欢            
(3星)	 太凌乱了。。。            
(4星)	 我就知道这群人怎么可能安定下来 - -            
(4星)	 就这样吧            
(3星)	 看了一季然后看不下去了，后面的情节都是问朋友的，实在是跟美剧太累了，后来好像美剧在国内又不能在大网站上播了，就干脆不看了            
(5星)	 i love B. my Queen.            
(NA)	 看着看着我就兴趣不大了的。            
(4星)	 大家都很喜欢吧，个人觉得不太对自己的胃口。            
(4星)	 总是第一季好看            
(5星)	 chuck！！！！            
(NA)	 两集            
(4星)	 一开始蛮好看的…现在越来越无聊了…决定弃剧…            
(4星)	 用来学英语的！            
(4星)	 排列组合什么时候结束？ - -            
(5星)	 请后面靠谱点            
(4星)	 混乱。            
(4星)	 你喜欢S还是B？你喜欢C还是N？            
(5星)	 华服美脸，我承认我真的是赤果果的外貌协会~            
(4星)	 x.o.x.o. Gossip Girl 青春无敌的富家子弟跟平民学生见的事儿            
(5星)	 不管谁和谁在一起，我都祝福~~~里面的每个人我都爱！！！            
(1星)	 傻逼美国片，很多人看了就以为美国真的如此了，随后就出现了，勾搭，炮友...            
(NA)	 现在再让我回头说第一部 我已经想不太起什么了...只会记得从曾经的坚定SD变成了现在还是期盼着NS GG被很多人批混乱啊甚至可以NP神马的 【汗一个...  但是 我觉得还好吧... 起码 养眼吧喂...            
(3星)	 剧情无比神奇            
(NA)	 看过三集吧，肥皂剧，弃。            
(5星)	 十分成功的美剧之一。到时候与湖南台翻拍的又一雷剧落跑甜心相比，方能显出其无与伦比。            
(3星)	 09年暑假打发时间            
(5星)	 这是B，完美的B，腹黑的B，我永远爱的B。            
(5星)	 追得最久的一部美剧            
(2星)	 就是你睡我我睡你那么点事            
(5星)	 第一季还是比较好看的            
(4星)	 就是纸醉金迷.            
(5星)	 劇情很引人入勝.            
(5星)	 看得很纠结的人物关系。            
(4星)	 第一部必定是吸引人的，否则怎会有看下去的欲望呢？so，就一直看到现在的第四季了····美女帅哥，跑车奢侈品，当然还有乱七加八糟的关系，还是希望各人能有各自的归属            
