http://movie.douban.com/subject/4195676/	巾帼枭雄之义海豪情 巾幗梟雄之義海豪情
(NA)	 时间什么爱叫纯洁，在绝望处仍力竭            
(5星)	 后面的编剧有点狗血，整体的话还是愿意给五星。            
(4星)	 虽然某些剧情很狗血，但主线还是不错的，人物性格描写很不错。。主角也很棒~~~            
(5星)	 邓萃雯！邓萃雯！！大爱在剧中形象            
(5星)	 心理激情澎湃 鸟~            
(4星)	 邓萃雯演的好好哦            
(NA)	 心總是被情節糾住，觀眾的每一次疑惑都帶著有力的回答，並且總是回應在意想之外，你不瞭解九妹是怎樣的人，你不瞭解劉醒是怎樣的人，不是英雄，只是恩人，他們有大義，但是也在乎小我。但願人長久，千里共嬋娟。            
(5星)	 感动~            
(NA)	 这个电视剧真不错的说            
(NA)	      伴随着红蝴蝶这首歌，看完了整部剧.九姑娘和刘醒快乐的过完余生。很感人..回想着一个女人一生能如此潇洒和曲折，真是我偶像哦·~·            
(5星)	 邓萃雯嗲            
(4星)	 九姑娘。。。刘醒 。。。好看。。超越了巾帼枭雄1。。。            
(3星)	 xiao yue yu            
(4星)	 邓萃雯不愧是老戏骨啊 觉得她是TVB里唯一可以把强悍和柔情拿捏得很到位的女演员 把九姑娘演活了 好看。            
(4星)	 前12集剧情比较紧凑，中间有点拖沓。邓萃雯演技炉火纯青！大爱            
(5星)	 人生得一知己，死而无憾...            
(5星)	 儿女情长算个屁，这才是江湖相望            
(NA)	 一秒钟也是一生一世            
(5星)	 相当不错~            
(4星)	 九姑娘真系好powerful！黎耀祥嘅戏都值得睇睇            
(4星)	 ...到后面有点不想看了            
(5星)	 great！！！！！            
(4星)	 陈法拉 哎 看到她就快进             
(5星)	 有人说，三十年的等待，三十年的煎熬，换来四年的牵手，值得吗？其实，他们重逢的那一个瞬间，已经是一生一世了。在他们彼此最好的年华，一起经歷过那些轰轰烈烈的事情，那些生死攸关的关头，彼此的生命已经紧紧的扣在一起，彼此的心意，那些默契，已经不用言语。能重逢，已经是天大的福气，从此以后，            
(5星)	 雯女太有霸气了~！~！~！~~~~！2010年必看港剧            
(4星)	 “不知道将来我走的时候，谁会在天上等我呢？”“视乎我先走还是你先走。如果我先走，就是我等你。”            
(3星)	 三星给前几集，什么晴晴阳阳日记乱七八糟纯熟败笔            
(5星)	 要生一起生，要死一起死            
(5星)	 后来再看其他的电视剧，总是觉得少那么几分真，少那么几分义，少那么几分动人，少那么几分震撼！            
(5星)	 真的不错，今年来看过的最好看的港剧，对港剧的研究不多，但是经典的一定不能错过。            
(NA)	 TVB的病因，开头不错，后面不知道在说神马，假得要死。            
(5星)	 祥仔祥仔            
(5星)	 从开始都结束都很给力！邓萃雯很有气场！            
(5星)	 一个女人，足矣            
(5星)	 雯女依旧给力            
(5星)	 看结局的时候泪流满面，当《红蝴蝶》唱响的时候，心暖暖的，又存有一丝酸楚，我知道自己看电视剧入迷了。            
(5星)	 太喜欢了！            
(NA)	 这真的是一部让我看了一集又想接着看到连续剧！比TVB的任何连续剧都好看。邓萃雯和黎耀祥的演技真的是没话说，他们把九姑娘和刘醒演活了。邓萃雯的霸气是TVB里其他女演员所没有，这也是她的特色，视后非她莫属！            
(5星)	 一群戏骨            
(3星)	 越看越没劲。。            
(NA)	 还可以            
(5星)	 九姑娘气场强大            
(5星)	 最后一集,那个眼泪飚的啊...            
(5星)	 难得追的很紧的TVB剧集啊。            
(NA)	 你我没有一句我爱你，却才称得上是最荡气回肠的爱情！剔除日记晴没完没了的日记，算的上是近几年TVB的佳作了，配角里感觉非凡哥比排骨还亮。            
(5星)	 泪奔剧            
(4星)	 好看的好看的，喜欢邓翠雯！            
(NA)	 九妹你没有错过他            
(5星)	 九姑娘赞啊！~            
(4星)	 香港难得拍出这么有历史厚重感的影视剧~~            
(5星)	 看完后不仅感叹自己生在和平年代是多么的幸福              
(4星)	 邓萃雯还是这么美，气场越来越强大。敖嘉年演得很给力哟，那啥黄浩然和陈法拉绿叶得很彻底            
(5星)	 恭喜tvb复活，这是一部几乎满分的剧集            
(5星)	 经历过生死的爱才是刻苦铭心，哪怕两个人在一起只有一秒，也是一生一世了，人一定要正义，人在做，天在看            
(5星)	 脑子里都是黎耀祥，一个月了            
(5星)	 情节吸引人 环环紧扣 两个主人公演技很不错 值得一看！            
(5星)	 在你是猪八戒的时候我就知道你是演技派。太好看了！            
(5星)	 两个人都哈灵            
(5星)	 这个确实令我无语了，因为该剧的人物刻画得很好，给人对角色产生尊敬            
(5星)	 近年来的精品，喜欢男主角和女主角在飙戏            
(5星)	 结局还是很温馨的啊            
(5星)	 感人至深的好剧。            
(NA)	 好看！！            
(5星)	 很佩服九妹这个角色            
(5星)	 过瘾            
(5星)	 雯女太赞了            
(3星)	 前十集好看,后面情节太拖沓            
(4星)	 邓萃雯很有味道            
(5星)	 邓萃雯太有气场了！            
(5星)	 喜欢九姑娘的帅气…刘醒的有担当…            
(5星)	 强悍            
(3星)	 江苏卫视            
(5星)	 邓萃雯演技太牛X了！            
(4星)	 这个剧真是太澎湃了，每看完一集，都有一种不忍看下一集的情绪，断断续续的终于看完了            
(5星)	 看得我热血沸腾  好久没这种感觉了            
(5星)	 只此一刻已一生一世            
(5星)	 2011.1.15            
(5星)	 邓萃雯的演技炉火纯青，黎耀祥的搭档越发默契，二人的感情戏也相当催泪。基本上后期眼泪哗哗的，止都止不住。剧本好，演员好，剪辑得力，一集一集拉着往下看。我流感着两天看完，看结局后眼泪鼻涕咳嗽一起，被打动的一塌糊涂。许久没这么别震撼了，但愿人长久，千里共婵娟，原来承诺的意义在于时间。            
(5星)	 刘醒九姑娘看了开始无法自拔了            
(5星)	 高潮迭起~            
(3星)	 9姑娘真给力            
(4星)	 从第一集开始就被雯女秒杀，太霸气了，我看不得善良的女主角，因为会一直担心她受委屈什么的，大部分都是看得畅快淋漓，少的一颗星是因为有的情节有些牵强，不过还是爱死啦            
(NA)	 不愧是邓萃雯！            
(NA)	 乱世不一定出得了英雄，更多的是无勇无谋的拖油瓶/古巨基是志在做HK最高key么/好喜欢九妹的蛇纹手拿包!!!            
(5星)	 熬夜看完了。亂世出英雄也見真情。如果不能同你埋一起 我寧願一直等待大愛醒哥同埋九姑娘 只是還是很想念四奶奶和柴九TVB個個演技出彩 BUT不太喜歡陳法拉            
(5星)	 看完了心情怎么那么复杂~~~~~~~~~            
(4星)	 看得好过瘾呀！喜欢九姑娘~~~！女子风范，强哦！            
(5星)	 看了以后对醒九是魂牵梦绕啊。。抓心啊。好喜欢九姑娘和刘醒。这两年来很难得的好连续剧！！            
(5星)	 原以为TVB会永远疲软了，好在还有邓姐，TVB依旧是邓姐的天下，力挺邓姐！            
(5星)	 很感动             
(5星)	 近5年来难得的港剧，演技爆棚            
(NA)	 找男人就找刘醒那样的吧……            
(4星)	 完全是邓的独角戏，原来这就是传说中的戏霸，但邓的表演确实张力十足。            
(5星)	 有那么一种女人，永远不会是站在你身后，为你柴米油盐。她与你并肩，驰骋疆场，是情人，是知己，更是战友。            
(NA)	 知己难求            
(4星)	 霸气的狗姑娘~            
(5星)	 比第一部更霸气~            
(5星)	 看完最后一集的时候突然觉得好空虚。。。不知道以后还有什么电视剧可以入得了眼的了。PS.第一次觉得黎耀祥好帅，你懂的，帅气！！            
(4星)	 义字展露得相当到位            
(4星)	 天下有一知己,可以无恨矣            
(5星)	 越到后面真的越感动。九姑娘和刘醒不必说，晴晴和杨阳的感情其实我也很感动，后面哭死了。。。            
(4星)	 老妈前段时间在看，我下班之后跟着看了部分，TVB的电视剧某些剧情很狗血，这部当然也不例外，但总的来说还是很不错的，尤其是雯女的演技，赞！            
(5星)	 多加一星给醒九之间的感情。知己、战友、爱人、生死之交，这样荡气回肠、肝胆相照的感情，彻底沦陷鸟~            
(5星)	 虽然剧里BUG不少，但是无妨碍我对这部剧的爱！九妹！！九妹！！！            
(4星)	 tvb的女人里，九姑娘这个角色还真只有邓萃雯能驾驭            
(5星)	 视帝视后名不虚传！            
(5星)	 喜欢九妹的豪情，觉得刘醒的妹妹在这部剧里面好多余啊            
(5星)	 很爱...很爱...            
(5星)	 九姑娘醒哥，太给力了            
(5星)	 真心觉得好看实在是喜欢九姑娘和刘醒- -这部剧如果能够浓缩掉一些人就完美了            
(NA)	 看到最后我哭死了~~而且完全是没意识的眼泪就这么下来了！被黎耀祥的演技再次震到，雯女的气场好强大！            
