http://movie.douban.com/subject/3926132/	爱情公寓
(4星)	 很久没有这么笑过了  O(∩_∩)O哈哈~              
(4星)	 好笑~            
(5星)	 一口盐汽水喷死你哈哈哈            
(5星)	 哎哟笑死了呀            
(5星)	 好看            
(4星)	 还是一菲姐纯爷们儿            
(NA)	 喜欢曾小贤，哈哈。。。笑死了            
(4星)	 在上戏看过他们的表演             
(5星)	 第一部永远是经典！~            
(5星)	 冷笑话之王~~            
(4星)	 管他娘，反正我看的乐了，我就是一二都看了，我还看了1.5，还给四星，还爱看里面的美女，怎么的吧            
(5星)	 期待3吧~            
(4星)	 曾经熬夜看的喜剧            
(4星)	 喜欢贱贱的小贤~            
(3星)	 感觉没有2好看。。为毛、、            
(4星)	 很多段子熟悉但编辑处理的很有笑点，大爱曾小贤~            
(3星)	 茶余饭后的口水剧            
(NA)	 wahaha            
(5星)	 是有那么点搞笑            
(5星)	 经典啊！            
(3星)	 轻松，搞笑            
(5星)	 太好看了            
(5星)	 我爱小贤和一菲~~            
(5星)	 太搞笑了！虽然有些地方抄美剧但是还是拍的蛮有意思的！            
(4星)	 语言确实很搞笑            
(4星)	 很都市，很暴笑，除此之外，很空虚。            
(5星)	 经典            
(NA)	 陈美嘉！我爱你！ 胡一菲！我犒你！~   林宛瑜？算了吧……            
(5星)	 很搞笑～            
(5星)	 笑死我了。。            
(4星)	 好玩发现张伟露过一次面了            
(5星)	 除了广大日本女艺人的陪伴，平时就看这个了            
(5星)	 虽然山寨了很多 但还是挺好看的~~~~            
(4星)	 真的算是赤裸裸的抄袭了美剧，但人家把它本土化了，也是无可奈何啊。。。            
(NA)	 比2好看            
(4星)	 轻松搞笑            
(5星)	 嘿嘿嘿、、、、、、、、、            
(3星)	 抄袭老友记，不过闲来看看也不错            
(3星)	 演员不错，台词精湛，就是抄袭太多了——　——            
(4星)	 喜欢            
(4星)	 其实《爱情公寓》的可爱就在于它的“真实”，平凡的人可以不成功，但一定不能不快乐~~            
(5星)	 绝对的顶峰            
(5星)	 斗地主那集就爱死美嘉勒。            
(4星)	 很多无理头搞笑的笑料            
(5星)	 不能錯過的好看劇            
(2星)	 就凭你那么抄我们可爱的HIMYM。那么stereotype心理医生－－我看不起你。            
(5星)	 看第一季 我们在不同的时间一起欢笑。看第二季 我们在不同的空间各自流泪。贱人，我爱你。            
(5星)	 第一季绝对的疯狂~笑到崩溃~            
(4星)	 很久之前看的，关于KFC那段，现在想起来还是搞笑。里面MM真是漂亮呀。            
(5星)	 喜欢胡一菲            
(5星)	 搞笑啦~            
(5星)	 搞笑的结局是感动的完美。            
(4星)	 难得的国内青春偶像喜剧            
(4星)	 好欢乐～            
(5星)	 我觉得蛮好玩的~十字绣时的经典剧集~            
(5星)	 闹剧，闹剧，但是我就是喜欢闹剧            
(NA)	 很欢催有没有。            
(5星)	 爆笑、看了没烦恼啊没烦恼            
(NA)	 听说比2好。。留着以后慢慢看            
(5星)	 搞笑            
(5星)	 国际水准的情景喜剧            
(NA)	 欢喜~            
(4星)	 好搞笑，很好看，很好玩，很感人。蛮好的一个逗趣电视剧，不错不错，推荐，推荐。            
(NA)	 8过还是1 最经典。 不过怕听到那三个字，我还是不要热剩饭的好            
(4星)	 看着很舒服，好羡慕他们那样的生活。            
(5星)	 小可可的推荐、、拯救了我、、            
(5星)	 是我向往的生活            
(5星)	 每一集都很有新意的搞笑~！很爱呀~生活无聊了就挑集看看。里面的对话真的很经典。            
(3星)	 不知算抄袭还是所谓“致敬”，总之还挺欢乐的。。。粗略总结一下——展博：Ross+Ted；宛瑜：Rachel+Robin；曾小贤：Chandler？；胡一菲：Monica？；吕子乔：Joey+Barney；美嘉：Phoebe？；关谷：Raj。。。            
(NA)	 蠻好笑也揭示了一些當下社會存在的問題            
(NA)	 一口盐汽水喷死你             
(5星)	 最好看的大陆电视剧            
(5星)	 经典爆笑，很有意思。还为了出现无数次的五角场彩蛋，翔殷路隧道~            
(5星)	 正在watching，nnd又挺搞笑的            
(5星)	 的确挺有趣的，可以在大学过日子。            
(5星)	 太逗了了！            
(3星)	 蛮搞笑的。抄也抄的有趣            
(4星)	 期待爱情公寓3。            
(4星)	 无聊时必看,哈哈            
(5星)	 第三季快快来！            
(4星)	 很喜欢的公寓，不过我们在关注他们嬉笑怒骂的同时，也应该同时关注一下他们的生活基础。不过我们缺什么，才会更多的关注什么吧，很喜欢那份轻松娱乐！            
(4星)	 还是第二部好看 看完了 人生也就没什么笑点了 这样平凡的生活 和朋友打闹什么的 挺好            
(5星)	 巨好看啊巨好看！            
(5星)	 爱爱爱啊             
(5星)	 找个曾小贤相爱。。。            
(5星)	 此片必將永垂不朽            
(3星)	 kill time            
(5星)	 我是挺喜欢~            
(4星)	 前面15集确实蛮搞笑的            
(4星)	 我我 只能说胡一菲长得好像一闺蜜恰巧也姓胡！！            
(5星)	 至少，我笑了……            
(4星)	 抄的很多，还行了            
(5星)	 我给鸟5分也~哈哈            
(4星)	 我给的四颗星，是一个鼓励的成绩。但我觉得导演和编剧对待影片的态度上有些问题，请不要打着致敬的口号光天化日之下去抄袭美剧，这是我由衷的劝告。            
(5星)	 好搞笑~！            
(4星)	 哇哈哈哈....            
(4星)	 仅看三集 菲姐威武 以后继续            
(5星)	 难以超越的大陆剧            
(3星)	 先入为主了。。。总觉得是山寨的Friends。。。            
(3星)	 我一口盐汽水喷死你。            
(4星)	 搞笑 喜欢婉予            
(4星)	 虽然山寨 可是还是很搞笑啊            
(3星)	 挺搞            
(4星)	 很有喜感            
(4星)	 虽然感觉很多桥段比较老了，但是还是不错            
(5星)	 还是觉得第一部好看~            
(3星)	 号称中国版的Friends，Friends是任何电视剧都替代不了的。            
(4星)	 不枉费我追了两个周末看完，第三季和电影版，不要让我等太久啊。。。            
(5星)	 笑屎了~            
(5星)	 真的是超级爆笑。不看不行啊！～喜欢美加            
(4星)	 不要在身上找影子，，，很好，，            
(NA)	 =。=最近喜欢展博这种肉肉男            
(4星)	 很喜欢子乔啊！            
(4星)	 一群欢乐的小2逼 深得我心 喜欢这帮人的不靠谱            
(4星)	 倒数第二集，美嘉看到礼物的时候，我也跟着她哭了。            
(4星)	 好男人就是我，我就是~~            
(5星)	 我是觉得吧~抄就抄呗 好看就行，觉得不好看 那就别看呗~何必装逼得瑟自己看过几部美剧呢？了不起啊~这年代谁没看过几部美剧啊！我还看过《加里森敢死队》呢~你们这群90后看过么？不喜欢《爱情公寓2》，你去看《丑女无敌》啊~你去看《一起去看流星雨》啊~你去看《一不小心爱上你》啊~可好看了呢... .            
(4星)	 虽然梗都很老了，但还是蛮搞笑的嘛……            
(4星)	 好像那个漫画西区212,还是什么的            
(5星)	 好男人就是我，我是曾小贤！            
(5星)	 是个人我都要推荐她看看               
(5星)	 诚意之作，比肩武林外传，不是国人没才华，只怪思想太统一            
(NA)	 我觉得一比二好            
(5星)	 爆笑，想念跟弟弟一起看电视的日子。。。            
(5星)	 不乐？那我也逗不乐你了            
(5星)	 编剧真的超级强大，爱死了~~~            
(5星)	 不愧为中国版老友记，这个编剧太强悍了            
(NA)	 好看            
(5星)	 喜欢美嘉！            
(5星)	 我至今为止看过的最好看的国产喜剧！！虽然说有点仿friends和生活大爆炸，但还是很逗很逗的~            
(5星)	 老友记的翻版，但依旧招笑            
(5星)	 很欢乐 子乔 我看好你哦            
(5星)	 虽然形式上像Friends,但是非常的有特色啊！编剧真是有才，演员演的真是不错……            
(5星)	 比第二部好看！            
(3星)	 不错 工作之余可以笑笑            
(3星)	 整体上抄袭的成分实在是有点多   在此基础上实在给不鸟高评分啊。。只能看在其还是尝试了下中国化的份上。。            
(4星)	 模仿了不是老友记的桥段，但还是喜欢小贤和一菲            
(4星)	 很搞笑、很犀利、            
(4星)	 还是有笑点            
(NA)	 心灵的交流            
(5星)	 我爱爱爱爱；怎么影评这么少啊~~~~            
(NA)	 期待着美嘉和子乔的好的结局，还有一菲和小贤，期待着美好的下一部            
(5星)	 哈哈哈。。让自己高兴高兴            
(5星)	 相当的好看。。            
(5星)	 很好笑            
(4星)	 还是老友记看着更带劲！表演更自然些~~            
(5星)	 虽然都是抄的。。。            
(4星)	 原来爱情公寓是像武林外传一样的情景剧啊~~~这么看看其实也还可以啦~~~笑点还是有的！            
(5星)	 我喜欢展博和一菲            
