http://movie.douban.com/subject/3197006/	越狱  第四季 Prison Break Season 4
(NA)	 这季结尾就很对了，再多肯定也没什么剧情了，他难道还想一辈子越狱么？不过米帅还是很赞的！            
(4星)	 唯一追过的            
(NA)	 没有惊喜            
(NA)	 更多的悬疑，第四季比前几部有更多的悬疑，出现了越来越多的人物，但是结局不是那么美好            
(5星)	 嗯。是一辈子都会记得的电视剧。            
(3星)	 其实越狱这部电视剧是典型的直线下滑，原本是我本人最喜欢的一部美剧，但是后面的发展有点像是硬掰出来的，非常草率收尾，结局也是如此无味，可惜了，只出一季的话应该是空前绝后的一部经典佳作！            
(NA)	 好看            
(NA)	 果然分数越来越低            
(4星)	 终于结束了。哦，其实还差一集。            
(4星)	 伴随着好听的音乐，悲情的结束            
(4星)	 又精彩了= =            
(3星)	 很显然，prison break第一季是好得不能再好了，不过之后一季不如一季，这也就是为了到第四季就匆匆结束的原因！            
(4星)	 个人认为 偏题了。。。  不是越狱了  而是 与 COMPANY的 战斗。。比较喜欢，，，，，            
(5星)	 没什么多说的，看吧，经典            
(3星)	 10.04.08越狱终于结束了，他们终于自由了，本季基本情节不看了，都是冲个每个人的个人魅力坚持下来的，Michael最后死在遗传病上...有时候发现Lincoln比Michael更有味道！~从第一季到第四季，Michael胖了不少啊！~            
(4星)	 结局的歌加分            
(NA)	 听说只有第一季比较值得。            
(5星)	 帅哥发福了..哎..            
(5星)	 爱            
(2星)	 终于结束了 我想不单对观众是种解脱 对编剧也同样如此 实在是没东西可以编了 居然搞了个鬼Scylla出来 太扯了 结局也很仓促 哎 还是要说Michael和Sara真是对苦命鸳鸯            
(NA)	 GOODBYE PB.            
(NA)	 为什么亲爱的Michael最后长眠于地下了？后几季剧情越来越烂了~~看来处女情结很重要             
(5星)	 迷得七荤八素的美剧……            
(NA)	 终于编不下去了。。。            
(NA)	 折腾            
(3星)	 虽然没有前几季的精彩 但是终于顺利完结 自己和“越狱”一同走过这几年 人生中这样的朋友不多啊            
(4星)	 一堆角色死了又复活过来，莎拉你到底要死几次？谁说迈克死了。保不定下一季又活过来了。如果有下一季的话……            
(3星)	 说实话，越狱越到后面感觉是编剧在完成任务了            
(3星)	 比起前两季.3,4季都有点苟延残喘的感觉.            
(3星)	 总的来说还行，剧情有点拖沓            
(2星)	 这一季终于让我在第7集左右彻底放弃了这部剧。            
(4星)	 最后结局哭死我了MD~            
(3星)	 我为他加上爱情的标签因为老是啰啰嗦嗦的讲两个人的爱情。我们的大帅哥终于要挂了。他的女朋友这一季变得暴瘦变丑了。终于看完了。            
(3星)	 总算演完了。。。            
(NA)	 嗯嗯~~~            
(2星)	 耐心在逐渐减退，为的是我心里那份的责任心。终于看完了，编剧真的是没戏了。没有想到还有最后一越，搞啊！            
(4星)	 为特别版给的。            
(5星)	 每季我都喜欢 不局限于第一季！            
(3星)	 终于扯完了~            
(5星)	   没的说~~我就是越狱迷~~看了四年终于看完这部美剧了！            
(5星)	 好像再也没有当初看越狱的那股劲儿了            
(3星)	 鉴于第一二季还不错，第四季勉强给个3星吧            
(5星)	 没有宣传，甚至从未引进，一部美剧竟让中国内地不计其数的观众通过各种渠道追看四年。《越狱》的神话很难再重演。米帅可真帅。HOHO~~　            
(5星)	 陪我走了这么久的剧。很好            
(4星)	 有点审美疲劳了,而且MS胖太多了吧,我的神呀            
(5星)	 cute             
(5星)	 看完            
(3星)	 没看完，弃剧            
(NA)	 结局凄美！爱情、亲情、友情！！还记得那一句：be the change you want to see in the world！！             
(4星)	 “Be the change you want to see in the world.”结局相当感伤。可我得实话实说，最令人欣赏的是MS无疑，可是我最喜欢的是Sucre。因为无论何时，他都善良，绝不背叛。            
(3星)	 狗血了。。            
(NA)	 为了了结  所以坚持            
(2星)	 扯淡            
(4星)	 比前面的两季要好多了            
(5星)	 终于看完了，对自己是个了结，呵呵            
(3星)	 但是一出狱果然又无聊了。。            
(3星)	 能看，但情節牽強            
(5星)	 感动。无法抑制。            
(4星)	 很上瘾把四季都看了，结局有些悲，感觉第一季最好            
(4星)	 最后难免落入俗套            
(4星)	 匆匆结尾            
(NA)	 惯性么？！暑假太无聊？            
(NA)	 ！！！            
(4星)	 Prison Break 最后一季拍的感觉是应广大歌迷的想法，为了拍而拍。MichaeL死了让人心痛。            
(3星)	 已经拍了四部了，很不容易了，尽管没有第一部的那么好看，不过剧中的人物都有了一个结局，支持一下            
(3星)	 米帅发福好严重。。。            
(5星)	 这个不看也不行啊！            
(4星)	 90分            
(3星)	 看这一季也就是想看完整了而已，越来越差            
(4星)	 一般般的啦，还是第一季好看，看完第一季就不需要看其他的了            
(4星)	 弃了...            
(5星)	 结局合理.但是还是想看michael当father的样子. 哇.......可怜的T-BAG为什么就不能给他一点点点儿爱呢.最后的小火苗儿也被踩!            
(2星)	 扯得不行了。。。还有俩。。。            
(3星)	 典型的虎头蛇尾，最后真是一塌糊涂呀.....            
(3星)	 将就，因为毕竟是最后的一季了~            
(3星)	 越拍越差            
(5星)	 michael,原来，你的生日比我早一天            
(4星)	 将就~            
(4星)	 自这部剧我深切的体会到了美剧的狗血水平。            
(4星)	 听着结尾曲那温馨中的淡淡忧伤，说不出的感动……友情 亲情 爱情，金钱 权势 地位， 无奈 妥协...Lay it Down Slow...            
(5星)	 都是final season了~虽然不再是越狱~但依旧是在组团抗争~还有我完美的Mic~~~~~~~~~~~~            
(4星)	 马马虎虎看完            
(3星)	 幸好此剧不长，跟了4年，看完。第一季真是惊为天人，实在好看。第二季，死亡的人太多，而且没有太多中心思想，不如第一季那么令人震惊。第三季，好像遇到美剧编剧罢工，大部分美剧都缩水，越狱和英雄是缩水最多的，这一季漏洞太多，交代事情也是不清不楚，感觉很努力在死撑的感觉，观众同            
(4星)	 还可以            
(NA)	 有点累得慌。。。我越完了。。。            
(NA)	 GIVE ME YOUR HAND            
(4星)	 第四季纯粹就为了那个结局了            
(NA)	 2009            
(5星)	 不圆满的圆满结局～～～～～～～～slow down...虽然能猜到一些不好的结局            
(NA)	 一个字“帅”            
(4星)	 还是第一季最猛。。。            
(4星)	 虽然很拖沓，但对于我们来说，毕竟这是一部超越了剧情的美剧，另外，结尾还是不错的。            
(NA)	 22集完            
(4星)	 泪            
(2星)	 死的人的都活了~   还凭空造出一些莫名其妙的人~...  不尊重人类的生殖器官~...            
(NA)	 太棒了            
(4星)	 竟然连麦克的妈妈都出来了、真够扯的、感觉这一季麦克长胖咯╮(╯▽╰)╭不过还是给你4星。            
(3星)	 剧情太狗血。。。。            
(5星)	 因为最后的一点感动，给它满星。            
(NA)	 2010.01.24—01.31            
(3星)	 扯!!!!!            
(3星)	 实在一般，终于结束了，michael终于死了。            
(3星)	 纯粹为了睇而睇~~            
(5星)	 麦克的蓝眼睛还是那么迷人            
(5星)	 额，故事情节总是那么曲折，每当我觉得这事该了结的时候总有出人意外的事情发生……伴随了1月6号开始到20号~~这两个多星期有你陪伴我好知足~~~~love prison break~爱美剧~            
(5星)	 越狱再不好看也比其它电视剧好看            
