http://movie.douban.com/subject/2085721/	小龙人
(3星)	 现在已经不记得了。            
(4星)	 是北京的回忆            
(5星)	 就不告诉你~就不告诉你~            
(3星)	 比我大6天的剧给点鼓励吧，好歹小时候也迷过            
(5星)	 童年啊~            
(3星)	 头上有鸡脚，身上有尾巴            
(4星)	 今天还哼起这片主题曲来的。            
(NA)	 就不告诉你 就不告诉你 就不~ 告诉你！            
(5星)	 暑假的记忆            
(4星)	 我小时候跟男主角长得很像……            
(3星)	 谁还记得哪集里头有于谦来着            
(4星)	 我记得我还有他的OST磁带！            
(5星)	 没看完，现在还不知道结局，小时候大家都在yy结局，掉我口味啊            
(5星)	 曾经最美好的回忆            
(NA)	 童年的记忆啊，“我是一个小龙人，小龙人……”            
(NA)	 我是一个小龙人，小龙人。哈哈            
(5星)	 美好的回忆啊~~~            
(5星)	 童年啊童年，属于80后的            
(4星)	 我头上有犄角，我身后有尾巴。。。。。童年的回忆            
(4星)	 小时候超迷的            
(5星)	 我家电视看不到中央台。            
(NA)	 大风车看的，超级感人啊，我是一条小青龙            
(3星)	 这个也算一代人的记忆吧            
(NA)	 翠翠婆婆            
(5星)	 小龙人找妈妈            
(NA)	 吹泡泡糖然后飘上了天空。            
(5星)	 小时候最喜欢的电视剧之一！            
(5星)	 不常想起，但是突然地唱起那首歌，我头上有只角，我身后有尾巴，。。。，怀念我再也回不去的小时候，            
(5星)	 我是一只小青龙~~            
(3星)	 就不告诉你~            
(NA)	 童年  呵呵              
(NA)	 怀念小龙人。            
(5星)	 童年啊！            
(3星)	 80后都会唱的哪一首歌··            
(5星)	 三星，经典加一星  童年加一星            
(5星)	 觉得好神奇！找妈妈，最后我还是不懂他的妈妈在哪里....遗憾            
(5星)	  啊啊啊啊啊啊！好怀念。。            
(5星)	 小时候的偶像剧！！！            
(5星)	 不大记得了            
(5星)	 cried for it~            
(NA)	 没看完            
(5星)	 绝对是经典，永远爱，大爱~~~~            
(5星)	 ，。。。。。            
(NA)	 当时还疑惑为什么电视上的都爱找妈妈去~~~~            
(4星)	 这么好的片子被禁了。不过话说回来，如果不被禁，可能就没那么经典。《还珠格格》就是个例子            
(NA)	 .......好吧            
(5星)	 小龙人哥哥后来做了生意            
(3星)	 現在回顧一下能奇怪死自己小時候是怎麼看得下去的。            
(4星)	 已经记不起讲的什么了……            
(3星)	 我很确定自己看过，但是一点不知道讲什么的了，因为看时候太小了。不过这个电视总给我一种很难受的感觉，不知为啥，那蓝色系？            
(5星)	 后来貌似穿越了？            
(5星)	 强大。。。这都能搜索到+_+            
(5星)	 我头上有犄角~犄角~我身后有尾巴~尾巴~谁也不知道~知道~我有多少秘密~            
(NA)	 都不记得具体情节了，只知道看过            
(5星)	 哭了~               
(4星)	 重新看了，发现当年果然是孩子。。。            
(NA)	 我头上有犄角，我身后有尾巴。。。谁也不知道我有多少秘密            
(4星)	 童年的记忆            
(3星)	 小时候就没看懂，现在看应该还是看不懂，这部电视剧真的好难定位啊，如果现在再放肯定是天雷滚滚啊            
(3星)	 他妈是中国！！！！！！！！            
(5星)	 就不告诉你 就不告诉你 就.不..告诉你            
(3星)	 几乎忘了内容了            
(NA)	 我头上有犄角……            
(4星)	 头上有犄角犄角            
(4星)	 童年的记忆，不喜欢小龙人            
(NA)	 就不告诉你            
(NA)	 美好的记忆            
(5星)	 就不告诉你~            
(5星)	 靠！ 把老子看哭了~            
(NA)	 童年喔            
(4星)	 我还有什么可说的呢，我已经无话可说了            
(3星)	 clut            
(4星)	 朦朦胧胧            
(5星)	 最适合小孩子看的片子...            
(NA)	 小时候看的            
(5星)	 谁也不知道，我是一条小青龙。。            
(5星)	 我有许多滴秘密，就不告诉你，就不告诉你，就不告诉你。            
(4星)	 对它的记忆似乎只剩下一些片段，但它永远留在了脑袋里！            
(3星)	 竟然有52集这么长》》》？？？？            
(4星)	 明明在北京给小龙人买衣服，商场广播里确实“中原之行哪里去，郑州亚细亚”……所以给减了一星            
(NA)	 女主叫琪琪是吧？我一直梳这她那种发型，霸占学前班班花地位            
(4星)	 啊哈哈哈            
(5星)	 童年经典啊，现在还记得那首歌            
(5星)	 小时候哭得哗哗的啊            
(4星)	 现在还会唱主题曲~啦啦啦~记得当时结局都看哭了啊            
(5星)	  鼓鼓的小脸蛋            
(5星)	 太爱了！！！            
(NA)	 小时候最喜欢的非动画片类电视剧            
(4星)	 我头上有犄角 犄角 我身后有尾巴 尾巴            
(4星)	 小龙人的妈妈是谁来着？ 反正最后找到他妈妈啦            
(NA)	 就不告诉你 就不告诉你            
(5星)	 想给十颗星            
(4星)	 就记得那主题曲了。。。            
(5星)	 我有许多小秘密，小秘密~            
(3星)	 头上有犄角 身后有尾巴。。            
(NA)	 经典！！            
(4星)	 非常怀念~~~            
(5星)	 80后的记忆            
(NA)	 那年夏天之后 再也没有看到过你你究竟有多少秘密布告诉我            
(5星)	 五颗星给我那不复返的童年……            
(NA)	 就不告诉你就不告诉你就不告诉你            
(5星)	 小时候最喜欢看的电视剧之一，还记得哭的稀里哗啦的被我妈说里面的东西又不是真的。            
(5星)	 头上长犄角。现在要我来说，真是一点也记不得剧情。不过记忆里的美好犹新。            
(2星)	 小时候没看到结局，那时候讨厌奇奇。。。不过音乐很好~~            
(5星)	 那时没啥娱乐产业，也就看看这个了            
(4星)	 就不告诉你就不告诉你就不告诉你            
(3星)	 就是看了心里有不舒服的感觉，过去也是，现在也是。。。好像打破了某种属于儿童片的温婉界限，强对比的色调给人恐怖的感觉。。。            
(5星)	 想起了童年            
(NA)	 哈哈            
(5星)	 我有许多小秘密，就不告诉你。            
(5星)	 !!!!            
(5星)	 儿时绝对的经典！            
(5星)	 童年回忆            
(5星)	 我头上有犄角~不知道小龙人现在怎么样了。            
(5星)	 至今都会唱主题曲            
(5星)	 童年的美好记忆！            
(NA)	 小时候为这片快哭傻了            
(3星)	 小时候大人们总是喜欢叫我唱里面的主题歌=-=            
(5星)	 虽然没什么记忆了            
(5星)	 翠翠婆婆~            
(4星)	 哭死            
(5星)	 就不告诉你，就不告诉你，就不~告~诉~你~            
(3星)	 小龙人找妈妈            
(4星)	 童年的回忆            
(5星)	 太怀念了            
(4星)	 小时候的大爱啊            
(5星)	 一切尽在不言中。小时候我就知道小龙人长大会是胖胖。~~            
(5星)	 就不告诉你～就不告诉你～～就不告诉你～～～            
(4星)	 小时候的故事，觉得很怀念            
(4星)	 没看过结局……55555            
(5星)	 当时可喜欢了！            
(5星)	 连衣裙遮不住小龙人的尾巴 每次看到她爬雪山找妈妈 我就很想妈妈            
(5星)	 童年的回忆。            
(5星)	 宝宝贝贝奇奇~~小龙人鹦鹉婆婆小白鸽~~            
(2星)	 小时候就觉得很恶心的片子！            
(5星)	 好想再看一遍~~~            
(3星)	 哈，就不告诉你。。            
(4星)	 小时候的恐怖片            
(5星)	 小时候翻来复去地看，童年真美好，刚百度了下奇奇，发现她竟然和我同岁，还挺好看的，嘿嘿~~            
(3星)	 我头上有犄角，我身后有尾巴……            
(NA)	 我怀念奇奇吃的内个麦圈啊 再也没得卖了            
(5星)	 小时候的记忆啊~~~~~~~            
(4星)	 印象不是很深了~            
(4星)	 小时候的记忆，很喜欢里面的奇奇，甚至现在都二十好几了也曾从网上回味过。            
(NA)	 没有印象了            
(NA)	 我有一个小秘密。。就不告诉你！~            
(5星)	 有个小秘密            
(4星)	 此生第一部经典罢            
(5星)	 怀念的不得了。。。            
(5星)	 五星是想起了那时的光景。            
(5星)	 80后永远的记忆            
